rid,name,buy_date,sell_date,qty,buyp,sellp,pl,ret,stopped
D2,성우하이텍,20240812,20241016,6120,7280.0,6620.0,-4395726.719999999,-9.866153846153846,False
P1,SK텔레콤,20240820,20241023,1940,55100.0,56700.0,2686007.599999994,2.5127767695099834,False
P3,한솔케미칼,20240920,20241023,373,116400.0,128100.0,4134749.759999998,9.523298969072158,False
P7,하이트진로,20240731,20241101,1638,20750.0,20850.0,-68435.6400000006,-0.20134939759036685,False
P7,한국항공우주,20240801,20241104,601,56500.0,57400.0,409809.8800000027,1.2068672566371674,False
P1,신한지주,20240909,20241112,1831,56100.0,55800.0,-937545.2400000095,-0.9127272727272873,False
P2,광명전기,20241030,20241113,98583,1338.0,1466.0,10913256.3996,8.273632286995515,False
P1,크래프톤,20240912,20241115,315,323500.0,289500.0,-11056531.5,-10.850108191653785,False
P1,삼성생명,20240924,20241122,1062,98200.0,106500.0,8384808.599999994,8.040020366598766,False
P4,삼화전기,20241115,20241122,896,29400.0,31600.0,1778667.5199999996,6.752108843537408,False
P2,롯데손해보험,20241113,20241127,66394,2010.0,2050.0,1049689.1399999857,0.7865671641790861,False
P4,사조산업,20241122,20241129,728,36600.0,36000.0,-562598.4000000022,-2.111475409836072,False
P1,현대글로비스,20241004,20241202,884,117100.0,124100.0,5771123.280000001,5.575081127241677,False
P1,KT,20241007,20241203,2579,40800.0,48650.0,19768370.269999996,18.78708333333332,False
P4,사조산업,20241129,20241206,741,36000.0,34600.0,-1160465.2800000012,-4.3502222222222215,False
P4,금호석유화학,20241202,20241209,286,93700.0,87800.0,-1782821.039999999,-6.652764140875133,False
P4,자화전자,20241202,20241209,2241,11980.0,10740.0,-2942504.712000001,-10.960200333889825,False
P4,애경케미칼,20241202,20241209,3653,7350.0,6530.0,-3205375.9920000024,-11.938285714285723,False
P1,대한항공,20241016,20241211,4684,22350.0,24250.0,8467969.399999991,8.088814317673364,False
D1,나노신소재,20241115,20241213,694,63300.0,67200.0,2389469.759999998,5.439241706161124,False
D1,LS머트리얼즈,20241115,20241213,3603,12190.0,11120.0,-4207785.167999998,-9.580442986054138,False
P4,에코프로머티,20241206,20241213,367,74500.0,80600.0,2126295.2399999984,7.776805369127504,False
P2,KBI동양철관,20241206,20241220,117536,1166.0,1261.0,9861646.51519999,7.195814751286433,False
P3,효성티앤씨,20241127,20241226,222,199700.0,241500.0,9075870.600000001,20.471857786680015,False
P4,케이씨텍,20241220,20241230,1089,25450.0,26050.0,403757.6400000006,1.4568172888015818,False
P1,현대로템,20241105,20250103,1722,61300.0,52105.0,-16174744.277999997,-15.322999999999997,True
P4,포스코퓨처엠,20241227,20250107,205,136575.0,145397.0,1695245.7369999997,6.0549085850265305,False
P3,한전기술,20241206,20250108,876,52100.0,56900.0,4015391.280000001,8.798042226487524,False
D1,상신이디피,20241209,20250109,6924,6540.0,7960.0,9016377.408,19.91119266055046,False
P3,KEC,20241209,20250109,13438,3370.0,4385.0,12944247.566,28.583293768546003,False
P4,애경케미칼,20250102,20250109,4257,6580.0,7300.0,2791570.3200000003,9.965957446808504,False
P1,우리금융지주,20241112,20250110,6594,15990.0,15500.0,-3619446.600000009,-3.432770481550973,False
P1,한국전력,20241122,20250122,4481,23800.0,20230.0,-16341642.394000009,-15.32300000000001,True
P4,포스코퓨처엠,20250203,20250210,218,127270.0,126107.0,-358001.03880000114,-1.2903328357036226,False
P4,SK아이이테크놀로지,20250203,20250210,1257,22150.0,23500.0,1496081.3999999985,5.373363431151246,False
D2,성우하이텍,20241206,20250211,9557,4780.0,5050.0,2155676.920000002,4.7188284518828505,False
P2,동원시스템즈,20250204,20250218,4006,34750.0,37350.0,8650035.620000005,6.213726618705029,False
P1,삼양식품,20250124,20250328,155,718000.0,844000.0,19032884.0,17.102061281337043,False
P7,한전KPS,20250108,20250409,878,42050.0,38200.0,-3541290.080000002,-9.591819262782408,False
P7,한화엔진,20250108,20250409,1713,21550.0,21400.0,-396251.1600000039,-1.0734106728538362,False
P1,대한항공,20250213,20250411,4726,23650.0,20102.5,-17126501.776999995,-15.322999999999997,True
P7,HD현대미포,20250121,20250422,266,141800.0,133600.0,-2316242.8800000027,-6.14081805359662,False
P7,키움증권,20250121,20250422,304,124100.0,126100.0,462329.2800000012,1.2254794520548007,False
P7,제일기획,20250123,20250424,2157,17210.0,18260.0,2075793.2639999986,5.591818710052299,False
P3,케이씨텍,20250417,20250520,2000,23450.0,26850.0,6434840.0,13.720341151385917,False
P7,한화엔진,20250512,20250806,1312,28600.0,37350.0,11293787.839999996,30.098146853146844,False
P7,한화시스템,20250512,20250806,905,41450.0,56800.0,13696414.799999997,36.511845597104944,False
P7,HD현대마린엔진,20250513,20250807,947,39600.0,81800.0,39669034.519999996,105.78070707070708,False
P7,현대엘리베이터,20250515,20250811,507,74000.0,84400.0,5110194.960000001,13.620648648648647,False
P7,한국앤컴퍼니,20250529,20250826,1908,19800.0,23000.0,5807188.799999997,15.371717171717169,False
P7,두산,20250806,20251106,63,612000.0,991000.0,23639754.6,61.31277777777777,False
P7,대한전선,20250806,20251106,2355,16470.0,24500.0,18691399.5,48.19004250151791,False
P7,아모레퍼시픽홀딩스,20250807,20251107,1382,29200.0,26600.0,-3769653.759999998,-9.341369863013693,False
P7,한솔케미칼,20250811,20251111,231,175000.0,223000.0,10892250.600000001,26.944342857142868,False
P7,CJ,20250826,20251125,264,154100.0,174500.0,5210541.6000000015,12.807852044127198,False
P7,현대해상,20251106,20260203,1450,29300.0,28400.0,-1461484.0,-3.4399999999999986,False
P7,KCC,20251106,20260203,102,415000.0,497500.0,8222169.0,19.423975903614465,False
P7,코리안리,20251107,20260204,3781,11200.0,12220.0,3542434.0239999965,8.365214285714284,False
P7,롯데정밀화학,20251111,20260206,956,44750.0,45550.0,468688.5600000024,1.095553072625699,False
P7,에스엘,20251125,20260225,1151,37350.0,72200.0,39713459.44,92.37868808567605,False
P2,인바이오젠,20260401,20260415,19205,8790.0,8000.0,-16984902.0,-10.061433447098977,False
P7,한화투자증권,20260203,20260506,6363,6800.0,9370.0,16126349.022,37.270500000000006,False
P7,효성,20260203,20260506,294,146800.0,258500.0,32475004.799999997,75.24468664850134,False
P7,삼성증권,20260204,20260507,476,91100.0,145200.0,25488962.239999995,58.779626783754104,False
P7,제일기획,20260206,20260511,2077,20900.0,19040.0,-4053041.1840000004,-9.336803827751194,False
P7,KCC,20260225,20260526,65,690000.0,575000.0,-7617025.0,-16.983333333333327,False
P4,영풍,20260708,20260715,982,35750.0,36650.0,567085.3599999994,1.6153286713286752,False
P4,DB하이텍,20260708,20260715,313,111900.0,120800.0,2642020.4799999967,7.5433065236818475,False
P4,SK증권,20260708,20260715,15305,2295.0,2340.0,552632.9399999976,1.5733333333333155,False
P4,티웨이홀딩스,20260708,20260715,29895,1175.0,1175.0,-238861.05000000447,-0.6800000000000139,False
P6,현대약품,20260708,20260715,10407,4500.0,6710.0,22734112.313999996,48.54448888888887,False
P6,삼아알미늄,20260708,20260715,1343,34850.0,34950.0,-91001.6799999997,-0.19443328550932115,False
P6,광전자,20260708,20260715,8972,5220.0,6490.0,11173172.535999998,23.85704980842911,False
P6,한화오션,20260708,20260715,567,82600.0,74340.0,-4843592.964000002,-10.342000000000006,True
P4,두산에너빌리티,20260715,20260723,509,70900.0,73200.0,1029116.5600000024,2.8516784203103107,False
P4,한화오션,20260715,20260723,419,86100.0,89900.0,1449061.2199999988,4.016701509872234,False
P4,한전기술,20260715,20260723,388,92900.0,96100.0,1099910.1599999964,3.0514747039827705,False
P4,엘앤에프,20260715,20260723,383,94200.0,89100.0,-2082976.1400000006,-5.773439490445864,False
P6,디아이씨,20260715,20260723,11488,4190.0,4900.0,7773699.839999996,16.149880668257754,False
P5,신원,20260709,20260724,55387,1057.0,1026.0,-2387556.331600003,-4.078221381267744,False
P6,삼화콘덴서,20260716,20260724,595,80900.0,80700.0,-301462.700000003,-0.626279357231152,False
P6,코리아써키트,20260716,20260724,709,67800.0,61020.0,-4971420.083999999,-10.341999999999995,True
P6,삼성전기,20260716,20260724,39,1206000.0,1326000.0,4483486.799999997,9.532437810945261,False
P6,금호에이치티,20260723,20260730,9819,4940.0,4755.0,-2040623.8559999987,-4.20696356275303,False
P4,가온전선,20260724,20260731,190,190600.0,162010.0,-5549071.2200000025,-15.32300000000001,True
P4,삼성전기,20260724,20260731,25,1399000.0,1189150.0,-5359219.25,-15.322999999999997,True
P4,비에이치,20260724,20260731,2185,16600.0,14110.0,-5588635.68,-15.408,True
P4,대덕전자,20260724,20260731,322,112400.0,95540.0,-5545822.743999999,-15.322999999999997,True
P6,삼화콘덴서,20260724,20260731,587,82300.0,74070.0,-4996230.542000003,-10.342000000000006,True
P6,코리아써키트,20260724,20260731,835,57900.0,52110.0,-4999995.030000001,-10.342000000000006,True
P6,성문전자,20260724,20260731,25871,1870.0,1683.0,-5133955.072400004,-10.61200000000001,True
P7,신세계,20260506,20260803,111,414000.0,405500.0,-1114539.8999999985,-2.4253381642512006,False
P7,금호석유화학,20260506,20260803,326,141800.0,113000.0,-9528784.399999999,-20.613117066290542,False
P7,대한항공,20260507,20260804,1819,26000.0,26100.0,1491.5799999982119,0.0031538461538360707,False
P7,케이씨텍,20260511,20260806,654,72000.0,62500.0,-6409200.0,-13.611111111111107,False
P3,롯데에너지머티리얼즈,20260708,20260806,1815,32250.0,31250.0,-2030531.25,-3.4689922480620194,False
P5,풍산홀딩스,20260723,20260806,1799,33700.0,37400.0,6064213.119999997,10.00261127596438,False
P6,두산,20260730,20260806,45,1070000.0,1188000.0,5106852.0,10.606130841121498,False
P3,포스코퓨처엠,20260709,20260807,395,148200.0,155800.0,2768144.1999999955,4.728717948717942,False
P4,가온전선,20260731,20260807,266,131700.0,147700.0,4106704.839999996,11.722657555049354,False
P4,DB하이텍,20260731,20260807,437,80300.0,84100.0,1520943.539999999,4.33427148194272,False
P4,남광토건,20260731,20260807,4910,7150.0,7500.0,1468090.0,4.181818181818175,False
P4,PKC,20260731,20260807,7854,4470.0,5180.0,5218323.263999999,14.86389261744967,False
P6,삼화콘덴서,20260731,20260807,653,71600.0,77200.0,3465235.920000002,7.411508379888265,False
P6,코리아써키트,20260731,20260807,1033,45300.0,55700.0,10524555.219999999,22.490816777041942,False
P6,LG이노텍,20260731,20260807,93,498000.0,552000.0,4826923.1999999955,10.422168674698785,False
D1,HLB파나진,20260713,20260811,55075,1063.0,1159.0,4342487.509999998,7.417384760112888,False
P3,삼성SDI,20260713,20260811,128,454000.0,459500.0,480499.19999999553,0.8268502202643191,False
D1,모트렉스,20260714,20260812,11323,5170.0,5350.0,1141584.8599999994,1.9500967117988433,False
D1,퓨런티어,20260714,20260812,9337,6270.0,7120.0,6952554.287999995,11.875980861244017,False
P6,케이씨텍,20260806,20260813,742,62600.0,71900.0,6697870.759999998,14.419776357827473,False
P4,두산퓨얼셀,20260807,20260814,1170,30650.0,37850.0,8255718.8999999985,23.021761827079935,False
P4,엠앤씨솔루션,20260807,20260814,2150,16690.0,17820.0,2092345.6000000015,5.8309406830437505,False
P7,현대해상,20260526,20260821,1272,36800.0,49750.0,16231928.399999999,34.676494565217396,False
P4,삼성증권,20260819,20260826,424,86700.0,88500.0,620608.799999997,1.6882352941176348,False
