date,ticker,name,y,grp,n40,n20,k60
20231201,316140,우리금융지주,2023,생존,6.636191210485734,-2.5388280647648394,True
20231204,316140,우리금융지주,2023,생존,11.847414330218077,-3.2616199376947015,True
20231205,316140,우리금융지주,2023,생존,13.739472459270742,-3.4831807602792892,True
20231206,316140,우리금융지주,2023,생존,15.215611285266453,-2.1825078369905966,True
20240715,316140,우리금융지주,2024,생존,5.025405405405395,-0.7178378378378399,True
20240716,316140,우리금융지주,2024,생존,0.15908355795149187,0.8329380053908401,True
20240717,316140,우리금융지주,2024,생존,0.7540893929286278,1.487911941294187,True
20240718,316140,우리금융지주,2024,생존,3.80918918918918,3.80918918918918,True
20240719,316140,우리금융지주,2024,생존,5.731484217595709,7.343304231027539,True
20240722,316140,우리금융지주,2024,생존,4.936285329744286,10.72363391655451,True
20240104,375500,DL이앤씨,2024,생존,-2.8539130434782596,16.43956521739131,True
20240105,375500,DL이앤씨,2024,생존,-5.145493910690121,9.468849797022997,True
20240108,375500,DL이앤씨,2024,생존,-8.616507936507942,2.3623280423280466,True
20240109,375500,DL이앤씨,2024,생존,-10.936410256410253,-2.9876923076923108,True
20240115,375500,DL이앤씨,2024,생존,-10.96593350383632,-1.6308951406649648,True
20240116,375500,DL이앤씨,2024,생존,-11.915832274459978,-4.54607369758577,True
20240126,375500,DL이앤씨,2024,생존,-7.457493606138107,-3.621176470588236,False
20231208,402340,SK스퀘어,2023,생존,31.492509960159357,-4.5632669322709125,True
