F,date,ticker,name,grp,r,y
1번 상승초입,20260126,229640,LS에코에너지,생존,5.110062111801241,2026
1번 상승초입,20250612,241560,두산밥캣,생존,19.62,2025
1번 상승초입,20250617,267270,HD건설기계,생존,0.45582887700534025,2025
1번 상승초입,20250618,267270,HD건설기계,생존,19.52,2025
1번 상승초입,20210705,272210,한화시스템,생존,-5.366149584487531,2021
1번 상승초입,20210706,272210,한화시스템,생존,-4.581680672268903,2021
1번 상승초입,20251030,272210,한화시스템,생존,-12.373517017828204,2025
1번 상승초입,20251222,272210,한화시스템,생존,3.050531732418518,2025
1번 상승초입,20251224,272210,한화시스템,생존,19.62,2025
1번 상승초입,20251226,272210,한화시스템,생존,19.62,2025
1번 상승초입,20210121,285130,SK케미칼,생존,3.9783569305077897,2021
1번 상승초입,20210122,285130,SK케미칼,생존,0.5750859219619623,2021
1번 상승초입,20210805,285130,SK케미칼,생존,19.62,2021
1번 상승초입,20210806,285130,SK케미칼,생존,19.62,2021
1번 상승초입,20221108,298020,효성티앤씨,생존,19.52,2022
1번 상승초입,20221109,298020,효성티앤씨,생존,19.52,2022
1번 상승초입,20250526,298040,효성중공업,생존,13.355343383584596,2025
1번 상승초입,20221108,298050,HS효성첨단소재,생존,19.52,2022
1번 상승초입,20221109,298050,HS효성첨단소재,생존,9.201881051175667,2022
1번 상승초입,20240701,302440,SK바이오사이언스,생존,1.6876691729323294,2024
1번 상승초입,20230801,323410,카카오뱅크,생존,-12.154461028192374,2023
1번 상승초입,20231121,323410,카카오뱅크,생존,-2.321747572815533,2023
1번 상승초입,20231122,323410,카카오뱅크,생존,-1.531631477927062,2023
1번 상승초입,20231123,323410,카카오뱅크,생존,-0.18620155038759656,2023
1번 상승초입,20231107,377300,카카오페이,생존,4.6551288056206035,2023
1번 상승초입,20231108,377300,카카오페이,생존,9.15855421686748,2023
1번 상승초입,20260506,377300,카카오페이,생존,-26.99812297734628,2026
1번 상승초입,20260120,450080,에코프로머티,생존,19.62,2026
1번 상승초입,20260121,450080,에코프로머티,생존,19.62,2026
1번 상승초입,20250828,454910,두산로보틱스,생존,-0.8554358161648153,2025
1번 상승초입,20250924,457190,이수스페셜티케미컬,생존,1.4057142857142795,2025
1번 상승초입,20250925,457190,이수스페셜티케미컬,생존,13.349508196721318,2025
1번 상승초입,20251016,457190,이수스페셜티케미컬,생존,-1.8214414414414377,2025
1번 상승초입,20251017,457190,이수스페셜티케미컬,생존,0.7148905109489093,2025
1번 상승초입,20251020,457190,이수스페셜티케미컬,생존,3.6200000000000037,2025
2번 조정매집,20220614,000020,동화약품,생존,-2.6800000000000015,2022
2번 조정매집,20220615,000020,동화약품,생존,-2.4800000000000013,2022
2번 조정매집,20220616,000020,동화약품,생존,2.6456410256410354,2022
