ticker,shares,equity,as_of
037330,43885224,140430422580,20260415
037350,15470000,270659502171,20260415
037370,8624972,21677736553,20260415
037400,26223346,122314690437,20260415
037440,13922475,83221815188,20260415
037460,16318522,218411818088,20260415
037560,77446865,458843047626,20260415
037710,7957190,867825957167,20260415
037760,33832921,55375806917,20260415
037950,84447519,82498228155,20260415
038010,9000000,142773852958,20260415
038060,48103069,101906584229,20260415
038070,9100676000,83320444646,20260415
038110,41169370,357985552000,20260415
038160,16637770,16256189175,20260415
038290,10841400,139058380164,20260415
038340,32424892,12329954762,20260415
038390,16720822,210147371778,20260415
038460,26164438,130387712836,20260415
038500,107916306,722527947906,20260415
038530,115714347,53835662631,20260415
038540,55328313,232140474761,20260415
038620,75729465,91142114660,20260415
038680,19912642,94918451962,20260415
038870,14014949,81275882000,20260415
038880,375721175,47189389173,20260415
038950,10210765,89341996896,20260415
039010,8625000,101805758360,20260415
039020,22584709,194765591155,20260415
039030,12319550,716521787821,20260415
039130,15489932,110147385378,20260415
039200,38258176,214559266324,20260415
039230,1839376,753973148,20250415
039240,26979604,114250366786,20260415
039290,8693978,68317453075,20260415
039310,18121667,99222095192,20260415
039340,22500000,129382197154,20260415
039420,24154730,67706386173,20260415
039440,15507047,291916114742,20260415
039490,27294979,6890928870173,20260415
039560,39613981,270521056959,20260415
039570,25957601,264664742263,20260415
039610,10410400,96055065850,20260415
039670,9211617,1038195920,20260415
039740,8018397,54786825323,20260415
039790,319611,161881592,20260415
039830,10762890,123821160637,20260415
039840,14375087,194588961615,20260415
039860,38093053,97522159215,20260415
039980,72778776,93436138506,20260415
040160,12055535,67283064200,20260415
040300,47676980,225297254051,20260415
040350,97602661,47681981994,20260415
040420,15677552,87344603006,20260415
040610,34087196,126752586593,20260415
040910,18574275,85158489408,20260415
041020,49725498,98563790061,20260415
041140,35373322,139491218814,20220415
041190,84000000,848559884349,20260415
041440,17915944,182208933784,20260415
041460,19000000,64967455121,20260415
041510,22894690,670814652551,20260415
041520,12188730,151553413012,20260415
041590,48972158,43886001365,20260415
041650,21471450,232273480695,20260415
041830,13480882,331792875826,20260415
041910,13501607,147876252264,20260415
041920,18598223,141765636530,20260415
041930,15800000,158110702495,20260415
041960,73758693,89380159216,20260415
042000,24253054,267460986395,20260415
042040,195145574,67278437088,20260415
042110,48329564,116776957886,20260415
042370,26200025,129916064126,20260415
042420,8366283,281674451535,20260415
042500,22291144,121786361786,20260415
042510,11205174,52129229774,20260415
042520,13526367,65322820018,20260415
042600,12423574,47134907703,20260415
042660,306413394,7193208512478,20260415
042670,192655867,2046794823468,20250415
042700,95312200,726140640654,20260415
042940,6828712,114739364704,20260415
043090,12418275,12090862672,20260415
043100,20110080,25372749115,20260415
043150,14854256,512476336147,20260415
043200,41804315,26532975796,20260415
043220,15922416,23493213457,20260415
043260,70922823,382898256830,20260415
043290,37161291,30142922553,20210415
043340,95000000,27526851559,20260415
043360,9000000,68979193322,20260415
043370,21000000,651786083520,20260415
043580,3011625,126098375076,20230415
043590,27136762,29911848148,20260415
043610,58115438,138695494520,20260415
043650,17858304,231950685783,20260415
043710,86562510,45807266556,20260415
043910,113391457,81357079920,20260415
044060,95732184,44728603257,20260415
044180,26717799,4814266826,20260415
044340,17873425,157611894393,20260415
044380,64481582,38455723182,20260415
044450,23085880,657986311325,20260415
044480,80663728,45580694387,20260415
044490,20007381,617810019160,20260415
044780,18505787,69992332825,20260415
044820,9603921,283081703105,20260415
044960,12641883,54683345561,20260415
044990,7685425,108063139600,20260415
045060,16941974,83261887233,20260415
045100,18000000,575803519169,20260415
045300,10347365,73567683328,20260415
045340,8558040,39856354055,20260415
045390,70473377,154594323335,20260415
045510,32209292,46950519948,20260415
045520,6500000,17993880748,20260415
045660,8260000,109645505954,20260415
045890,75067352,21951151073,20210415
045970,26314876,104857122992,20260415
046070,15486089,51563254249,20260415
046110,11104227,64597538870,20250415
046120,27703684,110285912689,20260415
046140,19370555,178658073150,20240414
046210,45470654,78705005429,20260415
046310,16418641,47757067313,20260415
046390,43172933,56373043536,20260415
046440,38010802,357322253288,20260415
046890,58305400,555354224178,20260415
046940,18074350,168015002268,20260415
046970,43824999,40135448137,20260415
047040,415622638,2703249268380,20260415
047050,175922788,5954368377000,20260415
047080,24822362,15399625962,20260415
047310,36610755,178195567063,20260415
047400,42000000,58078833085,20260415
047560,11732432,60017148809,20260415
047770,37842602,73748558241,20260415
047810,97475107,1951464062962,20260415
047820,24453930,298596946806,20260415
047920,32799356,131535181621,20260415
048260,1557648,659924090351,20260415
048410,96040960,105434718886,20260415
048430,11520000,147007682132,20260415
048470,10000000,74874795126,20260415
048530,33191547,62169774838,20260415
048550,96714620,75530911287,20260415
048770,15697991,35556410171,20260415
048830,18723923,49790067161,20260415
048870,88106963,168408956551,20260415
048910,12578946,85103171989,20260415
049070,17200000,576572561318,20260415
049080,84883347,45288981398,20260415
049120,53008319,37971621007,20260415
049180,54957063,25216046130,20260415
049430,9048000,242098621239,20260415
049470,117724498,50229276260,20260415
049480,31422383,68907044755,20260415
049520,32247404,129095752828,20260415
049550,19606277,82621000247,20260415
049630,116897560,112916721908,20260415
049720,14300000,59365012547,20260415
049770,19295620,954760305552,20260415
049800,20000000,103732727613,20260415
049830,6132112,152537021464,20260415
049950,8817884,104884603770,20260415
049960,9400000,135101600776,20260415
050090,19784735,12023068835,20260415
050110,73824118,97419771639,20260415
050120,13564086,86503666993,20260415
050320,54718,1910692638,20240414
050540,6468087,8425342311,20260415
050760,16334678,60554803743,20260415
050860,22500000,129646925868,20260415
050890,60756534,353553120244,20260415
050960,6751000,94490567554,20260415
051160,15474430,65218771087,20260415
051360,15827058,312715198764,20260415
051370,23327472,324676743392,20260415
051380,15340072,40915340929,20260415
051390,11355368,84277756847,20260415
051490,14200000,95815880702,20260415
051500,11871586,441751554172,20260415
051600,45000000,1336644159063,20260415
051630,21200000,39440432054,20260415
051780,25811245,26741931635,20260415
051900,15302459,4592373465754,20260415
051910,70592343,22573844000000,20260415
051980,111091709,107896553271,20260415
052020,67983291,98848804939,20260415
052190,5331891,746679952,20260415
052220,23000000,55261678216,20260415
052260,30000000,145563802979,20260415
052300,16865143,230176389935,20260415
052330,17761589,357663614123,20260415
052400,14563291,263873074347,20260415
052420,94425682,456467526687,20260415
052460,14607936,36898747813,20260415
052600,11563700,40086302416,20260415
052670,19419,28362239215,20260415
052690,38220000,592710504477,20260415
052710,14615109,162472442519,20260415
052770,14568774,3670734747,20260415
052790,11330638,210331490332,20260415
052860,17862854,37328436003,20260415
052900,65374456,142404111622,20260415
053030,32684188,161001613283,20260415
053050,29987597,102848299977,20260415
053060,17657419,33812758286,20260415
053080,12999807,120501399577,20260415
053110,8940349,4905568738,20240414
053160,6000000,71309163394,20260415
053210,47522955,552534975251,20260415
053260,18720000,127770132163,20260415
053270,27410405,106982408331,20260415
053280,25000000,162709780856,20260415
053290,16526307,68685522486,20260415
053300,42441361,198970956345,20260415
053350,23021065,143553077919,20260415
053450,14792803,88830381993,20260415
053580,13636248,113502149650,20260415
053590,157140147,44597084151,20240414
053610,11000000,364398563829,20260415
053620,8600000,196994283785,20260415
053660,53201003,23253436257,20230415
053690,10957550,173342090169,20260415
053700,23138570,185148440859,20260415
053800,11126506,392801395607,20260415
053950,78147358,104984530972,20260415
053980,18982783,73299405075,20260415
054040,16071290,126660155822,20260415
054050,16030561,261031625506,20260415
054090,24959232,51978691242,20260415
054180,5527981,44968693847,20260415
054210,25291210,224560212182,20260415
054220,59953081,21423197425,20260415
054300,115741890,88677024053,20260415
054340,4983419,1556598555,20260415
054410,5726444,59479185782,20260415
054450,15144233,139649003397,20260415
054540,13000000,85994786970,20260415
054620,18394221,188874356594,20260415
054630,7970946,2237513975,20260415
054670,14354920,148943446009,20260415
054780,19657793,34584749697,20260415
054800,10347756,171542030039,20260415
054920,28217081,160696408739,20260415
054930,3000000,157919864043,20260415
054940,33173548,35980519442,20260415
054950,12089892,247334160840,20260415
055490,4769650,105773575730,20260415
055550,485494934,26346879000000,20260415
056000,19720225,18630592277,20230415
056080,37512152,39233363338,20260415
056090,103259036,96271840546,20260415
056190,35908760,854232033114,20260415
056360,9796800,155976820322,20260415
056700,29135091,96620462100,20260415
056730,74111186,59675667291,20260415
057030,16312697,52504598104,20260415
057050,12000000,1715484507000,20260415
057500,122985933,400405187901,20250415
057540,59449355,107190232832,20260415
057680,71248501,171529554702,20260415
057880,24580368,3305428129,20250415
058110,16050530,40470454953,20260415
058220,38974244,13997831503,20210415
058400,132429720,248337410837,20260415
058420,3610839,367410144,20230415
058430,6000000,381094743619,20260415
058450,14793621,18563488220,20260415
058470,76211850,776763916632,20260415
058530,14015501,23076435871,20260415
058610,22177360,160255768248,20260415
058630,19202574,138905016109,20260415
058650,4000000,1058494458242,20260415
058730,18796941,129086077127,20260415
058820,147842183,205133517101,20260415
058850,42685000,181878527035,20260415
058860,34802000,243670624442,20260415
058970,12359538,92796568126,20260415
059090,33416778,240214586839,20260415
059100,7070860,50205352610,20260415
059120,9155033,43204308151,20260415
059210,28094301,131015375866,20260415
059270,11165299,40659342989,20260415
060150,46563612,281845618607,20260415
060230,8082220,72621363028,20260415
060240,5821060,209762070,20260415
060250,40160611,315742911157,20260415
060260,13512009,23319923067,20260415
060280,41089990,101541739761,20260415
060300,29231297,793521435,20260415
060310,53059040,43724886589,20260415
060370,52238854,656430704195,20260415
060380,19700000,114989538890,20260415
060480,11090000,42642358841,20260415
060540,26133306,98477950761,20260415
060560,126940008,93658756014,20260415
060570,74101573,136510188617,20260415
060590,24181020,74954533451,20260415
060720,23677442,279321915923,20260415
060850,8131000,49555965719,20260415
060900,79821468,41435106112,20260415
060980,9213477,1211576042133,20260415
061040,32089259,113540226139,20260415
061090,5585624,164028560035,20260415
061250,86515847,213304364211,20260415
061970,58083006,284674655806,20260415
062040,30445200,663402115295,20260415
062860,9872720,16796190571,20260415
062970,23059076,39465544538,20260415
063080,6595192,81266385833,20260415
063160,5485962,119569436363,20260415
063170,17774267,82074725176,20260415
063440,46029154,68265666671,20260415
063570,34147728,179160815429,20260415
063760,9325130,64954793511,20260415
064090,49742745,62589155455,20260415
064240,35038012,84829085068,20260415
064260,75071479,299795153136,20260415
064290,12863962,42470847724,20260415
064350,109142000,3340955849000,20260415
064400,96885948,2701074819000,20260415
064480,11952500,43185918118,20260415
064510,10117010,22274487077,20260415
064520,22351062,103700217927,20260415
064550,25810291,111512246588,20260415
064760,11179416,551454177850,20260415
064800,127807298,187056748535,20260415
064820,30901728,308101994574,20260415
064850,11410332,76989083357,20260415
064960,26540272,1028321219676,20260415
065060,23800804,45687724442,20260415
065130,16004000,163341333446,20260415
065150,159382405,27611073943,20260415
065160,5596878,6420844914,20250415
065170,26683025,7778726335,20260415
065350,27483948,277513948400,20260415
065370,7383954,30637208935,20260415
065420,77482810,8328647883,20260415
065440,27275020,44058825949,20260415
065450,28652800,63657544753,20260415
065500,31742912,41573768171,20260415
065510,11485863,96044808215,20260415
065530,47838759,77956144602,20260415
065560,1822038,39448021837,20260415
065570,16093838,14458904129,20260415
065620,4951894,4465444136,20260415
065650,13335216,29162194023,20260415
065660,10006100,80408783431,20260415
065680,9240471,273807713793,20260415
065690,14049331,51796809883,20260415
065710,5150000,103750206648,20260415
065770,19411130,16876246617,20260415
065940,13400000,14697790016,20220415
065950,28231302,80468870491,20260415
066110,76844272,39777983885,20230415
066130,12800000,120047232884,20260415
066310,9271621,90745264396,20260415
066360,47952015,104522562357,20260415
066410,138453818,108603995495,20260415
066430,39153476,43695341567,20260415
066570,162886387,12710463000000,20260415
066590,38677937,90342455378,20260415
066620,7500000,444504393324,20260415
066670,18691918,174187131337,20260415
066700,37152376,109610421240,20260415
066790,65152039,23161389532,20260415
066900,22744503,95058829906,20260415
066910,66933164,23473986205,20260415
066970,40238914,804986736404,20260415
066980,51935125,59006596973,20260415
067000,69903446,90901797234,20260415
067010,12294000,53295752923,20260415
067080,18616650,79922255918,20260415
067160,11494767,447639109417,20260415
067170,23891605,113234131623,20260415
067280,5926779,211133510805,20260415
067290,53376126,40736190740,20260415
067310,66378151,657516073387,20260415
067370,12193555,29963784211,20260415
067390,403157579,321740173675,20260415
067570,42170000,216754616747,20260415
067630,121917058,307158716485,20260415
067730,9673922,21651439344,20260415
067770,8396593,47625268913,20260415
067830,41040895,525339065729,20260415
067900,18199659,321105568649,20260415
067920,10996119,79537268516,20260415
067990,29181550,192159138637,20260415
068050,27694076,70140480371,20260415
068100,9939614,17525610212,20260415
068240,38163437,232633114569,20260415
068270,230960969,17804233855645,20260415
068290,10000000,144034833756,20260415
068330,44216140,67091098819,20260415
068400,46323542,505194214271,20260415
068760,43681920,449200187669,20260415
068790,22570224,453831190876,20260415
068930,27675342,157352210466,20260415
068940,45912716,7772797774,20260415
069080,34600884,705910970323,20260415
069110,36106914,9184508093,20260415
069140,14402564,37262886708,20260415
069260,40878588,950830720037,20260415
069330,14191091,24556664468,20260415
069410,10244824,56459498767,20260415
069460,87071952,78862696993,20260415
069510,10910000,159614823169,20260415
069540,60990153,103668093826,20260415
069620,11586575,1118961705896,20260415
069640,44806502,6184618650,20260415
069730,14400000,202761026915,20260415
069920,46482609,37242717296,20260415
069960,22628813,4640853640000,20260415
070300,23307078,49590610734,20260415
070590,13879521,9791152788,20260415
070960,48133333,354968292797,20260415
071050,55725992,8956729000000,20260415
071090,20191471,149170012209,20260415
071200,24396458,216636465965,20260415
071280,15296603,144679469206,20260415
071320,11578744,2456142000000,20260415
071460,35967295,73645739463,20260415
071670,10000000,87602824000,20260415
071840,23607712,908658615709,20260415
071850,24260938,72749419584,20260415
071950,11813101,33793584097,20260415
071970,33921495,495967909139,20260415
072020,9458687,108111924805,20260415
072130,12895454,65045943767,20260415
072470,18887341,99777711279,20260415
072520,74163194,56093588499,20250415
072710,4637790,600184663588,20260415
072770,80177223,56497201990,20260415
072870,11920959,275891255698,20260415
072950,8052610,81293870367,20260415
072990,14406206,106829171219,20260415
073010,40191250,87969731961,20260415
073070,399113,47568063338,20260415
073110,8895755,98559386054,20260415
073190,11968040,33407515643,20260415
073240,287260287,1703518944395,20260415
073490,7603846,128126659941,20260415
073540,11400000,55791637700,20260415
073560,69237643,195002994379,20260415
073570,60186641,56955608343,20260415
073640,106378770,26970016178,20260415
074430,87826844,58437181155,20260415
074600,26288000,469906064091,20260415
074610,7337472,17456641062,20260415
075130,16622320,59395010598,20260415
075180,19200000,221341975059,20260415
075580,56849456,242480152706,20260415
075970,18400000,63902225772,20260415
076080,22594156,31698146688,20260415
076610,48367748,52863043558,20260415
077280,11766339,42230179192,20190415
077360,45437002,122036318416,20260415
077500,21600102,278222577129,20260415
077970,40148063,353962358420,20260415
078000,9240077,117294063635,20260415
078020,55481190,921022661572,20260415
078070,17604772,184975458666,20260415
078130,1127405871,119625675294,20260415
078140,11086579,93596061471,20260415
078150,92715916,278243360913,20260415
078160,39204603,276477588274,20260415
078340,12737755,940442283001,20260415
078350,15244382,193367431333,20260415
078520,26014161,85369016013,20260415
078590,69955655,75042656252,20260415
078600,15480593,269122750584,20260415
078650,4078777,4130467368,20240414
078860,59362257,69528375381,20260415
078890,18046872,144660239377,20260415
078930,92915378,6645909000000,20260415
078940,53094278,17869360356,20250415
079000,7200000,67947506878,20260415
079160,165581556,1035637549630,20260415
079170,5200000,75246358648,20260415
079190,38355514,24377649887,20260415
079370,31016990,253378599332,20260415
079430,20535282,415420063845,20260415
079550,22000000,1595186852162,20260415
079650,20000000,43914708340,20260415
079660,7160000,128702369517,20190415
079810,21528094,175106967445,20260415
079900,14592545,166602363083,20260415
079940,13420684,93771109992,20260415
079950,5800000,21219186826,20260415
079960,7860000,414008594700,20260415
079970,12829234,25095617365,20260415
079980,34500000,207884156372,20260415
080000,34322870,149567422176,20240414
080010,9835071,97814441016,20260415
080160,18900000,92109809696,20260415
080220,34442833,437625932482,20260415
080420,79721622,365647179588,20260415
080440,13325960,13773159031,20210415
080470,7300000,60140385658,20260415
080520,11322417,129378671564,20260415
080530,55510875,62039958771,20260415
080580,20581176,71896415939,20260415
080720,7912828,33039379720,20260415
081000,14202975,228375331188,20260415
081150,24268402,159870874791,20260415
081180,8825535,27920948384,20260415
081580,15508143,80794307674,20260415
081660,53091840,636100532165,20260415
081970,8975077,27210926178,20260415
082210,33543004,47802193049,20260415
082270,42680389,74179455108,20260415
082640,161358585,2321123000000,20260415
082660,99640869,5095239312,20260415
082740,83447142,652565838746,20260415
082800,50104666,110638098163,20260415
082850,48456578,87221745524,20260415
082920,45339477,350043606012,20260415
083310,17810033,245509869696,20260415
083370,1585660,7931609974,20200414
083380,1585660,7931608593,20200414
083420,24000000,137075099684,20260415
083450,18430000,296177235192,20260415
083470,21340329,9152068531,20260415
083500,8575722,85692445742,20260415
083550,12950887,104571403028,20260415
083640,77720351,75638119243,20260415
083650,30944375,205921641058,20260415
083660,72353269,25364022779,20260415
083790,76894182,93681933106,20260415
083930,14677249,196921537049,20260415
084010,22914397,793060305707,20260415
084110,12659812,369069949810,20260415
084180,18074283,55742089374,20260415
084370,22916042,616050860008,20260415
084440,19712800,8232509923,20260415
084650,74239990,156141297660,20260415
084670,2895569,52062569234,20260415
084680,141806193,213425485816,20260415
084690,36212538,408563515556,20260415
084730,12690024,153001108647,20260415
084850,22682934,27663975484,20260415
084870,20856819,57583291628,20260415
084990,46092797,138178165651,20260415
085310,78880322,163464544569,20260415
085370,25871704,182226428281,20240414
085620,177016189,2402464043951,20260415
085660,79302375,694633586012,20260415
085670,24450761,81257311531,20260415
085810,62286773,44963237837,20260415
085910,13934818,74309772217,20260415
086040,15958247,48025024691,20260415
086060,8610587,39623890852,20260415
086080,32931086,69469600530,20210415
086250,52010194,5355734785,20250415
086280,75000000,8881873512857,20260415
086390,21134126,85024912928,20260415
086450,45230420,669699023170,20260415
086520,135776152,1421788012252,20260415
086670,9925885,154541970103,20260415
086710,12203280,85351017019,20260415
086790,278325814,19616976000000,20260415
086820,24292252,41310581466,20260415
086890,40554786,118612304536,20260415
086900,7739132,355169283468,20260415
086960,97757104,147987237568,20260415
086980,62638000,135142148164,20260415
087010,23317350,129475043009,20260415
087260,32552861,44502615012,20260415
087600,8166558,81644528212,20260415
087730,52924,4272809047,20230415
088130,17485314,118510843980,20260415
088260,63341590,255423434815,20260415
088280,17306490,32804388184,20260415
088290,39880364,8332058754,20260415
088340,4364368,17773496567,20260415
088350,868530000,14332627000000,20260415
088390,9385844,185265665435,20260415
088790,12447744,113454509857,20260415
088800,75506434,41745854539,20260415
088910,25831764,255259966670,20260415
089010,16339323,192913255278,20260415
089030,37053645,209586012384,20260415
089140,14916234,123444884209,20260415
089150,17150000,34590697525,20260415
089230,30512953,26564091636,20260415
089470,31900000,279674063290,20260415
089530,96494927,5566551401,20250415
089590,80640985,211767312329,20260415
089600,11568163,202841191668,20260415
089790,10315513,72833862717,20260415
089850,14730199,97779320897,20260415
089860,36309388,1331152719971,20260415
089890,16584962,95747695304,20260415
089970,24411695,257274346989,20260415
089980,15989037,210154219589,20260415
090080,54902259,75952697420,20260415
090150,41875293,53848512830,20260415
090350,20000000,378072752763,20260415
090360,9750000,88400493888,20260415
090370,24904689,77197832149,20260415
090410,46084095,125791101162,20260415
090430,58492759,5108408947589,20260415
090460,33711538,482538361882,20260415
090470,17476594,124995634015,20260415
090710,119457197,119847248924,20260415
090740,2245941,11632296553,20260415
090850,23746361,114175683000,20260415
091090,78626635,37314503698,20260415
091120,17132936,158836044714,20260415
091340,11703721,32383292373,20260415
091440,30843445,47464574534,20260415
091580,13328219,134987432559,20260415
091590,11740000,128799446846,20260415
091700,55000000,523446700736,20260415
091810,335984035,81347303233,20260415
091970,37673903,22385383596,20260415
091990,158242322,2105376218749,20230415
092040,70655387,111050685362,20260415
092070,11571858,149445579833,20260415
092130,12043600,41245027701,20260415
092190,45868383,91944881378,20260415
092200,38888569,88955323999,20260415
092220,200763141,323824056513,20260415
092230,4224646,668840105999,20260415
092300,18987083,118289534667,20260415
092440,29200000,224459764851,20260415
092460,17109680,200220078319,20260415
092600,25083517,30316069211,20260415
092730,16027989000,201023249327,20260415
092780,13168460,106765960296,20260415
092790,26002000,471077186068,20260415
092870,13050797,169443461525,20260415
093050,29240000,1543198186986,20260415
093190,19238905,198850613492,20260415
093230,2735129,189471456945,20260415
093240,38390259,87721902574,20260415
093320,4880000,190554138877,20260415
093370,107255330,322778202148,20260415
093380,9879313,72996737648,20260415
093520,14163092,130487598050,20260415
093640,32623851,69204737060,20260415
093920,18600000,225720191464,20260415
094170,20909936,86152349098,20260415
094190,1790720,3935745331,20250415
094280,11558200,74880360051,20260415
094360,21279274,89998646825,20260415
094480,39229838,135640443879,20260415
094820,15078709,150917365234,20260415
094840,10471840,190062246775,20260415
094850,14000000,100861701942,20260415
094860,24049569,51944970677,20260415
094940,8361386,35780262369,20260415
094970,16748240,66136358215,20260415
095190,65260462,110297181952,20260415
095270,14372406,50714965358,20260415
095340,21197058,587984474255,20260415
095500,31009999,282462389889,20260415
095570,45252759,495152966000,20260415
095610,19360000,468085875266,20260415
095660,21856816,550793467201,20260415
095700,45540494,200117205100,20260415
095720,115505985,255760231905,20260415
095910,22902821,39590902999,20260415
096040,4955656,299065548402,20260415
096240,11138180,47698008920,20260415
096250,13096536,58224259703,20260415
096350,36854762,32808594886,20260415
096530,52225994,888324858521,20260415
096610,17386411,13934168959,20260415
096630,79381616,57684851272,20260415
096640,4932111,47816153605,20260415
096690,24137053,110192101201,20260415
096760,73924942,191342170694,20260415
096770,169052788,25761746665000,20260415
096870,8347999,20898457192,20260415
097230,90295344,753311000000,20260415
097520,17401500,316028466680,20260415
097780,67730338,195566861322,20260415
097800,136450229,60852181250,20260415
097870,8490000,75991529725,20260415
097950,15054186,4640487812000,20260415
098070,11121141,174838567679,20260415
098120,8312766,97299160139,20260415
098460,68654755,367944898317,20260415
098660,12500976,20478723548,20260415
099190,27607926,349464188849,20260415
099220,64944350,56244671914,20260415
099320,10951278,274516985075,20260415
099390,8208283,56185354811,20260415
099410,14000000,54159294851,20260415
099430,61640722,176394475389,20260415
099440,68243394,173179348688,20260415
099520,45281824,24242516393,20260415
099660,1800000,5317048833,20210415
099750,6834776,45172762175,20260415
099830,11633845,32574841992,20190415
100030,3283714,124457585718,20260415
100090,62478129,840607723186,20260415
100120,9360000,263775214313,20260415
100130,57143000,168871373508,20260415
100220,12996741,220020737843,20260415
100250,55895292,308211808274,20260415
100590,15830023,147769516799,20260415
100660,12600000,66657030146,20260415
100700,43800000,156598705860,20260415
100790,53124634,376153798214,20260415
100840,20680783,374567629011,20260415
101000,33446802,44656069545,20260415
101060,139896190,413488482714,20210415
101140,10044216,141502819930,20260415
101160,16510993,377193931997,20260415
101170,13500000,84573224806,20260415
101240,10861390,118404061812,20260415
101330,23147029,229573083760,20260415
101360,17786114,208638335524,20260415
101390,13914354,1107038483,20260415
101400,70450730,40151915439,20260415
101490,21334879,335439232759,20260415
101530,29116822,293994898963,20260415
101670,56498284,24958133038,20260415
101680,8404000,31327675489,20260415
101730,83803286,527636581597,20260415
101930,9232882,366606688320,20260415
101970,14790009,190937845075,20260415
102120,17780753,141912803232,20260415
102210,73696405,132127517508,20260415
102260,50176791,392737388681,20260415
102280,26259210,70758726950,20260415
102370,27229210,108836539524,20260415
102460,18586811,206679557218,20260415
102710,14287836,467146505682,20260415
102940,12907119,696051071111,20260415
103130,12389390,49505932320,20220415
103140,28024278,2444582163717,20260415
103230,7200000,54550544773,20260415
103590,47685390,630542735000,20260415
103840,16366428,45763584974,20260415
104040,134067826,125540114247,20260415
104200,14827550,51384560732,20260415
104460,10518101,149451862730,20260415
104480,90895434,1326569974764,20260415
104540,12785740,80233145182,20260415
104620,16810552,40992260841,20260415
104700,36450000,740270972863,20260415
104830,12608000,533236372383,20260415
105330,16060028,88908299200,20260415
105550,78307051,113226910201,20260415
105560,381462103,24177906000000,20260415
105630,40000000,753100904918,20260415
105740,10168513,141160994240,20260415
105760,10172387,88104780422,20260415
105840,20197670,170272841784,20260415
106080,28809088,32881369222,20260415
106190,10633173,134054878128,20260415
106240,20601646,44038522993,20260415
106520,38695952,1836732426,20260415
107590,2320000,246176614395,20260415
107600,5630054,46399092107,20260415
107640,9064946,106459250841,20260415
108230,38023245,390083329185,20260415
108320,16264300,1128246291079,20260415
108380,9567333,270517449627,20260415
108490,14570088,365851502846,20260415
108670,8967670,754346000000,20260415
108790,33155480,151539545248,20200414
108860,26914790,111897109146,20260415
109070,52810230,31095234777,20260415
109080,5636000,61948676232,20260415
109610,48907400,154460703670,20260415
109670,5836602,58331024971,20260415
109740,25710390,144203795344,20260415
109820,20393640,17938753545,20260415
109860,9100000,156635915235,20260415
109960,220789269,362832433618,20260415
110020,9058762,17018487455,20260415
110790,23430960,378337882422,20260415
110990,18900000,258742927250,20260415
111110,9376000,171295705241,20260415
111380,6128000,175656615047,20260415
111710,20588000,188215437189,20260415
111770,44311468,2237975419386,20260415
111820,29899170,5645228856,20260415
111870,7042251,65898812444,20260415
112040,33948483,570593886446,20260415
112240,2199091,28940351830,20260415
112290,10110545,49225020733,20260415
112610,42171403,1001879784269,20260415
113810,32628051,25130952713,20260415
114090,61855670,448748687728,20260415
114120,2296131,1034758480,20240414
114190,26123038,38852896253,20260415
114450,20000000,44850949081,20260415
114570,11339394,47252915517,20230415
114630,87947548,117836328902,20260415
114810,28593174,215651885775,20260415
114840,17319900,111770760318,20260415
115160,43970124,194844017927,20260415
115180,37191867,23476533677,20260415
115310,3192883,95807518311,20260415
115390,43326411,474287851801,20250415
115440,10794292,92576787329,20260415
115450,84382263,171997948896,20260415
115480,60624558,65595069662,20260415
115500,12000000,18264752136,20260415
115530,67963000,12250994493,20260415
115570,7984508,48674117721,20260415
115610,23637538,10051194415,20260415
115960,12398000,190340580490,20250415
117580,27500000,361297576484,20260415
117670,6661742,41638003928,20260415
117730,21829074,66858464246,20260415
118000,171777364,127530521014,20260415
118990,24861990,277392791318,20260415
119500,11847232,51722753881,20260415
119610,11413747,158360090779,20260415
119650,109785309,56306685625,20260415
119830,23393459,193195378800,20260415
119850,16448909,222361294531,20260415
119860,39890827,645595943426,20250415
120030,1257651,169875443812,20260415
120110,27519091,3602051119524,20260415
120240,7190391,188708823417,20260415
121440,42836818,745154204658,20260415
121600,12211191,266659990851,20260415
121800,77201611,603662386059,20260415
121850,5056999,7290241196,20260415
121890,13291446,10418409290,20260415
122310,14553844,88934768720,20260415
122350,38339428,115281042108,20260415
122450,44819834,163646528673,20260415
122640,21349821,137868440721,20260415
122690,22628349,74308900859,20260415
122800,35153085,17220529991,20190415
122870,18691049,471326391838,20260415
122900,33428840,425396597206,20260415
122990,26639081,295990783463,20260415
123010,32658542,27403979886,20260415
123040,62628299,32621587099,20260415
123260,24015495,14257117088,20190415
123330,7968680,55787614515,20260415
123410,27841064,186141612870,20260415
123420,10552334,265479743761,20260415
123570,22276078,89517348304,20260415
123690,16068000,46139171674,20260415
123700,15604898,202629354243,20260415
123750,12746297,24957571625,20260415
123840,63654307,73893484602,20260415
123860,12123415,68579030858,20260415
123890,122373926,870019526848,20260415
124500,23204527,91537830183,20260415
124560,38720811,219915163692,20260415
125020,35038550,85367183997,20260415
125210,16496790,87465618739,20260415
125490,36502352,87478667208,20260415
126340,6733708,101184825379,20260415
126560,110202945,718254036000,20260415
126600,62766899,397620247606,20260415
126640,35055910,136766140793,20260415
126700,14942112,227880917271,20260415
126720,14286000,577183174392,20260415
126730,8503460,60537897554,20260415
126870,35639534,58786445585,20260415
126880,23204903,192955073480,20260415
127120,31950713,103682571088,20260415
127160,86623501,23639029096,20220415
127710,34904082,120529606774,20260415
127980,11840684,40064143825,20260415
128540,26690460,110726807952,20260415
