ticker,shares,equity,as_of
128660,24803369,83477183056,20260415
128820,45235478,557581659083,20260415
128940,12810991,975639663645,20260415
129260,29747874,269849593979,20260415
129890,45545602,56410033675,20260415
129920,13715053,88720403875,20260415
130500,14545052,76918021952,20260415
130580,15400000,92515861557,20260415
130660,32600000,106924306770,20260415
130740,11276679,79931464803,20260415
131030,17646590,180139048997,20260415
131090,8000000,48750441424,20260415
131100,32246724,54951819624,20260415
131180,29350000,63848843870,20260415
131220,7454490,42845329679,20260415
131290,11061429,452621747538,20260415
131370,53267083,81609127487,20260415
131390,14818910,130005014600,20220415
131400,59591882,109273139437,20260415
131760,43431583,29177452155,20260415
131970,19327238,451103953000,20260415
133750,23407077,68529159721,20260415
133820,37114502,53450603306,20260415
134060,4769250,22377636425,20260415
134380,2199268,195803858489,20260415
134580,49294149,35657672605,20260415
134780,74839641,23973078843,20260415
134790,2000000,67090755279,20260415
136150,8381030,47940458783,20260415
136410,11019106,59165541980,20260415
136480,106209702,318857791000,20260415
136490,23779604,525224027644,20260415
136510,58202018,4136165836,20260415
136540,12279746,173837154462,20260415
137080,11059422,130853718869,20260415
137310,121749102,2451979119183,20260415
137400,23690728,706066797402,20260415
137940,85368992,64699993372,20260415
137950,22267814,187898655519,20260415
138040,175221773,3423484063913,20260415
138070,17503204,78067530470,20260415
138080,11678608,77974879220,20260415
138250,33696000,671916059442,20220415
138360,73076472,95890393961,20260415
138490,38000000,345782741478,20260415
138580,22463248,72807753285,20250415
138610,11364970,47946303745,20260415
138690,67080306,86012297795,20240414
138930,310327033,5201348214446,20260415
139050,8644551,23670217256,20260415
139130,160624583,3501659000000,20260415
139480,27595819,11981012656621,20260415
139670,14118810,30033762634,20260415
139990,38755414,130324375549,20260415
140070,36988000,155614884787,20260415
140410,30363914,38244318759,20260415
140430,53447539,38606660027,20260415
140520,21109243,145981814115,20260415
140670,12839840,55894413604,20260415
140860,6996477,331527100615,20260415
140890,9686000,43327347505,20190415
140910,4463032,24335385045,20260415
141000,12114710,184993463535,20260415
141020,11700533,3432793852,20240414
141070,35895350,6827234346,20210415
141080,36610338,471974279346,20260415
142210,21010071,157286158828,20260415
142280,21741926,52871868518,20260415
142760,39898408,24067778826,20260415
143160,10716390,235916213031,20260415
143210,22075747,63796347486,20260415
143240,11709263,256142573772,20260415
143540,44599895,35107534582,20260415
144510,15800344,233385845659,20260415
144620,68658635,42858580287,20220415
144960,43692624,267330038211,20260415
145020,12304033,751010182602,20260415
145170,16908405,162211012209,20260415
145210,42236668,52215534299,20260415
145270,48060774,104527158844,20260415
145720,11068830,425774800209,20260415
145990,10313449,1445822284580,20260415
146060,24015595,48022938509,20260415
146320,12797923,79442792813,20260415
147760,10819866,47465190263,20260415
147830,20000000,95204559006,20260415
148140,19636839,6103002045,20260415
148150,35542818,186872067366,20260415
148250,9446672,46722872549,20260415
148780,31445725,11266945818,20260415
148930,10175213,81358455080,20260415
149940,21160409,12174242342,20200414
149950,13667703,150363301613,20260415
149980,18594363,87750287123,20260415
150440,9565412,968195303,20240414
150840,42997901,6393682437,20260415
150900,11703922,34946454826,20260415
151860,47603002,562286804864,20260415
151910,190071722,31318142418,20260415
152330,20000000,379963399047,20200414
153360,16149790,39798548455,20220415
153460,6530014,34854526366,20260415
153490,51480000,89001741339,20260415
153710,14669958,24547032510,20260415
154030,12061867,24276998596,20260415
154040,17950094,53815779421,20260415
155650,19474358,117296869487,20260415
155660,16000000,233053206964,20260415
155900,15200004,47717463842,20230415
155960,3231056,2737606608,20260415
156100,21786505,90176502204,20260415
158310,47841128,8610460125,20240414
158430,24482092,104660059758,20260415
159010,13334739,50676886821,20260415
159580,20032636,88787250011,20260415
159650,14905929,24232246110,20200414
159910,52335485,19060348257,20260415
160190,30888000,101278405852,20260415
160550,27906106,82276702374,20260415
160600,52765541,65944179751,20260415
160980,10924243,205320399449,20260415
161000,48648709,650859181000,20260415
161390,123875069,7006818773324,20260415
161570,21096354,23440588249,20260415
161580,23402747,105313752406,20260415
161890,23605077,929174677497,20260415
162300,41471382,85571746693,20260415
163280,6801539,74753461601,20260415
163560,13900000,255381638028,20260415
163730,9406568,92718612394,20260415
164060,20608031,58666183917,20240414
166090,19777674,613169894408,20260415
166480,52870376,44902756853,20260415
168330,31754900,23007845162,20260415
168360,21288284,52092347493,20260415
169330,18256918,19746460652,20260415
170030,15340000,189997620940,20260415
170790,6397335,83118899801,20260415
170900,9352651,692259161881,20260415
170920,10564126,110556568266,20260415
171010,14298752,33633270575,20260415
171090,9561504,175297891634,20260415
171120,35901760,133246773747,20260415
172580,13044500,32550438342,20210415
172670,8960259,91788692183,20260415
173130,13046473,66157245140,20260415
173940,15392808,13281174932,20260415
174880,4381265,90053320919,20260415
174900,19729504,53070488407,20260415
175140,24944253,40290920173,20260415
175250,37558368,31771671846,20260415
175330,189884601,2548618000000,20260415
176440,85739345,16393772115,20220415
176560,6200000,47858834914,20190415
176750,28455220,50619950886,20260415
177350,19653767,38177098299,20260415
177830,13493951,55516845951,20260415
177900,9584800,47491568805,20260415
178320,55873279,935654279616,20260415
178780,18639195,37106745512,20260415
178920,29366322,372996297543,20260415
179290,32365678,132985569131,20260415
179530,16360379,28409681832,20260415
179900,19774731,130252096534,20260415
180400,98429432,81470968452,20260415
180640,66762279,2819067803000,20260415
181340,20058966,9989084942,20240414
181710,32753139,1586979855252,20260415
182360,15549849,150894906973,20260415
182400,71948477,7068299821,20260415
182690,21163148,24220710496,20220415
183190,36927658,893722885000,20260415
183300,10460684,371232693405,20260415
183490,85065562,147245495364,20260415
184230,88776993,44604639503,20260415
185490,43229784,51656479472,20260415
185750,13802780,1015481528965,20260415
186230,10920188,40441871799,20260415
187220,11698021,95367954284,20260415
187270,10143845,74529739620,20260415
187420,29160469,60790385701,20260415
187660,55466253,22936428132,20260415
187790,30840830,43006781286,20260415
187870,7036609,172890658601,20260415
188040,4679308,41900232830,20260415
188260,7228470,11421580877,20260415
189300,10733334,279703271296,20260415
189330,9382284,21229769171,20260415
189690,27321969,75369578822,20260415
189860,9698780,33367549294,20260415
189980,40137827,99880846506,20260415
190510,14045317,150598513400,20260415
190650,6388000,99961340547,20260415
191410,11204255,25748386783,20260415
191420,8108834,45114995273,20260415
192080,21495906,750706821437,20260415
192250,7067125,71584740689,20260415
192390,11032229,66320325451,20260415
192400,35562185,612592057608,20260415
192410,46661573,11011248679,20260415
192440,6216363,340737964647,20260415
192530,51316057,2518319898888,20260415
192650,68890041,301823590562,20260415
192820,11349509,579754808629,20260415
193250,64592413,54909764345,20260415
194370,29016758,350850784373,20260415
194480,12129150,173148916676,20260415
194510,24488350,51954062952,20260415
194610,15596651,6641118038,20260415
194700,18754848,268311554825,20260415
195440,8335992,1279112552,20220415
195500,15978000,80638571213,20260415
195870,17000000,584440915278,20260415
195940,28329891,1350707673667,20260415
195990,284689721,53511197329,20260415
196170,53505788,532968445604,20260415
196300,9293398,23009860648,20260415
196450,45319582,58122605748,20260415
196490,178549360,5128902403,20260415
196700,14364144,43919319744,20260415
197140,13013154,56507427435,20260415
197210,25060166,46129724462,20210415
198080,21535185,148433416111,20260415
198440,60931896,134102612446,20260415
198940,40128019,52346924457,20260415
199430,10998043,23850578124,20260415
199480,10196588,20562513983,20260415
199550,12265791,39252954106,20260415
199730,4864367,12596981524,20260415
199800,8968285,46609413016,20260415
199820,22220000,165919268643,20260415
200130,29415558,331415661429,20260415
200230,68523533,74973680074,20260415
200350,9996025,48679673666,20260415
200470,42362093,81635900359,20260415
200670,11229930,308150502602,20260415
200710,13440822,186374928690,20260415
200780,9736240,69654604185,20260415
200880,27028437,1243926104603,20260415
201490,32593810,73865134076,20260415
203400,90101304,53257053499,20260415
203450,14079007,40160367920,20260415
203650,95632844,83683844359,20260415
203690,20157320,25025167384,20260415
204020,19450832,74421864962,20260415
204210,7826815,37499808168,20260415
204270,57848466,343117323339,20260415
204320,46957120,2164296766663,20260415
204610,58691720,91018262453,20260415
204620,70283330,158279888238,20260415
204630,5089941,15245737743,20260415
204840,77549006,22259728200,20260415
204990,31942923,4571784425,20200414
205100,71462308,131154930997,20260415
205470,129375009,212123075039,20260415
205500,59724193,72867437307,20260415
206400,37510158,83156965249,20260415
206560,25411736,33815987958,20260415
206640,23346171,238232416303,20260415
206650,36672307,181522552095,20260415
207760,83079783,37069926975,20260415
207940,46290951,8344630809958,20260415
208140,32684246,126815176281,20260415
208340,80201108,41731565838,20260415
208350,8501570,52435340995,20260415
208370,25740564,75853761441,20260415
208640,139240254,11526825947,20260415
208710,13180132,55579016597,20260415
208860,33949973,60523400996,20260415
209640,28443146,81033541402,20260415
210120,24237478,7650099721,20260415
210540,11041708,290228524655,20260415
210980,18617382,509649222190,20260415
211050,49263657,238120992000,20260415
211270,15082304,102122664665,20260415
212560,11812241,156379615912,20260415
212710,9410478,23945997722,20260415
213090,6120788,60834577971,20210415
213420,24831179,488032232916,20260415
213500,23800576,722471445828,20260415
214150,65505659,566230497831,20260415
214180,12993367,209935585378,20260415
214260,8922463,29044203956,20260415
214270,43690959,103386255314,20260415
214310,2644518,15960812977,20260415
214320,40000000,849602406886,20260415
214330,218046510,251106703051,20260415
214370,53715000,218656280754,20260415
214390,23906860,146990846898,20260415
214420,24054799,149440682565,20260415
214430,7307215,145090497943,20260415
214450,10389648,760255288338,20260415
214610,8383322,11325564157,20260415
214680,80198367,84746136049,20260415
214870,46796,7916007528,20260415
215000,6275415,508741316094,20260415
215090,23155661,50553367915,20260415
215100,20348454,27435508359,20260415
215200,10365216,489694951312,20260415
215360,9132163,127747866787,20260415
215380,16829576,26580617666,20260415
215480,9180000,32364659095,20260415
215600,138129836,98892468244,20260415
215790,40283149,31624503451,20260415
216050,12843222,129351932515,20260415
216080,36007518,87892316223,20260415
217190,13153761,49452425482,20260415
217270,46735643,310431146416,20260415
217330,23129547,27192493431,20260415
217480,109733141,25093936610,20260415
217500,31812000,60385962303,20260415
217590,24094225,123967323827,20260415
217600,63861340,65618432418,20220415
217620,7035087,62344576,20250415
217730,94054149,49545575247,20260415
217820,47454559,100709663959,20260415
218150,20415802,39942835140,20260415
218410,26503442,374330105117,20260415
219130,6314290,65894153749,20260415
219420,11469507,49709577147,20260415
219550,31277669,17852920980,20260415
219750,65426885,19762774172,20260415
220100,22427420,54729553575,20260415
220110,7914262,481400095,20190415
220180,23930842,76023962907,20260415
220260,26558307,101039038852,20260415
220630,8102118,91910911746,20230415
221610,281278275,55352932855,20210415
221800,13544196,57454935564,20260415
221840,18700561,61078612179,20260415
221980,4034800,96331415516,20260415
222040,20628000,159872541953,20260415
222080,77371839,533373331419,20260415
222110,13494197,30749785278,20260415
222160,9894439,7050819484,20260415
222420,45460231,42016927773,20260415
222800,37342218,625134631996,20260415
222810,15131870,1664747911,20260415
222980,11031483,43769453672,20260415
223250,23799324,66536319535,20260415
223310,26023214,15640155504,20260415
224060,5160722,45774271932,20260415
224110,5340000,68761810995,20260415
224880,5418165,770483015,20210415
225190,70468440,29082549153,20260415
225220,19190021,69785273714,20260415
225330,18634628,41615660151,20220415
225430,27887050,26670093136,20260415
225530,36338727,92018149559,20260415
225570,65860174,209719413802,20260415
225590,26636713,77906279174,20260415
225650,10686277,57418789640,20200414
226320,21929315,426738651615,20260415
226330,24258475,25712588589,20260415
226340,41952420,33350990019,20260415
226350,6028035,2655239946,20240414
226360,26464732,103179505751,20260415
226400,20661601,71666038292,20260415
226440,6573918,3027624267,20260415
226590,10630784,53384754268,20260415
226950,20189883,234924492782,20260415
227100,28630584,322063976,20250415
227610,36120292,21629861335,20260415
227840,9100836,352462359000,20260415
227950,172541047,121917504309,20260415
228340,20000000,119342121617,20260415
228670,15602050,76223935232,20260415
228760,24382071,121656779794,20260415
228850,16591014,245183924882,20260415
229000,17433615,12605209063,20260415
229640,30624879000000,310244788729,20260415
230240,13309000,115594095398,20260415
230360,30998758,184887625658,20260415
230980,93320557,9680918208,20260415
232140,82045350,316696007506,20260415
232680,12534234,48892657407,20260415
232830,16533726,21848490527,20260415
234030,23605000,38268932464,20260415
234080,15834554,212315980273,20260415
234100,70198985,174169054508,20260415
234300,27207780,82147499173,20260415
234340,13970656,183269899611,20260415
234690,17752276,124266273754,20260415
234920,13530910,19971828680,20260415
235980,34275121,39495564045,20260415
236200,7257273,294175578778,20260415
236810,16975426,20149533760,20260415
237690,20701684,634096081953,20260415
237750,6496600,29771032310,20260415
237820,12827140,92084971026,20260415
237880,18071353,251119458298,20260415
238090,23541303,103713063535,20260415
238120,14378896,38111952768,20260415
238170,20774684,21107223375,20250415
238200,8180000,47257667815,20260415
238490,11312236,54490780909,20260415
239340,26979634,10289111723,20260415
239610,5392115,78788398566,20260415
239890,9935755,55215432517,20260415
240550,20810260,123302040008,20260415
240600,6928151,28108651054,20260415
240810,49083901,1069078994965,20260415
241520,27000000,137999069826,20260415
241560,95856065,5099999000,20260415
241590,60589276,330827811353,20260415
241690,24470706,132736336878,20260415
241710,10680000,254094697482,20260415
241770,10192640,212708502476,20260415
241790,10002634,114379774383,20260415
241820,59171967,2741842543,20250415
241840,9539994,45140156580,20260415
242040,34506544,30561507436,20260415
243070,11979665,370904128304,20260415
243840,38558235,376482689330,20260415
244460,8127240,1699682376,20260415
244920,22607693,179472182772,20260415
245620,138493951,23297466695,20260415
246250,15348206,5779532258,20260415
246690,44671615,95983850543,20260415
246710,47569048,40472925807,20260415
246720,15181300,17471715642,20260415
246960,34017047,24113195280,20260415
247540,97801344,1495220866265,20260415
247660,4343920,19428807871,20260415
248070,47816236,373496881560,20260415
248170,4568286,258297608680,20260415
249420,31638252,269310204066,20260415
250000,6750733,75371040719,20260415
250060,32171314,32759519408,20260415
250930,33000440,5463366864,20260415
251120,8695700,72928755301,20260415
251270,85953502,5567749376584,20260415
251370,17624010,150276326243,20260415
251630,15942886,101457639682,20260415
251970,12400000,282876902481,20260415
252500,41486390,40329370393,20260415
252990,58388063,194969436265,20260415
253450,30058498,752147283318,20260415
253590,43869164,119245681723,20260415
253840,16743200,72988089490,20260415
254120,30754270,23591078367,20260415
254490,14438000,152345823521,20260415
255220,103937890,110767365761,20260415
255440,13058000,167505136349,20260415
256150,8395000,59548372905,20260415
256630,57997072,64981029051,20260415
256840,68394886,231984490730,20260415
256940,20078147,78627694660,20260415
257370,12504861,21979926517,20260415
257720,65576252,638499532944,20260415
257990,5891392,21932519450,20260415
258610,36485063,47924382386,20260415
258790,24991284000000,15929220553,20260415
258830,65786351,25970945117,20260415
259630,12157656,115879887259,20260415
259960,47403831,7357275454542,20260415
260660,15327021,75864959514,20260415
260930,19341591,174978694006,20260415
260970,2892754,94014919203,20260415
261200,15809700,80503988938,20260415
261520,9769161,45475230524,20260415
261780,26865246,9890799250,20260415
262260,14468152,96424978091,20260415
262760,16820000,43486533243,20190415
262840,21133905,54950493155,20260415
263020,13836146,46800616884,20260415
263050,36834856,10257016496,20260415
263540,13494091,448644397,20240414
263600,15930310,110257054282,20260415
263690,11325610,99435106169,20260415
263700,19414200,78862602869,20260415
263720,12412591,99344092408,20260415
263750,64247855,1022384506859,20260415
263770,23700172,83985401546,20260415
263800,16222380,35756026934,20260415
263810,15924825,48148522951,20260415
263860,9079600,64323035771,20260415
263920,9809026,47111001973,20260415
264450,14665493,205944468371,20260415
264660,9721172,146394799169,20260415
264850,30294612,39537765922,20260415
264900,12523850,230286586945,20260415
265520,15050821,366161337964,20260415
265560,10690180,107708900205,20260415
265740,17863600,71312902762,20260415
267250,78993085,6249152035000,20260415
267260,36047135,1971008521429,20260415
267270,17357613,4371858286000,20260415
267290,5895406,489883771523,20260415
267320,57415295,90540449508,20260415
267790,7689309,52305741742,20260415
267850,11100000,176362988547,20260415
267980,7663638,693341541288,20260415
268280,5000000,495447146792,20260415
268600,36667845,10454400439,20240414
269620,148582691,26961082549,20260415
270020,3149019,5928141675,20210415
270520,196589147,82150418307,20260415
270660,12690583,70427809434,20260415
270870,9200224,93324223083,20260415
271560,39536132,1712076963062,20260415
271830,29490202,54043072461,20260415
271940,36313190,316070053938,20260415
271980,14704872,171428254883,20260415
272110,8025395,99431685691,20260415
272210,188919389,4455627852437,20260415
272290,19927658,593127806569,20260415
272450,52200000,178319521028,20260415
272550,15068406,388185367537,20260415
273060,50459582,50222911384,20260415
273640,10966000,63943777138,20260415
274090,13104750,138110107487,20260415
274400,9086493,28678383272,20260415
275630,6017989,21735222861,20260415
276040,21630335,10309284326,20260415
276730,22149847,12898944839,20260415
277070,13692000,55859219341,20260415
277410,38411505,64708626959,20260415
277810,19399858,133107722286,20260415
277880,20206248,136369129103,20260415
278280,11690462,468242884289,20260415
278470,37430655,649599812671,20260415
278650,87005539,94107488239,20260415
279570,375695151,2440877000000,20260415
279600,4684781,11695162703,20260415
280360,9304574,2123944592158,20260415
281740,65730548,151971136496,20260415
281820,20690323,575256144578,20260415
282330,17283906,1247076894755,20260415
282690,13733015,388249578390,20240414
282720,12119500,90175892650,20260415
282880,11469370,159821812428,20260415
284620,33086953,2665134424,20260415
284740,22437330,942636670252,20260415
285130,17298766,1462955271316,20260415
285490,10575831,128505158577,20260415
285800,17477270,36857984125,20260415
286750,32028857,22637076082,20260415
286940,15129367,469371367542,20260415
287410,75692193,100531658526,20250415
287840,15000900,19658185562,20260415
288180,5871466,40193623593,20260415
288330,106078771,36854399499,20260415
288620,6979316,42919551787,20260415
288980,34556562,12498376961,20260415
289010,13945256,45027625415,20260415
289080,53873095,80832839879,20260415
289220,22312221,44119536204,20260415
289860,17329579,3791345541,20250415
289930,12519593,105929134660,20260415
290090,7440268,65310592768,20260415
290120,15824249,86031304025,20260415
290270,9607672,48646781107,20260415
290380,24713612,79000742068,20260415
290510,76200637,485635331378,20220415
290520,15929362,52132100464,20260415
290550,20001230,128414432088,20260415
290560,3727122,28074995314,20260415
290650,24618850,237567968692,20260415
290660,75753251,63968942189,20260415
290670,7857660,14449631136,20260415
290690,48754156,113547008248,20260415
290720,34366855,24485368318,20260415
290740,10065011,74900128647,20260415
291230,44095775,24215127981,20260415
291650,40257092,43477667976,20260415
291810,11368712,15840397981,20260415
293480,17772946,331752408006,20260415
293490,89786911,1059321097412,20260415
293580,94929950,106772122969,20260415
293780,28093405,42392694605,20260415
293940,120940123,708597052303,20260415
294090,41079105,5702301646,20260415
294140,22414818,10218760271,20260415
294570,10091732,188673711416,20260415
294630,26366319,7547154321,20260415
294870,65907330,3380006455295,20260415
295310,11901931,140323243834,20260415
296640,5178252,36789373599,20260415
297090,27270000,98217676249,20260415
297570,34621218,48602979126,20260415
297890,73140914,273324463855,20260415
298000,3791811,787761266096,20260415
298020,4327682,1251274453402,20260415
298040,9324548,2230009553389,20260415
298050,4479948,1127707537771,20260415
298060,44203176,32285869167,20260415
298380,55125165,183257891286,20260415
298540,14486386,354509059173,20260415
298690,116640000,81253494392,20260415
298830,53458499,109409475250,20260415
298870,100000000,300991846741,20240414
299030,7994910,97436111914,20260415
299170,41511288,61160448452,20260415
299660,29502977,53673519756,20260415
299900,171048884,161852780981,20260415
299910,4721384,920366317,20240414
300080,16505451,18234703520,20260415
300120,20860012,56079294903,20260415
300720,73545209,1876810697767,20260415
301300,13154712,38651661633,20260415
302430,9833208,56212729177,20260415
302440,78434701,1660639288186,20260415
302550,31495528,42778065820,20260415
303030,37073689,13414881814,20260415
303360,12877215,33233388237,20260415
303530,7339299,32090806538,20260415
303810,31984140,132702244959,20260415
304100,12593855,87472485467,20260415
304360,12223224,30348489390,20260415
304840,21228311,27946575719,20260415
305090,18567123,23192247593,20260415
306040,9865828,87888090136,20260415
306200,2836300,1157955849374,20260415
306620,45014260,54943548093,20260415
307160,4590000,8355728968,20210415
307180,30652235,40056932156,20260415
307280,7094627,44699985132,20260415
307750,50176380,117382003234,20260415
307870,59564511,36723091249,20260415
307930,15610000,80562611171,20260415
307950,27423982,1754554488000,20260415
308080,20499260,38790713084,20260415
308100,24023008,64714808046,20260415
308170,8610000,82777649209,20260415
308430,12831510,36128595280,20260415
309710,12783001,64017743424,20260415
309930,24487048,26544259654,20260415
309960,23217239,126742193419,20260415
310200,52162836,123151552049,20260415
310210,18393521,69238195961,20260415
310870,20687271,60900670853,20260415
311320,12614560,63993017380,20260415
311390,12653789,77311064577,20260415
311690,13065462,49563221265,20260415
312610,20256888,42432932020,20260415
313760,11207186,18851425063,20260415
314130,34648787,70225660485,20260415
314140,8666361,116749023187,20260415
314930,29764103,44001584046,20260415
315640,29372232,21371667724,20260415
316140,734076320,23905102000000,20260415
317120,15260000,17410994066,20260415
317240,141188722,32133831647,20260415
317330,20476584,253600801254,20260415
317400,38782520,498747827454,20260415
317450,14600000,803956974629,20260415
317530,14161547,34277263868,20260415
317690,20020929,32100597517,20260415
317770,33275181,90073417018,20260415
317830,10773818,47460694103,20260415
317850,8324420,49695279065,20260415
317870,8546519,37416759658,20260415
318000,8740223,46855442742,20260415
318010,7929338,66646238131,20260415
318020,12301272,56546041710,20260415
318060,11117777,16366314104,20260415
318160,9341201,56051877411,20260415
318410,5555243,88011360863,20260415
319400,111376039,169598008533,20260415
319660,28966714,492803263166,20260415
320000,32897224,27071958842,20260415
321260,28192084,45439069926,20260415
321370,45143365,13962738097,20260415
321550,29011569,40964679350,20260415
321820,15591376,43656586133,20260415
322000,11200000,467090037637,20260415
322180,20921984,76470688247,20260415
322310,9366542,54184107933,20260415
322510,25528892,35877110355,20260415
322780,42928639,19940343681,20260415
323230,43245294,51097784414,20240414
323280,30500730,131918634281,20260415
323350,8010772,21092448830,20260415
323410,477011437,6676644000000,20260415
323990,23257345,53274992710,20260415
326030,78313250,948371378268,20260415
327260,8433231,86146360901,20260415
328130,29256746,332740342807,20260415
328380,34262778,22696700184,20260415
329180,104961225,10551472182000,20260415
330350,13202139,103936023565,20260415
330590,288968884,1114525962143,20260415
330730,18217830,102600949179,20260415
330860,12184045,180630197530,20260415
331380,29534506,30023062003,20260415
331520,50864390,32040294180,20260415
331740,9718491,25882534437,20260415
331920,8164148,30515538457,20260415
332290,39904404,38402153805,20260415
332370,13273726,74291273691,20260415
332570,43789726,146526592376,20260415
332710,4410000,8274769390,20220415
333050,24613326,23539284341,20260415
333430,30726747000,56443789707,20260415
333620,10556344,56516154028,20260415
334890,51443469,445200467237,20260415
334970,77752637,135203347279,20260415
335810,17957810,47368366652,20260415
335870,16750473,25384528751,20260415
335890,58419125,128455779427,20260415
336060,48155200,36743156679,20260415
336260,65493726,307415539504,20260415
336370,70217344,724781549714,20260415
336570,89968897,186944444157,20260415
336680,39145558,177918121280,20260415
337930,29676475,117707177897,20260415
338100,18660000,107581401478,20260415
338220,14001823,41104893249,20260415
338840,15178081,17198349533,20260415
339770,49965080,152999369220,20260415
339950,44946655,84785749671,20260415
340360,51012909,12164565872,20260415
340440,28378364,37365348872,20260415
340450,23650793,79867111272,20260415
340570,8128000,224220356908,20260415
340810,12956082,13823861268,20260415
340930,53004450,20134160903,20260415
341160,4710000,9188940531,20220415
342870,5857619,46331330475,20260415
343090,17841811,2586050106,20250415
343510,4010000,7445411108,20230415
344820,15970512,1509725540372,20260415
344860,12030000,12050248484,20260415
347000,37810846,62030402970,20260415
347700,46662964,177121337637,20260415
347740,30010576,84733497711,20260415
347770,22857042,55966949344,20260415
347850,43535430,232210584421,20260415
347860,38710961,17908097412,20260415
347890,16913204,77127563266,20260415
348030,9603800,49702114045,20260415
348080,81786794,47282103458,20260415
348150,19418889,54976243005,20260415
348210,10477005,170840534195,20260415
348340,11469491,35204974738,20260415
348350,10183600,128622083692,20260415
348370,21850136,486200242326,20260415
348950,197376000,941870118533,20260415
350520,36866202,301500859795,20260415
351320,28823752,19659073490,20260415
351330,8288520,29510322404,20260415
351870,11160642,51833968194,20260415
352090,26872998,93072012041,20260415
352480,13629901,340847515926,20260415
352700,26276899,147162675159,20260415
352770,2592407,2025710561,20260415
352820,42609196,2833564955000,20260415
352910,12637802,35070334626,20260415
352940,10867730,44522721590,20260415
353190,39378420,38677773058,20260415
353200,49416925,974167389449,20260415
353590,12875570,17046997846,20260415
353810,33081920,83221450431,20260415
354200,25038128,19553398123,20260415
354230,600000,2105702182,20210415
354320,6391381,173139737472,20260415
355150,7797350,29490540494,20260415
355390,13603176,21170893424,20260415
355690,5404980,22064565296,20260415
356680,28543492,49342369700,20260415
356860,9832630,157757735990,20260415
356890,11953825,35154851739,20260415
357120,97335354,468695815219,20260415
357230,41293476,158769902168,20260415
357250,24995105,93932383757,20260415
357430,30505307,93464019318,20260415
357550,5455000,46330905350,20260415
357580,11282282,48522060291,20260415
357780,7778566,1066679133548,20260415
357880,46899018,22532148930,20260415
358570,63872991,96641537609,20260415
359090,57470717,54741624550,20260415
360070,8145043,99130844084,20260415
360350,5727970,15132988261,20260415
361390,8800789,65749658526,20260415
361570,28743291,72681940610,20260415
361610,81787100,1344672683000,20260415
361670,5667658,19084389149,20260415
362320,21051290,76108038947,20260415
362990,16800574,33367122963,20260415
363250,7042798,11903299680,20260415
363260,32163769,41615452319,20260415
363280,50429268,685748224993,20260415
364950,8296445,55093543849,20260415
365270,21009155,46698868093,20260415
365330,50171000,90331592868,20260415
365340,12235446,185155507802,20260415
365550,246089000,1262612020506,20260415
365590,30956622,2536163157,20260415
365900,7310300,41937001695,20260415
366030,22653850,94822911971,20260415
367000,8388207,31895155440,20260415
367360,4840000,8941761352,20230415
368600,17538346,21568481539,20260415
368770,32854000,50387026221,20260415
368970,9346160,32276560181,20260415
369370,49871911,20189494532,20260415
370090,8556830,39897803517,20260415
371950,22662548,8673886667,20260415
372170,7979048,192992338855,20260415
372290,4304000,7830052399,20230415
372320,14432614,72506294258,20260415
372800,6046990,12623855071,20260415
372910,27674406,136756398974,20260415
373110,17294394,4470223478,20260415
373160,13805219,42210775717,20260415
373170,5037930,21890281983,20260415
373200,110005336,26427945248,20260415
373220,234000000,14594357000000,20260415
373340,3020000,5890202990,20230415
375500,38693623,4365608674576,20260415
376180,18561038,41305364077,20260415
376190,24600000,205646324611,20240414
376270,7157727,12670927353,20260415
376290,17657500,85722163347,20260415
376300,23738406,220940914415,20260415
376900,15661489,2520223790,20260415
376930,51291323,16435150581,20260415
376980,9766394,39273238938,20260415
377030,41937104,770206263,20260415
377190,88400000,374099509971,20260415
377220,28310000,28675149890,20260415
377300,135145150,2251547819238,20260415
377330,8139954,33549064991,20260415
377400,5407500,9783964988,20230415
377450,17330000,229108569315,20260415
377460,62055687,53196082829,20260415
377480,7229627,22357951984,20260415
377630,4020000,7760711949,20230415
377740,102056048,1078849203521,20260415
378340,21462882,119622680677,20260415
378800,46243031,19108625816,20260415
378850,18993623,184567932918,20260415
380320,4810000,8944975149,20240414
380440,51290000,103524415626,20230415
380540,48793167,12602188880,20260415
380550,11636603,35917471000,20260415
381620,13117920,45216469964,20260415
381970,48820848,181709059290,20260415
382150,12028337,13175964147,20260415
382480,39357140,99327635724,20260415
382800,31831041,129054698226,20260415
382840,15271581,79548612561,20260415
382900,8761000,158052338243,20260415
383220,38307075,1907690820556,20260415
383310,20974932,309537055262,20260415
383800,76280690,1111367000000,20260415
383930,12784128,7208843807,20260415
384470,17946692,14160369240,20260415
386580,4160000,8056664565,20240414
387570,5625900,20969797569,20260415
388050,18709437,42271346652,20260415
388210,9272688,232920566188,20260415
388220,6310000,11814147722,20230415
388610,5253309,24907948423,20260415
388720,11696795,92708119989,20260415
388790,30609397,21036892000,20260415
388800,5010000,9246060381,20240414
388870,12945932,9011415160,20260415
389020,6197730,60669709579,20260415
389030,33351845,41195731290,20260415
389140,14269735,41037788407,20260415
389260,17916325,225270162233,20260415
389470,12486401,97031759348,20260415
389500,6333904,20214344080,20260415
389650,8203886,49162835510,20260415
389680,41592465,9337032122,20260415
391060,5100000,47376341327,20240414
391710,42620470,18893427518,20260415
393210,15614544,27672099371,20260415
