fam,ticker,dt,entry,market,amt20,r5,r10,r20,r40
공급계약,267250,20250623,20250624,KOSPI,670.7,-1.44,1.44,2.8,-2.96
공급계약,464580,20250623,20250624,KOSDAQ,19.9,-20.97,-27.92,-30.93,-28.44
공급계약,122640,20250623,20250624,KOSDAQ,13.3,-10.45,-5.25,0.51,-5.98
공급계약,064400,20250623,20250624,KOSPI,1529.9,-19.58,-18.88,-28.48,-31.88
자사주직접,259630,20250623,20250624,KOSDAQ,3.9,-1.72,8.21,6.27,26.85
자사주직접,290650,20250623,20250624,KOSDAQ,137.3,-7.79,8.36,8.7,3.43
공급계약,347700,20250623,20250624,KOSDAQ,51.4,-5.63,-6.38,0.63,-0.21
자사주신탁,002200,20250623,20250624,KOSPI,3.2,-0.51,-0.51,-2.68,-4.18
자사주직접,348210,20250623,20250624,KOSDAQ,34.3,-2.26,-4.91,-7.56,-15.52
공급계약,411080,20250624,20250625,KOSDAQ,31.7,-9.5,-8.95,6.32,-14.84
배당결정,189690,20250624,20250625,KOSDAQ,49.3,-16.1,-15.92,-18.76,-23.89
자사주신탁,290560,20250624,20250625,KOSDAQ,0.8,-9.67,-9.01,-11.39,-9.41
공급계약,326030,20250624,20250625,KOSPI,163.6,-1.98,-0.06,8.39,3.58
공급계약,483650,20250624,20250625,KOSPI,954.8,-3.05,16.64,9.57,-6.61
공급계약,199430,20250624,20250625,KOSDAQ,47.7,9.04,5.27,12.02,-8.92
공급계약,464080,20250625,20250626,KOSDAQ,110.7,-9.54,-16.6,-25.23,-29.4
공급계약,096350,20250625,20250626,KOSDAQ,46.8,-12.59,-24.14,-28.21,-28.72
공급계약,095270,20250625,20250626,KOSDAQ,4.6,-7.94,-6.23,-8.65,-12.69
공급계약,039570,20250625,20250626,KOSPI,1.9,1.34,-1.08,3.12,-11.56
자사주신탁,290270,20250625,20250626,KOSDAQ,1.1,-5.33,-3.2,-4.66,-3.07
자사주신탁,425040,20250625,20250626,KOSDAQ,8.1,1.73,-3.3,-8.18,-5.81
자사주직접,081660,20250625,20250626,KOSPI,66.8,11.53,7.87,10.5,16.36
자사주신탁,006920,20250625,20250626,KOSDAQ,3.4,-1.96,-0.19,1.58,-0.35
자사주신탁,241790,20250625,20250626,KOSDAQ,4.1,6.39,-0.65,-2.86,-4.66
배당결정,025540,20250626,20250627,KOSPI,35.6,-3.94,-3.35,-4.83,-8.69
공급계약,001780,20250626,20250627,KOSPI,8.9,-4.95,-2.64,-2.02,-8.29
공급계약,010820,20250626,20250627,KOSPI,62.9,-4.69,-0.35,16.61,11.51
공급계약,272210,20250626,20250627,KOSPI,2247.3,-14.17,-10.35,-5.53,-12.01
공급계약,025560,20250626,20250627,KOSPI,4.2,-1.18,-1.18,-14.64,-9.38
자사주신탁,007530,20250626,20250627,KOSDAQ,0.4,10.28,14.99,6.95,4.79
자사주신탁,136540,20250626,20250627,KOSDAQ,4.7,1.28,7.05,1.2,-0.75
공급계약,012450,20250626,20250627,KOSPI,2922.3,-13.63,-10.62,4.85,0.18
자사주직접,068270,20250626,20250627,KOSPI,797.4,10.59,10.97,10.59,8.29
무상증자,365330,20250627,20250630,KOSDAQ,26.2,-3.81,-3.81,-3.81,17.38
자사주신탁,026940,20250627,20250630,KOSPI,2.3,-0.97,0.75,0.97,0.11
공급계약,389140,20250627,20250630,KOSDAQ,296.7,0.79,-7.11,4.94,-6.54
공급계약,394280,20250627,20250630,KOSDAQ,23.0,-4.8,-11.95,-8.85,-19.78
공급계약,105840,20250627,20250630,KOSPI,116.2,-12.55,-14.21,-5.6,-4.64
공급계약,100840,20250627,20250630,KOSPI,85.5,-14.34,-14.21,23.62,36.87
공급계약,044450,20250627,20250630,KOSPI,10.8,4.29,12.83,8.3,-1.2
공급계약,036530,20250627,20250630,KOSPI,31.7,-4.36,10.72,1.53,6.49
공급계약,046390,20250627,20250630,KOSDAQ,6.3,-3.35,-2.82,-3.35,24.07
공급계약,100090,20250630,20250701,KOSPI,88.5,-2.38,-5.67,-6.29,-7.43
공급계약,053030,20250630,20250701,KOSDAQ,80.5,1.55,1.49,5.64,-0.49
공급계약,063760,20250630,20250701,KOSDAQ,0.3,-0.27,2.38,-0.76,-0.76
공급계약,333050,20250630,20250701,KOSDAQ,3.4,-1.68,-2.69,-9.2,-2.89
무상증자,212560,20250630,20250701,KOSDAQ,2.5,10.8,4.45,-2.37,-9.18
자사주신탁,081150,20250630,20250701,KOSDAQ,6.0,5.71,6.18,1.18,1.33
공급계약,004800,20250701,20250702,KOSPI,68.3,-5.16,2.43,10.03,7.11
공급계약,047040,20250701,20250702,KOSPI,115.6,-2.49,-6.48,-11.28,-11.4
공급계약,051600,20250701,20250702,KOSPI,508.8,-5.01,-10.16,-11.36,-13.42
공급계약,126720,20250701,20250702,KOSPI,52.8,-7.37,-10.16,-13.33,-16.87
공급계약,298040,20250701,20250702,KOSPI,546.9,1.13,14.37,33.2,31.91
공급계약,064480,20250701,20250702,KOSDAQ,8.6,-2.54,-6.25,-8.02,-13.67
공급계약,189300,20250701,20250702,KOSDAQ,49.0,-1.38,2.84,-3.39,-6.11
공급계약,246720,20250701,20250702,KOSDAQ,3.9,2.92,7.74,26.4,25.35
공급계약,475400,20250701,20250702,KOSDAQ,30.9,-7.86,-5.19,-12.38,-10.53
배당결정,109610,20250701,20250702,KOSDAQ,7.3,0.4,-1.77,-2.78,-4.37
배당결정,002960,20250701,20250702,KOSPI,16.4,6.19,14.57,5.35,2.83
공급계약,348340,20250701,20250702,KOSDAQ,16.7,-7.02,-7.82,-8.83,-10.84
자사주직접,000100,20250701,20250702,KOSPI,379.3,2.64,5.94,12.64,8.39
공급계약,460930,20250701,20250702,KOSDAQ,89.0,-1.15,-3.09,5.88,42.63
공급계약,469750,20250701,20250702,KOSDAQ,1.1,2.32,9.71,17.31,64.96
공급계약,474610,20250701,20250702,KOSDAQ,31.2,-11.53,-15.08,-12.02,-12.91
공급계약,252500,20250702,20250703,KOSDAQ,2.3,-9.66,-7.83,-9.12,-10.95
공급계약,279600,20250702,20250703,KOSDAQ,3.2,0.03,5.49,-1.64,-10.35
공급계약,394800,20250702,20250703,KOSDAQ,63.0,-9.06,-6.0,-10.65,-22.22
공급계약,300080,20250702,20250703,KOSDAQ,75.7,-17.85,-26.37,-27.93,-24.34
공급계약,028100,20250702,20250703,KOSPI,7.5,-0.83,-2.42,-5.08,-10.16
공급계약,105740,20250703,20250704,KOSDAQ,10.4,-1.79,-3.01,-2.03,7.97
공급계약,050890,20250703,20250704,KOSDAQ,52.5,-2.78,-3.34,-13.97,-13.27
자사주직접,095720,20250703,20250704,KOSPI,8.0,5.32,12.57,-6.62,-17.41
배당결정,038390,20250703,20250704,KOSDAQ,7.9,3.55,-0.39,-6.34,-2.74
배당결정,025000,20250703,20250704,KOSPI,3.4,5.81,4.39,3.58,1.35
배당결정,092230,20250703,20250704,KOSPI,4.4,3.24,-0.47,-7.16,-5.45
자사주신탁,214180,20250703,20250704,KOSDAQ,98.6,6.11,3.02,0.9,3.02
배당결정,002380,20250703,20250704,KOSPI,108.5,10.15,16.96,8.13,21.91
공급계약,007120,20250704,20250707,KOSPI,0.9,0.79,-0.88,-1.87,-9.97
공급계약,215090,20250704,20250707,KOSDAQ,11.2,8.19,5.15,1.1,-4.98
배당결정,214370,20250704,20250707,KOSDAQ,33.7,16.61,39.83,28.9,43.93
공급계약,321370,20250707,20250708,KOSDAQ,34.1,-0.29,1.65,-13.07,-10.84
공급계약,010140,20250707,20250708,KOSPI,1294.9,8.29,17.51,18.6,26.43
공급계약,099390,20250707,20250708,KOSDAQ,2.6,5.06,2.55,-0.31,-7.52
공급계약,382900,20250707,20250708,KOSDAQ,37.2,0.54,3.14,-1.67,47.28
공급계약,431190,20250707,20250708,KOSDAQ,6.3,-2.44,-4.36,-8.69,-4.94
배당결정,194370,20250707,20250708,KOSPI,45.8,-1.47,-12.25,-26.75,-23.97
자사주신탁,024090,20250708,20250709,KOSPI,1.4,1.95,-1.32,-10.23,-12.65
배당결정,443250,20250708,20250709,KOSDAQ,6.4,-0.73,0.53,-0.64,-7.25
배당결정,462860,20250708,20250709,KOSDAQ,890.2,20.69,12.55,11.72,-0.79
공급계약,060370,20250708,20250709,KOSDAQ,223.4,-3.96,-8.61,-9.44,-24.36
공급계약,006260,20250708,20250709,KOSPI,599.8,-4.06,-8.92,-12.24,-9.65
공급계약,355150,20250708,20250709,KOSDAQ,30.0,34.27,16.44,6.07,12.92
자사주직접,005930,20250708,20250709,KOSPI,11916.9,4.99,7.76,11.67,13.79
공급계약,010120,20250708,20250709,KOSPI,702.6,0.34,0.89,17.52,4.86
공급계약,009540,20250708,20250709,KOSPI,1310.3,1.31,2.54,7.31,29.47
자사주신탁,377740,20250708,20250709,KOSPI,3.7,-0.8,-0.8,-1.56,5.84
공급계약,065420,20250708,20250709,KOSDAQ,7.0,2.7,15.24,11.7,-8.88
공급계약,219420,20250709,20250710,KOSDAQ,10.1,-0.41,-4.06,-4.44,-3.48
공급계약,295310,20250709,20250710,KOSDAQ,63.2,16.33,2.45,6.96,-10.23
자사주직접,002840,20250709,20250710,KOSPI,5.6,-1.91,-2.28,-4.23,-8.07
자사주직접,124560,20250709,20250710,KOSDAQ,33.3,2.65,-2.57,-3.49,-1.8
자사주신탁,002310,20250709,20250710,KOSPI,11.0,-4.92,-8.52,-12.12,-12.68
자사주신탁,471820,20250709,20250710,KOSDAQ,2.3,7.09,11.47,6.14,12.04
자사주신탁,192080,20250709,20250710,KOSPI,72.8,-4.61,-7.08,-7.58,-13.35
배당결정,002840,20250709,20250710,KOSPI,5.6,-1.91,-2.28,-4.23,-8.07
배당결정,471820,20250709,20250710,KOSDAQ,2.3,7.09,11.47,6.14,12.04
자사주직접,268280,20250710,20250711,KOSPI,2.3,-0.46,-5.04,-7.86,-9.89
배당결정,268280,20250710,20250711,KOSPI,2.3,-0.46,-5.04,-7.86,-9.89
배당결정,134380,20250710,20250711,KOSPI,0.3,6.23,6.73,4.85,5.6
배당결정,102260,20250710,20250711,KOSPI,5.9,0.52,-3.23,-3.8,-4.84
배당결정,107590,20250710,20250711,KOSPI,0.3,-0.92,-2.99,-6.23,-9.46
무상증자,234340,20250710,20250711,KOSDAQ,298.2,-3.0,7.37,-5.94,-21.71
자사주직접,134380,20250710,20250711,KOSPI,0.3,6.23,6.73,4.85,5.6
무상증자,048410,20250710,20250711,KOSDAQ,59.5,10.08,-4.27,-12.2,-12.81
자사주신탁,119610,20250710,20250711,KOSDAQ,11.1,21.71,13.29,9.34,16.77
자사주신탁,045100,20250710,20250711,KOSDAQ,9.9,-2.27,-4.44,-1.53,-1.22
배당결정,078520,20250710,20250711,KOSPI,54.4,1.24,-1.77,21.29,53.72
자사주직접,107590,20250710,20250711,KOSPI,0.3,-0.92,-2.99,-6.23,-9.46
공급계약,413390,20250711,20250714,KOSDAQ,10.4,2.2,-0.62,5.3,-3.43
배당결정,003080,20250711,20250714,KOSPI,1.1,-1.0,-0.65,-4.01,-2.06
배당결정,017940,20250711,20250714,KOSPI,21.6,-8.08,-16.69,-19.63,-22.56
배당결정,458650,20250711,20250714,KOSDAQ,9.1,6.43,6.11,8.8,-3.14
공급계약,002020,20250714,20250715,KOSPI,314.9,-5.55,-17.62,-31.24,-21.85
공급계약,000210,20250714,20250715,KOSPI,89.8,-0.67,-0.1,-24.81,-26.15
공급계약,003070,20250714,20250715,KOSPI,4.3,-5.96,-7.61,-7.91,-11.61
공급계약,375500,20250714,20250715,KOSPI,388.5,-5.17,-6.87,-16.25,-13.35
배당결정,079900,20250715,20250716,KOSPI,108.5,0.39,-5.48,4.81,-7.88
배당결정,002100,20250715,20250716,KOSPI,5.3,-3.17,-4.36,-3.17,-7.24
배당결정,007340,20250715,20250716,KOSPI,22.5,6.13,7.24,-6.57,-2.71
배당결정,011170,20250715,20250716,KOSPI,122.0,-1.12,0.51,-10.32,-2.61
배당결정,030200,20250715,20250716,KOSPI,284.5,-3.31,-6.4,-7.26,-10.53
배당결정,083420,20250715,20250716,KOSPI,16.1,-0.37,-2.02,-3.15,-3.53
배당결정,049520,20250715,20250716,KOSDAQ,6.6,-0.53,-2.84,-9.1,-11.68
자사주신탁,013120,20250715,20250716,KOSDAQ,7.7,-11.91,-14.28,-16.36,-22.06
공급계약,096770,20250715,20250716,KOSPI,901.0,-0.12,0.65,-8.66,-6.85
공급계약,214430,20250715,20250716,KOSDAQ,73.1,1.55,-3.25,-20.89,-23.37
공급계약,034730,20250715,20250716,KOSPI,920.3,-6.82,-10.16,-16.96,-2.38
공급계약,049470,20250716,20250717,KOSDAQ,43.0,36.55,42.72,15.36,113.87
배당결정,000480,20250716,20250717,KOSPI,1.2,-4.22,-6.37,-7.44,-11.56
배당결정,000640,20250716,20250717,KOSPI,16.7,0.7,-7.78,-9.19,-11.02
배당결정,004080,20250716,20250717,KOSPI,0.3,-1.53,-2.84,-4.23,-4.64
배당결정,002900,20250716,20250717,KOSPI,8.8,-3.1,-3.87,6.51,16.32
배당결정,100250,20250716,20250717,KOSPI,5.3,-5.05,-7.07,-5.2,-8.21
공급계약,051980,20250717,20250718,KOSDAQ,79.9,57.5,40.68,39.51,21.28
공급계약,317400,20250717,20250718,KOSPI,2.2,-8.11,-11.11,-10.46,-9.68
공급계약,267850,20250717,20250718,KOSPI,1.5,-5.39,-10.47,-6.9,-7.45
배당결정,003780,20250717,20250718,KOSPI,5.0,-3.62,-2.05,1.96,19.06
배당결정,010640,20250717,20250718,KOSPI,2.0,-1.56,-2.56,-1.56,2.08
배당결정,462520,20250717,20250718,KOSPI,1.8,0.46,-7.33,-6.03,-5.62
자사주직접,139480,20250717,20250718,KOSPI,198.7,-8.32,-10.59,-20.28,-20.07
공급계약,067730,20250717,20250718,KOSDAQ,2.5,-0.1,-9.02,-13.17,-6.71
공급계약,028050,20250718,20250721,KOSPI,245.3,-2.13,-1.55,11.51,9.76
공급계약,028260,20250718,20250721,KOSPI,969.0,-3.67,-7.02,-7.71,12.73
공급계약,092790,20250718,20250721,KOSPI,166.7,10.05,-12.25,-7.44,-12.25
공급계약,187790,20250718,20250721,KOSDAQ,7.3,11.57,6.39,27.79,9.19
공급계약,424960,20250718,20250721,KOSDAQ,8.1,-5.64,-7.35,-9.06,7.93
무상증자,419120,20250718,20250721,KOSDAQ,19.2,25.05,22.8,15.08,-10.6
공급계약,010780,20250718,20250721,KOSPI,6.0,-6.36,-8.47,-12.66,-7.25
공급계약,206560,20250718,20250721,KOSDAQ,7.6,-8.51,-8.51,-7.53,-10.47
배당결정,006120,20250718,20250721,KOSPI,31.8,-9.94,-12.91,-17.37,-10.76
배당결정,018670,20250718,20250721,KOSPI,53.9,-7.75,-10.94,-15.55,-14.49
배당결정,032640,20250721,20250722,KOSPI,173.8,-6.82,-3.47,-1.76,-3.93
자사주직접,204610,20250721,20250722,KOSDAQ,8.9,-3.55,-1.25,4.04,-4.24
자사주신탁,032640,20250721,20250722,KOSPI,173.8,-6.82,-3.47,-1.76,-3.93
공급계약,112610,20250721,20250722,KOSPI,194.3,-8.42,-9.6,-10.87,-13.81
배당결정,003550,20250721,20250722,KOSPI,312.4,-1.13,-3.5,-8.88,-6.38
자사주신탁,003550,20250721,20250722,KOSPI,312.4,-1.13,-3.5,-8.88,-6.38
자사주신탁,277070,20250721,20250722,KOSDAQ,3.2,1.5,3.89,-1.08,11.04
배당결정,026960,20250722,20250723,KOSPI,48.5,-5.47,-7.23,-15.86,-9.63
공급계약,004140,20250722,20250723,KOSPI,507.0,-14.79,-14.79,-15.48,-11.85
공급계약,042660,20250722,20250723,KOSPI,1457.8,14.87,32.57,29.31,28.84
배당결정,267260,20250722,20250723,KOSPI,1240.0,3.16,5.24,-4.86,23.37
배당결정,000660,20250723,20250724,KOSPI,11470.3,-1.64,-5.8,-9.77,27.06
자사주직접,008370,20250723,20250724,KOSDAQ,0.6,-1.48,-1.8,-5.25,1.1
자사주직접,032850,20250723,20250724,KOSDAQ,4.9,0.44,-2.05,-5.12,-3.4
배당결정,472850,20250723,20250724,KOSDAQ,23.1,3.76,3.57,-5.92,1.73
배당결정,402340,20250723,20250724,KOSPI,1321.5,-3.87,-10.34,-14.59,36.99
배당결정,285130,20250723,20250724,KOSPI,64.4,-5.51,-6.49,-16.26,-9.84
배당결정,081660,20250724,20250725,KOSPI,57.2,-5.01,-0.75,7.11,5.38
배당결정,005380,20250724,20250725,KOSPI,1705.5,-2.71,-1.54,2.88,1.02
배당결정,066570,20250724,20250725,KOSPI,480.9,-5.44,-3.04,-4.3,0.51
무상증자,303810,20250724,20250725,KOSDAQ,27.8,1.44,-8.56,-11.08,-13.1
배당결정,086790,20250724,20250725,KOSPI,1022.2,-9.84,-6.98,-9.51,-0.93
자사주신탁,175330,20250724,20250725,KOSPI,170.6,-10.87,-9.64,-5.52,-1.82
자사주신탁,105560,20250724,20250725,KOSPI,1393.0,-12.27,-6.03,-8.69,-3.21
배당결정,344820,20250724,20250725,KOSPI,12.1,-7.04,-8.69,-11.69,-14.84
공급계약,259630,20250724,20250725,KOSDAQ,8.8,-6.75,1.66,32.6,42.91
배당결정,443060,20250724,20250725,KOSPI,207.3,2.22,8.6,4.67,7.81
배당결정,175330,20250724,20250725,KOSPI,170.6,-10.87,-9.64,-5.52,-1.82
배당결정,105560,20250724,20250725,KOSPI,1393.0,-12.27,-6.03,-8.69,-3.21
공급계약,073540,20250724,20250725,KOSDAQ,0.5,-7.31,-7.52,0.16,28.51
공급계약,101360,20250725,20250728,KOSDAQ,25.3,-5.29,3.53,-2.2,-11.67
공급계약,101970,20250725,20250728,KOSDAQ,15.4,10.14,2.91,-1.58,9.67
배당결정,055550,20250725,20250728,KOSPI,1129.4,-7.04,-2.08,-8.31,-1.37
배당결정,094280,20250725,20250728,KOSPI,4.1,-2.76,-1.78,-3.75,-3.44
자사주신탁,055550,20250725,20250728,KOSPI,1129.4,-7.04,-2.08,-8.31,-1.37
배당결정,012330,20250725,20250728,KOSPI,633.7,-5.38,-2.55,-0.55,3.62
배당결정,017670,20250725,20250728,KOSPI,485.4,0.34,-0.2,-1.63,-1.81
배당결정,034730,20250725,20250728,KOSPI,853.4,-11.05,-8.85,-10.81,6.08
공급계약,086390,20250725,20250728,KOSDAQ,35.3,-6.11,-0.64,-1.2,60.9
배당결정,033920,20250725,20250728,KOSPI,6.5,-2.7,-1.18,-2.96,4.02
배당결정,316140,20250725,20250728,KOSPI,609.7,-5.28,-2.54,-3.71,3.35
배당결정,241560,20250725,20250728,KOSPI,167.2,-0.74,2.15,-0.02,-1.83
자사주직접,000270,20250725,20250728,KOSPI,1041.2,-3.67,-4.8,-3.48,-3.67
자사주직접,012330,20250725,20250728,KOSPI,633.7,-5.38,-2.55,-0.55,3.62
자사주직접,086790,20250725,20250728,KOSPI,1028.4,-10.72,-8.54,-11.48,-2.99
공급계약,115530,20250728,20250729,KOSDAQ,3.4,-6.03,-8.2,-8.0,-21.05
공급계약,005930,20250728,20250729,KOSPI,12983.9,-1.65,0.04,-0.66,20.24
자사주신탁,079000,20250728,20250729,KOSDAQ,0.4,-0.74,0.75,-0.74,9.13
배당결정,352090,20250728,20250729,KOSDAQ,28.9,1.46,-1.14,-3.09,-4.14
자사주신탁,139130,20250728,20250729,KOSPI,132.1,3.2,5.29,3.87,2.68
배당결정,278470,20250728,20250729,KOSPI,776.4,12.38,31.77,31.47,30.57
공급계약,052690,20250729,20250730,KOSPI,351.7,1.96,1.96,-0.7,-8.14
공급계약,438700,20250729,20250730,KOSDAQ,2.8,3.94,8.43,-7.14,1.82
자사주직접,018290,20250729,20250730,KOSDAQ,164.4,-3.85,-2.37,0.06,-17.75
배당결정,009540,20250730,20250731,KOSPI,1086.2,0.03,4.03,11.76,9.28
배당결정,329180,20250730,20250731,KOSPI,901.4,-3.84,-3.43,5.31,-0.48
배당결정,109080,20250730,20250731,KOSDAQ,5.8,-0.97,-2.3,-9.43,-10.76
공급계약,033790,20250730,20250731,KOSDAQ,12.3,14.46,12.88,-2.76,-8.82
공급계약,065770,20250730,20250731,KOSDAQ,2.8,-0.29,-0.69,-3.55,-10.47
배당결정,024720,20250731,20250801,KOSPI,64.7,-1.66,-7.16,-8.62,-11.13
공급계약,097230,20250731,20250801,KOSPI,116.3,47.56,51.15,124.01,173.12
공급계약,267260,20250731,20250801,KOSPI,1135.4,-1.79,-7.64,-2.19,16.15
공급계약,307950,20250731,20250801,KOSPI,96.6,0.78,-1.01,12.08,0.45
공급계약,068240,20250731,20250801,KOSDAQ,6.8,-1.12,-8.89,-18.09,-41.74
공급계약,270520,20250731,20250801,KOSDAQ,26.4,-8.36,-8.51,-25.27,-34.69
자사주신탁,138930,20250731,20250801,KOSPI,241.8,1.92,1.57,1.36,0.95
공급계약,393210,20250731,20250801,KOSDAQ,18.2,-3.6,-6.01,-12.06,-6.16
자사주신탁,000210,20250731,20250801,KOSPI,75.2,-7.55,-22.7,-23.71,-28.46
배당결정,005930,20250731,20250801,KOSPI,14298.9,1.9,-0.66,-4.08,19.56
배당결정,267250,20250731,20250801,KOSPI,361.5,-4.08,-7.14,-2.73,8.94
배당결정,138930,20250731,20250801,KOSPI,241.8,1.92,1.57,1.36,0.95
배당결정,051900,20250731,20250801,KOSPI,175.6,-3.31,-3.8,-5.1,-7.38
배당결정,047050,20250731,20250801,KOSPI,366.3,-1.3,-1.81,-3.96,-1.1
공급계약,017940,20250731,20250801,KOSPI,19.3,-2.57,-9.7,-9.58,-10.06
자사주신탁,375500,20250731,20250801,KOSPI,154.5,0.37,-10.71,-11.88,-12.2
공급계약,007460,20250731,20250801,KOSPI,8.8,11.05,8.77,8.93,5.35
자사주직접,090430,20250801,20250804,KOSPI,350.3,-4.62,-8.02,-11.05,-7.87
자사주신탁,083310,20250801,20250804,KOSDAQ,25.2,6.59,8.26,15.05,30.29
배당결정,004450,20250801,20250804,KOSPI,0.4,-8.68,-9.48,-8.94,-6.0
공급계약,012030,20250801,20250804,KOSPI,5.0,1.37,2.53,13.98,18.39
무상증자,246710,20250801,20250804,KOSDAQ,7.6,0.05,-2.15,-9.74,-22.59
공급계약,009410,20250801,20250804,KOSPI,9.9,-0.49,-11.04,-20.25,-28.4
공급계약,002460,20250801,20250804,KOSPI,1.0,1.05,0.28,-1.96,-3.41
자사주직접,002790,20250801,20250804,KOSPI,58.2,-5.86,-9.89,-9.72,-10.9
공급계약,460470,20250801,20250804,KOSDAQ,1.7,1.28,-5.01,-9.31,-1.63
배당결정,049720,20250801,20250804,KOSDAQ,6.0,0.75,-0.99,-0.51,5.9
공급계약,363280,20250801,20250804,KOSPI,9.8,8.7,7.05,-7.02,-13.61
공급계약,099750,20250801,20250804,KOSDAQ,1.8,-2.64,-4.64,-4.59,-10.72
공급계약,001440,20250804,20250805,KOSPI,163.7,2.58,-4.21,-5.94,-4.64
자사주신탁,065510,20250804,20250805,KOSDAQ,15.5,-4.09,-6.24,-6.46,0.33
무상증자,402490,20250804,20250805,KOSDAQ,22.7,-2.16,-13.69,25.66,0.17
무상증자,265740,20250804,20250805,KOSDAQ,36.8,-1.94,-14.13,6.93,-0.86
공급계약,064350,20250804,20250805,KOSPI,1690.3,-12.55,-16.29,-0.13,9.23
공급계약,019990,20250804,20250805,KOSDAQ,108.2,3.89,-3.79,1.64,5.88
자사주직접,005440,20250805,20250806,KOSPI,30.1,-6.74,-12.93,-10.55,-6.86
공급계약,147830,20250805,20250806,KOSDAQ,5.4,13.35,4.58,1.07,-5.63
자사주직접,090850,20250805,20250806,KOSDAQ,8.9,-6.3,-8.86,-10.42,-17.79
공급계약,017510,20250805,20250806,KOSDAQ,28.9,48.41,57.16,21.64,20.23
배당결정,005440,20250805,20250806,KOSPI,30.1,-6.74,-12.93,-10.55,-6.86
배당결정,092790,20250805,20250806,KOSPI,158.5,-0.78,-13.39,-15.72,-23.35
자사주직접,091700,20250805,20250806,KOSDAQ,7.9,-0.07,-2.26,-1.48,-0.07
공급계약,016250,20250805,20250806,KOSDAQ,1.4,1.49,-1.03,-3.93,-8.78
배당결정,453340,20250805,20250806,KOSPI,5.4,-6.02,-8.94,-8.53,-12.61
배당결정,100030,20250805,20250806,KOSDAQ,2.8,0.42,-3.49,-4.44,0.9
자사주직접,453340,20250805,20250806,KOSPI,5.4,-6.02,-8.94,-8.53,-12.61
배당결정,064400,20250806,20250807,KOSPI,753.5,4.11,-3.13,-2.26,-4.43
배당결정,210980,20250806,20250807,KOSPI,6.7,1.9,-0.15,3.44,29.04
배당결정,069960,20250806,20250807,KOSPI,48.3,-3.75,-3.35,0.39,9.45
배당결정,004150,20250806,20250807,KOSPI,6.2,-1.33,-0.56,-4.1,-1.49
자사주신탁,192650,20250806,20250807,KOSPI,7.9,-3.83,-7.1,0.07,-3.36
배당결정,067080,20250806,20250807,KOSDAQ,42.7,-3.38,-9.31,-8.85,8.61
배당결정,084110,20250806,20250807,KOSDAQ,19.0,8.44,-1.4,-1.95,-3.5
배당결정,096530,20250806,20250807,KOSDAQ,48.2,-8.8,-14.58,-15.57,-18.54
배당결정,213500,20250806,20250807,KOSPI,6.3,-3.09,-5.12,-4.0,-7.04
배당결정,200670,20250806,20250807,KOSDAQ,172.6,-5.91,-14.06,-0.8,-19.81
배당결정,243070,20250806,20250807,KOSDAQ,11.1,-0.66,-4.11,5.2,0.54
공급계약,351320,20250806,20250807,KOSDAQ,2.5,1.24,-15.88,-28.32,-21.07
공급계약,004960,20250806,20250807,KOSPI,3.1,-2.13,-5.67,-9.22,-10.16
공급계약,212710,20250807,20250808,KOSDAQ,29.8,-10.68,-13.63,-14.02,36.47
자사주직접,033780,20250807,20250808,KOSPI,382.3,-5.68,-2.86,-5.12,-5.61
배당결정,120110,20250807,20250808,KOSPI,90.2,-13.58,-13.94,-7.21,-14.68
배당결정,460860,20250807,20250808,KOSPI,41.2,-6.45,-9.91,-8.37,-15.49
배당결정,000240,20250807,20250808,KOSPI,34.4,-8.32,-5.35,0.81,-7.26
배당결정,001230,20250807,20250808,KOSPI,12.1,-5.47,-6.87,-7.49,-12.08
배당결정,002020,20250807,20250808,KOSPI,149.4,-15.87,-12.14,-3.46,-10.6
배당결정,033780,20250807,20250808,KOSPI,382.3,-5.68,-2.86,-5.12,-5.61
배당결정,122900,20250807,20250808,KOSPI,3.3,-2.38,-2.87,-2.51,-4.07
배당결정,381970,20250807,20250808,KOSPI,18.3,-4.7,-1.58,1.73,-3.24
배당결정,114090,20250807,20250808,KOSPI,47.5,-2.53,-2.59,2.61,-7.91
자사주신탁,017390,20250808,20250811,KOSPI,14.5,-5.47,-2.94,-1.2,-4.52
공급계약,022100,20250808,20250811,KOSPI,169.7,0.04,-2.05,-8.12,-10.0
배당결정,006040,20250808,20250811,KOSPI,20.9,-8.8,-11.44,-0.89,-11.44
배당결정,014820,20250808,20250811,KOSPI,5.7,-3.49,-4.47,-4.64,-9.75
배당결정,049070,20250808,20250811,KOSDAQ,4.0,-6.12,-4.39,-9.02,-4.7
배당결정,461300,20250808,20250811,KOSDAQ,12.6,-14.23,-12.97,-6.54,-16.28
공급계약,348350,20250808,20250811,KOSDAQ,30.9,-11.05,-12.74,-12.55,-11.85
배당결정,450950,20250811,20250812,KOSDAQ,12.7,-8.11,-8.91,15.69,19.7
공급계약,119850,20250811,20250812,KOSDAQ,83.8,-17.05,-16.49,-4.29,14.02
배당결정,023160,20250811,20250812,KOSDAQ,72.7,-1.79,10.23,26.71,26.05
배당결정,100840,20250811,20250812,KOSPI,210.9,-9.23,11.35,17.7,6.54
배당결정,097950,20250811,20250812,KOSPI,134.4,-8.16,-8.36,-6.77,-7.37
배당결정,064960,20250811,20250812,KOSPI,25.2,-1.14,3.15,7.74,3.0
배당결정,036530,20250811,20250812,KOSPI,15.4,0.28,15.17,55.79,31.23
