date,ticker,name,ret3,ret10,ret20,fw5,fw60,amt20,r
20220228,003380,하림지주,4.0000000000000036,10.169491525423723,16.07142857142858,9.816176066473469,4.393408401348096,36.451501295,-1.3678048780487808
20220725,007390,네이처셀,-14.534883720930235,16.052631578947363,20.163487738419626,3.431056443656857,1.6969109684165529,209.08239475,2.0143310657596474
20231120,007390,네이처셀,12.328767123287676,9.333333333333327,16.31205673758864,9.503235289904442,-0.4004072761952594,30.062829075,-5.414313725490191
20231121,007390,네이처셀,12.330623306233068,14.344827586206899,13.873626373626369,7.646698498460765,-0.5201802279254502,31.8875287,-4.655883069427532
20231122,007390,네이처셀,15.096952908587259,14.620689655172402,14.937759336099576,6.378701454018504,-0.03441722331554557,33.501830695,-4.697733990147787
20240322,007390,네이처셀,10.000000000000009,12.12121212121211,12.430939226519344,15.591460847096428,1.893927336522185,27.0805423,3.7883046683046793
20240325,007390,네이처셀,8.67823765020026,12.586445366528354,12.898751733703184,8.80253831149044,1.280805892304556,28.21452224,6.859557739557745
20240326,007390,네이처셀,11.898395721925127,16.41168289290682,17.062937062937067,9.789033555896868,1.5369739495442512,29.982392675,1.3846007151370774
20260428,009520,포스코엠텍,7.626693426994491,19.034406215316313,24.709302325581394,3.938271704593298,3.345697081329799,92.800187135,-9.009411764705884
20260429,009520,포스코엠텍,5.486284289276799,15.258855585831066,17.500000000000004,5.056810398500551,3.24897259704702,94.91009561,-14.694251781472687
20260112,014620,성광벤드,15.56420233463034,9.594095940959413,12.075471698113205,5.791043684883934,10.002911515477548,42.10975405,2.8806837606837696
20250731,014940,오리엔탈정공,5.069930069930062,11.710037174721188,9.272727272727277,7.610241634926843,1.6132726232761845,20.42971934,10.105460420032301
20220531,015750,성우하이텍,9.460834181078326,8.796764408493418,10.245901639344268,8.816344194827419,-4.263944787200949,30.945785095,-15.694814814814812
20220602,015750,성우하이텍,11.088504577822999,9.30930930930931,12.577319587628866,5.416397435443516,-3.995647653032301,33.13327913,-17.213938294010884
20260429,019990,에너토크,8.615384615384624,15.991237677984671,17.797552836484986,5.999831485945788,2.222955916950516,22.235542285,-24.97523809523809
20260504,019990,에너토크,7.233626588465292,19.629225736095957,25.228310502283115,6.48999078859494,2.366646263363013,27.810652245,-30.539498207885302
20250605,023160,태광,16.272824919441465,13.94736842105264,0.46403712296982924,18.383867582298823,2.970282397537158,69.16577721,-6.03714285714286
20250609,023160,태광,13.082627118644075,17.243272926963215,0.23474178403755097,10.624557438033552,2.7579862696299196,73.30615236,-2.0917647058823565
20250610,023160,태광,12.335958005249337,11.168831168831161,3.8834951456310662,11.645732189228857,3.528451309479782,73.68884776,-2.9948148148148137
20250731,023160,태광,14.427860696517403,16.810563737938033,16.75126903553299,4.625992908133193,3.0534146851278576,56.918479245,5.8559477124183
20250813,023160,태광,9.865470852017943,12.385321100917434,23.301459486663312,7.972520784894645,5.34711428404478,108.70155283,0.13099796334012082
20250814,023160,태광,9.641255605381161,6.304347826086953,24.17470797359065,8.089729952931892,5.0533818592642925,110.077947585,5.414736842105263
20250912,025320,시노펙스,10.07205273647096,17.454604940291183,14.24025457438345,29.791515129397965,0.15253615817915475,28.314193893000002,-8.333503006572503
20250915,025320,시노펙스,3.8611778846153744,13.607230895645039,6.28843788437885,18.374963581530128,0.26971816402916904,30.239607136500002,-6.882865329512897
20250916,025320,시노펙스,4.0000000000000036,11.6436153103892,7.212355212355215,17.92401631776735,0.4703307103242799,30.7025991675,-7.472613964223892
20250217,028300,HLB,13.262599469496017,7.286432160804024,7.5566750629722845,16.99510427391561,0.017755436748233135,894.0504459,2.992222222222232
20250218,028300,HLB,18.03499327052489,9.351620947630913,17.402945113788483,15.685997873629724,0.279885036753443,811.1566549,1.2284282460136713
20250905,031980,피에스케이홀딩스,6.1046511627907085,17.17495987158908,12.65432098765431,12.824136186174337,2.404540864432406,45.85986435,23.848260869565213
20250908,031980,피에스케이홀딩스,9.467455621301779,15.987460815047028,10.944527736131926,13.573643574179881,2.367320396988454,46.35390365,23.114638069705098
20250911,031980,피에스케이홀딩스,4.459459459459469,16.944024205748875,13.011695906432742,12.077962705209755,3.5325105084930413,58.4706911,20.566819338422384
20250912,031980,피에스케이홀딩스,1.0471204188481575,12.536443148688047,14.880952380952372,6.3776223776223775,3.305444039229436,62.4772504,12.67012594458438
20250915,031980,피에스케이홀딩스,2.9525032092426295,16.56976744186047,24.922118380062308,3.9407454536702367,3.1091474012382063,66.18805975,13.32247831474597
20230829,032190,다우데이타,15.842349304482228,4.097222222222219,14.340198321891684,11.383040857453675,4.11407054727907,51.889286185,-8.618625750500339
20230830,032190,다우데이타,12.567463377023902,5.187319884726227,4.809763101220388,4.457524815140709,3.6562494987625325,52.574373975,-6.993645621181263
20230831,032190,다우데이타,10.903659447348769,8.791208791208781,8.473338203067925,4.798747657384638,3.896462379666435,53.26653844,-8.418896366083448
20220331,032500,케이엠더블유,10.81081081081081,6.25,10.987261146496818,15.576581196004547,1.2927790988170846,50.310231,-8.506086956521738
20220401,032500,케이엠더블유,4.090909090909101,4.407294832826758,7.343750000000004,10.526575080791202,1.2286338481206502,51.8155117,-7.606406926406924
20220404,032500,케이엠더블유,4.8484848484848575,6.6255778120184905,7.120743034055721,8.418070207933091,0.9568801307008443,51.32088935,-8.725977011494255
20220722,032500,케이엠더블유,7.823129251700678,16.758747697974208,20.76190476190476,22.800267987656326,10.461874623267029,31.4173543,3.1824999999999912
20220725,032500,케이엠더블유,3.6666666666666625,15.828677839851025,15.828677839851025,23.113938470476228,10.661191000477949,32.8047887,1.3817124394184175
20250218,032820,우리기술,15.69416498993963,10.576923076923084,21.24406958355298,5.01830636051924,1.305166430280775,164.172020974,-10.58752688172043
20251023,033100,제룡전기,2.063273727647874,12.084592145015115,6.762589928057561,4.474620389352727,4.412946872005047,41.97230795,0.5731043593130734
