date,ticker,name,open,high,low,close,volume,frgn,grp,srd,KP5,KP20,KP60,KPok,KQ5,KQ20,KQ60,KQok,vm1,vm3,a40,a240,r16,rw1,su1,amt,amt20,fw5,fw60,ret3,ret10,ret20,ret60,gap,y,dil,cost,buy,f10,f20,f10t,up,sret60,r,F
20260512,025550,한국선재,4200,4225,3800,3850,1459536.0,-43014.0,생존,True,True,True,True,True,False,False,True,True,1459536.0,2353527.0,595925.525,1493628.3083333333,39.89784618269348,394.93643102466535,1.2252890397723462,23.368751545,51.39216226,3.101689006200833,0.5293812608915309,-1.534526854219953,2.941176470588225,14.754098360655732,14.925373134328357,1.6883116883116944,2026,False,0.6799999999999999,3915.0,-14.431673052362704,-33.4610472541507,-14.431673052362704,1차 철강 제조업,3.775522727077663,-15.111673052362704,P1형 상승초입
20200115,025980,아난티,10600,11550,10500,11150,6136717.0,-361239.0,생존,True,True,True,True,True,True,True,True,True,6136717.0,3718543.3333333335,1732874.125,4452516.233333333,38.91898500059371,214.5881965508218,3.425405276450266,187.468910475,212.013008425,5.3438321767127,0.1041984951789373,7.211538461538458,7.211538461538458,6.190476190476191,-8.979591836734691,0.4484304932735439,2020,False,0.48,11200.0,-19.017857142857142,-15.000000000000002,-19.017857142857142,일반 및 생활 숙박시설 운영업,,-19.497857142857143,P1형 상승초입
20201207,028300,HLB,42703,47911,42478,47734,6203812.0,495123.0,생존,True,True,True,True,True,True,True,True,True,6203812.0,2709319.0,1065032.45,3105306.3541666665,34.29717807297663,254.38839915159392,5.948181751414846,450.55746191,574.235527627,7.24427168449305,1.083855527149711,11.426503886645346,9.700549261140345,12.606746874262797,1.72185994970806,1.5942514769346827,2020,True,0.48,48495.0,-14.255077843076602,-10.180430972265187,-14.255077843076602,의료용품 및 기타 의약 관련제품 제조업,0.2542345125800762,-14.735077843076603,P1형 상승초입
20210618,028300,HLB,30720,33321,30317,32470,4231313.0,1016197.0,생존,True,True,True,True,True,True,True,True,True,4231313.0,2064163.3333333333,842302.15,2253756.595833333,37.37325279745022,245.0620995486398,4.773873510961469,254.24012160425,321.2316775225,13.004861812329027,-2.0273108728855815,8.711664657827779,8.060436634717782,12.25195326004287,-13.188781648530867,-0.9732060363412343,2021,False,0.48,32154.0,-7.806182745537105,-0.27679293400509897,-7.806182745537105,의료용품 및 기타 의약 관련제품 제조업,23.733582335443714,-8.286182745537104,P1형 상승초입
20210622,028300,HLB,31527,31572,30047,30227,1412432.0,-507222.0,생존,True,True,True,True,True,True,True,True,True,1412432.0,2248782.6666666665,849639.675,2252924.8,37.71274012341647,264.6748654559554,1.3291170925253069,255.92226128075,340.4540387035,4.828455847097769,-3.030614969131465,-0.8788325955074616,2.1216933004493344,0.595713525026631,-18.004014756944443,0.5954940946835574,2021,False,0.48,30407.0,1.3253527148354038,0.5853915216890826,1.3253527148354038,의료용품 및 기타 의약 관련제품 제조업,23.510736256811988,0.8453527148354039,P1형 상승초입
20250217,028300,HLB,82300,86400,81000,85400,2181135.0,407975.0,생존,True,True,True,True,True,True,True,True,True,2181135.0,2117339.6666666665,903355.0,2827806.6958333333,31.945429697548267,234.3862232086684,2.0553652478849354,680.282105475,894.0504459,16.99510427391561,0.017755436748233135,13.262599469496017,7.286432160804024,7.5566750629722845,40.69192751235584,1.1709601873536313,2025,False,0.48,86400.0,3.472222222222232,-11.22685185185185,3.472222222222232,의료용품 및 기타 의약 관련제품 제조업,4.581662938260323,2.992222222222232,P1형 상승초입
20250218,028300,HLB,86400,88500,85000,87700,1496996.0,106288.0,생존,True,True,True,True,True,True,True,True,True,1496996.0,2429240.6666666665,901389.2,2790808.5833333335,32.29849604817337,269.4996419600619,1.3184433097366286,678.949501075,811.1566549,15.685997873629724,0.279885036753443,18.03499327052489,9.351620947630913,17.402945113788483,40.77046548956662,0.11402508551880963,2025,False,0.48,87800.0,1.7084282460136713,-18.109339407744873,1.7084282460136713,의료용품 및 기타 의약 관련제품 제조업,3.829329842810728,1.2284282460136713,P1형 상승초입
20210622,029960,코엔텍,9710,9840,9640,9780,846746.0,43085.0,폐지,True,True,True,True,True,True,True,True,True,846746.0,676063.3333333334,295650.775,635577.2083333334,46.51689379725896,228.6695623690935,2.428956453130242,27.3107111125,36.324772605,6.551002436039663,3.8235384292670807,2.515723270440251,5.501618122977336,7.590759075907583,11.136363636363633,1.0224948875255713,2021,False,0.8799999999999999,9880.0,1.7206477732793601,-3.34008097165992,1.7206477732793601,,,0.8406477732793602,P1형 상승초입
20210426,030530,원익홀딩스,7150,7680,7120,7500,3636768.0,722506.0,생존,True,True,True,True,True,True,True,True,True,3636768.0,1519535.6666666667,519159.3,1105041.8708333333,46.980961871471166,292.6916009530537,6.701460466139618,34.69022295,50.34512404,9.097077297552143,-1.119433924262884,8.225108225108224,6.232294617563738,11.607142857142861,6.534090909090917,-0.9333333333333305,2021,False,0.6799999999999999,7430.0,-11.305518169582774,-11.440107671601618,-11.305518169582774,기초 화학물질 제조업,0.33658964495456534,-11.985518169582773,P1형 상승초입
20210427,030530,원익홀딩스,7430,7480,7220,7320,1186710.0,-283174.0,생존,True,True,True,True,True,False,True,True,True,1186710.0,1790437.0,509400.575,1106325.6125,46.04436245933879,351.4791870817971,1.6771481062497655,34.1734411275,53.77473397,5.537474194228274,-1.6020943062842166,5.1724137931034475,4.571428571428582,9.90990990990992,3.0985915492957705,-0.5464480874316946,2021,False,0.6799999999999999,7280.0,-10.3021978021978,-8.791208791208794,-10.3021978021978,기초 화학물질 제조업,3.257494594697623,-10.982197802197799,P1형 상승초입
20210716,031390,녹십자셀,42550,43800,42550,43350,379221.0,23915.0,폐지,True,True,True,True,True,True,True,True,True,379221.0,171200.0,55257.05,410276.25833333336,13.468254347563494,309.82471919872665,5.7627422569338655,22.7251243625,34.5675328,4.00991537796042,0.24738952181298396,6.119951040391669,3.4606205250596656,7.037037037037042,1.6412661195779554,-0.23068050749711633,2021,False,0.8799999999999999,43250.0,-8.439306358381504,-9.248554913294793,-8.439306358381504,,,-9.319306358381503,P1형 상승초입
20250905,031980,피에스케이홀딩스,36650,37150,35900,36500,272178.0,33540.0,생존,True,True,True,True,True,True,True,True,True,272178.0,265178.0,114717.8,324053.5625,35.400876051162065,231.15680391360365,2.2063089973938808,38.79074965,45.85986435,12.824136186174337,2.404540864432406,6.1046511627907085,17.17495987158908,12.65432098765431,0.9681881051175623,0.8219178082191858,2025,False,0.8799999999999999,36800.0,24.72826086956521,42.66304347826087,20.0,특수 목적용 기계 제조업,3.1501043127441415,19.12,P1형 상승초입
20250908,031980,피에스케이홀딩스,36800,37100,36050,37000,148481.0,16281.0,생존,True,True,True,True,True,True,True,True,True,148481.0,288969.0,112606.0,321794.775,34.993110127409615,256.6195406994299,1.1045552554731766,37.99213175,46.35390365,13.573643574179881,2.367320396988454,9.467455621301779,15.987460815047028,10.944527736131926,4.964539007092195,0.8108108108108025,2025,False,0.8799999999999999,37300.0,23.994638069705097,44.23592493297588,20.0,특수 목적용 기계 제조업,6.497058856248318,19.12,P1형 상승초입
20250911,031980,피에스케이홀딩스,40050,40050,37550,38650,360778.0,18623.0,생존,True,True,True,True,True,True,True,True,True,360778.0,300914.3333333333,120654.7,319557.375,37.756819100169416,249.4012527761731,2.3676351834454934,41.10761785,58.4706911,12.077962705209755,3.5325105084930413,4.459459459459469,16.944024205748875,13.011695906432742,8.72011251758087,1.681759379042691,2025,False,0.6799999999999999,39300.0,21.246819338422384,36.6412213740458,20.0,특수 목적용 기계 제조업,8.741075203837305,19.32,P1형 상승초입
20250912,031980,피에스케이홀딩스,39300,39700,38050,38600,260801.0,-42624.0,생존,True,True,True,True,True,True,True,True,True,260801.0,303875.0,123899.65,319371.9166666667,38.79478549434136,245.25896562258248,1.5847902044784736,42.4464120625,62.4772504,6.3776223776223775,3.305444039229436,1.0471204188481575,12.536443148688047,14.880952380952372,8.732394366197195,2.849740932642497,2025,False,0.6799999999999999,39700.0,13.350125944584379,32.24181360201512,20.0,특수 목적용 기계 제조업,11.45613680601225,19.32,P1형 상승초입
20250915,031980,피에스케이홀딩스,39700,40150,38450,40100,269865.0,-10908.0,생존,True,True,True,True,True,True,True,True,True,269865.0,297148.0,128462.8,318099.3625,40.384488353069244,231.31054281862143,1.5460719294546856,44.3003669875,66.18805975,3.9407454536702367,3.1091474012382063,2.9525032092426295,16.56976744186047,24.922118380062308,12.64044943820224,0.6234413965087171,2025,False,0.6799999999999999,40350.0,14.00247831474597,34.324659231722435,20.0,특수 목적용 기계 제조업,12.838314092267185,19.32,P1형 상승초입
20210407,032190,다우데이타,13600,13650,13350,13550,259895.0,18324.0,생존,True,True,True,True,True,True,True,True,True,259895.0,377962.6666666667,188402.575,709846.1083333333,26.541326745082177,200.61438473792975,1.6884532651962094,24.555921875,20.84231655,8.016950670875486,-0.6769261547414873,5.447470817120625,7.968127490039834,11.522633744855959,-1.8115942028985477,0.7380073800737907,2021,False,0.8799999999999999,13650.0,0.366300366300365,-1.098901098901095,0.366300366300365,기계장비 및 관련 물품 도매업,-1.160611801309805,-0.5136996336996349,P1형 상승초입
