b,ticker,entry,market,amt20,reprt,r5,r10,r20,r40
적자전환,214390,20220517,KOSPI,1.7,11013,-0.14,2.25,-11.93,-9.89
-50%↓,127710,20220517,KOSDAQ,4.6,11013,-2.05,0.6,-15.09,-22.65
+0~50,031330,20220517,KOSDAQ,16.8,11013,-3.26,-3.92,-14.21,-25.06
-0~50,007540,20220517,KOSPI,436.7,11013,-12.16,-10.25,35.61,-17.26
+50%↑,009270,20220517,KOSPI,39.2,11013,-8.52,-7.05,-19.06,-22.25
-0~50,002960,20220517,KOSPI,3.8,11013,-2.17,-0.98,-1.58,-5.55
-0~50,002310,20220517,KOSPI,12.4,11013,-2.89,-5.48,-16.82,-23.67
+0~50,037460,20220517,KOSDAQ,5.8,11013,-1.9,0.21,-14.14,-18.78
-0~50,049830,20220517,KOSDAQ,3.9,11013,-4.29,-1.08,-10.32,4.95
-0~50,004780,20220517,KOSDAQ,17.0,11013,-4.51,-4.14,-12.83,-16.71
+50%↑,026940,20220517,KOSPI,142.9,11013,-5.74,-4.22,-21.01,-29.2
+0~50,001430,20220517,KOSPI,16.0,11013,-2.04,0.86,-3.78,-18.27
적자지속,001420,20220517,KOSPI,3.9,11013,0.51,3.34,-4.19,-4.38
적자지속,300080,20220517,KOSDAQ,8.9,11013,-6.32,-8.28,-18.88,-13.25
-50%↓,066130,20220517,KOSDAQ,6.3,11013,-4.12,-3.79,-24.78,-33.9
-0~50,317770,20220517,KOSDAQ,1.5,11013,-4.04,-2.6,-14.04,-7.76
-0~50,240810,20220517,KOSDAQ,174.4,11013,-1.97,-3.96,-13.4,-30.67
흑자전환,003350,20220517,KOSPI,32.0,11013,-6.2,0.03,-16.52,-22.39
+0~50,007110,20220517,KOSPI,10.1,11013,-7.77,-6.39,-19.61,-26.5
흑자전환,263800,20220517,KOSDAQ,54.0,11013,1.83,1.99,-19.52,-19.36
-0~50,002290,20220517,KOSDAQ,15.0,11013,-2.69,-1.5,-18.28,-21.07
흑자전환,000850,20220517,KOSPI,1.4,11013,0.54,2.7,-6.78,-9.51
적자지속,069410,20220517,KOSDAQ,2.8,11013,-4.54,-1.99,-23.04,-29.54
+0~50,037710,20220517,KOSPI,2.1,11013,-3.21,-3.48,-10.64,-12.26
+50%↑,120240,20220517,KOSDAQ,27.8,11013,2.01,3.32,-10.59,-6.39
+0~50,025820,20220517,KOSPI,38.0,11013,-2.97,0.08,-12.38,-28.03
적자전환,326030,20220517,KOSPI,99.4,11013,-4.09,-2.73,-20.89,-12.77
흑자전환,003220,20220517,KOSPI,41.6,11013,-3.85,-1.54,-7.02,4.22
+50%↑,200470,20220517,KOSDAQ,9.8,11013,-3.72,-0.76,-11.73,-32.83
-0~50,267260,20220517,KOSPI,50.5,11013,-11.18,-7.68,-15.5,-8.09
-0~50,243070,20220517,KOSDAQ,9.3,11013,-2.13,-0.04,-8.54,-5.92
+0~50,005490,20220517,KOSPI,688.1,11013,1.74,1.74,-5.86,-21.58
+0~50,096530,20220517,KOSDAQ,187.6,11013,7.75,13.79,-2.79,20.34
-0~50,122450,20220517,KOSDAQ,12.0,11013,-7.05,-7.5,-18.9,-14.27
적자지속,063160,20220517,KOSPI,5.6,11013,0.65,3.24,-13.07,-10.17
-0~50,012700,20220517,KOSDAQ,18.4,11013,-1.85,-0.51,-4.84,-11.49
+0~50,100250,20220517,KOSPI,4.7,11013,0.08,6.29,10.46,-2.96
적자지속,137940,20220517,KOSDAQ,4.1,11013,-6.09,-1.79,-21.87,-30.89
흑자전환,009580,20220517,KOSPI,148.6,11013,-8.98,0.23,-16.14,-21.36
+0~50,004590,20220517,KOSDAQ,36.3,11013,-6.11,-3.42,-20.23,-22.49
+0~50,131180,20220517,KOSDAQ,8.0,11013,-4.55,-0.46,-11.45,-19.64
-0~50,003780,20220517,KOSPI,32.4,11013,-7.2,-4.25,0.3,-12.86
적자전환,001630,20220517,KOSPI,4.8,11013,-0.56,0.37,-11.55,-13.72
+0~50,018260,20220517,KOSPI,237.0,11013,1.01,2.74,-6.63,-9.76
+50%↑,001230,20220517,KOSPI,184.7,11013,-3.21,0.19,-14.51,-32.03
+0~50,005750,20220517,KOSPI,7.8,11013,-9.78,-8.98,-27.26,-36.73
+50%↑,025860,20220517,KOSPI,406.0,11013,-15.31,-12.19,-25.03,-34.96
+50%↑,190510,20220517,KOSDAQ,26.5,11013,1.28,5.18,-6.07,-20.97
-0~50,009680,20220517,KOSPI,1.3,11013,-2.53,0.28,-7.15,-5.12
적자전환,090360,20220517,KOSDAQ,27.0,11013,3.76,4.69,2.6,-16.19
흑자전환,009200,20220517,KOSPI,203.5,11013,-8.96,-0.06,-16.56,-19.47
+0~50,003080,20220517,KOSPI,19.0,11013,-5.25,0.61,-11.8,-18.58
+50%↑,007700,20220517,KOSPI,7.3,11013,-2.22,-5.73,-17.54,-24.16
적자전환,001810,20220517,KOSDAQ,112.2,11013,-6.5,-1.95,-14.87,-22.95
-50%↓,017510,20220517,KOSDAQ,13.5,11013,-7.18,-2.05,-12.96,-20.37
-0~50,001820,20220517,KOSPI,26.4,11013,-1.57,0.11,-15.46,-18.93
+50%↑,003030,20220517,KOSPI,59.6,11013,-7.37,6.08,-4.09,-11.96
적자전환,019540,20220517,KOSDAQ,1.9,11013,-3.5,-2.73,-22.04,-25.31
-0~50,114630,20220517,KOSDAQ,0.1,11013,15.04,23.43,6.55,11.97
흑자전환,045510,20220517,KOSDAQ,1.1,11013,-3.97,1.29,-17.82,-5.08
적자전환,149950,20220517,KOSDAQ,6.8,11013,-7.31,-1.2,-8.7,-15.09
+0~50,005610,20220517,KOSPI,14.8,11013,-9.69,-10.05,-15.05,-5.52
적자지속,110020,20220517,KOSDAQ,1.0,11013,-3.98,-1.81,-13.67,-8.23
+0~50,069260,20220517,KOSPI,35.4,11013,7.78,7.78,-5.24,-20.64
+0~50,005380,20220517,KOSPI,1445.6,11013,-0.65,1.78,-7.12,-2.0
적자전환,163560,20220517,KOSPI,61.5,11013,1.74,0.01,-12.67,-14.4
-0~50,060150,20220517,KOSDAQ,20.3,11013,-3.64,-0.88,-10.44,-19.21
적자전환,218410,20220517,KOSDAQ,47.6,11013,-2.76,5.27,-12.33,-28.06
-0~50,010960,20220517,KOSPI,2.5,11013,-2.93,-2.62,-15.07,-20.73
+50%↑,136540,20220517,KOSDAQ,8.3,11013,0.04,4.88,-4.51,-22.09
-0~50,021320,20220517,KOSDAQ,3.6,11013,-6.69,-3.41,-14.84,-27.19
적자전환,004700,20220517,KOSPI,0.3,11013,2.82,4.55,-3.67,-9.07
-0~50,004650,20220517,KOSDAQ,45.8,11013,-5.08,-1.23,-0.88,-17.31
-0~50,025000,20220517,KOSPI,1.6,11013,-0.98,0.97,-3.73,-6.95
+0~50,017480,20220517,KOSDAQ,31.6,11013,-0.59,-2.03,-16.37,-25.27
-0~50,008420,20220517,KOSPI,148.6,11013,-0.48,-1.41,-19.43,-27.98
-50%↓,067830,20220517,KOSPI,5.9,11013,-2.94,-0.01,-10.7,-15.82
흑자전환,010660,20220517,KOSPI,13.6,11013,-20.88,-21.56,-27.46,-32.52
+50%↑,125210,20220517,KOSDAQ,48.8,11013,4.28,6.66,-2.86,-15.17
-50%↓,051780,20220517,KOSDAQ,36.7,11013,-5.15,-3.09,-9.24,-22.66
+0~50,053050,20220517,KOSDAQ,1254.9,11013,-10.29,-7.32,-25.15,-30.57
-0~50,183190,20220517,KOSPI,28.1,11013,-5.5,-1.88,-19.56,-18.35
+50%↑,079170,20220517,KOSDAQ,6.4,11013,-1.59,-0.41,-14.48,-19.85
-0~50,207760,20220517,KOSDAQ,16.2,11013,-2.38,2.04,-16.48,-24.45
-50%↓,228340,20220517,KOSDAQ,2.5,11013,-10.08,-8.74,-11.09,-24.39
-0~50,161890,20220517,KOSPI,70.3,11013,-2.04,-0.36,-13.43,-9.23
+50%↑,002380,20220517,KOSPI,177.6,11013,0.82,4.27,-8.78,-17.77
-0~50,120030,20220517,KOSPI,4.0,11013,-5.7,-2.54,34.57,19.18
-0~50,090430,20220517,KOSPI,668.5,11013,-3.81,1.49,-16.27,-16.58
-50%↓,216050,20220517,KOSDAQ,5.1,11013,-6.97,-5.67,-2.78,-27.86
+0~50,001460,20220517,KOSPI,0.8,11013,-0.73,-2.76,-9.63,-10.98
-0~50,094840,20220517,KOSDAQ,2.8,11013,-3.14,-2.86,-11.29,-18.19
+50%↑,010950,20220517,KOSPI,425.8,11013,-8.0,3.66,2.31,-19.12
흑자전환,024070,20220517,KOSPI,4.9,11013,-0.44,1.47,-6.64,-6.78
+0~50,044450,20220517,KOSPI,8.5,11013,1.43,-0.75,-9.88,-19.44
+0~50,010100,20220517,KOSPI,6.9,11013,-5.92,-2.98,-19.97,-21.28
적자지속,054090,20220517,KOSDAQ,5.2,11013,1.42,3.05,15.01,12.47
+50%↑,033830,20220517,KOSDAQ,19.5,11013,-3.23,4.97,-19.21,-20.44
+50%↑,307950,20220517,KOSPI,111.7,11013,-0.76,2.3,-13.79,-6.13
-0~50,122690,20220517,KOSDAQ,17.2,11013,-13.33,-10.67,1.86,-24.6
+50%↑,000500,20220517,KOSPI,10.7,11013,-2.75,5.48,-10.97,-17.33
+0~50,038390,20220517,KOSDAQ,2.5,11013,-4.08,0.65,-11.65,-15.9
적자전환,011090,20220517,KOSPI,23.8,11013,-9.12,-6.05,-21.91,-33.67
+50%↑,012610,20220517,KOSPI,65.3,11013,-2.78,-0.77,-13.25,-23.72
+50%↑,306200,20220517,KOSPI,108.5,11013,-2.32,-0.66,-13.68,-15.62
적자전환,001380,20220517,KOSPI,4.2,11013,-2.32,-1.75,-15.8,-20.09
-0~50,002200,20220517,KOSPI,2.1,11013,-2.17,-1.58,-9.88,-14.22
+50%↑,081150,20220517,KOSDAQ,117.5,11013,3.15,1.15,-16.63,-26.98
-50%↓,002220,20220517,KOSPI,95.0,11013,-11.3,-13.45,-25.7,-31.25
-0~50,084690,20220517,KOSPI,163.5,11013,-12.38,-9.48,-17.68,-22.78
-0~50,092230,20220517,KOSPI,1.3,11013,-0.2,1.76,-2.49,-4.61
적자지속,033250,20220517,KOSPI,14.0,11013,0.82,13.59,-10.24,-14.92
적자전환,045520,20220517,KOSDAQ,4.7,11013,3.56,5.11,-18.53,-20.86
-50%↓,053620,20220517,KOSDAQ,9.8,11013,-6.63,-6.02,-18.03,-21.26
적자지속,071850,20220517,KOSDAQ,1.5,11013,-6.57,-3.79,-14.43,-19.28
+0~50,015860,20220517,KOSPI,44.3,11013,4.67,25.7,25.52,16.43
-50%↓,024720,20220517,KOSPI,8.6,11013,0.07,3.79,-10.6,-11.35
-50%↓,017940,20220517,KOSPI,34.7,11013,0.03,0.94,-4.72,-11.19
-0~50,009830,20220517,KOSPI,344.9,11013,2.21,25.99,24.21,6.25
+0~50,014830,20220517,KOSPI,168.0,11013,-4.44,3.28,-8.51,-22.25
-0~50,069080,20220517,KOSDAQ,24.9,11013,-1.13,2.82,0.85,-8.53
+50%↑,077500,20220517,KOSPI,26.4,11013,-3.75,-4.19,-13.84,-23.75
적자지속,072130,20220517,KOSPI,6.2,11013,-5.32,-5.2,-21.41,-28.31
+0~50,020000,20220517,KOSPI,41.5,11013,-2.66,0.91,-12.7,-24.19
+50%↑,085910,20220517,KOSDAQ,13.8,11013,-0.13,7.43,-3.82,-12.43
+0~50,012750,20220517,KOSPI,29.8,11013,5.11,3.52,-10.38,-9.51
적자전환,045660,20220517,KOSDAQ,29.2,11013,-5.74,-0.88,-14.65,-7.76
-0~50,004100,20220517,KOSPI,10.6,11013,-6.72,-3.8,9.7,-3.8
적자전환,006650,20220517,KOSPI,44.4,11013,-1.7,5.08,-3.39,-18.99
흑자전환,123690,20220517,KOSPI,56.3,11013,-8.69,1.39,-16.59,-26.99
+0~50,063570,20220517,KOSDAQ,19.5,11013,-1.01,2.07,-12.29,-18.79
-50%↓,000100,20220517,KOSPI,87.5,11013,1.77,4.02,-6.01,-1.0
-0~50,000590,20220517,KOSPI,1.1,11013,-4.09,-2.1,2.8,-11.88
-0~50,068270,20220517,KOSPI,725.3,11013,2.46,13.45,6.0,33.66
적자지속,089590,20220517,KOSPI,46.8,11013,-4.79,4.15,-15.41,-27.98
적자전환,095700,20220517,KOSDAQ,42.3,11013,4.94,11.79,-5.94,0.47
-0~50,200670,20220517,KOSDAQ,5.8,11013,-0.71,3.89,6.96,15.91
+0~50,101490,20220517,KOSDAQ,22.2,11013,-2.06,-0.1,-14.41,-26.57
-0~50,006360,20220517,KOSPI,203.6,11013,-2.03,0.64,-13.45,-28.55
+0~50,001800,20220517,KOSPI,15.0,11013,-1.93,-0.53,-1.23,4.73
+50%↑,016380,20220517,KOSPI,2884.9,11013,-7.1,-4.3,-14.39,-29.79
적자지속,042660,20220517,KOSPI,126.9,11013,-12.19,-5.75,-13.04,-17.34
+0~50,090850,20220517,KOSDAQ,11.8,11013,-11.38,-11.69,-23.91,-28.05
-50%↓,134790,20220517,KOSPI,0.4,11013,-2.68,-5.11,-9.42,-12.42
+0~50,037560,20220517,KOSPI,136.5,11013,6.52,5.85,-5.43,-8.8
-50%↓,236200,20220517,KOSDAQ,3.8,11013,-4.88,-4.03,-12.12,-12.12
-0~50,035510,20220517,KOSPI,10.8,11013,-3.38,1.31,-14.94,-18.38
-0~50,005160,20220517,KOSDAQ,2.0,11013,-3.24,1.45,-11.6,-19.96
+50%↑,004000,20220517,KOSPI,126.4,11013,2.83,3.2,-3.1,-19.52
+50%↑,108320,20220517,KOSPI,283.7,11013,0.84,2.38,-6.3,-27.12
흑자전환,073110,20220517,KOSDAQ,1.3,11013,4.68,9.05,-7.86,-15.7
-50%↓,000970,20220517,KOSPI,21.4,11013,-7.15,-5.56,-17.6,-22.57
+0~50,008930,20220517,KOSPI,51.7,11013,5.86,6.62,-10.86,-12.94
+0~50,091700,20220517,KOSDAQ,84.0,11013,-1.56,-2.87,-13.84,-29.72
-0~50,011280,20220517,KOSPI,15.9,11013,-4.16,-3.41,-16.16,-22.09
-50%↓,108670,20220517,KOSPI,28.6,11013,-4.2,-2.63,-11.91,-22.26
+0~50,065530,20220517,KOSDAQ,105.1,11013,6.27,10.2,-6.6,-20.89
-50%↓,009240,20220517,KOSPI,69.7,11013,0.4,6.73,2.61,-16.36
-50%↓,064820,20220517,KOSDAQ,15.6,11013,-5.53,-2.35,-11.58,-15.19
-0~50,001130,20220517,KOSPI,58.4,11013,-12.85,-11.53,-19.69,-28.37
-0~50,002030,20220517,KOSPI,3.6,11013,-6.87,-5.09,-13.28,-18.26
흑자전환,054940,20220517,KOSDAQ,2.4,11013,0.07,5.11,-6.52,-18.15
흑자전환,011930,20220517,KOSPI,20.9,11013,5.5,27.69,16.45,0.16
적자전환,032750,20220517,KOSDAQ,1.1,11013,-4.25,-1.86,-6.36,-13.66
+50%↑,006660,20220517,KOSPI,5.5,11013,-2.33,-0.03,-14.97,-19.19
+0~50,094820,20220517,KOSDAQ,341.9,11013,-5.82,-1.87,-20.2,-26.93
-0~50,040610,20220517,KOSDAQ,81.4,11013,-3.32,-5.07,-28.27,-31.79
+50%↑,128820,20220517,KOSPI,93.9,11013,16.64,17.57,4.42,-10.25
-0~50,065450,20220517,KOSDAQ,122.2,11013,7.43,10.44,-8.07,-19.15
+50%↑,014280,20220517,KOSPI,24.5,11013,-6.76,-4.1,-20.64,-28.32
+50%↑,018670,20220517,KOSPI,69.4,11013,-3.2,1.08,-3.59,-16.43
+0~50,078890,20220517,KOSDAQ,25.2,11013,-2.61,-0.87,-21.31,-28.23
+0~50,009150,20220517,KOSPI,892.5,11013,-4.17,-2.9,-9.53,-17.1
흑자전환,004060,20220517,KOSPI,14.9,11013,-4.13,-3.14,-16.13,-26.16
+0~50,042700,20220517,KOSPI,82.1,11013,1.26,-0.13,-7.8,-3.27
흑자전환,028100,20220517,KOSPI,24.1,11013,-5.31,-4.22,-14.85,-14.58
+0~50,007310,20220517,KOSPI,17.7,11013,-0.66,-2.33,-5.55,-0.55
-0~50,025870,20220517,KOSDAQ,91.5,11013,-9.98,-4.17,-15.41,-18.12
+50%↑,006400,20220517,KOSPI,1424.0,11013,-1.06,-2.76,-7.17,-8.53
+50%↑,028050,20220517,KOSPI,301.3,11013,-11.51,-6.14,-15.16,-27.44
+0~50,023530,20220517,KOSPI,81.1,11013,-4.91,-0.48,-0.97,-11.71
+50%↑,001120,20220517,KOSPI,197.3,11013,-2.97,-1.68,0.4,-25.54
적자전환,004840,20220517,KOSPI,14.9,11013,-4.12,-4.98,-17.86,-22.81
+50%↑,005960,20220517,KOSPI,7.7,11013,-1.18,0.38,-7.82,-20.32
+0~50,004140,20220517,KOSPI,13.3,11013,-3.16,1.7,-11.35,-17.88
-50%↓,011170,20220517,KOSPI,145.6,11013,1.43,5.58,1.43,-12.56
+50%↑,028260,20220517,KOSPI,268.8,11013,-1.24,3.93,-4.26,-2.97
+0~50,005180,20220517,KOSPI,10.3,11013,-1.64,-0.88,-8.13,-12.81
+50%↑,010640,20220517,KOSPI,8.1,11013,-2.11,0.29,13.02,4.34
적자지속,249420,20220517,KOSPI,2742.5,11013,-6.04,-9.53,-21.73,-9.75
-50%↓,034220,20220517,KOSPI,475.0,11013,0.21,1.08,-5.35,-13.83
적자지속,363280,20220517,KOSPI,8.3,11013,1.77,5.99,-4.56,-25.65
+0~50,025750,20220517,KOSPI,19.8,11013,-3.33,-0.88,-10.7,-20.82
-0~50,357230,20220517,KOSDAQ,8.2,11013,-6.11,-5.69,-21.21,-12.48
+0~50,128940,20220517,KOSPI,87.1,11013,4.45,4.79,-3.54,5.3
+0~50,089600,20220517,KOSDAQ,5.3,11013,-2.58,-2.21,-8.28,-16.92
-50%↓,051390,20220517,KOSDAQ,1.0,11013,-3.39,-2.43,-11.86,-14.49
+50%↑,078350,20220517,KOSDAQ,29.8,11013,-13.14,-18.43,-25.39,-29.85
흑자전환,066970,20220517,KOSPI,1217.7,11013,13.52,9.99,5.99,-9.86
-0~50,115310,20220517,KOSDAQ,0.5,11013,3.25,0.89,25.4,44.97
적자전환,139670,20220517,KOSDAQ,23.5,11013,-5.6,2.27,-19.78,-27.89
+50%↑,031430,20220517,KOSPI,99.2,11013,-1.81,2.19,-0.48,-15.74
+50%↑,024890,20220517,KOSPI,48.0,11013,-0.36,2.57,-13.34,-3.12
+50%↑,008060,20220517,KOSPI,11.6,11013,-3.11,-1.54,-11.64,-19.38
+50%↑,002720,20220517,KOSPI,6.8,11013,-5.5,1.94,-15.46,-4.81
-0~50,344820,20220517,KOSPI,24.8,11013,-2.89,-2.21,-14.12,-25.34
적자지속,327260,20220517,KOSDAQ,6.1,11013,1.4,16.16,-3.92,-14.18
적자지속,101400,20220517,KOSDAQ,6.5,11013,-3.62,14.18,4.8,-10.97
-0~50,090350,20220517,KOSPI,19.8,11013,-5.64,-2.31,-13.55,-20.4
+50%↑,005930,20220517,KOSPI,9574.3,11013,-0.53,0.82,-8.94,-14.04
적자전환,329180,20220517,KOSPI,454.0,11013,-6.99,-2.03,6.23,-5.34
-0~50,317330,20220517,KOSDAQ,26.7,11013,-2.06,-1.82,-20.69,-29.65
+0~50,065710,20220517,KOSDAQ,1.8,11013,-5.45,-3.22,-8.43,-13.89
-50%↓,239610,20220517,KOSDAQ,1.7,11013,3.04,2.63,-0.25,-7.1
-50%↓,033320,20220517,KOSDAQ,23.6,11013,-0.25,0.54,-13.93,-23.52
적자지속,052710,20220517,KOSDAQ,10.7,11013,-3.41,7.15,-5.63,-23.78
적자지속,086980,20220517,KOSDAQ,193.8,11013,-0.3,10.25,-4.66,-3.21
-0~50,145990,20220517,KOSPI,17.9,11013,-4.78,-3.48,-9.04,-26.39
+50%↑,121440,20220517,KOSDAQ,10.5,11013,-5.75,-5.97,-13.05,-23.67
적자지속,289220,20220517,KOSDAQ,66.2,11013,11.17,18.2,-11.32,-5.1
+0~50,058650,20220517,KOSPI,0.7,11013,-1.18,-0.71,-13.05,-10.62
+50%↑,005810,20220517,KOSPI,4.3,11013,0.36,2.4,-2.88,-10.72
+0~50,001530,20220517,KOSPI,27.3,11013,-1.69,-4.5,-23.17,-36.42
+50%↑,010780,20220517,KOSPI,34.1,11013,-2.93,0.65,-15.18,-21.42
적자지속,000230,20220517,KOSPI,1343.1,11013,-18.8,-28.95,-43.57,-33.86
-0~50,002790,20220517,KOSPI,93.5,11013,-3.5,2.43,-12.32,-15.79
-0~50,009410,20220517,KOSPI,7.0,11013,-3.58,-2.67,-16.41,-28.33
적자전환,009540,20220517,KOSPI,188.6,11013,-5.22,0.17,-5.88,-12.04
-0~50,000320,20220517,KOSPI,5.8,11013,-2.45,-0.76,-9.62,-9.62
흑자전환,000680,20220517,KOSPI,19.8,11013,-6.15,-4.73,-18.12,-23.39
적자전환,082210,20220517,KOSDAQ,8.4,11013,-2.6,-1.64,-4.83,-18.09
적자지속,036630,20220517,KOSDAQ,3.1,11013,-1.48,-5.17,-21.67,-26.43
-0~50,014190,20220517,KOSDAQ,21.7,11013,-0.58,-1.03,-16.33,-24.21
+50%↑,003100,20220517,KOSDAQ,13.5,11013,3.25,5.04,21.92,26.76
+50%↑,038070,20220517,KOSDAQ,12.0,11013,9.83,5.92,-13.58,20.46
+50%↑,047400,20220517,KOSPI,7.9,11013,6.48,1.85,-18.11,-24.89
+0~50,007860,20220517,KOSPI,12.6,11013,0.98,4.21,-4.86,-11.31
-0~50,089470,20220517,KOSPI,3.0,11013,-2.7,-2.16,-12.5,-18.48
-0~50,039860,20220517,KOSDAQ,7.9,11013,-0.97,0.88,-15.84,3.76
+50%↑,004890,20220517,KOSPI,5.8,11013,-5.9,-3.83,-4.72,-1.77
적자지속,034230,20220517,KOSPI,77.4,11013,-3.72,5.67,-2.42,-17.96
+50%↑,011790,20220517,KOSPI,217.4,11013,5.67,14.21,13.85,-9.28
+0~50,018250,20220517,KOSPI,11.4,11013,-2.32,2.29,-10.1,-19.04
-0~50,038110,20220517,KOSDAQ,353.3,11013,-11.57,-8.1,-16.77,-21.1
적자전환,019170,20220517,KOSPI,158.0,11013,-4.69,0.14,-21.41,-7.79
-0~50,004490,20220517,KOSPI,62.9,11013,-8.36,-7.61,-18.31,-27.37
-50%↓,000890,20220517,KOSPI,23.0,11013,-4.78,-2.85,-12.08,-19.61
적자지속,083660,20220517,KOSDAQ,1.4,11013,-17.06,-17.3,-22.65,-30.44
적자전환,044380,20220517,KOSPI,8.3,11013,-1.65,-0.71,-11.27,-23.92
적자지속,038680,20220517,KOSDAQ,9.3,11013,-3.28,-4.54,-17.49,-25.43
+50%↑,158430,20220517,KOSDAQ,8.3,11013,-4.33,6.74,3.05,-2.15
-0~50,224110,20220517,KOSDAQ,18.6,11013,-9.38,-4.46,-15.93,3.33
+50%↑,317400,20220517,KOSPI,6.0,11013,-4.26,-4.82,-24.19,-34.89
적자지속,070590,20220517,KOSDAQ,1.9,11013,-10.99,-10.04,-23.91,-32.28
+0~50,041920,20220517,KOSDAQ,13.5,11013,-3.41,-1.69,-21.25,-12.33
+50%↑,003230,20220517,KOSPI,105.2,11013,-7.65,-5.7,-3.96,8.12
-50%↓,011390,20220517,KOSPI,23.0,11013,-5.92,-4.97,-21.06,-21.54
-0~50,008770,20220517,KOSPI,201.7,11013,-2.9,3.07,-5.42,-10.33
-0~50,004540,20220517,KOSPI,36.1,11013,-5.74,-2.7,-16.75,-24.28
-0~50,375500,20220517,KOSPI,189.1,11013,-3.89,1.57,-12.76,-25.43
-0~50,373220,20220517,KOSPI,1413.2,11013,9.11,10.48,6.24,-0.63
+50%↑,037270,20220517,KOSPI,27.5,11013,-0.68,3.72,-20.03,-14.76
적자지속,258610,20220517,KOSDAQ,6.9,11013,-2.95,-3.63,-11.08,-7.69
적자지속,191410,20220517,KOSDAQ,0.9,11013,-6.74,-4.18,-13.49,-21.05
-0~50,159580,20220517,KOSDAQ,21.0,11013,-5.51,-3.57,-24.69,-25.88
적자지속,097800,20220517,KOSDAQ,2.8,11013,1.07,-3.82,-10.97,-21.41
적자지속,298380,20220517,KOSDAQ,95.0,11013,5.13,11.88,7.69,17.23
흑자전환,084680,20220517,KOSPI,32.9,11013,-8.15,-6.94,-19.87,-28.36
적자지속,272450,20220517,KOSPI,37.4,11013,-0.68,5.44,-10.88,-19.92
적자지속,033560,20220517,KOSDAQ,3.3,11013,-2.92,-2.92,-10.48,-7.7
적자지속,217330,20220517,KOSDAQ,7.9,11013,-3.48,-2.48,-5.16,-4.32
+50%↑,101930,20220517,KOSDAQ,4.8,11013,-12.06,-4.69,-7.57,-19.75
적자전환,001080,20220517,KOSPI,3.5,11013,-0.6,0.03,-9.36,-13.54
적자전환,071840,20220517,KOSPI,3.9,11013,-1.64,0.21,-14.41,-24.85
+50%↑,128660,20220517,KOSDAQ,59.1,11013,-6.13,-4.5,-21.59,-31.13
적자지속,323990,20220517,KOSDAQ,325.8,11013,-2.32,0.94,-11.55,-9.27
+50%↑,024090,20220517,KOSPI,27.0,11013,-13.25,-15.04,-12.89,-18.99
+50%↑,007370,20220517,KOSDAQ,5.0,11013,-0.13,1.07,-9.28,-8.98
+0~50,212560,20220517,KOSDAQ,8.4,11013,-7.93,-4.57,-18.98,-22.44
적자전환,195500,20220517,KOSDAQ,194.2,11013,-2.08,7.32,-10.38,-22.18
+50%↑,004020,20220517,KOSPI,267.9,11013,-0.01,2.49,-7.49,-21.45
-0~50,020120,20220517,KOSPI,34.5,11013,-2.61,8.87,-12.53,2.1
+0~50,034590,20220517,KOSPI,11.5,11013,-3.05,-1.79,-5.05,-4.87
+0~50,103140,20220517,KOSPI,37.6,11013,-0.68,2.36,-6.59,-17.23
-0~50,095660,20220517,KOSDAQ,40.2,11013,1.66,17.44,26.35,43.39
+50%↑,102120,20220517,KOSDAQ,29.1,11013,-3.43,-3.06,-18.7,-30.55
흑자전환,000430,20220517,KOSPI,4.3,11013,-4.22,-0.46,-13.19,-10.73
-0~50,005990,20220517,KOSDAQ,2.8,11013,-7.55,-4.8,-15.7,-15.6
흑자전환,030720,20220517,KOSPI,125.7,11013,-1.65,4.28,-12.67,-20.97
적자지속,014990,20220517,KOSPI,1.3,11013,-10.66,-7.94,-16.95,-29.82
-0~50,051910,20220517,KOSPI,1166.5,11013,7.2,16.39,16.19,5.41
-50%↓,002140,20220517,KOSPI,676.1,11013,6.13,4.97,1.07,-9.5
적자전환,129890,20220517,KOSDAQ,11.7,11013,-4.8,3.89,-11.32,-20.02
흑자전환,051360,20220517,KOSDAQ,18.5,11013,-3.57,5.89,-6.38,-8.67
-0~50,042500,20220517,KOSDAQ,4.6,11013,0.29,0.11,-18.08,-21.61
적자지속,039130,20220517,KOSPI,77.6,11013,-3.98,5.39,-10.97,-30.55
-0~50,200130,20220517,KOSDAQ,29.9,11013,-3.56,2.64,-8.42,-11.6
흑자전환,205100,20220517,KOSDAQ,33.0,11013,-0.52,-0.21,-13.82,-17.01
+50%↑,000390,20220517,KOSPI,4.4,11013,-4.07,-3.29,-19.09,-22.87
+50%↑,005290,20220517,KOSDAQ,431.6,11013,4.02,2.93,-10.09,-21.53
+0~50,007590,20220517,KOSPI,12.0,11013,-4.65,-0.75,-5.04,-11.01
적자전환,001070,20220517,KOSPI,1.9,11013,-3.67,-1.49,-2.22,1.11
적자전환,069510,20220517,KOSDAQ,0.5,11013,-1.11,-1.11,-14.07,-18.19
적자전환,102940,20220517,KOSDAQ,13.1,11013,-1.03,-1.33,-5.93,0.75
+50%↑,151860,20220517,KOSDAQ,985.5,11013,-13.19,-15.4,6.7,-17.33
흑자전환,047080,20220517,KOSDAQ,8.2,11013,-0.04,3.57,-11.7,-26.72
적자지속,010170,20220517,KOSDAQ,19.8,11013,5.2,9.46,0.12,-9.43
적자지속,065060,20220517,KOSDAQ,3.4,11013,-5.03,-1.61,-8.84,-24.78
