date,ticker,name,grp,y,sret60,r
20200326,025620,차AI헬스케어,생존,2020,-21.58168594361402,25.499417234965907
20190806,025750,한솔홈데코,생존,2019,-19.994564107771186,15.5664114832536
20180703,026890,스틱인베스트먼트,생존,2018,,7.991597633136086
20190806,026890,스틱인베스트먼트,생존,2019,,33.93538461538463
20240910,026890,스틱인베스트먼트,생존,2024,,3.341963824289399
20200313,026940,부국철강,생존,2020,-33.939580739604466,34.0464705882353
20200316,026940,부국철강,생존,2020,-36.26543594880731,42.75256784968685
20200317,026940,부국철강,생존,2020,-37.75542542794184,29.373623188405787
20200319,026940,부국철강,생존,2020,-47.75009521407769,77.17486284289276
20200326,026940,부국철강,생존,2020,-38.327774098983376,20.95333333333333
20200316,028100,동아지질,생존,2020,-29.876905226691694,27.89358490566038
20200317,028100,동아지질,생존,2020,-30.052584473932225,23.89627118644068
20200313,028260,삼성물산,생존,2020,-28.224073121445056,-1.2221052631578995
20200319,028670,팬오션,생존,2020,-48.20873495097997,47.03131221719458
20181130,029460,케이씨,생존,2018,-17.99992772167929,-11.179999999999998
20200312,029460,케이씨,생존,2020,-11.507546787447222,24.12
20200313,029460,케이씨,생존,2020,-19.529184939787232,19.554782608695646
20221026,030210,다올투자증권,생존,2022,-15.745202175955688,8.12163666121112
20200319,031820,아이티센씨티에스,생존,2020,-43.16809889421591,70.3441653418124
20200324,031820,아이티센씨티에스,생존,2020,-35.79452028807224,44.1251948051948
20181029,032560,황금에스티,생존,2018,-14.969432295740317,28.05777019340159
20190531,033180,KH 필룩스,폐지,2019,,-9.777644608912215
20190805,033180,KH 필룩스,폐지,2019,,8.20303934265172
20190806,033180,KH 필룩스,폐지,2019,,12.810851845782901
20190808,033180,KH 필룩스,폐지,2019,,-1.1293599217335166
20200313,033180,KH 필룩스,폐지,2020,,11.00939889837951
20200326,033180,KH 필룩스,폐지,2020,,31.103296403613427
20200327,033180,KH 필룩스,폐지,2020,,44.88497480873297
20211130,033180,KH 필룩스,폐지,2021,,1.3211320880364947
20241115,033240,자화전자,생존,2024,,-0.1482926829268285
20200331,033250,체시스,생존,2020,-31.060863396302945,18.511919191919183
20200319,034220,LG디스플레이,생존,2020,,26.00525564803804
20260716,034230,파라다이스,생존,2026,-29.609935138188902,-1.9720398009950264
20200319,034310,NICE,생존,2020,-43.16809889421591,41.97714285714286
20200320,034310,NICE,생존,2020,-38.29466438114289,38.458235294117635
20200324,034310,NICE,생존,2020,-35.79452028807224,24.852899022801292
20200319,035150,백산,생존,2020,-43.50472696960319,33.568010610079575
20200320,035150,백산,생존,2020,-39.55670026417199,40.713644617380034
20200319,036570,NC,생존,2020,,15.720178890876559
20181108,044820,코스맥스비티아이,생존,2018,,1.4516062176165887
20220706,047050,포스코인터내셔널,생존,2022,-12.46037869660021,17.648169014084505
20241204,047050,포스코인터내셔널,생존,2024,-16.94102087201011,1.9370731707317095
20200312,047400,유니온머티리얼,생존,2020,-20.28029094637492,10.786666666666669
20200313,047400,유니온머티리얼,생존,2020,-26.652207005020706,6.491794871794868
20241206,052690,한전기술,생존,2024,,8.833051823416495
20181113,053210,스카이라이프,생존,2018,-13.878176003176966,3.814835680751175
20200319,053210,스카이라이프,생존,2020,-46.144392847058526,45.459511201629326
20200319,053690,한미글로벌,생존,2020,-43.12184812970981,52.9183606557377
20231024,055490,테이팩스,생존,2023,-20.62497708387325,1.2090784982935066
20200319,058730,다스코,생존,2020,-44.94925115358026,25.283700234192047
20200320,058730,다스코,생존,2020,-42.05704798662778,41.40600237247925
20200319,060980,HL홀딩스,생존,2020,-42.05927449541546,27.086101694915246
20200319,064350,현대로템,생존,2020,-49.434269638461316,56.26157303370786
20260729,064350,현대로템,생존,2026,-50.988278963639786,19.619999999999997
20190802,068270,셀트리온,생존,2019,-16.87317656509228,-2.567874257513278
20190805,068270,셀트리온,생존,2019,-23.29890176241354,15.923689414483677
20190806,068270,셀트리온,생존,2019,-23.085024346386664,10.916634935826222
20211029,068270,셀트리온,생존,2021,-11.985039956880481,6.353326113898608
20231017,069460,대호에이엘,생존,2023,-12.31805304938333,-12.331917404129797
20231018,069460,대호에이엘,생존,2023,-12.153188377282758,8.700918091809186
20231019,069460,대호에이엘,생존,2023,-14.305463256664334,9.97871559633027
20231023,069460,대호에이엘,생존,2023,-17.60434430619063,18.887588932806324
20260805,069960,현대백화점,생존,2026,-15.046966241904846,-15.316247723132967
20260806,069960,현대백화점,생존,2026,-14.247954104360355,-12.680469483568078
20200319,070960,모나용평,생존,2020,-45.31174153129749,89.86446680080483
20200320,070960,모나용평,생존,2020,-43.071914279881604,101.1442914979757
20200323,070960,모나용평,생존,2020,-47.92536890709519,88.56223107569723
20241227,071320,지역난방공사,생존,2024,,-4.217169159953968
20200325,072130,유엔젤,생존,2020,-31.709494891634435,50.34749490835031
20200326,072130,유엔젤,생존,2020,-30.60721296866788,44.257262357414454
20200327,072130,유엔젤,생존,2020,-29.62611467634247,29.704808013355603
20200330,072130,유엔젤,생존,2020,-27.176397692768635,23.738566775244312
20200331,072130,유엔젤,생존,2020,-23.575317366847056,21.07806451612904
20200401,072130,유엔젤,생존,2020,-21.551299284515874,24.626756756756755
20181220,074610,이엔플러스,생존,2018,-17.451541624331117,10.214941634241251
20190514,074610,이엔플러스,생존,2019,-13.22658800228969,74.3221563342318
20190515,074610,이엔플러스,생존,2019,-10.538044160754232,57.621158301158296
