ticker,market,per,pbr,pcr,upjong_per,ev_ebitda,eps,bps,div_yield
021880,KOSDAQ,,0.33,-2.1,23.83,-14.65,-47.0,3759.0,0.0
0218L0,KOSDAQ,15.65,,,15.65,,,,12.0
0220W0,KOSPI,30.99,,,30.99,,,,12.0
0220WL,KOSPI,30.99,,,30.99,,,,12.0
022100,KOSPI,100.95,5.72,22.14,27.17,40.06,210.0,3715.0,0.59
022220,KOSDAQ,,0.57,-46.32,,-11.47,-252.0,1576.0,12.0
023000,KOSPI,6.73,0.34,2.66,8.13,1.04,330.0,6590.0,4.95
023150,KOSPI,,0.42,1.31,17.65,3.6,-589.0,9706.0,6.08
023160,KOSDAQ,5.36,0.93,34.89,65.43,9.37,4758.0,27510.0,2.1
023350,KOSPI,3.27,0.24,2.0,15.34,-1.51,1222.0,17015.0,3.75
023410,KOSDAQ,,0.24,7.97,2.96,17.07,-628.0,13498.0,5.56
023440,KOSDAQ,,0.9,-3.65,22.68,-12.07,-295.0,580.0,12.0
023450,KOSPI,9.38,1.8,7.3,10601.2,8.23,3391.0,17643.0,2.91
023530,KOSPI,18.53,0.22,1.95,20.4,9.42,6401.0,541270.0,3.37
023600,KOSDAQ,4.78,0.24,2.64,14.41,2.41,1914.0,38527.0,2.3
023760,KOSDAQ,2.15,0.28,-0.42,23.83,30.63,657.0,5025.0,5.67
023770,KOSDAQ,,1.25,5.38,11.08,15.24,-225.0,2077.0,12.0
023790,KOSDAQ,,1.1,-26.93,22.68,-21.7,-384.0,1326.0,0.0
023800,KOSPI,3.3,0.3,1.04,8.13,4.0,1515.0,16542.0,5.41
023810,KOSPI,9.1,0.38,0.51,8.13,6.18,560.0,13486.0,3.53
023900,KOSDAQ,8.74,0.53,3.93,10601.2,3.14,835.0,13866.0,2.74
023910,KOSDAQ,5.74,0.5,6.17,35.58,1.7,4588.0,52392.0,3.8
023960,KOSPI,,0.97,9.76,15.34,-13.23,-302.0,1051.0,0.0
024060,KOSDAQ,504.7,2.54,234.23,8.41,-785.74,28.0,5507.0,0.14
024070,KOSPI,9.48,0.33,30.81,10601.2,-1.75,207.0,5930.0,2.55
024090,KOSPI,11.95,0.38,18.54,20.76,5.73,979.0,30887.0,7.01
024120,KOSDAQ,4.48,0.28,6.54,8.13,6.95,686.0,10896.0,8.14
024720,KOSPI,6.89,0.48,10.39,27.72,13.57,1364.0,19466.0,2.87
024740,KOSDAQ,11.81,0.48,8.98,8.13,8.63,191.0,4713.0,12.0
024800,KOSDAQ,1.85,0.26,39.63,11.17,93.98,2539.0,17812.0,0.0
024830,KOSDAQ,5.22,0.18,3.73,8.13,-5.75,1630.0,47669.0,2.35
024840,KOSDAQ,12.01,1.42,-9.3,45.96,12.47,469.0,3973.0,0.0
024850,KOSDAQ,,2.11,-15.41,8.76,-14.51,-1094.0,7605.0,0.0
024880,KOSDAQ,4.25,0.27,1.55,65.43,4.23,895.0,14020.0,5.07
024890,KOSPI,3.58,0.16,3.93,7.14,23.26,471.0,10399.0,0.0
024900,KOSPI,25.01,0.56,1.56,8.13,1.41,80.0,3546.0,3.02
024910,KOSDAQ,,0.44,2.3,8.13,7.29,-395.0,3440.0,12.0
024940,KOSDAQ,10.4,0.38,6.03,10.84,-1.66,205.0,5607.0,1.64
024950,KOSDAQ,10.41,0.53,1.87,6.82,-0.32,432.0,8548.0,2.22
025000,KOSPI,2.45,0.31,3.39,10601.2,3.15,22579.0,180925.0,6.78
025320,KOSDAQ,,1.96,15.79,18.18,14.66,0.0,1940.0,0.0
025440,KOSDAQ,,0.5,2.93,8.13,51.47,-1784.0,6402.0,0.0
025530,KOSPI,3.34,0.26,1.35,8.13,-3.59,1077.0,13617.0,6.94
025540,KOSPI,4.68,0.47,2.62,8.13,2.17,12040.0,118977.0,5.68
025550,KOSDAQ,,0.39,-18.99,22.68,14.71,-52.0,5707.0,12.0
025560,KOSPI,5.32,1.01,-23.81,8.76,16.3,1097.0,5759.0,0.0
025620,KOSPI,8.12,1.05,-5.28,27.72,-11.06,576.0,4452.0,12.0
025750,KOSPI,,0.31,2.5,2.96,9.33,-1370.0,6214.0,0.0
025770,KOSDAQ,8.35,0.83,2.9,27.17,1.46,960.0,9690.0,3.62
025820,KOSPI,5.8,0.85,-29.28,20.76,9.25,730.0,4960.0,2.13
025870,KOSDAQ,,0.29,-2.02,37.22,-480.82,-450.0,3598.0,12.0
025880,KOSDAQ,3.77,0.45,2.79,37.22,2.47,620.0,5204.0,7.07
025890,KOSPI,,0.87,14.66,22.68,36.06,-44.0,3001.0,0.0
025900,KOSDAQ,,0.39,228.76,2.96,26.91,-799.0,17817.0,0.0
025950,KOSDAQ,341.75,0.86,-20.77,15.34,-9.58,29.0,11586.0,1.51
025980,KOSDAQ,,0.69,12.85,10.11,23.54,-313.0,7353.0,12.0
026040,KOSDAQ,4.9,0.68,-25.27,7.14,10.31,461.0,3317.0,4.42
026150,KOSDAQ,,0.76,3.53,15.34,-3.24,-1666.0,5112.0,0.75
026890,KOSPI,15.77,1.15,-60.11,13.18,15.73,525.0,7211.0,0.0
026910,KOSDAQ,,1.25,-19.96,22.68,-68.02,-606.0,2742.0,0.0
026940,KOSPI,21.07,0.32,-4.5,22.68,42.64,104.0,6833.0,3.65
026960,KOSPI,17.46,1.45,23.74,37.22,35.74,1449.0,17410.0,4.51
027040,KOSDAQ,17.01,1.89,-9.01,63.01,-69.55,102.0,915.0,0.0
027050,KOSDAQ,,0.51,-34.6,27.72,-26.62,-224.0,2613.0,12.0
027360,KOSDAQ,10.22,1.42,-372.2,13.18,31.18,343.0,2471.0,2.0
027410,KOSPI,5.46,0.2,6.87,10601.2,2.58,693.0,18843.0,3.44
027580,KOSDAQ,,0.52,-2.96,10601.2,-3.42,-1190.0,3437.0,0.0
027710,KOSDAQ,7.56,0.44,1.64,37.22,10.42,151.0,2585.0,8.76
027740,KOSPI,,1.18,7.02,37.22,8.63,-62.0,1193.0,0.0
027830,KOSDAQ,8.68,0.46,-3.9,13.18,43.1,99.0,1883.0,0.0
027970,KOSPI,,0.29,2.08,,19.71,-2263.0,9462.0,0.0
028050,KOSPI,14.93,1.98,38.9,15.34,8.06,3383.0,25567.0,1.56
028080,KOSDAQ,2.24,0.28,0.78,31.42,-7.42,2363.0,18902.0,0.0
028100,KOSPI,12.34,1.0,2.77,15.34,2.58,1593.0,19588.0,3.05
028260,KOSPI,21.4,0.55,20.13,22.02,12.9,16520.0,645052.0,0.79
02826K,KOSPI,21.4,0.55,20.13,22.02,12.9,16520.0,645052.0,0.79
028300,KOSDAQ,,12.32,-45.31,,-44.99,-1613.0,2590.0,0.0
028670,KOSPI,9.16,0.49,4.41,11.43,6.66,633.0,11826.0,2.59
029480,KOSDAQ,2.75,0.34,-5.15,27.17,14.5,510.0,4078.0,12.0
029530,KOSPI,9.88,0.3,7.46,9.65,-3.23,3901.0,129860.0,2.59
029780,KOSPI,8.29,0.53,-3.27,8.29,27.51,5358.0,83446.0,6.31
030190,KOSPI,10.96,1.94,7.89,13.96,5.72,1463.0,8252.0,3.18
030210,KOSPI,7.29,0.39,-1.03,5.13,27.97,537.0,9975.0,6.13
030350,KOSDAQ,,3.2,-9.1,11.08,-12.46,-549.0,304.0,12.0
030520,KOSDAQ,10.37,1.04,5.85,30.03,5.35,1626.0,16270.0,2.37
030530,KOSDAQ,35.46,1.88,16.55,8.76,46.91,714.0,13471.0,12.0
030610,KOSPI,5.84,0.5,-1.27,5.13,18.75,1715.0,20151.0,5.49
030720,KOSPI,2.3,0.37,2.13,37.22,5.42,2286.0,14091.0,12.0
030960,KOSDAQ,,0.35,51.93,15.45,4.74,-111.0,13300.0,1.06
031210,KOSPI,9.63,0.59,7.64,8.5,6.35,4398.0,71767.0,6.77
031310,KOSDAQ,6.85,0.18,2.74,31.78,4.45,145.0,5524.0,0.0
031330,KOSDAQ,2.0,0.93,-6.59,63.01,9.92,3964.0,8542.0,2.9
031430,KOSPI,17.79,0.43,12.5,7.14,14.2,587.0,24379.0,3.83
031510,KOSDAQ,2.78,0.32,3.3,8.13,2.76,409.0,3583.0,1.76
031820,KOSPI,0.9,0.27,1.08,27.17,-0.08,6391.0,20933.0,0.0
031860,KOSDAQ,,0.83,-1.38,14.07,-4.58,-13771.0,8400.0,0.0
031980,KOSDAQ,34.88,6.69,44.17,8.76,42.37,4782.0,24922.0,0.65
032080,KOSDAQ,,0.2,3.43,7.14,-16.94,-23.0,5074.0,0.0
032190,KOSDAQ,2.26,0.42,-0.12,5.13,-18.5,8764.0,47597.0,2.78
032280,KOSDAQ,15.54,0.32,8.41,9.47,8.98,87.0,4186.0,2.98
032300,KOSDAQ,,1.09,29.92,35.58,40.27,-71.0,6750.0,0.68
032350,KOSPI,17.75,2.49,9.15,10.11,9.18,662.0,4727.0,0.0
032500,KOSDAQ,,5.07,-42.48,31.78,-55.18,-656.0,3551.0,0.0
032540,KOSDAQ,20.48,0.99,20.75,31.42,14.03,185.0,3837.0,5.64
032560,KOSPI,3.56,0.23,3.92,20.76,0.15,1557.0,23660.0,2.7
032580,KOSDAQ,10.55,2.76,-67.03,8.76,-229.76,467.0,1781.0,12.0
032620,KOSDAQ,,1.1,9.68,69.07,10.59,-33.0,2802.0,1.62
032640,KOSPI,11.76,0.69,2.14,19.9,3.44,1246.0,21372.0,4.51
032680,KOSDAQ,,0.34,6.68,27.17,-23.98,-11.0,2606.0,0.0
032685,KOSDAQ,,0.34,6.68,27.17,-23.98,-11.0,2606.0,0.0
032750,KOSDAQ,6.32,0.23,3.36,31.42,-1.45,468.0,12643.0,3.05
032790,KOSDAQ,,1.17,-10.38,27.17,-5.2,-626.0,1077.0,0.0
032800,KOSDAQ,,0.3,1.07,,1.04,-1455.0,4942.0,0.0
032820,KOSDAQ,,11.72,-113.22,32.18,2394.33,-40.0,1102.0,0.0
032830,KOSPI,20.23,0.35,10.79,16.13,25.56,14011.0,806566.0,1.87
032850,KOSDAQ,8.16,0.76,8.97,69.07,4.64,466.0,5024.0,1.73
032860,KOSDAQ,,0.44,-10.55,,-11.39,-777.0,6312.0,0.0
032940,KOSDAQ,8.9,0.62,170.61,27.72,20.72,1145.0,16329.0,0.0
032960,KOSDAQ,3.81,0.53,11.38,63.01,-0.54,549.0,3938.0,4.78
033050,KOSDAQ,3.94,0.41,3.58,6.38,2.92,205.0,1956.0,0.0
033100,KOSDAQ,13.48,2.99,11.02,45.96,8.06,3421.0,15425.0,2.39
033130,KOSDAQ,6.71,0.67,7.61,27.17,2.9,260.0,2585.0,2.29
033160,KOSDAQ,14.55,0.77,-1.91,8.76,40.97,944.0,17770.0,0.87
033170,KOSDAQ,,0.77,-1.63,8.76,-3.03,-476.0,2658.0,0.0
033200,KOSDAQ,,0.34,-12.7,63.01,24.94,-44.0,7475.0,3.0
033230,KOSDAQ,9.94,0.57,2.41,27.17,-23.01,103.0,1793.0,12.0
033240,KOSPI,4.99,1.03,5.47,31.78,6.3,5167.0,24931.0,12.0
033250,KOSPI,4.31,0.58,3.92,8.13,3.73,1044.0,7712.0,0.0
033270,KOSPI,3.83,0.57,5.76,35.58,2.35,4701.0,31342.0,3.39
033290,KOSDAQ,15.39,0.2,1.5,9.47,7.92,99.0,7618.0,0.0
033310,KOSDAQ,19.67,0.36,19.77,8.13,14.78,72.0,3960.0,0.0
033320,KOSDAQ,7.45,0.48,6.66,14.07,2.8,409.0,6342.0,1.64
033340,KOSDAQ,,0.83,-5.44,7.14,-25.76,-145.0,556.0,0.0
033500,KOSDAQ,6.14,1.68,5.76,10601.2,4.69,2652.0,9705.0,2.46
033530,KOSPI,1.92,0.3,2.0,8.13,1.88,3461.0,22515.0,3.0
033540,KOSDAQ,,0.32,1.23,65.43,-7.52,-2931.0,8713.0,0.0
033560,KOSDAQ,10.17,0.4,-661.27,37.03,38.46,451.0,11620.0,12.0
033640,KOSDAQ,46.46,4.44,5.48,8.76,5.41,529.0,5536.0,12.0
033780,KOSPI,13.87,1.85,35.85,12.43,11.26,12405.0,93205.0,3.49
033790,KOSDAQ,120.31,3.69,-30.42,,65.51,65.0,2108.0,0.0
033830,KOSDAQ,11.35,0.25,4.34,,-17.51,151.0,6909.0,4.08
033920,KOSPI,6.46,0.34,34.48,17.65,-3.72,1177.0,22685.0,7.45
034020,KOSPI,296.45,6.56,71.4,65.43,42.97,283.0,12767.0,12.0
034120,KOSPI,117.42,0.24,3.41,,3.43,102.0,50088.0,2.77
034220,KOSPI,,0.67,1.8,,3.16,-2704.0,12602.0,12.0
034310,KOSPI,21.94,0.58,1.12,27.17,1.79,558.0,21054.0,4.57
034590,KOSPI,5.89,0.45,2.96,5.46,1.26,4491.0,58999.0,5.2
034730,KOSPI,5.0,0.82,6.6,8.41,9.43,110113.0,674968.0,1.45
03473K,KOSPI,5.0,0.82,6.6,8.41,9.43,110113.0,674968.0,1.45
034810,KOSDAQ,,0.27,1.49,,5.93,-1667.0,22441.0,4.2
03481K,KOSDAQ,,0.27,1.49,,5.93,-1667.0,22441.0,4.2
034940,KOSDAQ,,0.48,-4.08,35.58,-10.04,-454.0,5746.0,0.0
034950,KOSDAQ,18.56,4.04,14.76,13.96,9.61,5588.0,25663.0,7.72
035000,KOSPI,5.57,0.51,-9.59,9.01,1.56,1132.0,12378.0,8.72
035080,KOSDAQ,,0.31,12.96,13.94,8.63,-1508.0,39754.0,1.64
035150,KOSPI,6.18,0.77,5.85,7.14,4.05,1726.0,13842.0,4.22
035200,KOSDAQ,49.31,0.55,46.41,,201.81,54.0,4853.0,3.0
035250,KOSPI,9.41,0.74,10.56,10.11,-0.14,1544.0,19725.0,6.54
035290,KOSDAQ,1.41,0.14,-11.78,8.31,2.86,272.0,2819.0,0.0
035420,KOSPI,15.64,1.02,10.27,19.31,8.76,12885.0,197363.0,1.31
035460,KOSDAQ,3.29,0.63,-10.63,31.78,4.67,776.0,4019.0,0.0
035510,KOSPI,7.05,0.45,2.22,27.17,1.75,2168.0,34128.0,3.66
035600,KOSDAQ,5.43,0.5,2.28,27.17,3.3,1841.0,19823.0,6.0
035610,KOSDAQ,4.09,0.59,9.47,69.07,-1.39,1276.0,8845.0,12.0
035620,KOSDAQ,,0.19,-1.73,,-25.98,-340.0,3108.0,0.0
035720,KOSPI,42.79,1.26,10.56,19.31,5.71,783.0,26659.0,0.22
035760,KOSDAQ,,0.28,0.73,,1.86,-207.0,138456.0,12.0
035810,KOSDAQ,13.49,0.47,1.27,37.22,3.85,344.0,9973.0,29.3
035890,KOSDAQ,2.17,0.35,-140.83,15.34,0.36,1062.0,6665.0,4.35
035900,KOSDAQ,12.66,1.98,11.06,,5.99,3057.0,19575.0,2.27
036000,KOSDAQ,6.78,0.24,27.01,11.75,223.12,412.0,11494.0,0.0
036010,KOSDAQ,7.36,0.73,7.62,,3.17,924.0,9365.0,0.44
036030,KOSDAQ,5.4,0.77,4.78,13.94,-1.86,904.0,6355.0,5.73
036090,KOSDAQ,13.9,0.36,2.14,8.56,4.47,93.0,3582.0,0.0
036120,KOSDAQ,8.8,1.64,7.53,13.96,4.31,191.0,1027.0,4.76
036170,KOSDAQ,13.49,1.08,-295.43,8.56,45.2,185.0,2309.0,12.0
036190,KOSDAQ,6.86,0.52,-8.33,15.34,1.76,4996.0,66485.0,4.67
036200,KOSDAQ,17.16,1.07,-43.28,8.76,16.35,534.0,8591.0,0.87
036220,KOSDAQ,,0.34,16.34,,10.11,-585.0,20301.0,2.86
036420,KOSPI,,0.63,-118.25,,5.13,-4751.0,2566.0,12.0
036460,KOSPI,5.9,0.27,0.51,5.46,9.56,6152.0,134750.0,3.18
036480,KOSDAQ,66.62,0.68,16.57,35.58,10.43,92.0,9077.0,1.22
036530,KOSPI,7.5,0.48,6.21,8.13,-0.79,6104.0,95578.0,6.56
036540,KOSDAQ,,3.05,268.86,8.76,74.44,-63.0,2927.0,12.0
036560,KOSDAQ,10.63,0.38,15.69,65.43,13.65,1140.0,31963.0,6.6
036570,KOSPI,7.01,1.11,26.85,11.08,24.09,28673.0,181808.0,0.57
036580,KOSPI,,0.48,1.81,37.22,5.87,-439.0,5493.0,1.91
036620,KOSDAQ,8.77,2.57,8.77,7.14,6.32,426.0,1452.0,0.0
036630,KOSDAQ,,0.51,14.55,10.45,23.28,-874.0,16488.0,3.57
036640,KOSDAQ,5.0,0.6,5.25,10601.2,3.3,1003.0,8355.0,5.98
036670,KOSDAQ,6.52,0.43,-63.94,10601.2,0.91,777.0,11916.0,4.93
036690,KOSDAQ,,3.66,-11.07,31.78,-11.23,-344.0,787.0,12.0
036710,KOSDAQ,,6.41,-1.51,8.76,10.8,-354.0,630.0,0.25
036800,KOSDAQ,6.78,0.82,2.39,13.96,-1.11,1155.0,9579.0,2.81
036810,KOSDAQ,,2.05,41.19,8.76,33.41,-209.0,12737.0,0.0
036830,KOSDAQ,1.47,0.44,18.51,,12.07,27954.0,93021.0,1.22
036890,KOSDAQ,4.0,0.7,12.55,65.43,4.63,3052.0,17512.0,2.7
036930,KOSDAQ,1309.86,15.59,-311.24,8.76,183.99,154.0,12955.0,0.03
037030,KOSDAQ,7.88,0.59,3.77,,5.1,449.0,6022.0,12.0
037070,KOSDAQ,40.39,1.52,8.84,10.84,15.07,154.0,4085.0,2.41
037230,KOSDAQ,12.8,0.37,2.14,14.41,6.89,110.0,3746.0,3.57
037270,KOSPI,9.81,1.02,7.24,,4.78,318.0,3069.0,0.96
037330,KOSDAQ,5.67,0.17,1.45,8.56,3.49,126.0,4312.0,4.92
037350,KOSDAQ,5.01,0.36,2.49,15.34,1.04,1423.0,20032.0,3.51
037370,KOSDAQ,,0.61,-9.69,20.76,55.06,-212.0,6758.0,12.0
037400,KOSDAQ,146.58,0.13,0.65,8.56,0.76,25.0,28393.0,2.73
037440,KOSDAQ,7.54,0.59,4.09,15.34,3.58,545.0,6972.0,2.43
037460,KOSDAQ,2.02,0.62,-3.47,31.78,5.0,14853.0,47967.0,1.84
037560,KOSPI,,0.27,1.0,,4.55,-55.0,5899.0,0.0
037710,KOSPI,5.56,0.3,4.08,20.4,5.85,6231.0,113781.0,6.93
037760,KOSDAQ,,0.88,25.49,22.68,26.33,-61.0,2686.0,2.12
037950,KOSDAQ,8.88,0.53,13.77,63.01,7.18,309.0,5124.0,0.0
038010,KOSDAQ,3.47,0.28,3.46,11.9,-0.31,1457.0,18227.0,2.38
038060,KOSDAQ,,0.3,2.22,8.56,22.67,-16.0,2283.0,0.0
038070,KOSDAQ,40.89,0.42,7.87,,7.73,99.0,9503.0,2.43
038110,KOSDAQ,4.86,0.22,2.31,8.13,7.28,419.0,9352.0,2.46
038290,KOSDAQ,12.36,0.82,5.7,,10.14,950.0,14347.0,4.26
038390,KOSDAQ,6.51,0.78,6.69,11.17,2.52,1533.0,12751.0,8.02
038460,KOSDAQ,5.49,0.48,3.1,45.96,3.63,520.0,5938.0,0.0
038500,KOSDAQ,20.62,0.94,7.82,2.96,7.37,330.0,7269.0,1.78
038530,KOSDAQ,,0.58,2.82,27.17,-15.75,-643.0,1728.0,0.0
038540,KOSDAQ,,0.27,0.28,23.83,1.93,-2035.0,7194.0,12.0
038620,KOSDAQ,2.02,0.26,5.06,5.38,0.2,940.0,7420.0,0.0
038680,KOSDAQ,8.76,0.66,3.2,27.17,1.08,438.0,5776.0,2.61
038870,KOSDAQ,,0.39,209.17,,-36.35,-29.0,5181.0,12.0
038880,KOSDAQ,,0.39,-2.36,8.13,-8.73,-3234.0,8156.0,0.0
038950,KOSDAQ,,0.27,-5.23,31.42,10.38,-120.0,11116.0,1.66
039010,KOSDAQ,93.43,0.6,21.86,31.78,2.68,84.0,13019.0,5.74
039020,KOSDAQ,47.58,0.3,6.15,2.96,15.16,54.0,8563.0,1.95
039030,KOSDAQ,53.13,7.71,57.49,8.76,62.71,8808.0,60732.0,0.26
039130,KOSPI,12.67,3.31,4.98,10.11,4.0,2538.0,9725.0,3.73
039200,KOSDAQ,13.97,6.09,158.26,35.58,22.74,2459.0,5644.0,12.0
039240,KOSDAQ,9.5,0.45,3.27,22.68,5.19,202.0,4235.0,6.25
039290,KOSDAQ,,0.5,-228.97,27.17,-7.22,-91.0,7924.0,12.0
039310,KOSDAQ,,0.23,10.89,30.03,488.79,-205.0,5475.0,12.0
039340,KOSDAQ,19.83,0.54,24.12,,50.4,249.0,9112.0,3.04
039420,KOSDAQ,7.67,0.82,5.74,27.17,1.88,357.0,3354.0,3.65
039440,KOSDAQ,15.48,1.0,16.21,8.76,8.17,1235.0,19055.0,0.78
039560,KOSDAQ,,0.39,5.3,31.78,3.21,-465.0,6636.0,0.77
039570,KOSPI,10.19,0.64,3.45,15.34,5.94,737.0,11741.0,5.99
039610,KOSDAQ,2960.51,0.64,-133.84,65.43,-7793.23,2.0,9341.0,12.0
039740,KOSDAQ,5.73,0.46,7.69,,12.27,545.0,6726.0,12.0
039830,KOSDAQ,5.16,0.7,7.63,6.82,7.95,2707.0,19928.0,4.29
039840,KOSDAQ,6.45,0.7,8.92,,8.66,1569.0,14508.0,12.0
039860,KOSDAQ,25.76,1.66,33.47,,24.87,160.0,2485.0,12.0
039980,KOSDAQ,,0.78,-16.47,27.17,-16.77,-263.0,6497.0,0.0
040160,KOSDAQ,19.61,0.95,-153.32,27.17,-21.63,324.0,6666.0,0.0
040300,KOSDAQ,,0.51,-23.31,,3.41,-179.0,4725.0,12.0
040350,KOSDAQ,,1.59,-26.81,27.17,-17.96,-163.0,2447.0,0.0
040420,KOSDAQ,12.28,1.0,6.24,8.31,5.55,473.0,5797.0,9.12
040610,KOSDAQ,0.56,0.1,12.26,8.13,14.61,5594.0,30138.0,0.0
040910,KOSDAQ,12.61,0.67,9.44,8.56,9.39,323.0,6090.0,0.0
041020,KOSDAQ,20.35,1.68,6.09,8.13,1.08,150.0,1818.0,0.0
041190,KOSDAQ,10.92,0.47,-333.98,13.18,2.93,474.0,10961.0,0.0
041440,KOSDAQ,12.1,0.6,-23.48,65.43,14.56,541.0,10930.0,1.07
041460,KOSDAQ,11.47,0.92,10.14,27.17,6.15,300.0,3757.0,2.79
041510,KOSDAQ,15.13,1.93,10.25,,5.97,5750.0,45070.0,1.86
041520,KOSDAQ,8.62,0.78,-18.93,8.76,23.45,1357.0,14951.0,3.12
041590,KOSDAQ,36.02,2.78,-53.93,15.34,-62.3,66.0,851.0,12.0
041650,KOSPI,9.94,0.19,1.21,8.13,10.64,218.0,11383.0,2.3
041830,KOSDAQ,16.74,2.24,21.84,,14.35,3453.0,25778.0,1.04
041910,KOSDAQ,5.19,0.49,8.42,35.58,14.53,1062.0,11132.0,0.0
041920,KOSDAQ,15.91,1.07,27.81,,9.91,517.0,7677.0,12.0
041930,KOSDAQ,4.58,0.38,3.01,8.13,2.65,1092.0,13082.0,6.0
041960,KOSDAQ,,9.88,-1144.97,35.58,155.83,-35.0,997.0,0.0
042000,KOSDAQ,10.41,1.38,4.53,27.17,3.05,1480.0,11133.0,0.0
042040,KOSDAQ,,0.26,-0.46,10601.2,-6.1,-15788.0,18412.0,0.0
042110,KOSDAQ,22.66,0.36,8.33,,-2.2,45.0,2853.0,4.91
042370,KOSDAQ,25.22,0.89,2.86,,0.84,349.0,9898.0,0.68
042420,KOSDAQ,9.23,0.41,2.96,11.08,-2.62,2600.0,58243.0,2.03
042500,KOSDAQ,9.6,0.75,-10.04,27.17,4.31,438.0,5628.0,7.13
042510,KOSDAQ,30.44,2.51,20.21,30.03,19.09,398.0,4831.0,0.0
042520,KOSDAQ,,3.39,791.17,,-14.47,-1411.0,5496.0,0.0
042600,KOSDAQ,8.17,1.42,133.92,10.84,157.65,1489.0,8544.0,12.0
042660,KOSPI,12.01,3.31,18.95,11.9,21.35,6770.0,24558.0,12.0
042700,KOSPI,97.01,28.7,94.74,8.76,80.88,2330.0,7874.0,0.35
042940,KOSDAQ,,0.41,-1.38,15.34,-23.63,-2307.0,13912.0,0.0
043100,KOSDAQ,,0.39,-0.97,,-5.99,-420.0,1319.0,0.0
043150,KOSDAQ,4.55,0.49,4.33,,2.33,3863.0,36066.0,1.71
043200,KOSDAQ,,0.93,-8.86,,-19.25,-54.0,1262.0,0.0
043220,KOSDAQ,,1.39,-5.26,65.43,-9.6,-1490.0,1232.0,0.0
043260,KOSDAQ,3.65,3.21,62.67,,92.29,5089.0,5776.0,0.0
043340,KOSDAQ,21.27,1.42,34.1,65.43,13.91,39.0,580.0,0.0
043360,KOSDAQ,,0.31,50.0,14.07,355.68,-220.0,7815.0,12.0
043370,KOSDAQ,3.99,0.24,2.59,8.13,0.22,2734.0,45404.0,3.66
043590,KOSDAQ,,0.59,-11.08,,-13.49,-292.0,2540.0,0.0
043610,KOSDAQ,,0.49,3.16,,1.77,-528.0,2462.0,0.0
043650,KOSDAQ,15.23,0.24,-47.53,17.65,7.17,237.0,15104.0,2.22
043710,KOSDAQ,,2.28,-4.18,,-30.72,-894.0,1381.0,0.0
043910,KOSDAQ,,0.45,-12.04,13.96,-57.48,-446.0,7300.0,0.0
044180,KOSDAQ,,0.95,-0.47,15.34,-29.55,-1117.0,216.0,12.0
044340,KOSDAQ,,0.65,-1.0,10.84,-6.03,-8009.0,4476.0,3.44
044380,KOSPI,40.25,0.17,3.42,14.07,6.4,13.0,2993.0,0.0
044450,KOSPI,2.1,0.35,1.51,11.43,6.39,4826.0,29178.0,4.44
044480,KOSDAQ,,0.52,10.8,,45.22,-5495.0,6854.0,0.0
044490,KOSDAQ,73.52,1.21,26.83,,33.08,507.0,30879.0,12.0
044780,KOSDAQ,1.85,0.35,-58.4,65.43,16.49,737.0,3912.0,12.0
044820,KOSPI,3.84,0.75,6.96,,11.94,6641.0,33929.0,3.06
044960,KOSDAQ,7.28,0.7,7.21,35.58,6.32,431.0,4455.0,2.55
044990,KOSDAQ,6.54,0.7,7.77,63.01,3.2,1591.0,14846.0,2.4
045060,KOSDAQ,4.05,0.28,4.64,10601.2,-0.39,520.0,7479.0,2.37
045100,KOSDAQ,8.1,0.7,222.09,8.76,4.31,3580.0,41352.0,12.0
045300,KOSDAQ,3.97,0.35,4.03,8.76,5.01,678.0,7710.0,0.73
045340,KOSDAQ,5.64,1.38,5.41,5.38,2.48,1181.0,4822.0,1.5
045390,KOSDAQ,15.99,1.44,-151.51,11.17,22.83,203.0,2246.0,12.0
045510,KOSDAQ,15.39,0.73,2.21,27.17,8.84,72.0,1527.0,0.0
045520,KOSDAQ,,1.11,5.8,10601.2,17.26,-310.0,2953.0,12.0
045660,KOSDAQ,,0.58,6.99,14.07,6.37,-717.0,14850.0,4.04
045970,KOSDAQ,,0.97,6.69,18.18,7.47,-228.0,3392.0,12.0
046070,KOSDAQ,0.2,0.07,-0.03,8.13,4.87,1289.0,3605.0,0.0
046120,KOSDAQ,18.09,1.79,-24.55,,-24.5,310.0,3131.0,0.0
046210,KOSDAQ,,0.72,-80.67,,-19.82,-72.0,1616.0,0.0
046310,KOSDAQ,13.07,0.5,2.04,31.78,-1.34,173.0,4564.0,4.42
046390,KOSDAQ,,0.56,-30.44,,-35.26,-55.0,3703.0,0.0
046440,KOSDAQ,6.77,0.42,9.14,27.17,4.88,609.0,9908.0,6.07
046890,KOSDAQ,,0.87,6.63,8.56,11.49,-29.0,11476.0,12.0
046940,KOSDAQ,1.17,0.32,0.95,15.34,0.18,2384.0,8867.0,4.29
046970,KOSDAQ,87.3,7.5,273.67,14.07,874.27,83.0,966.0,12.0
047050,KOSPI,11.64,1.34,4.97,13.34,8.94,4709.0,41034.0,3.38
047080,KOSDAQ,3.47,1.28,5.85,11.08,12.64,314.0,854.0,12.0
047310,KOSDAQ,13.44,0.53,6.87,18.18,12.71,232.0,5937.0,12.0
047400,KOSPI,7.7,2.13,3.26,8.13,16.12,120.0,433.0,0.0
