ticker,market,per,pbr,pcr,upjong_per,ev_ebitda,eps,bps,div_yield
006110,KOSPI,,3.96,-171.57,20.76,-692.92,-1515.0,14650.0,0.04
006120,KOSPI,5.98,0.28,1.66,8.41,6.73,9280.0,198843.0,3.6
006125,KOSPI,5.98,0.28,1.66,8.41,6.73,9280.0,198843.0,3.6
006140,KOSDAQ,5.8,0.47,2.53,,4.46,783.0,9559.0,4.41
006200,KOSPI,,0.12,1.14,8.76,-5.73,-367.0,16244.0,5.11
006260,KOSPI,22.41,1.57,47.1,45.96,10.69,13543.0,193319.0,0.82
006280,KOSPI,,1.13,14.38,35.58,15.06,-4270.0,108357.0,1.23
006340,KOSPI,80.04,7.05,-32.93,45.96,60.89,159.0,1807.0,12.0
006345,KOSPI,80.04,7.05,-32.93,45.96,60.89,159.0,1807.0,12.0
006360,KOSPI,24.07,0.64,5.31,15.34,8.95,1525.0,57609.0,1.36
006370,KOSPI,,0.24,-1.33,20.4,-33.4,-3043.0,13955.0,12.0
006380,KOSPI,,0.11,-0.26,10601.2,-5.93,-130.0,395.0,0.0
006400,KOSPI,1187.88,1.76,53.56,,505.85,458.0,308778.0,12.0
006405,KOSPI,1187.88,1.76,53.56,,505.85,458.0,308778.0,12.0
006490,KOSPI,,1.57,6.29,19.9,9.3,-1297.0,1291.0,0.0
006570,KOSPI,,0.89,65.64,,-21.19,-869.0,2176.0,12.0
006620,KOSDAQ,3.01,0.66,-23.17,35.58,10.66,1160.0,5255.0,3.44
006660,KOSPI,8.74,0.33,6.52,8.13,-17.67,1413.0,37041.0,0.65
006730,KOSDAQ,7.71,0.7,7.19,10.11,22.1,1508.0,16719.0,0.86
006740,KOSPI,,0.26,-3.76,,-8.58,-4270.0,19127.0,0.0
006800,KOSPI,6.01,1.14,-3.37,5.13,27.35,5278.0,27909.0,0.94
006805,KOSPI,6.01,1.14,-3.37,5.13,27.35,5278.0,27909.0,0.94
00680K,KOSPI,6.01,1.14,-3.37,5.13,27.35,5278.0,27909.0,0.94
006840,KOSPI,5.55,0.17,1.99,10601.2,24.27,1254.0,41110.0,12.0
006880,KOSPI,7.28,0.43,-5.82,6.9,12.62,605.0,10141.0,2.73
006890,KOSPI,8.07,0.34,8.01,10601.2,15.95,615.0,14714.0,3.63
0068Y0,KOSDAQ,,1.02,-90.82,14.22,-543.22,-12.0,1932.0,12.0
006910,KOSDAQ,20.31,2.93,8.03,45.96,10.7,351.0,2433.0,12.0
006920,KOSDAQ,,1.14,271.85,2.96,-18.52,-188.0,2753.0,12.0
006980,KOSPI,37.61,0.22,1.5,37.22,3.72,454.0,78431.0,7.62
007070,KOSPI,15.51,0.6,2.14,20.4,4.07,1551.0,40141.0,2.49
007110,KOSPI,,0.79,14.87,2.96,22.7,-9.0,759.0,0.0
007120,KOSPI,,0.63,4.35,27.17,4.46,-104.0,1742.0,0.0
007160,KOSPI,,0.49,-11.88,37.22,10.74,-20569.0,98875.0,0.41
0071M0,KOSDAQ,90.65,1.04,-218.71,13.18,-544.76,22.0,1901.0,12.0
007210,KOSPI,6.67,0.26,2.61,2.96,3.14,213.0,5535.0,2.11
007280,KOSPI,,0.32,7.65,22.68,9.65,-132.0,7180.0,17.32
0072Z0,KOSDAQ,78.22,0.99,-132.46,13.18,-482.82,25.0,1980.0,12.0
007310,KOSPI,17.65,0.52,5.89,37.22,4.06,18216.0,622347.0,2.8
007330,KOSDAQ,10.82,0.38,8.53,23.83,6.85,941.0,27142.0,7.56
007370,KOSDAQ,2.4,0.35,35.84,35.58,25.75,1657.0,11472.0,3.77
007390,KOSDAQ,,25.49,10232.6,,-877.33,-42.0,977.0,12.0
007460,KOSPI,,0.09,-1.28,35.58,-2.58,-3783.0,21347.0,0.0
007530,KOSDAQ,11.4,0.57,6.8,8.13,7.72,130.0,2620.0,1.35
007540,KOSPI,15.31,0.45,2.29,37.22,1.78,3219.0,109239.0,0.41
007570,KOSPI,9.15,0.59,13.14,35.58,19.24,885.0,13795.0,1.91
007575,KOSPI,9.15,0.59,13.14,35.58,19.24,885.0,13795.0,1.91
007590,KOSPI,8.21,0.38,8.6,10601.2,2.21,671.0,14586.0,5.81
007610,KOSPI,,1.93,-38.16,45.96,41.14,-76.0,1974.0,0.0
007680,KOSDAQ,,0.15,-0.64,15.34,-10.93,-145.0,21298.0,6.09
007690,KOSPI,6.7,0.36,39.15,10601.2,6.53,5703.0,106407.0,3.4
007700,KOSPI,3.21,0.22,1.46,7.14,0.71,4209.0,60894.0,3.7
007720,KOSDAQ,,0.46,2.87,,7.57,-217.0,2479.0,0.0
007770,KOSDAQ,,0.31,10.18,10601.2,-8.26,-3532.0,25503.0,12.0
007810,KOSPI,16.46,2.86,35.59,63.01,11.82,3092.0,17816.0,0.2
007815,KOSPI,16.46,2.86,35.59,63.01,11.82,3092.0,17816.0,0.2
00781K,KOSPI,16.46,2.86,35.59,63.01,11.82,3092.0,17816.0,0.2
007820,KOSDAQ,,1.32,-4.37,65.43,-25.69,-460.0,2650.0,0.0
007860,KOSPI,1.93,0.17,0.73,8.13,1.88,3853.0,44545.0,3.37
007980,KOSPI,2.39,0.26,1.7,7.14,4.43,724.0,6712.0,4.35
008040,KOSPI,,1.0,2.97,37.22,3.49,-11639.0,7941.0,0.0
008060,KOSPI,12.98,0.74,5.68,63.01,0.76,1107.0,19536.0,8.04
00806K,KOSPI,12.98,0.74,5.68,63.01,0.76,1107.0,19536.0,8.04
008250,KOSPI,,0.18,3.03,2.96,12.62,-1167.0,17731.0,3.15
008260,KOSPI,5.08,0.33,2.35,2.96,4.61,646.0,9814.0,3.05
008290,KOSDAQ,,0.08,-0.3,7.14,-0.01,-310.0,700.0,0.0
0082N0,KOSDAQ,,3.29,-15.76,35.58,-43.05,-3636.0,3492.0,0.0
008350,KOSPI,,0.48,-26.75,20.76,131.06,-85.0,2218.0,12.0
008355,KOSPI,,0.48,-26.75,20.76,131.06,-85.0,2218.0,12.0
008370,KOSDAQ,6.74,0.58,8.64,10601.2,3.01,786.0,9209.0,8.49
008420,KOSPI,5.66,0.22,-3.75,22.68,-403.84,383.0,9692.0,2.3
008470,KOSDAQ,,0.35,9.41,65.43,0.0,-22.0,4785.0,2.4
008490,KOSPI,6.0,0.44,3.06,35.58,6.84,3384.0,46604.0,2.46
008600,KOSPI,,1.43,5.45,7.14,-17.38,-10385.0,1828.0,0.0
008700,KOSPI,,0.68,5.65,31.42,6.22,-6.0,1845.0,12.0
008730,KOSPI,74.23,1.27,13.68,14.41,19.31,202.0,11826.0,1.67
008775,KOSPI,,1.35,15.65,20.4,18.29,-3458.0,30119.0,12.0
008830,KOSDAQ,,1.19,9.52,65.43,27.19,-164.0,5120.0,0.39
008870,KOSPI,,0.46,2.93,14.41,7.67,-63.0,86723.0,2.98
0088D0,KOSDAQ,118.37,1.05,-28.82,13.18,-345.58,18.0,1972.0,12.0
0088M0,KOSDAQ,15.79,2.98,-15.19,,-48.11,781.0,4148.0,0.0
008930,KOSPI,23.16,3.26,73.33,35.58,53.91,2207.0,15661.0,0.59
008970,KOSPI,,0.85,-3.3,22.68,30.56,-45.0,1361.0,12.0
009070,KOSPI,4.19,0.36,2.79,9.47,4.52,950.0,11117.0,1.89
009140,KOSPI,5.16,0.33,7.34,31.42,-12.53,4282.0,66978.0,2.26
009150,KOSPI,106.37,10.2,71.92,63.01,56.67,12984.0,135420.0,0.17
009160,KOSPI,13.07,0.38,6.27,20.76,9.33,355.0,12250.0,6.46
009180,KOSPI,6.64,0.52,2.44,9.47,2.47,417.0,5377.0,7.22
009190,KOSPI,9.46,0.6,23.12,22.68,5.38,113.0,1785.0,0.0
0091W0,KOSDAQ,,1.02,-54.42,14.22,-333.22,-22.0,1976.0,12.0
009200,KOSPI,,0.16,3.25,,15.87,-1528.0,9200.0,8.45
009270,KOSPI,27.98,0.42,-6.32,7.14,10.98,39.0,2604.0,4.57
009300,KOSDAQ,8.45,0.37,8.31,35.58,-0.07,1655.0,37626.0,6.08
009310,KOSPI,,0.28,-1.52,8.56,4.69,-1596.0,18987.0,0.0
009320,KOSPI,31.59,1.34,10.37,8.13,7.14,30.0,698.0,12.0
0093G0,KOSDAQ,,1.0,-101.19,14.22,-760.41,-1.0,1967.0,12.0
009410,KOSPI,2.98,0.86,4.32,15.34,26.67,563.0,1963.0,0.0
009415,KOSPI,2.98,0.86,4.32,15.34,26.67,563.0,1963.0,0.0
009420,KOSPI,,15.03,-1065.86,35.58,945.76,-477.0,3178.0,12.0
009440,KOSPI,,0.16,-26.37,13.96,2.37,-1806.0,4772.0,12.0
009450,KOSPI,5.42,0.96,12.06,10.84,5.42,10869.0,61440.0,1.27
009460,KOSPI,,0.23,5.78,14.41,32.16,-483.0,11516.0,0.0
009470,KOSPI,27.78,1.45,20.46,,8.66,932.0,17855.0,2.32
009520,KOSDAQ,33.39,4.2,337.98,22.68,108.06,378.0,3009.0,0.08
009540,KOSPI,6.82,1.59,5.32,11.9,3.76,48724.0,209715.0,3.7
009580,KOSPI,,0.21,-4.92,,26.99,-1598.0,8276.0,7.34
009620,KOSDAQ,,0.7,1.05,20.76,10.2,-1436.0,1245.0,0.0
009680,KOSPI,10.02,0.46,5.17,8.13,-6.72,1019.0,22120.0,7.74
0096B0,KOSDAQ,164.83,1.03,-160.3,14.22,-1117.54,12.0,1922.0,12.0
0096D0,KOSDAQ,5003.43,1.03,-70.27,14.22,-588.64,0.0,1911.0,12.0
009730,KOSDAQ,,0.43,32.76,20.76,-5.72,-2779.0,4659.0,0.0
009770,KOSPI,4.64,0.25,12.13,6.38,-30.37,6077.0,112848.0,3.55
009780,KOSDAQ,4.41,0.58,4.19,37.22,3.36,1524.0,11581.0,1.93
0097F0,KOSDAQ,104.36,1.02,-47.28,13.18,-743.44,19.0,1945.0,12.0
009810,KOSPI,,0.43,2.5,,-1.51,-520.0,4473.0,0.0
009835,KOSPI,,0.56,-8.38,,45.48,-881.0,51067.0,0.0
0098T0,KOSDAQ,125.79,1.02,-33.09,13.18,-322.52,16.0,1945.0,12.0
009900,KOSPI,4.64,0.49,2.6,8.13,2.14,1696.0,16175.0,1.27
009970,KOSPI,5.19,0.59,4.18,7.14,0.51,32086.0,280536.0,3.95
0099W0,KOSDAQ,102.28,1.05,-156.67,13.18,-1003.8,19.0,1872.0,12.0
0099X0,KOSDAQ,162.32,1.18,-55.45,13.18,-470.27,13.0,1850.0,0.0
010040,KOSPI,8.46,0.37,8.53,20.76,5.9,190.0,4350.0,12.0
010060,KOSPI,101.73,0.92,6.9,10601.2,24.27,1996.0,220043.0,0.49
010100,KOSPI,4.74,0.24,2.41,8.13,3.43,719.0,14021.0,2.93
010120,KOSPI,76.94,13.93,99.72,45.96,54.59,2592.0,14317.0,0.3
010130,KOSPI,23.31,2.04,-36.32,20.76,15.77,48642.0,556217.0,1.76
010140,KOSPI,31.45,3.62,11.38,11.9,16.52,642.0,5586.0,12.0
010170,KOSDAQ,,22.52,-152.02,31.78,-165.25,-166.0,715.0,12.0
0101C0,KOSDAQ,101.61,1.03,-112.34,13.18,-652.42,19.0,1911.0,12.0
010240,KOSDAQ,3.88,0.47,4.14,65.43,1.14,1355.0,11103.0,5.32
010280,KOSDAQ,1.53,0.56,4.15,27.17,0.9,3261.0,8880.0,0.0
010400,KOSPI,7.33,0.35,468.89,15.34,3.89,554.0,11657.0,3.69
010470,KOSDAQ,7.51,0.44,5.53,9.01,-3.19,655.0,11099.0,5.49
010580,KOSPI,,4.09,45.88,8.13,53.2,-8.0,627.0,12.0
0105P0,KOSDAQ,,1.05,-44.24,14.22,-403.55,-29.0,1891.0,12.0
010640,KOSPI,9.94,0.72,7.61,10601.2,19.94,198.0,2729.0,6.39
010660,KOSPI,12.64,0.47,-37.55,65.43,9.14,248.0,6613.0,0.64
010690,KOSPI,3.61,0.42,6.25,8.13,4.41,2081.0,17780.0,2.26
010770,KOSPI,1.13,0.35,1.13,8.13,4.11,3137.0,9950.0,4.25
010780,KOSPI,5.69,0.33,3.49,15.34,13.67,2715.0,46893.0,3.24
010820,KOSPI,20.43,3.36,-14.67,32.18,16.98,298.0,1815.0,12.0
010950,KOSPI,11.03,1.66,4.26,8.41,21.65,13069.0,86631.0,0.23
010955,KOSPI,11.03,1.66,4.26,8.41,21.65,13069.0,86631.0,0.23
010960,KOSPI,5.41,0.29,2.75,15.34,-1.25,566.0,10633.0,6.54
011000,KOSPI,,1.34,-2.69,,-3.09,-2809.0,1986.0,0.0
011040,KOSDAQ,8.7,0.61,9.16,35.58,13.53,580.0,8321.0,5.95
011080,KOSDAQ,,0.11,-0.87,7.14,-2.1,-1658.0,6251.0,0.0
011090,KOSPI,,0.63,-18.03,931.27,14.96,-895.0,2916.0,0.0
011150,KOSPI,39.62,0.79,35.55,37.22,17.7,49.0,2448.0,12.0
011155,KOSPI,39.62,0.79,35.55,37.22,17.7,49.0,2448.0,12.0
011170,KOSPI,,0.2,5.61,10601.2,33.29,-27422.0,316159.0,1.56
011200,KOSPI,13.67,0.67,5.92,11.43,4.28,1488.0,30457.0,3.44
011210,KOSPI,21.09,0.39,3.7,8.13,2.15,2608.0,139961.0,2.18
011230,KOSPI,,3.06,-6.02,63.01,-14.71,-405.0,883.0,12.0
011280,KOSPI,,0.35,-3.25,14.41,13.77,-107.0,4369.0,12.0
011300,KOSPI,,1.21,32.6,7.14,-53.74,-539.0,2026.0,0.0
011320,KOSDAQ,5.18,0.5,3.69,8.13,3.6,732.0,7614.0,1.58
011330,KOSPI,,0.31,-4.78,8.13,19.24,-1523.0,13720.0,0.0
011370,KOSDAQ,4.0,0.14,0.62,15.34,5.23,944.0,27812.0,6.62
011390,KOSPI,,0.4,520.53,2.96,33.01,-1910.0,119069.0,0.53
011420,KOSPI,10.31,0.66,8.08,6.82,3.91,136.0,2115.0,12.0
011500,KOSPI,21.29,1.12,10.83,10601.2,15.44,614.0,11662.0,0.31
011560,KOSDAQ,5.5,0.8,3.61,15.34,2.19,4348.0,29726.0,2.51
0115H0,KOSDAQ,120.4,1.09,-58.08,13.18,-863.58,16.0,1822.0,12.0
011690,KOSPI,,1.17,-17.85,63.01,573.67,-157.0,2717.0,0.0
011700,KOSPI,,0.93,-54.69,65.43,-164.3,-8.0,2700.0,0.8
011760,KOSPI,3.55,0.42,-1.19,13.34,6.48,7470.0,63464.0,2.64
011780,KOSPI,6.93,0.46,5.0,10601.2,5.29,17465.0,265467.0,1.4
011785,KOSPI,6.93,0.46,5.0,10601.2,5.29,17465.0,265467.0,1.4
011790,KOSPI,,1.97,-5.72,10601.2,-58.68,-20562.0,43545.0,0.0
0117P0,KOSDAQ,5.78,0.58,1.95,8.91,2.33,949.0,9418.0,0.0
011810,KOSPI,,,3.17,13.34,-7.17,-7878.0,-6843.0,12.0
011930,KOSPI,,1.5,-11.43,8.76,37.44,-226.0,10759.0,0.0
012030,KOSPI,4.74,0.61,21.13,27.17,13.51,338.0,2644.0,12.0
0120G0,KOSPI,25.04,1.48,5.73,,57.99,1861.0,31593.0,12.0
012160,KOSPI,,0.22,1.06,22.68,477.69,-1513.0,10064.0,0.0
012170,KOSPI,,0.63,-1.35,,-5.61,-1939.0,4669.0,0.0
012200,KOSPI,,6.55,-5.29,8.13,-8.98,-1110.0,547.0,0.0
012205,KOSPI,,6.55,-5.29,8.13,-8.98,-1110.0,547.0,0.0
012210,KOSDAQ,105.22,2.4,-133.3,65.43,37.23,104.0,4557.0,0.0
012280,KOSPI,2.79,0.4,2.6,8.13,4.91,1285.0,8872.0,4.89
012320,KOSPI,6.28,0.21,24.8,20.76,1.64,7589.0,228095.0,1.57
012330,KOSPI,9.61,0.66,7.89,8.13,5.8,39873.0,583823.0,1.7
012340,KOSDAQ,,0.39,1.12,,-24.03,-679.0,1226.0,0.0
012450,KOSPI,26.31,4.52,12.81,32.18,14.99,40099.0,233220.0,0.66
012610,KOSPI,6.43,0.5,3.84,10601.2,7.06,484.0,6199.0,1.61
012620,KOSDAQ,4.69,0.18,-2.76,22.68,6.82,1472.0,38606.0,3.91
012690,KOSPI,24.97,0.61,20.49,6.38,8.31,58.0,2367.0,3.44
012700,KOSDAQ,7.28,0.18,-1.52,8.41,39.11,399.0,16548.0,5.17
012750,KOSPI,20.62,1.63,8.55,13.96,5.6,4020.0,50837.0,3.86
012790,KOSDAQ,11.2,0.45,6.21,35.58,2.47,535.0,13308.0,3.17
012800,KOSPI,4.79,0.31,-6.41,20.76,9.19,248.0,3781.0,12.0
012860,KOSDAQ,6.73,0.62,2.35,8.13,5.47,329.0,3565.0,1.81
0129K0,KOSDAQ,,1.57,-25.76,14.22,-1347.18,-52.0,1258.0,12.0
013000,KOSPI,6.18,0.59,9.83,10601.2,-2.63,190.0,2005.0,12.0
013030,KOSDAQ,7.04,0.85,8.75,65.43,2.97,4839.0,40032.0,3.96
0130D0,KOSDAQ,,1.11,-8.73,14.22,-856.17,-202.0,1759.0,12.0
0130H0,KOSDAQ,,1.68,-36.08,14.22,-1173.76,-63.0,1179.0,12.0
013120,KOSDAQ,7.3,0.17,-4.27,15.34,10.05,285.0,12071.0,4.33
0131D0,KOSDAQ,,1.14,-10.2,14.22,-1149.39,-290.0,1716.0,12.0
0132G0,KOSDAQ,,1.25,-12.01,14.22,-654.41,-262.0,1580.0,12.0
013310,KOSDAQ,6.89,0.23,-10.01,8.13,6.02,326.0,9634.0,4.44
013360,KOSPI,20.54,1.0,5.01,15.34,11.58,67.0,1379.0,12.0
0134X0,KOSDAQ,,0.65,-54.77,14.22,-7730.28,-315.0,3015.0,0.0
013520,KOSPI,1.7,0.39,0.79,8.13,3.94,1481.0,6417.0,2.98
013570,KOSPI,4.88,0.26,2.9,8.13,1.94,857.0,16148.0,4.07
013580,KOSPI,1.63,0.2,0.97,15.34,4.25,13991.0,112078.0,3.08
013700,KOSPI,3.42,0.77,3.8,15.34,6.68,481.0,2135.0,1.82
013720,KOSDAQ,,0.48,9.16,8.13,9.87,-1085.0,4571.0,0.0
013810,KOSDAQ,36.04,0.51,-12.9,65.43,8.58,44.0,3049.0,12.0
013870,KOSPI,3.42,0.24,10.29,8.13,4.95,1120.0,15971.0,6.53
013890,KOSPI,,0.26,0.78,931.27,3.11,-4037.0,29297.0,1.18
013990,KOSDAQ,7.26,0.62,11.21,7.14,5.76,629.0,7333.0,12.0
014100,KOSDAQ,,0.28,196747.97,27.72,-150.64,-46.0,5991.0,12.0
014130,KOSPI,,0.4,-9.39,9.47,9.36,-966.0,6628.0,0.0
014160,KOSPI,,0.35,5.32,14.41,9.44,-2.0,1862.0,0.0
014190,KOSDAQ,6.94,0.39,2.64,10601.2,5.94,185.0,3299.0,0.0
014280,KOSPI,,0.34,6.07,,7.09,-580.0,13029.0,2.7
014285,KOSPI,,0.34,6.07,,7.09,-580.0,13029.0,2.7
014440,KOSPI,5.14,0.46,6.12,10601.2,1.51,915.0,10117.0,7.45
014470,KOSDAQ,2165.83,0.32,9.37,10.84,6.08,0.0,3202.0,0.0
014530,KOSPI,10.55,0.56,5.44,8.41,13.39,321.0,6026.0,5.9
014570,KOSDAQ,25.06,0.46,2.83,35.58,0.81,135.0,7280.0,5.33
014580,KOSPI,3.74,0.42,1.61,20.76,2.59,1005.0,8894.0,3.99
014620,KOSDAQ,23.09,1.51,22.91,65.43,15.49,1386.0,21163.0,0.63
014680,KOSPI,15.7,2.1,12.13,10601.2,11.38,13662.0,102067.0,1.21
014710,KOSPI,,0.88,-5.02,37.22,16.42,-1885.0,11449.0,0.5
014790,KOSPI,5.72,0.2,1.52,15.34,7.06,429.0,12558.0,0.0
014820,KOSPI,9.8,0.68,4.47,14.41,5.8,2163.0,31052.0,2.83
014825,KOSPI,9.8,0.68,4.47,14.41,5.8,2163.0,31052.0,2.83
014910,KOSPI,13.91,0.86,6.27,,17.97,141.0,2275.0,0.25
014915,KOSPI,13.91,0.86,6.27,,17.97,141.0,2275.0,0.25
014940,KOSDAQ,9.63,1.46,7.27,11.9,7.13,462.0,3041.0,12.0
014950,KOSDAQ,,1.42,45.23,35.58,15.93,-160.0,7231.0,0.39
014970,KOSDAQ,10.65,1.15,51.39,14.41,9.25,425.0,3926.0,2.32
014990,KOSPI,36.09,1.41,6.28,7.14,11.36,103.0,2632.0,0.0
015020,KOSPI,,0.51,34.37,37.03,85.41,-171.0,1807.0,0.0
015230,KOSPI,4.87,0.49,10.94,65.43,1.96,1392.0,13801.0,2.65
015260,KOSPI,,0.69,-1.05,63.01,-12.34,-263.0,406.0,12.0
015590,KOSPI,,0.82,-23.13,65.43,8.9,-83.0,2609.0,0.0
0155E0,KOSDAQ,,6.82,-33.0,31.16,-64.56,-1940.0,1788.0,0.0
0156T0,KOSDAQ,6.08,0.62,6.17,45.07,2.87,1409.0,13925.0,0.0
015710,KOSDAQ,15.08,0.39,4.93,31.78,3.49,195.0,7524.0,5.09
015750,KOSDAQ,2.74,0.27,1.06,8.13,3.84,2183.0,22496.0,3.34
015760,KOSPI,2.53,0.39,0.95,3.44,5.39,12213.0,78939.0,5.0
015860,KOSPI,,0.49,3.1,45.96,-0.61,-472.0,13918.0,2.95
015890,KOSPI,5.11,0.43,1.89,20.76,3.08,931.0,11093.0,5.25
016090,KOSPI,4.71,0.22,2.37,7.14,1.41,296.0,6312.0,5.73
016100,KOSDAQ,,0.46,-6.78,14.41,-10.4,-483.0,2741.0,12.0
016250,KOSDAQ,,0.19,-0.66,15.34,7.56,-8008.0,62931.0,0.0
016380,KOSPI,3.02,0.25,3.05,22.68,5.08,1856.0,22176.0,5.35
016450,KOSPI,,0.37,5.27,7.14,7.27,-63.0,11640.0,11.53
0164H0,KOSDAQ,14.22,,,14.22,,,,
016580,KOSPI,9.14,0.44,20.67,35.58,5.42,1100.0,23019.0,2.99
016590,KOSPI,12.41,0.48,6.81,14.41,6.22,812.0,20891.0,2.23
0165X0,KOSDAQ,14.22,,,14.22,,,,
016600,KOSDAQ,6.92,0.24,40.15,13.18,12.86,355.0,10372.0,0.0
016610,KOSPI,4.06,0.32,-0.42,5.13,19.81,2525.0,31747.0,5.37
016670,KOSDAQ,1.62,0.26,1.38,30.03,-3.73,1467.0,9089.0,0.0
016710,KOSPI,4.49,0.23,2.0,5.46,1.16,1542.0,29540.0,3.61
016740,KOSPI,5.5,0.38,2.4,8.13,1.53,723.0,10340.0,3.02
016790,KOSDAQ,94.57,2.49,21.89,37.22,28.7,11.0,399.0,12.0
016800,KOSPI,5.15,0.38,11.01,931.27,9.73,5239.0,70557.0,3.7
016880,KOSPI,2.89,0.8,0.56,11.75,5.65,634.0,2299.0,12.0
016920,KOSDAQ,,0.38,5.27,63.01,13.48,-9.0,3025.0,0.88
017000,KOSDAQ,3.3,0.22,8.15,15.34,4.05,722.0,10656.0,12.0
017040,KOSPI,,,-10.73,45.96,-5.41,-1344.0,-204.0,0.0
017180,KOSPI,,0.44,-25.44,35.58,12.58,-49.0,2874.0,12.0
017250,KOSDAQ,6.31,0.47,2.32,63.01,6.6,166.0,2215.0,9.0
017370,KOSPI,4.64,0.34,0.71,8.13,4.13,749.0,10336.0,0.86
017390,KOSPI,12.23,0.19,3.32,5.46,-5.56,4490.0,286053.0,5.01
017480,KOSDAQ,7.05,0.37,11.04,22.68,-5.0,677.0,12897.0,6.28
017510,KOSDAQ,8.97,1.19,9.22,45.96,6.24,820.0,6191.0,2.99
017550,KOSPI,6.1,0.54,13.07,65.43,4.75,297.0,3370.0,0.55
017650,KOSDAQ,15.86,0.33,4.19,14.41,1.96,681.0,32927.0,0.93
017670,KOSPI,25.32,1.22,4.82,19.9,6.0,3480.0,72456.0,1.88
017800,KOSPI,7.75,2.42,11.14,65.43,9.7,9398.0,30029.0,19.24
017810,KOSPI,7.66,0.96,2.05,37.22,5.01,1148.0,9155.0,1.16
017860,KOSPI,,0.78,11.2,10601.2,21.29,-689.0,15403.0,0.08
017890,KOSDAQ,7.61,0.49,5.56,10601.2,4.72,1856.0,28601.0,0.78
017900,KOSPI,54.61,2.15,65.57,63.01,85.7,192.0,4871.0,0.48
017940,KOSPI,3.71,0.25,1.71,5.46,3.63,25309.0,372736.0,4.84
017960,KOSPI,10.57,1.6,8.25,11.9,5.86,1978.0,13032.0,1.53
018000,KOSDAQ,,3.02,-9.93,,-92.9,-109.0,405.0,0.0
018120,KOSDAQ,11.16,1.23,6.16,17.65,4.62,1494.0,13514.0,7.49
018250,KOSPI,17.11,0.68,7.21,27.72,6.1,655.0,16390.0,1.79
018260,KOSPI,25.94,1.63,13.99,27.17,7.1,8386.0,133300.0,1.47
018290,KOSDAQ,10.43,1.52,8.3,27.72,4.04,1112.0,7629.0,12.0
018310,KOSDAQ,41.72,0.32,5.22,,-0.28,353.0,45488.0,2.04
018470,KOSPI,7.02,0.56,7.17,20.76,11.78,715.0,8964.0,0.0
018500,KOSPI,1.32,0.32,0.58,8.13,3.03,1016.0,4167.0,3.71
018620,KOSDAQ,,0.58,4.79,35.58,7.6,-360.0,4613.0,0.0
018670,KOSPI,7.17,0.57,3.28,5.46,7.77,33341.0,420856.0,3.77
018680,KOSDAQ,13.11,0.56,12.09,35.58,21.88,149.0,3477.0,12.0
018700,KOSDAQ,,0.54,-4.34,27.72,-12.75,-108.0,2529.0,0.0
018880,KOSPI,,0.83,23.03,8.13,6.28,-6.0,4008.0,0.0
019010,KOSDAQ,0.69,0.3,12.93,10.11,8.71,7016.0,16190.0,1.45
019170,KOSPI,,1.78,29.43,35.58,19.28,-15.0,5162.0,0.0
019175,KOSPI,,1.78,29.43,35.58,19.28,-15.0,5162.0,0.0
019180,KOSPI,1.19,0.33,1.25,8.13,1.33,4212.0,15034.0,2.4
019210,KOSDAQ,6.55,0.98,12.82,65.43,9.71,2014.0,13500.0,1.44
019490,KOSPI,,5.51,-2.66,31.78,-11.11,-212.0,98.0,0.0
019540,KOSDAQ,1.43,0.31,0.73,8.13,1.65,3547.0,16155.0,2.96
019550,KOSDAQ,5.39,0.51,-5.5,13.18,6.27,183.0,1918.0,0.0
019570,KOSDAQ,,0.54,-1.02,13.18,10.84,-41.0,5377.0,0.0
019660,KOSDAQ,,2.2,-5.01,,-6.36,-459.0,682.0,12.0
019680,KOSPI,,0.26,2.24,8.31,5.24,-745.0,6453.0,7.27
019685,KOSPI,,0.26,2.24,8.31,5.24,-745.0,6453.0,7.27
019770,KOSDAQ,3.52,0.35,2.69,8.13,1.79,919.0,9200.0,2.01
0197V0,KOSDAQ,14.22,,,14.22,,,,
019990,KOSDAQ,,1.37,311.7,65.43,-14.85,-322.0,3896.0,1.87
020000,KOSPI,6.44,0.24,3.13,7.14,2.97,2518.0,67573.0,4.63
020120,KOSPI,27.02,1.57,15.59,19.31,14.06,332.0,5707.0,12.0
020150,KOSPI,,1.18,-180.91,63.01,-34.39,-1556.0,32887.0,12.0
020180,KOSDAQ,2.49,0.64,4.98,27.17,3.15,1614.0,6277.0,6.23
020400,KOSDAQ,,0.43,-15.05,8.13,10.04,-475.0,6517.0,1.08
020560,KOSPI,,12.14,11.76,,10.63,-5754.0,644.0,12.0
020710,KOSDAQ,2.62,0.38,5.99,10.11,1.72,1431.0,9834.0,9.04
020760,KOSPI,,1.53,443.45,,-29.01,-65.0,589.0,0.0
021040,KOSDAQ,,0.47,1.51,22.68,13.44,-145.0,1933.0,12.0
021045,KOSDAQ,,0.47,1.51,22.68,13.44,-145.0,1933.0,12.0
021050,KOSPI,5.76,0.32,-5.43,20.76,9.16,192.0,3453.0,12.0
021080,KOSDAQ,6.98,0.49,2.54,13.18,1.14,301.0,4305.0,6.65
021320,KOSDAQ,2.67,0.2,1.12,15.34,3.89,2206.0,28749.0,3.4
021650,KOSDAQ,8.25,0.32,3.32,8.13,2.22,239.0,6096.0,5.07
021820,KOSPI,2.57,0.16,1.76,8.13,-7.47,4128.0,67916.0,1.89
