date,ticker,name,close,change,volume,indiv,organ,frgn,foreign_ratio,open,high,low,amount,marcap,shares,market
20170403,000020,동화약품,9370,280,183606,-44566,-357,44905,8.5625,9130,9380,9130,1711832960,261717873900,27931470,KOSPI
20170403,000030,우리은행,13150,150,1009447,-99992,320355,-203332,25.265625,13000,13250,12950,13260071900,8889400000000,676000000,KOSPI
20170403,000040,KR모터스,797,12,274360,-24847,0,26383,11.5625,785,803,777,217000984,140375190778,176129474,KOSPI
20170403,000050,경방,14750,-99,34228,-96,12327,-12097,3.169921875,14950,14950,14450,502588650,404375232500,27415270,KOSPI
20170403,000060,메리츠화재,16200,200,147927,-16401,-15788,12115,17.171875,16100,16300,15950,2390733350,1787475600000,110338000,KOSPI
20170403,000070,삼양홀딩스,126000,2495,11243,-4469,1254,3316,7.01171875,124000,126500,123000,1414167000,1079098146000,8564271,KOSPI
20170403,000075,삼양홀딩스우,58600,99,76,0,,,10.2734375,58500,58900,57500,4446300,17817798800,304058,KOSPI
20170403,000080,하이트진로,20400,51,156148,36479,25816,-62296,12.6171875,20400,20400,20300,3179351450,1430725664400,70133611,KOSPI
20170403,000087,하이트진로2우B,17900,0,1946,-457,957,-500,15.46875,17950,18000,17900,34850400,20229470200,1130138,KOSPI
20170403,000100,유한양행,233000,10502,82508,-27736,32589,-4550,28.59375,225000,234000,224000,19083860000,2718153768000,11665896,KOSPI
20170403,000105,유한양행우,165000,2005,82,59,,-59,0.64013671875,164500,165000,164000,13509000,38971020000,236188,KOSPI
20170403,000120,CJ대한통운,167000,500,31550,704,4703,-5395,15.21875,165500,167500,164000,5244294500,3809661448000,22812344,KOSPI
20170403,000140,하이트진로홀딩스,11200,-250,22166,7563,-3487,-3979,6.55859375,11300,11400,11150,248806050,259915768000,23206765,KOSPI
20170403,000145,하이트진로홀딩스우,10000,-100,236,212,,-212,19.4375,10150,10150,10000,2361550,4708100000,470810,KOSPI
20170403,000150,두산,94400,-303,26240,2412,-380,-1927,8.75,94600,95400,94300,2486298600,1907530227200,20206888,KOSPI
20170403,000155,두산우,66300,297,2937,-1218,1667,-549,3.830078125,66000,66400,66000,194431700,292454206200,4411074,KOSPI
20170403,000157,두산2우B,66000,498,151,0,,,0.0200042724609375,66000,66000,65600,9958400,65055210000,985685,KOSPI
20170403,000180,성창기업지주,3075,10,227879,-46964,-14,44813,2.75,3070,3080,3050,697591830,214486170000,69751600,KOSPI
20170403,000210,대림산업,81100,202,111413,-6770,30300,-22363,33.9375,80900,81300,80200,9024060800,2822280000000,34800000,KOSPI
20170403,000215,대림산업우,28300,-99,1264,766,-507,-289,14.640625,28400,28400,28200,35706200,107540000000,3800000,KOSPI
20170403,000220,유유제약,9200,220,36432,-6423,-3,6426,2.23046875,8980,9240,8900,331624580,56684935200,6161406,KOSPI
20170403,000225,유유제약1우,5830,-50,1703,0,,,3.779296875,5860,5870,5730,9898150,6608100950,1133465,KOSPI
20170403,000227,유유제약2우B,12150,-50,98,0,,,0.0,12000,12150,11950,1179200,1993572000,164080,KOSPI
20170403,000230,일동홀딩스,19800,100,29039,2252,2525,-4777,10.6796875,19950,19950,19400,574812550,143011677600,7222812,KOSPI
20170403,000240,한국타이어월드와이드,19350,-99,52393,21893,-8687,-13209,7.171875,19550,19550,19300,1015709250,1799940347550,93020173,KOSPI
20170403,000250,삼천당제약,14900,799,501722,-131315,38720,98180,2.619140625,14000,15000,14000,7373986550,329376613700,22105813,KOSDAQ
20170403,000270,기아차,36850,-200,854514,150721,-85035,-72269,37.875,37050,37250,36500,31388238350,14937639336950,405363347,KOSPI
20170403,000300,대유플러스,1050,5,75758,-2789,-18,-7534,2.7109375,1070,1070,1040,79543970,92526552300,88120526,KOSPI
20170403,000320,노루홀딩스,14700,-250,8566,-636,-7,558,1.1201171875,14950,14950,14550,125423700,194019581700,13198611,KOSPI
20170403,000325,노루홀딩스우,14900,351,1974,0,,,0.35009765625,14550,14900,14550,28853250,2760225000,185250,KOSPI
20170403,000327,노루홀딩스2우B,17550,51,2592,0,,,1.0,17450,17950,17350,45559250,1624077000,92540,KOSPI
20170403,000370,한화손해보험,7020,50,65541,-2621,-22336,19452,11.1171875,6980,7040,6970,459489190,636987183300,90738915,KOSPI
20170403,000390,삼화페인트,8640,70,23322,-857,-2142,2997,11.078125,8570,8640,8570,201043390,219358143360,25388674,KOSPI
20170403,000400,롯데손해보험,2500,10,358192,-49045,1745,49300,8.140625,2500,2520,2480,895810185,335700000000,134280000,KOSPI
20170403,000430,대원강업,4760,20,35453,-10822,-14,836,1.8798828125,4790,4790,4725,168274285,295120000000,62000000,KOSPI
20170403,000440,중앙에너비스,31500,-200,1065,72,-72,,0.0,32000,32000,31450,33676050,39230919000,1245426,KOSDAQ
20170403,000480,조선내화,86800,603,910,-211,208,13,2.98046875,86400,86900,86300,78824800,347200000000,4000000,KOSPI
20170403,000490,대동공업,6820,60,23998,-1414,-5,2419,1.8701171875,6780,6830,6750,163038220,161826392200,23728210,KOSPI
20170403,000500,가온전선,23250,251,6770,-729,-98,827,4.51953125,23000,23350,22850,156358350,96728067750,4160347,KOSPI
20170403,000520,삼일제약,8360,80,10231,-1050,-1,1138,1.4404296875,8280,8370,8280,85369470,45980000000,5500000,KOSPI
20170403,000540,흥국화재,3895,5,5410,3390,,14,0.60009765625,3915,3915,3840,21093265,250225102275,64242645,KOSPI
20170403,000545,흥국화재우,3870,-25,1086,0,,,0.1800537109375,3895,3895,3855,4212090,2972160000,768000,KOSPI
20170403,000547,흥국화재2우B,18850,-349,7253,-285,,285,1.009765625,19100,19200,18700,137553150,2895360000,153600,KOSPI
20170403,000590,CS홀딩스,85500,0,405,-285,305,-12,0.72021484375,85500,85500,84500,34599000,98708211000,1154482,KOSPI
20170403,000640,동아쏘시오홀딩스,139500,7498,49287,-10950,12173,-1349,17.890625,133500,140500,132000,6796564500,856238863500,6137913,KOSPI
20170403,000650,천일고속,94600,704,1597,-186,-1,155,0.7099609375,94000,94800,93300,150069600,135204212000,1429220,KOSPI
20170403,000660,SK하이닉스,51800,1298,2361892,-949297,459540,497273,50.6875,50800,51900,50700,121772174100,37710522507000,728002365,KOSPI
20170403,000670,영풍,953000,-7976,2156,-185,681,-496,2.66015625,954000,964000,940000,2052803000,1755464120000,1842040,KOSPI
20170403,000680,LS네트웍스,3025,5,8971,-183,-15,,0.1500244140625,3025,3030,3005,27076475,238379123400,78803016,KOSPI
20170403,000700,유수홀딩스,7000,540,68477,-9603,-4,8862,6.0390625,6400,7000,6400,460817130,182292684000,26041812,KOSPI
20170403,000720,현대건설,47750,-1752,799507,193739,-230838,35563,30.625,49500,49550,47400,38206959700,5317237778750,111355765,KOSPI
20170403,000725,현대건설우,51700,-302,1866,-27,,27,2.970703125,51600,53200,51100,96802200,5110855200,98856,KOSPI
20170403,000760,이화산업,19200,0,840,2,-2,,0.040008544921875,19150,19400,19000,16072250,53760000000,2800000,KOSPI
20170403,000810,삼성화재,267000,-992,56967,-6972,3007,3370,46.53125,268000,271500,266000,15288377500,12649081479000,47374837,KOSPI
20170403,000815,삼성화재우,177000,-1499,2954,925,804,-1729,58.1875,178000,179500,176500,525038500,564984000000,3192000,KOSPI
20170403,000850,화천기공,50400,0,847,316,-317,1,14.96875,49900,50400,49850,42332450,110880000000,2200000,KOSPI
20170403,000860,강남제비스코,36650,652,8290,-2160,1116,933,9.140625,36150,36850,35500,302055700,238225000000,6500000,KOSPI
20170403,000880,한화,35750,-151,200293,14751,-28685,11006,28.28125,36000,36200,35450,7160163450,2679774776250,74958735,KOSPI
20170403,000885,한화우,19400,251,493,1,,-1,1.1796875,19450,19450,19250,9527550,9298303600,479294,KOSPI
20170403,00088K,한화3우B,16350,-100,20305,-1460,-855,3600,9.1015625,16400,16450,16300,331756800,367417200000,22472000,KOSPI
20170403,000890,보해양조,1275,5,1724206,-106158,1,105873,0.509765625,1270,1285,1260,2196137710,123127446150,96570546,KOSPI
20170403,000910,유니온,4120,0,34697,2155,-84,-2071,1.23046875,4150,4160,4115,143218710,64319870280,15611619,KOSPI
20170403,000950,전방,27250,49,1560,-51,,51,0.2900390625,27200,27700,27050,42317150,45780000000,1680000,KOSPI
20170403,000970,한국주철관,9210,-90,14740,224,-6,-218,1.4404296875,9300,9320,9120,135749020,209992605000,22800500,KOSPI
20170403,000990,동부하이텍,20350,1249,1202298,-378025,-10413,397495,18.609375,19250,20450,19150,24177136700,902885381200,44367832,KOSPI
20170403,000995,동부하이텍1우,36050,748,4028,-11,,11,1.259765625,35000,36400,35000,144856450,4048991800,112316,KOSPI
20170403,001000,신라섬유,2205,-30,31574,2284,0,-2284,3.859375,2210,2225,2170,69046625,53531975700,24277540,KOSDAQ
20170403,001020,페이퍼코리아,563,8,4969591,194875,-849,-183526,0.8798828125,548,572,548,2789527736,126318652528,224367056,KOSPI
20170403,001040,CJ,177000,2993,81215,-21135,26485,-4874,19.921875,174000,177500,173500,14252333500,5164328646000,29176998,KOSPI
20170403,001045,CJ우,72700,1103,4374,204,139,-43,8.390625,71600,72700,71400,315411100,164318212100,2260223,KOSPI
20170403,001060,JW중외제약,46850,2201,285899,-52547,10298,43563,3.380859375,44650,47150,44500,13208771550,895636697200,19117112,KOSPI
20170403,001065,JW중외제약우,23400,250,666,0,,,0.0,23150,23550,22800,15409050,3765247200,160908,KOSPI
20170403,001067,JW중외제약2우B,36500,500,1403,46,,-46,0.35009765625,36350,36800,36200,51251250,3081950500,84437,KOSPI
20170403,001070,대한방직,112000,-2496,1873,5,,24,1.01953125,114500,114500,107500,208269500,118720000000,1060000,KOSPI
20170403,001080,만호제강,19700,251,12270,-2691,5324,366,3.390625,19500,19700,19350,239651350,81755000000,4150000,KOSPI
20170403,001120,LG상사,31350,-850,249549,81410,-52451,-24593,16.21875,32500,32600,31250,7914315700,1215126000000,38760000,KOSPI
20170403,001130,대한제분,177000,1003,1125,-327,184,143,12.8984375,175500,177500,174000,197845500,299130000000,1690000,KOSPI
20170403,001140,국보,20200,100,4988,72,,-42,0.5,20100,20350,20000,99379900,20751540800,1027304,KOSPI
20170403,001200,유진투자증권,2855,10,213988,-38762,1414,39080,9.2578125,2845,2860,2785,605225900,276553623390,96866418,KOSPI
20170403,001210,금호전기,10050,230,8357,-1044,,1044,2.669921875,10000,10150,9890,83843090,69506312550,6916051,KOSPI
20170403,001230,동국제강,12100,-700,1010017,339592,-150089,-185711,31.0625,12700,12700,11950,12338842950,1154736117700,95432737,KOSPI
20170403,001250,GS글로벌,3125,-20,335450,9869,-19,-10517,3.98046875,3170,3170,3100,1049719560,257918012500,82533764,KOSPI
20170403,001260,남광토건,6890,30,6965,-297,,297,0.1700439453125,6790,6990,6790,48251650,67497574950,9796455,KOSPI
20170403,001270,부국증권,18700,-100,5602,-53,502,0,0.77978515625,18800,18850,18650,105076650,193916868200,10369886,KOSPI
20170403,001275,부국증권우,18150,51,729,-437,437,,14.7734375,18150,18150,18150,13231350,54450000000,3000000,KOSPI
20170403,001290,골든브릿지증권,992,2,38314,4952,,-2152,0.68994140625,997,998,990,38123702,63227170464,63737067,KOSPI
20170403,001340,백광산업,2880,-30,203690,91836,,-21769,0.9501953125,2915,2960,2750,586300495,129365012160,44918407,KOSPI
20170403,001360,삼성제약,3815,195,280532,-54523,,44009,1.5400390625,3640,3860,3620,1056328855,151507269550,39713570,KOSPI
20170403,001380,SG충방,3755,-315,1987055,-69180,,66198,0.35009765625,4000,4010,3740,7655594720,156761749850,41747470,KOSPI
20170403,001390,KG케미칼,13700,0,11847,-3046,219,2770,6.94140625,13650,13700,13600,161783250,158604461600,11576968,KOSPI
