ticker,ksic
092440,29293
092460,31114
092600,2611
092630,76190
092730,20423
092780,301
092790,2419
092870,29271
092970,64999
093050,14111
093190,263
093230,467
093240,14112
093320,63112
093370,20129
093380,259
093400,76190
093410,76190
093520,4659
093640,2611
093730,71531
093820,64201
093920,2642
094170,2611
094190,26299
094280,759
094360,261
094480,58221
094520,64999
094700,2629
094800,642
094820,423
094840,264
094850,752
094860,58221
094940,263
094950,64201
094970,2629
095190,259
095270,272
095300,29133
095340,465
095500,2229
095570,76320
095610,29271
095660,5821
095700,70113
095720,85120
095910,2811
096040,467
096240,855
096250,58221
096300,64201
096350,251
096530,2130
096610,2612
096630,26422
096640,2629
096690,26329
096760,64992
096770,192
096870,2611
097230,41221
097520,26519
097780,303
097800,2612
097870,2031
097950,108
098070,251
098120,2629
098150,64201
098400,2611
098460,29271
098660,1419
099190,27112
099210,76190
099220,4659
099320,3131
099340,64201
099350,64201
099390,58221
099410,31114
099430,211
099440,29221
099520,26519
099660,25130
099750,58222
099830,591
100030,58222
100090,2413
100120,27199
100130,2511
100220,5811
100250,222
100590,2642
100660,29142
100700,213
100790,649
100840,29176
101000,292
101060,602
101140,46510
101160,262
101170,29142
101240,20131
101330,2642
101360,282
101380,76190
101390,262
101400,2611
101490,2629
101530,108
101670,2511
101680,29223
101730,5821
101790,68129
101930,31114
101970,2512
101990,30
102000,76190
102120,2612
102210,31114
102260,20202
102280,14120
102370,4610
102460,212
102710,2049
102940,2110
103130,261
103140,242
103150,11
103160,46
103230,29111
103590,2830
103650,26292
103840,103
104040,30399
104110,292
104120,292
104200,639
104460,29163
104480,20501
104540,27112
104620,75210
104700,2411
104830,20121
105070,24312
105330,303
105380,6811
105550,2629
105560,64992
105630,14199
105740,29133
105760,291
105840,27216
106080,2629
106190,211
106240,28410
106520,273
107590,649
107600,2049
107640,281
108070,27
108230,292
108320,2612
108380,31114
108490,29299
108670,2222
108790,4791
108860,5822
108890,76190
109070,264
109080,26410
109610,25112
109670,14199
109740,29272
109820,70113
109860,24312
109960,467
110020,2049
110310,2629
110500,292
110570,2612
110660,25933
110790,1419
110990,29272
111110,14199
111380,151
111610,42
111710,91121
111770,46800
111820,639
111870,265
112040,5821
112240,2229
112290,20491
112610,2511
113810,303
114090,91249
114120,262
114130,76190
114140,76190
114190,289
114410,56130
114450,211
114570,468
114630,20501
114810,2927
114840,204
115160,465
115180,70113
115310,61299
115390,22299
115440,2641
115450,467
115480,27112
115500,62021
115530,262
115570,2221
115610,2611
115960,22232
117580,35200
117670,2611
117730,29271
117930,501
118000,4659
118990,303
119250,68
119500,259
119610,271
119650,291
119830,739
119850,28111
119860,58221
120030,2599
120110,205
120240,201
120780,303
121440,461
121550,681
121600,2049
121800,26421
121850,222
121890,2629
121910,64999
121950,6619
122050,28422
122290,64999
122310,27111
122350,303
122450,60221
122640,29271
122690,303
122750,6619
122800,24311
122870,59201
122900,46800
122990,2629
123010,262
123040,303
123100,29271
123160,649
123260,2612
123290,66199
123300,64
123330,204
123410,303
123420,5821
123550,64999
123570,71310
123690,46443
123700,303
123750,31991
123840,108
123860,2611
123890,642
123910,64999
124050,66
124500,62021
124560,5299
125020,283
125210,2629
