date,market,score,score_rv,volatility,volatility_rv,momentum,strength,trend,risk,safe,breadth,raw_vol20,raw_volsrc,raw_vk,raw_mom,raw_trend,raw_risk,raw_safe,raw_strength,raw_bread,raw_nh,raw_nl
20051201,KOSDAQ,81.9,81.9,72.491,72.491,,,91.078,91.45,91.822,,12.238,14.026,,29.169,19.179,11.953,21.563,14.496,20.01,131.0,3.0
20051202,KOSDAQ,82.3,82.3,73.704,73.704,,,90.741,91.111,91.481,,12.196,13.995,,29.904,18.859,11.646,21.477,15.855,20.566,141.0,1.0
20051205,KOSDAQ,79.8,79.8,67.897,67.897,,,91.513,91.513,92.251,,12.681,14.349,,31.873,20.057,12.122,21.938,18.46,21.355,164.0,1.0
20051206,KOSDAQ,79.3,79.3,67.279,67.279,,,90.809,91.544,92.647,,12.78,14.421,,31.531,19.913,12.222,22.22,14.609,21.269,130.0,1.0
20051207,KOSDAQ,69.7,69.7,52.381,52.381,,,87.912,84.982,88.645,,17.566,17.916,,27.897,16.02,8.105,18.215,7.248,19.315,66.0,2.0
20051208,KOSDAQ,67.1,67.1,50.73,50.73,,,85.401,78.467,87.956,,17.983,18.221,,26.899,13.997,6.724,16.8,7.135,18.227,65.0,2.0
20051209,KOSDAQ,67.2,67.2,49.818,49.818,,,84.0,86.545,82.909,,18.118,18.319,,26.582,13.389,8.508,13.789,6.002,16.556,56.0,3.0
20051212,KOSDAQ,67.7,67.7,49.638,49.638,,,85.87,84.783,87.319,,18.128,18.327,,27.483,14.131,8.12,16.479,7.814,16.852,73.0,4.0
20051213,KOSDAQ,68.1,68.1,50.181,50.181,,,87.004,84.838,85.199,,18.042,18.264,,28.067,14.777,8.187,15.454,7.458,17.475,69.0,3.0
20051214,KOSDAQ,68.6,68.6,50.0,50.0,,,86.331,88.129,87.77,,18.045,18.266,,28.439,14.701,9.405,16.695,7.571,17.948,72.0,5.0
20051215,KOSDAQ,65.2,65.2,46.953,46.953,,,83.154,83.513,84.229,,18.338,18.48,,27.743,13.481,8.098,15.322,7.458,17.034,70.0,4.0
20051216,KOSDAQ,39.5,39.5,10.714,10.714,,,67.857,66.786,72.5,,23.119,21.971,,23.073,8.309,4.474,9.87,3.729,13.738,46.0,13.0
20051219,KOSDAQ,39.1,39.1,9.964,9.964,,,69.751,62.278,75.089,,23.185,22.02,,23.936,8.608,3.043,10.499,7.232,12.435,76.0,12.0
20051220,KOSDAQ,33.7,33.7,9.574,9.574,,,63.121,43.617,70.922,,23.487,22.24,,22.82,7.643,-0.112,9.537,6.215,11.964,64.0,9.0
20051221,KOSDAQ,33.4,33.4,13.428,13.428,,,53.71,46.643,65.724,,22.52,21.534,,23.153,5.908,0.281,8.06,5.085,12.562,53.0,8.0
20051222,KOSDAQ,17.0,17.0,7.042,7.042,,,30.986,13.38,41.549,,26.702,24.587,,18.047,0.489,-4.091,3.01,2.034,9.987,29.0,11.0
20051223,KOSDAQ,13.2,13.2,7.368,7.368,,,23.86,3.509,35.088,,26.284,24.282,,17.261,-1.284,-6.411,1.747,1.695,7.919,28.0,13.0
20051226,KOSDAQ,13.5,13.5,7.343,7.343,,,26.224,3.497,31.818,,26.487,24.43,,18.227,-0.833,-6.54,0.841,3.054,7.782,31.0,4.0
20051227,KOSDAQ,12.5,12.5,6.969,6.969,,,24.042,0.348,34.843,,26.751,24.623,,16.21,-1.265,-8.626,1.528,2.144,7.626,27.0,8.0
20051228,KOSDAQ,10.3,10.3,8.333,8.333,,,17.014,0.694,20.833,,25.486,23.7,,16.466,-2.966,-8.417,-1.72,2.144,6.732,24.0,5.0
20051229,KOSDAQ,10.4,10.4,8.651,8.651,,,16.609,0.346,22.145,,24.876,23.254,,17.971,-3.525,-9.144,-1.583,2.931,5.013,32.0,6.0
20051230,KOSDAQ,9.4,9.4,9.31,9.31,,,12.414,0.0,20.0,,24.576,23.035,,17.713,-4.371,-9.657,-2.098,,,,
20060102,KOSDAQ,10.6,10.6,6.873,6.873,,,19.244,2.062,24.055,,27.174,24.932,,21.66,-2.728,-8.364,-1.223,6.546,7.31,61.0,3.0
20060103,KOSDAQ,13.1,13.1,6.849,6.849,,,23.973,4.11,35.959,,27.522,25.186,,22.703,-1.713,-7.3,1.568,5.305,6.799,49.0,2.0
20060104,KOSDAQ,20.6,20.6,8.874,8.874,,,36.86,14.334,54.266,,26.123,24.165,,23.273,1.513,-4.326,5.527,3.608,6.542,33.0,1.0
20060105,KOSDAQ,21.0,21.0,8.844,8.844,,,36.735,17.347,54.422,,26.13,24.17,,22.325,1.489,-3.896,5.532,4.284,7.942,41.0,3.0
20060106,KOSDAQ,22.8,22.8,8.136,8.136,,,40.0,14.237,76.271,,26.551,24.477,,23.721,2.886,-4.352,10.687,6.074,8.583,57.0,3.0
20060109,KOSDAQ,23.1,23.1,8.446,8.446,,,39.527,23.311,61.824,,26.513,24.45,,24.479,2.79,-2.843,7.152,6.637,8.533,62.0,3.0
20060110,KOSDAQ,19.3,19.3,7.407,7.407,,,33.333,18.519,50.505,,26.837,24.686,,22.608,0.774,-3.701,4.815,4.499,7.583,44.0,4.0
20060111,KOSDAQ,17.8,17.8,7.718,7.718,,,30.872,14.094,45.973,,26.762,24.631,,22.146,0.102,-4.381,4.005,3.712,7.481,37.0,4.0
20060112,KOSDAQ,17.3,17.3,7.692,7.692,,,30.769,12.04,44.816,,26.767,24.635,,21.434,0.063,-4.788,3.739,3.825,6.506,37.0,3.0
20060113,KOSDAQ,28.1,28.1,14.333,14.333,,,46.667,23.333,64.667,,23.564,22.296,,21.752,4.182,-3.027,7.519,3.251,6.751,33.0,4.0
20060116,KOSDAQ,29.8,29.8,14.286,14.286,,,47.508,31.894,66.113,,23.649,22.358,,22.776,4.368,-1.783,7.748,4.927,10.915,48.0,4.0
20060117,KOSDAQ,26.8,26.8,11.258,11.258,,,40.066,38.742,56.623,,24.895,23.268,,19.855,2.833,-0.79,6.053,2.464,10.05,25.0,3.0
20060118,KOSDAQ,15.9,15.9,6.601,6.601,,,20.462,30.363,29.373,,29.219,26.426,,14.552,-2.007,-1.914,0.312,1.451,8.613,20.0,7.0
20060119,KOSDAQ,28.3,28.3,11.184,11.184,,,37.5,54.934,49.671,,25.518,23.723,,13.881,1.631,0.907,4.572,1.562,8.23,24.0,10.0
20060120,KOSDAQ,15.4,15.4,6.557,6.557,,,16.066,36.066,25.574,,32.789,29.032,,7.189,-3.75,-1.194,-0.546,-1.228,7.533,17.0,28.0
20060123,KOSDAQ,3.5,3.5,6.536,6.536,,,0.0,0.98,0.98,12.745,46.504,39.047,,-3.213,-13.924,-8.795,-10.259,-8.147,3.969,7.0,80.0
20060124,KOSDAQ,4.7,4.7,6.515,6.515,,,0.326,5.212,5.863,12.052,48.015,40.15,,-0.629,-10.178,-6.777,-6.753,-2.344,3.18,7.0,28.0
20060125,KOSDAQ,7.7,7.7,6.494,6.494,,,5.844,10.065,16.234,24.026,50.358,41.861,,3.024,-7.13,-5.262,-2.713,0.668,8.002,9.0,3.0
20060126,KOSDAQ,8.2,8.2,6.472,6.472,,,6.796,11.974,15.21,26.861,50.501,41.966,,4.678,-6.878,-4.948,-2.822,1.002,9.948,12.0,3.0
20060127,KOSDAQ,13.2,13.2,6.452,6.452,,,17.742,19.355,27.742,41.29,52.467,43.401,,8.316,-3.434,-3.81,-0.208,1.67,13.026,16.0,1.0
20060130,KOSDAQ,7.7,7.7,6.752,6.752,,,7.395,6.109,18.006,0.0,50.601,42.039,,8.083,-6.792,-6.453,-2.514,,,,
20060131,KOSDAQ,8.2,8.2,6.731,6.731,,,8.654,6.09,19.872,36.859,50.942,42.288,,9.844,-6.109,-6.465,-2.126,1.67,12.229,17.0,2.0
20060201,KOSDAQ,3.8,3.8,6.39,6.39,,,0.319,0.958,3.834,23.003,52.653,43.537,,5.034,-10.708,-8.844,-7.534,1.114,7.831,13.0,3.0
20060202,KOSDAQ,4.2,4.2,6.369,6.369,,,0.955,2.866,3.822,24.204,52.773,43.625,,5.354,-9.804,-8.294,-7.769,1.893,8.014,19.0,2.0
20060203,KOSDAQ,3.5,3.5,6.349,6.349,,,0.0,1.905,0.0,17.143,53.335,44.035,,1.51,-14.175,-8.563,-16.115,-0.668,6.393,13.0,19.0
20060206,KOSDAQ,3.3,3.3,6.646,6.646,,,0.0,0.0,0.316,22.785,53.217,43.948,,1.929,-14.452,-9.717,-12.477,-0.111,7.658,12.0,13.0
20060207,KOSDAQ,4.1,4.1,6.309,6.309,,,0.946,3.785,0.631,27.129,53.448,44.117,,2.563,-12.708,-8.124,-11.024,0.668,8.977,9.0,3.0
20060208,KOSDAQ,4.4,4.4,6.604,6.604,,,0.943,5.031,0.629,27.358,53.424,44.1,,1.332,-13.529,-7.568,-12.38,0.111,9.081,9.0,8.0
20060209,KOSDAQ,4.8,4.8,6.27,6.27,,,1.567,7.21,0.94,33.856,53.729,44.323,,2.122,-12.441,-6.672,-12.324,0.445,11.167,9.0,5.0
20060210,KOSDAQ,5.2,5.2,6.25,6.25,,,1.875,8.75,1.25,42.5,53.837,44.401,,2.847,-12.157,-6.434,-11.4,0.334,12.988,9.0,6.0
20060213,KOSDAQ,5.3,5.3,6.854,6.854,,,1.246,9.346,0.312,34.579,53.452,44.12,,2.29,-13.479,-6.375,-12.604,0.223,11.513,9.0,7.0
20060214,KOSDAQ,6.0,6.0,8.075,8.075,,,2.484,6.211,3.416,27.64,53.226,43.955,,2.138,-11.602,-7.186,-10.072,0.668,9.722,12.0,6.0
20060215,KOSDAQ,8.2,8.2,9.598,9.598,,,4.025,10.836,6.502,24.768,51.809,42.921,,-0.115,-9.626,-5.999,-7.732,-0.445,8.185,11.0,15.0
20060216,KOSDAQ,9.4,9.4,9.568,9.568,,,6.173,14.198,8.025,33.025,52.0,43.06,,0.532,-8.577,-5.173,-7.388,-0.223,11.035,10.0,12.0
20060217,KOSDAQ,18.9,18.9,11.385,11.385,,,24.923,27.692,28.923,28.0,48.158,40.254,,1.106,-2.339,-2.939,-0.853,0.334,9.776,15.0,12.0
20060220,KOSDAQ,44.1,44.1,12.577,12.577,,,75.767,74.54,77.301,48.16,32.445,28.781,,2.022,9.201,5.284,10.373,1.336,14.325,17.0,5.0
20060221,KOSDAQ,41.0,41.0,12.844,12.844,,,64.526,75.535,69.725,77.982,31.27,27.923,,2.566,6.967,5.485,8.063,0.891,20.872,14.0,6.0
20060222,KOSDAQ,33.1,33.1,13.415,13.415,,,45.427,67.683,44.512,78.049,28.428,25.848,,2.341,2.941,3.091,2.828,0.557,20.887,11.0,6.0
20060223,KOSDAQ,31.2,31.2,13.678,13.678,,,42.553,61.094,42.553,65.653,28.023,25.552,,3.345,2.286,1.659,2.606,1.448,18.209,15.0,2.0
20060224,KOSDAQ,29.6,29.6,19.394,19.394,,,32.121,54.545,33.333,52.727,24.78,23.184,,3.856,-0.701,0.653,0.301,0.78,16.478,14.0,7.0
20060227,KOSDAQ,31.3,31.3,18.429,18.429,,,36.858,59.517,35.65,48.64,25.287,23.554,,5.105,0.685,1.384,0.823,1.114,14.685,14.0,4.0
20060228,KOSDAQ,29.1,29.1,20.482,20.482,,,29.518,56.325,24.699,38.253,24.371,22.886,,4.913,-1.142,0.876,-1.635,1.002,12.215,16.0,7.0
20060301,KOSDAQ,53.2,53.2,52.853,52.853,,,46.246,69.069,44.444,0.0,18.773,18.798,,4.712,3.202,3.52,2.708,,,,
20060302,KOSDAQ,51.8,51.8,52.395,52.395,,,42.216,66.168,47.904,50.0,18.859,18.86,,4.043,2.22,2.71,3.511,1.448,15.215,19.0,6.0
20060303,KOSDAQ,60.6,60.6,64.776,64.776,,,49.254,71.045,48.955,40.0,15.658,16.523,,1.717,3.72,4.061,3.895,-1.002,12.473,9.0,18.0
20060306,KOSDAQ,59.7,59.7,64.583,64.583,,,49.702,69.048,41.369,51.488,15.694,16.549,,2.24,3.819,3.586,2.215,-0.445,15.95,13.0,17.0
20060307,KOSDAQ,55.0,55.0,63.501,63.501,,,40.356,64.392,29.377,47.181,16.814,17.367,,0.408,1.294,2.465,-0.427,-2.227,14.302,15.0,35.0
20060308,KOSDAQ,55.6,55.6,63.609,63.609,,,41.716,62.13,36.391,33.728,16.365,17.039,,0.054,2.112,1.879,1.04,-1.448,11.397,15.0,28.0
20060309,KOSDAQ,57.0,57.0,63.422,63.422,,,43.363,67.847,37.463,43.363,16.625,17.229,,1.201,2.435,3.225,1.206,0.891,13.198,17.0,9.0
20060310,KOSDAQ,56.5,56.5,63.529,63.529,,,41.176,67.647,38.529,34.412,16.426,17.084,,1.517,1.991,3.126,1.523,0.891,11.532,17.0,9.0
20060313,KOSDAQ,57.0,57.0,63.636,63.636,,,46.334,59.531,43.695,32.845,16.399,17.064,,1.913,2.926,1.601,2.623,0.891,11.164,14.0,6.0
20060314,KOSDAQ,55.7,55.7,62.865,62.865,,,41.228,63.743,40.351,29.24,16.727,17.304,,0.973,2.098,2.242,1.844,-0.334,10.521,10.0,13.0
20060315,KOSDAQ,59.8,59.8,66.764,66.764,,,49.854,58.017,51.895,23.907,14.874,15.95,,0.321,3.705,1.394,4.133,-0.78,8.287,8.0,15.0
20060316,KOSDAQ,54.2,54.2,65.407,65.407,,,40.698,48.547,38.953,20.349,15.45,16.371,,-0.985,1.656,0.008,1.548,-1.225,7.589,12.0,23.0
20060317,KOSDAQ,53.6,53.6,65.797,65.797,,,35.362,46.377,48.986,16.522,15.36,16.305,,-1.515,0.483,-0.146,3.582,-2.004,6.678,9.0,27.0
20060320,KOSDAQ,53.7,53.7,66.763,66.763,,,32.948,48.555,47.688,25.723,14.966,16.018,,-1.159,-0.114,0.001,3.356,-0.78,8.628,9.0,16.0
20060321,KOSDAQ,52.4,52.4,67.147,67.147,,,32.277,50.72,27.089,19.308,14.789,15.889,,-0.949,-0.493,0.238,-0.885,0.111,7.435,13.0,12.0
20060322,KOSDAQ,47.4,47.4,63.506,63.506,,,23.563,48.276,20.69,11.782,16.231,16.941,,-2.919,-2.327,-0.034,-2.22,-1.446,4.431,13.0,26.0
20060323,KOSDAQ,46.8,46.8,64.756,64.756,,,19.771,49.857,14.04,11.461,15.537,16.435,,-3.019,-3.472,0.125,-4.955,-0.667,3.794,18.0,24.0
20060324,KOSDAQ,44.9,44.9,66.286,66.286,,,16.286,38.571,14.571,9.714,15.22,16.203,,-3.182,-4.216,-0.951,-4.636,-1.109,2.191,18.0,28.0
20060326,KOSDAQ,44.7,44.7,70.37,70.37,,,12.251,34.188,9.117,0.0,14.026,15.331,,-3.247,-5.534,-1.632,-6.439,,,,
20060327,KOSDAQ,43.8,43.8,70.17,70.17,,,12.784,29.261,7.67,8.523,14.038,15.34,,-3.265,-5.494,-2.487,-7.144,-0.998,1.561,20.0,29.0
20060328,KOSDAQ,41.5,41.5,68.839,68.839,,,10.765,22.096,7.932,5.382,14.331,15.554,,-4.438,-6.587,-3.651,-7.093,-2.106,-1.004,18.0,37.0
20060329,KOSDAQ,41.8,41.8,67.797,67.797,,,12.429,24.294,9.322,5.65,14.565,15.725,,-4.084,-5.763,-3.205,-6.482,-1.33,-0.934,16.0,28.0
20060330,KOSDAQ,46.3,46.3,65.634,65.634,,,27.324,29.577,20.845,6.761,15.167,16.164,,-2.187,-1.804,-2.496,-2.516,1.106,0.476,18.0,8.0
20060331,KOSDAQ,47.0,47.0,60.955,60.955,,,32.865,34.27,31.18,11.517,16.484,17.126,,-0.436,-0.65,-1.753,-0.368,1.881,2.941,21.0,4.0
20060402,KOSDAQ,51.9,51.9,64.986,64.986,,,40.616,31.373,47.899,0.0,15.323,16.278,,-0.506,1.022,-2.238,2.911,,,,
20060403,KOSDAQ,52.7,52.7,60.615,60.615,,,48.883,32.682,57.263,13.408,16.497,17.136,,1.205,3.074,-1.926,4.803,2.987,4.091,28.0,1.0
20060404,KOSDAQ,51.0,51.0,62.396,62.396,,,44.568,22.563,58.496,16.435,15.992,16.767,,1.567,2.221,-3.456,5.157,2.099,5.316,23.0,4.0
20060405,KOSDAQ,53.0,53.0,61.389,61.389,,,48.889,31.389,58.333,25.833,16.397,17.062,,2.642,2.949,-2.255,5.138,2.762,8.163,26.0,1.0
20060406,KOSDAQ,54.0,54.0,60.388,60.388,,,49.307,38.504,61.219,18.56,16.493,17.133,,3.32,3.19,-1.197,5.707,2.539,6.566,24.0,1.0
20060407,KOSDAQ,56.0,56.0,62.431,62.431,,,54.42,35.635,62.431,17.68,16.118,16.859,,3.257,4.091,-1.644,5.947,2.536,6.193,26.0,3.0
20060409,KOSDAQ,58.5,58.5,62.81,62.81,,,56.749,44.904,65.014,0.0,15.915,16.711,,3.11,4.629,-0.497,6.402,,,,
20060410,KOSDAQ,65.3,65.3,66.484,66.484,,,63.736,60.165,72.802,16.209,15.013,16.052,,3.13,6.05,1.386,8.259,2.539,5.202,28.0,5.0
20060411,KOSDAQ,64.1,64.1,66.301,66.301,,,63.288,67.123,47.671,21.918,15.054,16.082,,2.489,5.984,2.632,3.163,2.428,7.334,26.0,4.0
20060412,KOSDAQ,62.6,62.6,66.12,66.12,,,59.563,66.393,42.623,29.781,15.138,16.144,,2.169,5.289,2.549,2.356,1.766,9.338,21.0,5.0
20060413,KOSDAQ,63.1,63.1,64.578,64.578,,,63.488,55.858,67.03,47.411,15.353,16.301,,3.047,5.988,0.821,6.9,2.315,13.318,25.0,4.0
20060414,KOSDAQ,71.1,71.1,74.457,74.457,,,77.989,46.467,79.891,52.717,13.156,14.696,,3.973,9.156,-0.226,10.391,3.087,14.949,33.0,5.0
20060416,KOSDAQ,72.4,72.4,74.797,74.797,,,78.049,50.678,84.553,0.0,13.14,14.684,,3.83,9.193,0.014,12.408,,,,
20060417,KOSDAQ,73.1,73.1,73.784,73.784,,,77.027,60.0,83.243,51.622,13.215,14.739,,3.444,9.059,1.384,12.056,2.533,14.671,27.0,4.0
20060418,KOSDAQ,72.7,72.7,73.585,73.585,,,76.819,57.951,84.906,48.787,13.223,14.745,,3.286,9.04,1.035,12.658,2.42,13.913,28.0,6.0
20060419,KOSDAQ,71.4,71.4,72.581,72.581,,,76.075,55.376,82.796,48.387,13.313,14.81,,3.011,8.836,0.755,11.944,1.65,13.848,25.0,10.0
20060420,KOSDAQ,53.6,53.6,73.458,73.458,8.311,,76.408,58.713,81.769,43.164,13.226,14.747,,1.772,8.897,1.172,11.657,0.881,12.509,22.0,14.0
20060421,KOSDAQ,54.1,54.1,71.658,71.658,12.299,,78.877,54.545,82.353,44.92,13.414,14.884,,2.743,9.599,0.701,11.722,1.652,12.908,27.0,12.0
20060423,KOSDAQ,53.4,53.4,81.067,81.067,11.733,,68.267,38.667,81.333,0.0,12.142,13.955,,2.642,7.418,-1.04,11.354,,,,
20060424,KOSDAQ,52.7,52.7,89.628,89.628,7.979,,54.521,42.287,70.213,38.564,11.464,13.461,,1.707,4.584,-0.664,7.874,2.093,11.687,31.0,12.0
20060425,KOSDAQ,46.2,46.2,80.637,80.637,5.57,,49.072,34.218,58.886,37.666,12.166,13.973,,0.682,3.608,-1.655,5.652,0.993,11.623,27.0,18.0
20060426,KOSDAQ,48.9,48.9,93.915,93.915,6.349,,43.386,25.661,54.497,31.481,10.663,12.876,,1.191,2.354,-2.826,4.772,0.883,10.248,25.0,17.0
20060427,KOSDAQ,48.2,48.2,93.931,93.931,6.332,,40.633,25.33,50.923,27.968,10.594,12.825,,1.146,1.914,-2.914,4.06,1.214,8.69,23.0,12.0
20060428,KOSDAQ,45.7,45.7,93.684,93.684,4.474,,32.105,27.632,40.263,19.474,10.653,12.868,,-0.063,-0.427,-2.656,1.984,-0.331,6.798,19.0,22.0
20060430,KOSDAQ,44.9,44.9,96.063,96.063,4.462,,27.822,25.722,29.134,0.0,10.225,12.556,,-0.113,-1.201,-2.828,-0.416,,,,
20060501,KOSDAQ,45.3,45.3,96.073,96.073,4.188,,27.225,28.796,33.77,0.0,10.214,12.548,,-0.162,-1.283,-2.522,0.565,,,,
20060502,KOSDAQ,45.2,45.2,95.561,95.561,5.483,,29.504,21.932,34.987,12.533,10.318,12.623,,0.142,-0.938,-3.258,0.991,-0.773,4.05,24.0,31.0
20060503,KOSDAQ,45.1,45.1,94.792,94.792,5.99,,30.208,21.354,34.896,10.156,10.368,12.66,,0.398,-0.792,-3.43,0.978,-0.221,2.578,24.0,26.0
20060504,KOSDAQ,45.7,45.7,95.584,95.584,5.974,,32.987,16.883,41.039,8.831,10.226,12.557,,0.364,-0.299,-4.263,1.989,0.11,1.645,28.0,27.0
20060507,KOSDAQ,46.4,46.4,96.114,96.114,5.959,,33.938,17.098,46.373,0.0,10.203,12.54,,0.336,-0.103,-4.254,2.957,,,,
20060508,KOSDAQ,46.5,46.5,97.158,97.158,7.235,,30.233,18.088,45.22,8.786,9.593,12.094,,0.599,-0.789,-4.097,2.762,-0.881,1.621,17.0,25.0
20060509,KOSDAQ,44.0,44.0,98.196,98.196,4.124,,21.649,19.588,33.505,6.186,9.111,11.742,,-0.244,-2.619,-3.855,0.626,-1.322,0.28,13.0,25.0
20060510,KOSDAQ,42.5,42.5,97.943,97.943,3.342,,19.794,16.452,25.193,5.398,9.146,11.768,,-0.636,-3.009,-4.291,-1.158,-0.991,-0.715,16.0,25.0
20060511,KOSDAQ,43.6,43.6,96.154,96.154,6.41,,24.615,13.846,30.0,5.385,9.958,12.361,,0.336,-1.848,-4.805,-0.068,0.33,-0.76,24.0,21.0
20060512,KOSDAQ,43.0,43.0,95.396,95.396,4.604,,21.995,21.228,27.11,4.859,10.098,12.463,,-0.218,-2.395,-3.67,-0.792,-1.209,-1.385,19.0,30.0
20060514,KOSDAQ,43.7,43.7,95.153,95.153,4.847,,23.469,28.061,21.684,0.0,10.107,12.469,,-0.205,-2.257,-2.769,-2.001,,,,
20060515,KOSDAQ,42.0,42.0,89.822,89.822,2.29,,21.628,38.931,21.374,4.835,10.811,12.984,,-1.721,-2.711,-1.305,-2.109,-3.626,-2.641,17.0,50.0
20060516,KOSDAQ,38.0,38.0,84.772,84.772,0.508,,11.421,43.147,14.213,1.777,11.64,13.589,,-3.563,-5.609,-0.841,-4.506,-5.055,-5.997,12.0,58.0
20060517,KOSDAQ,34.5,34.5,71.646,71.646,2.532,,15.443,42.278,12.658,2.025,13.027,14.602,,-2.166,-4.312,-0.878,-5.14,-0.989,-5.798,22.0,31.0
20060518,KOSDAQ,26.4,26.4,56.818,56.818,0.0,,9.848,34.848,8.333,0.505,16.326,17.011,,-5.024,-6.44,-1.842,-6.509,-7.481,-7.579,12.0,80.0
20060519,KOSDAQ,28.2,28.2,53.401,53.401,0.756,,14.861,47.859,14.861,4.03,16.992,17.497,,-3.806,-4.447,-0.334,-4.471,-2.637,-4.561,11.0,35.0
20060521,KOSDAQ,29.1,29.1,54.271,54.271,1.005,,13.819,56.03,9.799,0.0,16.751,17.321,,-3.726,-5.0,0.439,-6.252,,,,
20060522,KOSDAQ,25.2,25.2,48.12,48.12,0.0,,7.519,56.892,3.759,4.261,18.152,18.344,,-5.808,-7.164,0.681,-8.855,-3.618,-3.883,16.0,49.0
20060523,KOSDAQ,25.5,25.5,50.25,50.25,0.0,,10.0,48.5,4.5,3.75,17.931,18.183,,-6.205,-6.58,-0.25,-8.366,-5.482,-4.736,6.0,56.0
20060524,KOSDAQ,24.4,24.4,50.374,50.374,0.0,,7.98,40.898,7.232,2.494,17.899,18.159,,-6.592,-7.07,-0.988,-7.207,-5.598,-5.711,8.0,59.0
20060525,KOSDAQ,20.0,20.0,40.05,40.05,0.0,,3.483,43.781,1.741,0.746,19.562,19.373,,-8.926,-9.518,-0.786,-10.941,-11.294,-7.57,8.0,111.0
20060526,KOSDAQ,16.3,16.3,24.566,24.566,0.248,,6.7,52.109,3.97,4.218,21.629,20.883,,-6.793,-7.84,-0.002,-9.378,-6.031,-4.921,10.0,65.0
20060528,KOSDAQ,16.3,16.3,25.743,25.743,0.495,,6.436,48.515,4.208,0.0,21.527,20.809,,-6.674,-8.114,-0.259,-9.337,,,,
20060529,KOSDAQ,17.0,17.0,23.951,23.951,1.235,,7.901,55.062,5.432,4.938,21.838,21.036,,-5.946,-7.482,0.276,-8.286,-5.696,-4.564,6.0,58.0
20060530,KOSDAQ,15.2,15.2,22.66,22.66,0.246,,5.172,51.478,2.217,3.448,21.985,21.143,,-6.989,-8.609,-0.051,-10.397,-7.886,-5.37,9.0,81.0
20060531,KOSDAQ,16.0,16.0,23.587,23.587,0.491,,4.423,56.02,2.457,0.0,21.881,21.067,,-6.892,-8.873,0.391,-10.372,,,,
20060601,KOSDAQ,13.4,13.4,18.873,18.873,0.0,,2.451,53.431,0.49,0.245,23.404,22.179,,-9.388,-10.686,0.024,-12.489,-13.582,-7.796,6.0,130.0
20060602,KOSDAQ,12.6,12.6,18.826,18.826,0.244,,2.689,45.477,1.467,0.0,23.483,22.237,,-9.295,-10.321,-0.532,-11.858,-10.843,-9.236,6.0,105.0
20060604,KOSDAQ,13.3,13.3,20.976,20.976,0.488,,2.195,45.366,0.244,0.0,22.909,21.818,,-9.211,-11.179,-0.551,-13.475,,,,
20060605,KOSDAQ,9.7,9.7,18.005,18.005,0.0,,1.217,26.764,0.243,0.0,23.713,22.405,,-11.199,-12.726,-2.791,-15.041,-15.317,-11.103,3.0,143.0
20060606,KOSDAQ,9.9,9.9,18.204,18.204,0.243,,1.214,26.699,0.728,0.0,23.713,22.405,,-11.105,-12.726,-2.791,-12.793,,,,
20060607,KOSDAQ,4.6,4.6,10.412,10.412,0.0,,0.0,7.99,0.242,0.0,30.216,27.153,,-16.292,-16.643,-6.237,-15.395,-25.274,-14.78,2.0,233.0
20060608,KOSDAQ,6.0,6.0,10.628,10.628,0.0,,0.242,18.357,0.0,0.242,29.964,26.97,,-16.672,-15.515,-4.012,-17.235,-16.302,-13.309,2.0,151.0
20060609,KOSDAQ,7.8,7.8,9.88,9.88,0.482,,1.205,33.253,0.964,0.723,32.758,29.01,,-13.67,-13.785,-1.953,-14.577,-1.643,-9.528,1.0,16.0
20060611,KOSDAQ,9.0,9.0,10.337,10.337,0.721,,3.606,37.019,1.683,0.0,31.67,28.215,,-13.517,-11.091,-1.605,-12.717,,,,
20060612,KOSDAQ,9.1,9.1,10.312,10.312,0.959,,3.837,37.89,1.439,1.918,31.687,28.228,,-12.322,-11.07,-1.418,-13.186,-2.298,-7.599,1.0,22.0
20060613,KOSDAQ,8.5,8.5,10.048,10.048,0.478,,1.435,38.038,1.196,0.957,32.663,28.94,,-14.694,-13.654,-1.38,-14.452,-6.783,-9.387,2.0,64.0
20060614,KOSDAQ,9.2,9.2,9.547,9.547,1.193,,5.012,36.993,4.057,3.58,33.052,29.224,,-13.222,-10.308,-1.578,-11.127,-3.388,-6.555,3.0,34.0
20060615,KOSDAQ,9.0,9.0,9.524,9.524,1.19,,5.476,34.286,5.0,6.19,33.062,29.231,,-13.294,-10.098,-1.792,-10.602,-2.623,-5.106,2.0,26.0
20060616,KOSDAQ,9.8,9.8,9.501,9.501,1.9,,10.451,29.929,8.076,8.551,34.222,30.079,,-11.399,-7.834,-2.495,-8.636,-0.219,-3.694,6.0,8.0
20060618,KOSDAQ,11.2,11.2,9.716,9.716,2.133,,17.773,27.251,13.27,0.0,33.187,29.323,,-11.23,-5.34,-2.749,-6.689,,,,
20060619,KOSDAQ,8.8,8.8,11.348,11.348,1.655,,7.801,21.513,7.329,9.929,32.143,28.561,,-12.41,-8.803,-3.452,-9.63,-3.053,-2.583,6.0,34.0
20060620,KOSDAQ,7.4,7.4,10.613,10.613,0.708,,4.245,20.755,3.774,2.83,32.761,29.012,,-14.246,-10.905,-3.601,-11.616,-8.397,-6.96,1.0,78.0
