date,market,score,score_rv,volatility,volatility_rv,momentum,strength,trend,risk,safe,breadth,raw_vol20,raw_volsrc,raw_vk,raw_mom,raw_trend,raw_risk,raw_safe,raw_strength,raw_bread,raw_nh,raw_nl
20101024,KOSDAQ,74.5,74.5,92.924,92.924,85.447,0.0,81.709,88.518,83.445,0.0,8.831,11.538,,7.072,6.163,4.855,7.491,,,,
20101025,KOSDAQ,86.5,86.5,92.657,92.657,86.248,79.84,82.109,86.115,84.246,78.371,8.847,11.549,,7.567,6.221,4.144,7.919,2.941,14.871,47.0,18.0
20101026,KOSDAQ,85.5,85.5,93.057,93.057,86.248,73.431,82.644,85.981,81.175,78.371,8.794,11.511,,7.66,6.379,4.105,6.866,2.028,14.907,36.0,16.0
20101027,KOSDAQ,87.2,87.2,93.992,93.992,86.649,76.636,86.115,89.853,78.772,76.368,8.534,11.321,,8.001,7.05,5.44,6.24,2.434,12.83,39.0,15.0
20101028,KOSDAQ,86.7,86.7,93.591,93.591,86.115,76.502,84.379,89.586,79.84,76.769,8.671,11.421,,7.69,6.85,5.311,6.585,2.434,13.265,40.0,16.0
20101029,KOSDAQ,84.7,84.7,93.324,93.324,85.314,68.224,80.641,93.992,72.63,73.031,8.69,11.435,,7.447,5.855,6.958,4.504,1.318,11.376,31.0,18.0
20101101,KOSDAQ,86.2,86.2,94.526,94.526,85.981,73.164,82.777,90.12,78.505,75.033,8.465,11.271,,7.68,6.418,5.687,6.238,2.028,12.269,43.0,23.0
20101102,KOSDAQ,80.8,80.8,90.12,90.12,83.979,56.876,78.905,85.848,75.701,75.3,9.291,11.874,,6.796,5.402,4.296,5.5,0.102,12.392,25.0,24.0
20101103,KOSDAQ,83.9,83.9,90.654,90.654,84.913,76.769,80.374,83.578,71.162,77.17,9.244,11.839,,7.128,5.796,3.745,4.112,2.437,13.494,39.0,15.0
20101104,KOSDAQ,84.1,84.1,88.117,88.117,87.049,69.292,85.714,85.714,81.175,78.238,9.556,12.068,,8.206,6.991,4.208,6.854,1.523,14.454,31.0,16.0
20101105,KOSDAQ,82.8,82.8,88.251,88.251,85.314,64.887,85.848,81.041,86.382,78.772,9.547,12.061,,7.556,6.999,3.202,8.698,0.914,14.949,24.0,15.0
20101108,KOSDAQ,81.9,81.9,90.12,90.12,84.913,63.818,80.641,78.638,82.377,77.704,9.282,11.867,,7.453,5.88,2.349,7.034,0.813,14.14,28.0,20.0
20101109,KOSDAQ,79.5,79.5,91.322,91.322,84.112,56.742,76.235,77.17,68.625,76.235,8.982,11.648,,7.08,4.427,1.917,3.526,0.203,13.006,21.0,19.0
20101110,KOSDAQ,79.9,79.9,93.992,93.992,84.646,61.949,74.232,68.358,65.821,72.63,8.509,11.303,,7.294,3.666,0.219,2.846,0.61,11.426,23.0,17.0
20101111,KOSDAQ,78.2,78.2,90.654,90.654,82.243,57.677,70.227,78.371,67.69,71.963,9.181,11.794,,6.389,2.838,2.184,3.368,0.305,11.258,18.0,15.0
20101112,KOSDAQ,52.6,52.6,64.219,64.219,75.701,23.498,40.32,26.702,44.192,66.756,13.064,14.629,,3.38,-1.325,-3.335,-0.816,-3.249,8.736,9.0,41.0
20101115,KOSDAQ,49.4,49.4,63.017,63.017,70.895,24.967,36.716,13.618,42.457,62.083,13.366,14.849,,2.447,-1.897,-4.938,-1.262,-2.941,6.996,16.0,45.0
20101116,KOSDAQ,46.8,46.8,65.421,65.421,69.025,17.356,30.04,14.553,27.904,55.941,12.632,14.313,,2.071,-3.301,-4.834,-4.591,-4.767,5.497,12.0,59.0
20101117,KOSDAQ,50.9,50.9,65.421,65.421,72.096,34.846,30.307,17.49,35.247,59.279,12.678,14.347,,2.606,-3.237,-4.433,-3.175,-1.826,6.232,18.0,36.0
20101118,KOSDAQ,57.4,57.4,60.214,60.214,78.638,63.017,38.051,26.836,37.383,61.015,14.22,15.473,,4.279,-1.719,-3.329,-2.725,0.71,6.529,23.0,16.0
20101119,KOSDAQ,57.8,57.8,59.813,59.813,79.84,59.279,42.724,24.833,41.656,61.682,14.404,15.608,,4.832,-1.162,-3.463,-1.537,0.405,6.666,22.0,18.0
20101122,KOSDAQ,55.2,55.2,60.347,60.347,79.306,47.797,37.25,26.168,38.318,59.012,14.248,15.493,,4.588,-1.879,-3.373,-2.389,-0.71,5.994,15.0,22.0
20101123,KOSDAQ,52.5,52.5,59.68,59.68,76.769,41.121,32.31,26.435,34.98,55.674,14.466,15.653,,3.674,-2.86,-3.356,-3.296,-1.217,5.478,16.0,28.0
20101124,KOSDAQ,42.7,42.7,57.41,57.41,69.693,15.354,23.498,12.15,20.16,60.347,14.821,15.912,,2.393,-4.402,-5.263,-7.14,-5.375,6.436,14.0,67.0
20101125,KOSDAQ,47.6,47.6,55.14,55.14,73.164,37.917,27.637,15.621,26.836,67.69,15.095,16.112,,2.977,-3.618,-4.656,-4.925,-1.521,8.884,20.0,35.0
20101126,KOSDAQ,33.1,33.1,47.53,47.53,55.14,8.411,16.689,2.937,20.561,59.146,17.91,18.168,,-0.015,-6.248,-7.249,-7.007,-8.713,6.163,6.0,92.0
20101129,KOSDAQ,34.4,34.4,47.664,47.664,55.674,11.215,16.555,11.749,16.021,55.14,17.856,18.128,,0.134,-6.373,-5.371,-9.748,-7.092,5.457,8.0,78.0
20101130,KOSDAQ,39.6,39.6,46.729,46.729,59.546,31.108,21.495,19.359,17.089,51.669,18.218,18.393,,0.942,-4.875,-4.176,-9.264,-2.026,4.609,10.0,30.0
20101201,KOSDAQ,42.6,42.6,46.328,46.328,65.688,39.519,23.632,19.359,17.223,36.983,18.486,18.588,,1.743,-4.452,-4.108,-8.961,-1.418,2.173,7.0,21.0
20101202,KOSDAQ,45.1,45.1,46.996,46.996,69.693,54.206,21.896,12.817,17.089,37.917,18.178,18.363,,2.41,-4.814,-5.214,-9.298,-0.101,2.316,13.0,14.0
20101203,KOSDAQ,41.7,41.7,46.862,46.862,64.486,44.326,20.828,8.678,17.356,25.234,18.24,18.408,,1.612,-5.018,-5.962,-9.127,-1.012,0.053,19.0,29.0
20101206,KOSDAQ,43.0,43.0,46.729,46.729,64.753,49.533,21.629,10.948,20.561,24.299,18.263,18.425,,1.67,-4.907,-5.485,-7.404,-0.608,-0.115,20.0,26.0
20101207,KOSDAQ,44.8,44.8,46.595,46.595,67.557,49.533,25.768,13.752,24.433,34.713,18.399,18.524,,2.035,-4.259,-5.032,-5.679,-0.607,1.717,18.0,24.0
20101208,KOSDAQ,43.0,43.0,46.862,46.862,64.619,42.857,22.163,18.825,22.697,29.372,18.32,18.467,,1.67,-4.821,-4.205,-6.359,-1.112,0.559,15.0,26.0
20101209,KOSDAQ,45.6,45.6,46.328,46.328,69.292,55.14,31.108,3.071,22.296,39.519,18.502,18.6,,2.385,-3.358,-7.235,-6.56,0.0,2.554,18.0,18.0
20101210,KOSDAQ,54.9,54.9,53.805,53.805,72.897,57.944,51.001,21.629,39.92,54.206,15.78,16.612,,2.912,-0.029,-3.846,-2.04,0.303,5.193,22.0,19.0
20101213,KOSDAQ,59.0,59.0,54.339,54.339,76.903,53.138,63.418,34.446,50.734,55.541,15.67,16.532,,3.735,1.7,-2.626,-0.014,-0.202,5.455,22.0,24.0
20101214,KOSDAQ,59.8,59.8,55.007,55.007,77.704,54.473,67.023,26.302,61.148,62.884,15.598,16.479,,4.027,2.378,-3.41,1.842,-0.101,6.854,19.0,20.0
20101215,KOSDAQ,60.3,60.3,55.407,55.407,77.437,67.69,63.551,17.356,57.41,55.407,15.531,16.43,,3.94,1.77,-4.575,0.939,1.112,5.437,25.0,14.0
20101216,KOSDAQ,54.7,54.7,60.881,60.881,74.499,46.595,48.198,15.888,39.519,49.399,14.537,15.704,,3.322,-0.471,-4.692,-2.044,-0.809,4.212,12.0,20.0
20101217,KOSDAQ,52.2,52.2,62.483,62.483,72.764,38.852,44.192,10.414,34.579,40.854,14.38,15.59,,3.106,-1.218,-5.615,-3.42,-1.416,2.739,21.0,35.0
20101220,KOSDAQ,36.9,36.9,49.533,49.533,55.941,12.817,30.441,2.67,26.569,21.362,16.804,17.36,,0.526,-3.494,-7.4,-5.221,-6.37,-0.762,15.0,78.0
20101221,KOSDAQ,49.5,49.5,48.598,48.598,67.69,58.077,46.061,5.874,34.846,28.838,17.911,18.169,,2.272,-0.96,-6.566,-3.318,0.303,0.516,22.0,19.0
20101222,KOSDAQ,46.7,46.7,49.399,49.399,65.554,28.171,51.135,9.479,52.87,20.427,17.403,17.797,,1.929,-0.061,-5.883,0.343,-2.323,-1.12,15.0,38.0
20101223,KOSDAQ,42.7,42.7,49.533,49.533,60.08,23.364,44.993,4.673,41.923,11.482,17.353,17.761,,1.391,-1.159,-6.857,-1.464,-3.131,-4.898,15.0,46.0
20101224,KOSDAQ,49.5,49.5,65.287,65.287,56.742,18.158,60.881,11.749,54.873,12.817,13.911,15.248,,0.809,1.23,-5.49,0.52,-4.343,-3.986,11.0,54.0
20101227,KOSDAQ,48.4,48.4,64.887,64.887,53.672,20.828,54.74,8.011,66.622,12.55,14.097,15.384,,0.193,0.475,-6.206,3.021,-3.737,-4.291,13.0,50.0
20101228,KOSDAQ,45.4,45.4,65.821,65.821,51.268,17.757,47.397,2.403,57.009,12.016,13.833,15.19,,-0.174,-0.69,-7.447,0.935,-4.44,-4.707,12.0,56.0
20101229,KOSDAQ,49.0,49.0,60.881,60.881,59.413,28.571,51.535,9.613,58.478,17.089,14.56,15.721,,1.287,-0.034,-5.951,1.224,-2.321,-2.572,18.0,41.0
20101230,KOSDAQ,58.7,58.7,55.941,55.941,72.23,65.955,59.012,19.893,62.083,19.893,15.554,16.447,,2.939,0.939,-4.227,1.973,0.908,-1.42,26.0,17.0
20101231,KOSDAQ,51.1,51.1,56.876,56.876,71.963,0.0,63.284,30.841,69.159,0.0,15.264,16.236,,2.899,1.705,-3.085,3.722,,,,
20110103,KOSDAQ,64.3,64.3,52.87,52.87,78.505,75.033,71.295,33.111,70.895,47.397,16.001,16.773,,4.322,3.086,-2.874,4.004,2.119,3.775,34.0,13.0
20110104,KOSDAQ,64.5,64.5,52.603,52.603,79.973,73.031,72.764,32.844,72.096,50.067,16.073,16.826,,4.92,3.342,-2.906,4.293,1.816,4.289,28.0,10.0
20110105,KOSDAQ,66.2,66.2,53.271,53.271,80.507,72.897,75.968,39.386,75.834,45.26,15.992,16.767,,5.343,4.179,-2.306,5.411,1.815,3.363,29.0,11.0
20110106,KOSDAQ,68.0,68.0,53.271,53.271,81.575,67.423,75.968,63.952,75.167,53.004,15.994,16.769,,6.035,4.184,-0.273,5.323,1.109,4.78,29.0,18.0
20110107,KOSDAQ,68.7,68.7,53.004,53.004,82.51,75.033,76.101,57.143,74.9,53.138,16.013,16.782,,6.594,4.25,-0.788,5.183,2.117,4.796,35.0,14.0
20110110,KOSDAQ,70.8,70.8,54.072,54.072,84.513,79.039,74.766,64.753,77.303,60.481,15.915,16.711,,7.131,4.007,-0.212,5.918,2.621,6.324,40.0,14.0
20110111,KOSDAQ,68.2,68.2,54.072,54.072,83.445,67.023,73.698,63.017,74.766,62.884,15.936,16.726,,6.971,3.625,-0.32,5.268,1.109,6.79,27.0,16.0
20110112,KOSDAQ,70.3,70.3,54.206,54.206,84.513,73.965,74.9,68.091,76.101,58.879,15.917,16.712,,7.226,4.03,0.19,5.519,2.014,5.963,36.0,16.0
20110113,KOSDAQ,69.2,69.2,55.808,55.808,82.911,59.012,76.235,70.227,87.85,55.274,15.732,16.577,,6.898,4.409,0.415,9.262,0.403,5.375,26.0,22.0
20110114,KOSDAQ,70.6,70.6,56.342,56.342,83.445,64.887,76.903,72.363,85.714,52.737,15.659,16.524,,6.996,4.789,0.749,8.281,0.907,4.832,24.0,15.0
20110117,KOSDAQ,76.5,76.5,73.031,73.031,81.442,58.745,86.115,80.107,90.254,62.884,12.168,13.975,,6.472,7.041,3.102,11.555,0.402,6.728,30.0,26.0
20110118,KOSDAQ,74.0,74.0,77.837,77.837,79.706,50.868,75.968,75.033,83.845,69.559,11.552,13.525,,5.584,4.411,1.496,7.806,-0.302,9.247,18.0,21.0
20110119,KOSDAQ,76.4,76.4,78.905,78.905,81.041,56.609,79.439,76.636,88.385,68.625,11.508,13.493,,6.267,5.537,1.73,9.576,0.302,8.903,26.0,23.0
20110120,KOSDAQ,76.5,76.5,82.644,82.644,80.908,46.195,81.041,79.84,87.316,73.565,11.155,13.235,,6.249,6.165,2.772,9.18,-0.704,11.344,25.0,32.0
20110121,KOSDAQ,68.9,68.9,71.963,71.963,77.704,24.967,77.704,81.308,87.984,75.434,12.407,14.149,,4.652,5.228,3.241,9.483,-2.515,12.072,20.0,45.0
20110124,KOSDAQ,70.5,70.5,74.9,74.9,78.104,27.904,80.774,80.641,81.976,80.507,11.997,13.849,,4.834,6.123,3.157,7.136,-2.211,15.088,29.0,51.0
20110125,KOSDAQ,67.7,67.7,72.096,72.096,75.167,21.762,79.573,79.706,83.044,79.172,12.401,14.145,,3.938,5.659,3.035,7.757,-3.116,14.161,21.0,52.0
20110126,KOSDAQ,69.5,69.5,77.837,77.837,76.101,29.372,75.434,73.698,81.308,82.51,11.558,13.529,,4.209,4.459,1.182,7.006,-2.008,16.193,30.0,50.0
20110127,KOSDAQ,73.8,73.8,87.316,87.316,78.238,43.658,71.696,69.559,75.033,80.774,10.436,12.71,,4.907,3.513,0.392,5.681,-0.904,15.35,30.0,39.0
20110128,KOSDAQ,69.5,69.5,87.049,87.049,77.303,19.493,70.093,70.227,71.429,76.903,10.514,12.767,,4.597,3.284,0.511,4.73,-3.414,12.92,19.0,53.0
20110131,KOSDAQ,64.1,64.1,87.583,87.583,71.829,12.55,53.939,71.429,55.14,67.423,10.365,12.658,,3.324,0.643,0.66,1.088,-5.522,8.797,17.0,72.0
20110201,KOSDAQ,67.3,67.3,87.85,87.85,74.232,27.77,53.538,73.965,55.274,71.162,10.336,12.637,,3.864,0.604,1.233,1.155,-2.209,10.13,24.0,46.0
20110202,KOSDAQ,62.3,62.3,88.385,88.385,73.965,0.0,49.266,71.162,55.541,0.0,10.205,12.541,,3.783,0.132,0.637,1.21,,,,
20110203,KOSDAQ,61.3,61.3,90.788,90.788,73.565,0.0,44.86,62.083,54.473,0.0,9.842,12.276,,3.69,-0.595,-0.327,1.01,,,,
20110204,KOSDAQ,60.4,60.4,92.256,92.256,72.497,0.0,41.923,60.614,44.726,0.0,9.554,12.066,,3.592,-1.194,-0.515,-0.288,,,,
20110207,KOSDAQ,70.6,70.6,87.45,87.45,77.57,64.619,45.26,59.546,50.334,76.502,10.407,12.689,,4.778,-0.541,-0.586,0.402,0.904,12.831,33.0,24.0
20110208,KOSDAQ,69.9,69.9,87.316,87.316,77.303,50.601,46.195,69.559,58.478,79.84,10.412,12.693,,4.737,-0.412,0.479,1.854,-0.301,14.982,23.0,26.0
20110209,KOSDAQ,64.9,64.9,84.112,84.112,71.829,45.928,36.716,69.826,46.195,78.371,10.972,13.101,,3.511,-1.81,0.547,-0.04,-0.703,14.032,32.0,39.0
20110210,KOSDAQ,60.0,60.0,83.578,83.578,67.69,22.964,34.579,76.101,36.182,73.298,11.102,13.196,,2.818,-2.166,1.71,-2.021,-2.613,11.734,24.0,50.0
20110211,KOSDAQ,54.5,54.5,79.973,79.973,60.614,10.547,29.372,79.573,28.571,67.957,11.437,13.441,,1.764,-3.264,2.949,-4.335,-5.829,9.267,24.0,82.0
20110214,KOSDAQ,54.2,54.2,76.769,76.769,63.017,10.414,33.645,75.701,24.032,71.429,11.636,13.586,,2.203,-2.375,1.685,-5.527,-5.835,11.097,31.0,89.0
20110215,KOSDAQ,57.2,57.2,80.374,80.374,63.284,13.084,38.451,78.371,34.579,76.101,11.414,13.424,,2.238,-1.539,2.562,-2.381,-5.231,12.787,34.0,86.0
20110216,KOSDAQ,57.6,57.6,83.979,83.979,61.816,14.286,33.378,82.377,31.642,77.704,10.994,13.117,,2.015,-2.419,3.564,-3.237,-4.714,13.612,37.0,84.0
20110217,KOSDAQ,47.4,47.4,71.696,71.696,48.999,5.874,24.032,76.502,29.506,70.761,12.353,14.11,,0.205,-4.177,1.967,-4.043,-10.532,10.722,17.0,122.0
20110218,KOSDAQ,54.6,54.6,69.559,69.559,58.077,28.037,39.519,73.565,33.912,77.971,12.826,14.455,,1.608,-1.369,1.374,-2.533,-2.106,13.778,27.0,48.0
20110221,KOSDAQ,56.2,56.2,69.292,69.292,61.015,27.103,40.988,78.104,42.19,74.232,12.881,14.496,,1.941,-1.233,2.458,-0.605,-2.204,12.152,31.0,53.0
20110222,KOSDAQ,48.8,48.8,66.355,66.355,48.865,10.147,34.312,81.976,36.182,68.491,13.841,15.196,,0.223,-2.084,3.511,-1.843,-5.812,9.678,26.0,84.0
20110223,KOSDAQ,46.0,46.0,65.688,65.688,43.792,9.613,27.904,82.911,28.171,64.619,14.059,15.355,,-0.771,-3.345,3.707,-4.168,-6.206,8.525,24.0,86.0
20110224,KOSDAQ,41.5,41.5,65.554,65.554,37.383,6.943,17.623,78.104,20.694,47.263,14.074,15.366,,-1.98,-5.206,2.602,-6.247,-8.408,4.511,12.0,96.0
20110225,KOSDAQ,43.6,43.6,55.274,55.274,45.527,14.953,27.103,81.575,24.032,55.541,15.614,16.491,,-0.413,-3.437,3.415,-5.157,-4.404,5.848,20.0,64.0
20110228,KOSDAQ,41.5,41.5,56.208,56.208,40.187,6.409,28.571,79.172,28.438,42.59,15.465,16.382,,-1.4,-3.245,3.057,-4.113,-8.809,3.634,16.0,104.0
20110301,KOSDAQ,40.1,40.1,57.41,57.41,40.053,0.0,24.166,77.57,28.972,0.0,15.22,16.203,,-1.436,-3.821,2.585,-4.053,,,,
20110302,KOSDAQ,40.5,40.5,57.543,57.543,38.718,6.943,23.498,78.772,22.964,48.598,15.203,16.191,,-1.666,-4.011,2.928,-5.462,-8.108,4.713,16.0,97.0
20110303,KOSDAQ,43.6,43.6,48.865,48.865,46.195,22.964,32.043,76.636,29.907,50.601,16.335,17.017,,-0.248,-2.585,2.307,-3.721,-2.605,5.134,26.0,52.0
20110304,KOSDAQ,53.1,53.1,48.064,48.064,53.939,61.549,42.19,76.101,39.92,62.216,17.37,17.773,,1.228,-1.089,2.162,-1.116,0.601,7.559,34.0,28.0
20110307,KOSDAQ,49.5,49.5,48.598,48.598,53.271,48.598,33.111,77.17,33.378,62.083,16.676,17.266,,1.169,-2.32,2.555,-2.553,-0.501,7.542,32.0,37.0
20110308,KOSDAQ,55.6,55.6,48.064,48.064,64.085,64.887,40.854,76.502,32.443,53.538,17.309,17.728,,2.316,-1.219,2.326,-2.901,0.899,5.544,36.0,27.0
20110309,KOSDAQ,54.2,54.2,48.198,48.198,60.347,58.478,44.86,72.764,37.25,45.794,16.952,17.468,,1.808,-0.578,1.578,-1.565,0.4,4.351,27.0,23.0
20110310,KOSDAQ,52.8,52.8,48.331,48.331,57.81,50.467,47.797,71.429,39.519,45.661,16.829,17.378,,1.644,-0.101,1.239,-1.17,-0.299,4.3,26.0,29.0
20110311,KOSDAQ,49.4,49.4,48.598,48.598,51.535,33.645,49.399,71.562,46.595,46.195,16.66,17.255,,0.887,0.158,1.253,-0.038,-1.595,4.373,21.0,37.0
20110314,KOSDAQ,32.3,32.3,40.187,40.187,35.247,5.607,27.103,49.266,32.577,44.059,19.667,19.45,,-2.169,-3.338,-1.186,-2.761,-9.97,4.03,9.0,109.0
20110315,KOSDAQ,24.8,24.8,36.182,36.182,23.632,4.005,13.752,43.925,20.16,26.302,21.577,20.845,,-4.808,-6.036,-1.729,-6.152,-16.716,0.71,8.0,176.0
20110316,KOSDAQ,23.7,23.7,35.648,35.648,26.035,5.874,15.754,22.964,18.692,21.228,21.808,21.014,,-4.246,-5.33,-3.764,-6.686,-9.95,-0.352,9.0,109.0
20110317,KOSDAQ,23.6,23.6,36.582,36.582,21.896,4.94,20.027,24.833,18.692,16.822,21.271,20.621,,-5.129,-4.553,-3.633,-6.716,-14.229,-2.168,12.0,155.0
20110318,KOSDAQ,30.8,30.8,36.716,36.716,28.838,36.449,19.893,30.975,19.893,25.901,21.239,20.598,,-3.774,-4.582,-2.992,-6.271,-1.393,0.584,19.0,33.0
20110321,KOSDAQ,37.6,37.6,31.375,31.375,38.585,59.68,30.841,35.381,27.503,19.626,23.086,21.947,,-1.509,-2.701,-2.607,-4.281,0.498,-1.01,24.0,19.0
20110322,KOSDAQ,41.3,41.3,34.713,34.713,40.187,61.282,43.658,30.307,41.121,19.893,22.409,21.453,,-1.281,-0.832,-3.052,-0.912,0.598,-0.991,25.0,19.0
20110323,KOSDAQ,42.2,42.2,35.247,35.247,42.457,39.786,53.805,42.457,54.473,21.896,22.199,21.299,,-0.846,0.594,-1.983,0.86,-1.097,-0.273,24.0,35.0
20110324,KOSDAQ,47.0,47.0,35.915,35.915,45.394,51.268,65.287,42.457,62.216,27.503,21.816,21.02,,-0.191,2.512,-1.944,2.619,-0.199,0.847,33.0,35.0
20110325,KOSDAQ,45.0,45.0,38.051,38.051,46.328,52.47,57.276,25.367,60.214,38.985,21.081,20.483,,-0.049,1.029,-3.586,1.985,-0.1,2.95,27.0,28.0
20110327,KOSDAQ,37.8,37.8,38.451,38.451,46.061,0.0,62.216,21.629,64.887,0.0,20.74,20.234,,-0.077,2.004,-3.912,3.22,,,,
20110328,KOSDAQ,43.0,43.0,38.451,38.451,44.059,43.658,59.947,18.825,61.415,32.31,20.803,20.28,,-0.457,1.641,-4.396,2.382,-0.797,2.058,25.0,33.0
20110329,KOSDAQ,43.2,43.2,38.585,38.585,44.993,42.323,62.75,13.485,66.222,46.328,20.785,20.267,,-0.202,2.131,-5.331,3.588,-0.896,4.249,28.0,37.0
20110330,KOSDAQ,47.3,47.3,38.985,38.985,51.535,54.74,61.015,19.626,67.824,36.849,20.538,20.086,,0.93,1.814,-4.312,3.97,0.199,2.669,29.0,27.0
20110331,KOSDAQ,49.2,49.2,39.519,39.519,60.481,54.206,58.077,22.964,62.617,44.192,20.124,19.784,,1.891,1.278,-3.811,2.775,0.1,3.877,23.0,22.0
20110401,KOSDAQ,53.4,53.4,38.852,38.852,69.159,62.216,65.688,18.558,68.758,42.323,20.56,20.102,,3.126,2.562,-4.545,4.067,0.697,3.583,30.0,23.0
20110403,KOSDAQ,42.9,42.9,39.653,39.653,68.758,0.0,58.344,16.021,69.826,0.0,20.174,19.82,,3.082,1.347,-4.899,4.315,,,,
20110404,KOSDAQ,56.6,56.6,39.786,39.786,72.096,71.696,63.952,27.236,72.096,44.993,20.142,19.797,,3.592,2.334,-3.382,4.916,1.594,4.083,37.0,21.0
20110405,KOSDAQ,57.3,57.3,39.786,39.786,75.167,71.562,68.491,18.825,74.633,40.454,20.17,19.817,,4.081,2.966,-4.545,5.53,1.594,3.221,37.0,21.0
20110406,KOSDAQ,55.3,55.3,39.92,39.92,70.628,69.025,68.491,10.414,79.039,34.446,20.165,19.814,,3.34,2.976,-5.777,6.682,1.396,2.518,36.0,22.0
20110407,KOSDAQ,64.3,64.3,49.8,49.8,71.429,66.622,82.109,48.732,87.183,27.236,16.361,17.037,,3.499,6.36,-1.296,9.183,1.096,0.979,30.0,19.0
20110408,KOSDAQ,71.6,71.6,72.897,72.897,70.36,61.415,91.322,46.862,91.188,25.501,12.097,13.923,,3.328,9.145,-1.461,12.555,0.697,0.543,25.0,18.0
20110410,KOSDAQ,63.4,63.4,72.363,72.363,69.826,0.0,89.72,61.682,91.856,0.0,12.18,13.984,,3.309,8.498,-0.185,13.479,,,,
20110411,KOSDAQ,76.8,76.8,80.641,80.641,67.957,68.758,91.589,69.826,91.989,32.443,11.375,13.395,,3.082,9.286,0.948,13.818,1.393,2.189,35.0,21.0
20110412,KOSDAQ,65.1,65.1,69.693,69.693,54.606,48.465,80.24,68.358,88.251,32.176,12.696,14.36,,1.532,6.128,0.663,9.821,-0.299,2.177,17.0,20.0
20110413,KOSDAQ,70.8,70.8,88.652,88.652,61.549,60.08,74.366,45.26,81.976,40.854,10.213,12.547,,2.222,4.377,-1.538,7.605,0.599,3.327,24.0,18.0
20110414,KOSDAQ,73.2,73.2,88.385,88.385,65.955,69.559,75.167,44.059,81.308,51.135,10.271,12.59,,2.75,4.661,-1.666,7.344,1.496,5.074,38.0,23.0
20110415,KOSDAQ,74.7,74.7,88.117,88.117,70.494,71.829,75.3,44.726,82.911,41.389,10.316,12.622,,3.342,4.785,-1.592,7.918,1.595,3.41,39.0,23.0
20110417,KOSDAQ,64.4,64.4,88.785,88.785,70.227,0.0,73.031,51.669,80.908,0.0,10.202,12.539,,3.33,4.065,-1.028,7.229,,,,
20110418,KOSDAQ,67.6,67.6,80.908,80.908,60.881,67.023,64.753,47.664,71.829,28.037,11.251,13.305,,2.156,2.711,-1.363,5.302,1.195,1.272,37.0,25.0
20110419,KOSDAQ,62.3,62.3,79.84,79.84,58.077,38.318,62.35,52.069,70.628,21.095,11.38,13.399,,1.79,2.342,-1.0,4.955,-0.996,0.002,23.0,33.0
20110420,KOSDAQ,65.9,65.9,75.033,75.033,66.489,51.135,71.696,43.258,80.374,17.891,11.712,13.642,,2.865,3.805,-1.715,7.076,0.0,-1.091,34.0,34.0
20110421,KOSDAQ,59.6,59.6,73.431,73.431,62.483,35.648,67.29,28.438,73.164,15.621,11.958,13.821,,2.344,2.993,-3.107,5.571,-1.194,-2.027,27.0,39.0
20110422,KOSDAQ,52.1,52.1,74.499,74.499,53.405,23.231,53.672,19.092,59.012,16.956,11.787,13.696,,1.519,0.971,-4.119,2.546,-2.189,-1.402,24.0,46.0
20110424,KOSDAQ,49.0,49.0,80.908,80.908,53.405,0.0,45.661,17.891,54.873,0.0,11.239,13.296,,1.524,-0.03,-4.356,1.643,,,,
20110425,KOSDAQ,54.7,54.7,86.649,86.649,60.614,23.097,41.389,13.084,52.336,19.76,10.5,12.757,,2.169,-0.65,-5.129,1.16,-2.196,-0.402,28.0,50.0
20110426,KOSDAQ,44.5,44.5,78.505,78.505,47.931,10.147,32.176,8.278,35.781,11.482,11.436,13.44,,0.84,-1.951,-5.972,-1.297,-5.085,-3.332,18.0,69.0
20110427,KOSDAQ,42.2,42.2,79.973,79.973,44.726,7.477,26.435,2.403,34.312,8.144,11.332,13.364,,0.219,-3.087,-7.379,-1.568,-5.982,-5.027,10.0,70.0
20110428,KOSDAQ,40.0,40.0,81.308,81.308,40.32,7.477,18.692,1.335,30.307,3.872,11.21,13.275,,-0.485,-4.276,-7.933,-2.584,-6.07,-7.778,11.0,72.0
20110429,KOSDAQ,38.9,38.9,81.175,81.175,36.048,7.21,18.291,2.537,29.239,2.67,11.226,13.287,,-1.198,-4.304,-7.39,-2.965,-6.112,-9.704,8.0,69.0
20110501,KOSDAQ,37.7,37.7,81.709,81.709,35.915,0.0,17.223,1.602,29.64,0.0,11.157,13.236,,-1.207,-4.481,-7.79,-2.817,,,,
20110502,KOSDAQ,39.1,39.1,70.36,70.36,42.19,11.883,25.1,1.068,35.381,2.67,12.15,13.962,,-0.115,-3.265,-8.011,-1.454,-4.309,-9.737,12.0,55.0
20110503,KOSDAQ,36.3,36.3,69.025,69.025,37.116,12.016,19.76,2.27,26.569,2.937,12.353,14.11,,-0.947,-4.06,-7.479,-3.514,-4.204,-9.621,9.0,51.0
20110504,KOSDAQ,36.4,36.4,68.625,68.625,34.846,16.422,18.959,4.673,27.103,2.537,12.37,14.122,,-1.324,-4.236,-6.98,-3.38,-3.203,-9.892,9.0,41.0
20110505,KOSDAQ,38.4,38.4,78.505,78.505,34.846,0.0,27.503,3.738,31.909,0.0,11.408,13.419,,-1.314,-2.777,-7.143,-2.199,,,,
20110506,KOSDAQ,39.4,39.4,81.175,81.175,30.307,14.286,18.825,12.55,25.501,2.136,11.207,13.273,,-2.094,-4.214,-5.417,-3.791,-3.696,-11.057,13.0,50.0
