date,ticker,name,close,change,volume,indiv,organ,frgn,foreign_ratio,open,high,low,amount,marcap,shares,market
20120903,000020,동화약품,5480,-20,107292,-7750,0,2720,5.80859375,5490,5570,5470,591574560,153064455600,27931470,KOSPI
20120903,000040,S&T모터스,547,-7,713531,54110,,-54110,0.0,562,562,547,393000014,65279734313,119341379,KOSPI
20120903,000050,경방,101000,2396,53,-31,31,0,1.7001953125,98600,101000,98600,5317600,210080000000,2080000,KOSPI
20120903,000060,메리츠화재,12850,249,687495,-108556,-296134,406510,11.6484375,12900,12900,12500,8756904150,1242595000000,96700000,KOSPI
20120903,000070,삼양홀딩스,56900,401,23340,4215,-5611,2446,9.703125,56400,57200,55200,1311457000,438414329300,7704997,KOSPI
20120903,000075,삼양홀딩스우,31100,699,12,0,,,7.75,31100,31100,31100,370550,6917262000,222420,KOSPI
20120903,000080,하이트진로,22900,600,97438,-19142,3752,15180,20.3125,22200,22900,22050,2198478200,1591039650600,69477714,KOSPI
20120903,000087,하이트진로2우B,17000,-49,11,0,,,54.53125,17000,17000,17000,187000,19212346000,1130138,KOSPI
20120903,000100,유한양행,135000,1005,49841,-5410,15721,-10500,29.203125,133000,137000,130500,6716217500,1505593710000,11152546,KOSPI
20120903,000105,유한양행우,88700,-98,5,0,,,4.37890625,89800,89800,86500,443600,20949875600,236188,KOSPI
20120903,000120,CJ대한통운,92000,-1496,29579,2959,7592,-10551,3.1796875,93000,93600,89100,2709516800,2098735648000,22812344,KOSPI
20120903,000140,하이트진로홀딩스,10100,120,14821,-1499,-51,1550,5.609375,9980,10200,9840,148723500,234388326500,23206765,KOSPI
20120903,000145,하이트진로홀딩스우,7430,0,30,0,,,65.375,7250,7470,7250,221500,3498118300,470810,KOSPI
20120903,000150,두산,136000,501,58474,-10144,1835,8037,12.859375,134500,138500,134500,7995171000,2818019688000,20720733,KOSPI
20120903,000155,두산우,39500,-399,5870,20,-70,50,6.71875,39850,39850,38750,228529000,174237423000,4411074,KOSPI
20120903,000157,두산2우B,39200,0,0,0,,,0.01000213623046875,0,0,0,0,38638852000,985685,KOSPI
20120903,000180,성창기업지주,21400,-450,50341,260,,-260,2.279296875,21850,22150,21300,1091200900,128400000000,6000000,KOSPI
20120903,000210,대림산업,90500,1696,171488,-16689,5408,10253,37.625,89400,91300,87600,15406547700,3149400000000,34800000,KOSPI
20120903,000215,대림산업우,22300,0,2352,60,-60,,20.1875,22600,22600,21350,51750100,84740000000,3800000,KOSPI
20120903,000220,유유제약,5260,-130,4530,0,,0,10.59375,5300,5400,5260,23928800,30673427000,5831450,KOSPI
20120903,000225,유유제약1우,2230,-5,2320,0,,,17.3125,2190,2295,2190,5112850,2527626950,1133465,KOSPI
20120903,000227,유유제약2우B,5270,20,470,0,,,0.0,5330,5330,5180,2470000,864701600,164080,KOSPI
20120903,000230,일동제약,6850,10,9890,-6160,,-840,13.3828125,6720,6900,6720,67700600,171716245250,25068065,KOSPI
20120903,000240,,41600,0,0,,,,33.84375,0,0,0,0,6331101046400,152189929,KOSPI
20120903,000250,삼천당제약,2570,5,394392,12759,,-13990,3.7890625,2570,2595,2530,1009594460,51400000000,20000000,KOSDAQ
20120903,000270,기아차,75600,1497,961028,-106250,-186697,299758,34.15625,74100,75700,74000,71977459300,30645469033200,405363347,KOSPI
20120903,000300,대유신소재,2225,5,2544229,117155,-55,-118960,0.81982421875,2265,2320,2215,5742380775,190759400450,85734562,KOSPI
20120903,000320,노루홀딩스,8390,90,21671,2120,1190,-3310,1.7998046875,8430,8430,8210,181105590,110736346290,13198611,KOSPI
20120903,000325,노루홀딩스우,9450,-40,0,0,,,1.1103515625,0,0,0,0,1750612500,185250,KOSPI
20120903,000327,노루홀딩스2우B,9160,-10,1280,0,,,1.25,9010,9160,8940,11711500,847666400,92540,KOSPI
20120903,000360,삼환기업,2670,20,27570,10940,,-10940,7.80078125,2650,2690,2600,73484400,31573537650,11825295,KOSPI
20120903,000365,삼환기업우,1430,-20,2220,0,,,11.1015625,1440,1480,1400,3158700,2073777420,1450194,KOSPI
20120903,000370,한화손해보험,7740,-310,245436,6536,-104526,93870,2.41015625,7830,7870,7620,1910224040,377239202100,48738915,KOSPI
20120903,000390,삼화페인트,4230,-45,24250,5550,-1100,-4450,14.859375,4275,4275,4195,102598650,94752000000,22400000,KOSPI
20120903,000400,롯데손해보험,5370,30,18137,-3530,-50,0,10.5390625,5390,5400,5290,97125760,225808500000,42050000,KOSPI
20120903,000420,로케트전기,4960,15,5176,0,,,0.029998779296875,4890,4975,4890,25365510,18320370080,3693623,KOSPI
20120903,000425,로케트전우,10350,-50,420,0,,,0.0,10200,10350,10000,4251000,1101001950,106377,KOSPI
20120903,000430,대원강업,6150,80,35197,917,-4317,3400,3.189453125,6070,6300,6030,217531650,381300000000,62000000,KOSPI
20120903,000440,중앙에너비스,18800,-150,564,-118,118,,1.9697265625,18700,19000,18450,10474400,23414008800,1245426,KOSDAQ
20120903,000480,조선내화,62800,300,39,-3,3,0,3.44921875,62500,62800,62300,2436900,251200000000,4000000,KOSPI
20120903,000490,대동공업,5400,150,45806,-1020,,-80,1.509765625,5300,5440,5210,244439800,128132334000,23728210,KOSPI
20120903,000500,가온전선,19900,-50,4260,-520,420,100,10.6796875,19950,20100,19650,84255500,82790905300,4160347,KOSPI
20120903,000520,삼일제약,4260,-70,6460,0,,,2.990234375,4440,4440,4255,27721000,23430000000,5500000,KOSPI
20120903,000540,흥국화재,5010,0,4518,-230,-70,0,0.31005859375,5050,5070,4945,22735530,321855651450,64242645,KOSPI
20120903,000545,흥국화재우,2090,45,750,0,,,0.0,2085,2090,2000,1520350,1605120000,768000,KOSPI
20120903,000547,흥국화재2우B,6080,790,840,0,,,0.0,5340,6080,5260,4647900,933888000,153600,KOSPI
20120903,000590,CS홀딩스,32350,349,130,0,,,0.0,31650,32350,31650,4191000,37347492700,1154482,KOSPI
20120903,000640,동아제약,94600,-1004,25173,2283,-11419,9475,24.90625,95000,97000,93300,2384063000,1053371000000,11135000,KOSPI
20120903,000650,천일고속,26900,-451,80,0,,,0.0,27200,27200,26900,2157000,38446018000,1429220,KOSPI
20120903,000660,SK하이닉스,21400,199,3518196,-35394,222994,-204710,24.0,21200,21450,20900,74747782700,14854220002000,694122430,KOSPI
20120903,000670,영풍,930000,2042,4492,111,-2189,55,1.48046875,935000,937000,910000,4055749000,1713097200000,1842040,KOSPI
20120903,000680,LS네트웍스,4430,0,19169,-1410,-120,-1270,0.04998779296875,4450,4455,4380,84480420,342025348750,77206625,KOSPI
20120903,000685,LS네트웍스우,31300,550,230,0,,,0.0,28850,31300,28600,6704500,478389200,15284,KOSPI
20120903,000687,LS네트웍스전환상환2우B,4995,350,10,0,0,,0.1099853515625,4995,4995,4995,49950,7941290760,1589848,KOSPI
20120903,000700,한진해운홀딩스,6100,-80,37031,6242,-1602,-3840,14.3671875,6090,6170,6040,225437200,267124349700,43790877,KOSPI
20120903,000720,현대건설,63600,203,404701,-14597,57817,-42070,17.78125,63500,64200,62200,25653304700,7082226654000,111355765,KOSPI
20120903,000725,현대건설우,29000,-701,320,0,,,2.7109375,29250,29300,28250,9315500,2866824000,98856,KOSPI
20120903,000760,이화산업,8190,10,250,0,,,0.01000213623046875,8400,8690,7840,2012000,22932000000,2800000,KOSPI
20120903,000800,경남기업,6400,0,18871,560,,-560,9.21875,6360,6510,6350,120802600,101140019200,15803128,KOSPI
20120903,000810,삼성화재,234000,0,73497,-1745,24671,-21953,56.3125,230500,237000,230500,17170975500,11085711858000,47374837,KOSPI
20120903,000815,삼성화재우,78000,-502,187,163,,-163,70.125,78500,78600,77900,14620900,248976000000,3192000,KOSPI
20120903,000830,삼성물산,65000,503,544449,-776,23167,-16137,23.1875,64700,65500,63400,35135369600,10154154660000,156217764,KOSPI
20120903,000835,삼성물산우,19000,49,1085,-90,,90,25.796875,18800,19000,18800,20422200,88324407000,4648653,KOSPI
20120903,000850,화천기공,42150,700,4290,440,-430,-10,12.078125,41050,43000,40700,177328000,92730000000,2200000,KOSPI
20120903,000860,건설화학,16700,300,17675,-847,837,10,2.240234375,16400,16750,16350,292902000,108550000000,6500000,KOSPI
20120903,000880,한화,32700,-250,236656,-29436,32636,4820,21.078125,33150,33250,32450,7790818750,2451150634500,74958735,KOSPI
20120903,000885,한화우,10400,0,184,0,,,0.0,10400,10800,10400,1944100,4984657600,479294,KOSPI
20120903,000890,보해양조,828,-1,58501,-4070,,4070,0.1400146484375,821,830,817,48226365,36365892480,43920160,KOSPI
20120903,000895,보해양조우,27150,-249,130,0,,,0.0200042724609375,28500,28500,26850,3555500,692596500,25510,KOSPI
20120903,000910,유니온,4935,5,35643,425,-15,-410,0.239990234375,4930,4950,4880,174780775,77043339765,15611619,KOSPI
20120903,000950,전방,22950,-749,3610,0,,,0.0,22950,22950,22950,82849500,38556000000,1680000,KOSPI
20120903,000970,한국주철관,3440,-20,32360,1140,,-1140,1.490234375,3460,3460,3400,111091600,78433720000,22800500,KOSPI
