ticker,debt_ratio,as_of
067570,208.4,20260829
067630,41.0,20260829
067730,44.2,20260829
067770,2.2,20260829
067830,28.9,20260829
067900,40.7,20260829
067920,36.9,20260829
067990,315.0,20260829
068050,48.4,20260829
068100,26.2,20260829
068240,218.7,20260829
068270,23.0,20260829
068290,17.8,20260829
068330,10.0,20260829
068400,698.9,20260829
068760,73.5,20260829
068790,21.6,20260829
068930,77.2,20260829
068940,212.4,20260829
069080,12.6,20260829
069110,161.4,20260829
069140,49.8,20260829
069260,25.5,20260829
069330,38.3,20260829
069410,28.0,20260829
069460,84.1,20260829
069510,41.1,20260829
069540,20.9,20260829
069620,104.8,20260829
069640,3777.5,20260829
069730,39.3,20260829
069920,130.7,20260829
069960,74.0,20260829
070300,49.5,20260829
070590,115.3,20260829
070960,163.6,20260829
071050,80.3,20260829
071090,96.0,20260829
071200,15.5,20260829
071280,19.6,20260829
071320,218.9,20260829
071460,111.0,20260829
071670,201.6,20260829
071840,106.5,20260829
071850,178.6,20260829
071950,114.3,20260829
071970,92.9,20260829
072020,16.1,20260829
072130,23.6,20260829
072470,9.9,20260829
072520,71.6,20250530
072710,9.7,20260829
072770,131.7,20260829
072870,7.2,20260829
072950,27.3,20260829
072990,66.8,20260829
073010,60.3,20260829
073070,46.8,20210829
073110,72.9,20260829
073190,58.9,20260829
073240,160.2,20260829
073490,35.8,20260829
073540,18.8,20260829
073560,36.5,20260829
073570,5.2,20260829
073640,105.4,20260829
074430,53.5,20260829
074600,55.5,20260829
074610,136.1,20260829
075130,10.7,20260829
075180,9.5,20260829
075580,106.4,20260829
075970,56.6,20260829
076080,200.4,20260829
076610,50.4,20260829
077280,46.1,20191129
077360,143.4,20260829
077500,178.8,20260829
077970,233.6,20260829
078000,16.5,20260829
078020,1455.1,20260829
078070,1.9,20260829
078130,9.7,20260829
078140,101.4,20260829
078150,31.9,20260829
078160,97.3,20260829
078340,41.5,20260829
078350,90.1,20260829
078520,77.7,20260829
078590,22.6,20260829
078600,135.0,20260829
078650,101.8,20241129
078860,21.1,20260829
078890,131.0,20260829
078930,6.6,20260829
078940,29.5,20250829
079000,7.3,20260829
079160,132.7,20260829
079170,22.9,20260829
079190,25.0,20260829
079370,50.9,20260829
079430,95.5,20260829
079550,435.3,20260829
079650,5.7,20260829
079660,174.7,20190530
079810,33.1,20260829
079900,31.6,20260829
079940,138.9,20260829
079950,153.1,20260829
079960,16.8,20260829
079970,44.5,20260829
079980,231.2,20260829
080000,19.5,20241129
080010,12.8,20260829
080160,119.5,20260829
080220,64.8,20260829
080420,147.2,20260829
080440,334.7,20210530
080470,130.4,20260829
080520,5.1,20260829
080530,33.7,20260829
080580,78.7,20260829
080720,132.4,20260829
081000,18.1,20260829
081150,68.7,20260829
081180,235.1,20260829
081580,22.9,20260829
081660,54.1,20260829
081970,25.3,20260829
082210,297.3,20260829
082270,120.2,20260829
082640,1419.3,20260829
082660,125.6,20251129
082740,215.9,20260829
082800,61.5,20260829
082850,14.9,20260829
082920,17.9,20260829
083310,21.1,20260829
083370,2.5,20200829
083380,1.4,20200530
083420,76.8,20260829
083450,28.7,20260829
083470,48.1,20260829
083500,34.4,20260829
083550,40.9,20260829
083640,7.1,20260829
083650,432.1,20260829
083660,50.3,20260829
083790,103.5,20260829
083930,104.7,20260829
084010,23.3,20260829
084110,32.8,20260829
084180,59.9,20260829
084370,13.2,20260829
084440,222.2,20260829
084650,41.3,20260829
084670,193.4,20260829
084680,89.3,20260829
084690,34.3,20260829
084730,87.1,20260829
084850,1078.4,20260829
084870,79.0,20260829
084990,3.2,20260829
085310,8.7,20260829
085370,19.0,20240414
085620,1326.2,20260829
085660,55.1,20260829
085670,30.7,20260829
085810,3.6,20260829
085910,74.0,20260829
086040,102.4,20260829
086060,28.8,20260829
086080,36.7,20210415
086250,242.2,20250530
086280,88.2,20260829
086390,97.9,20260829
086450,32.7,20260829
086520,86.2,20260829
086670,78.2,20260829
086710,102.0,20260829
086790,33.9,20260829
086820,61.3,20260829
086890,30.0,20260829
086900,52.6,20260829
086960,33.3,20260829
086980,73.8,20260829
087010,29.7,20260829
087260,35.4,20260829
087600,26.9,20260829
087730,20.3,20230415
088130,36.3,20260829
088260,114.1,20260829
088280,52.0,20260829
088290,248.6,20260829
088340,80.7,20260829
088350,769.1,20260829
088390,47.2,20260829
088790,32.6,20260829
088800,326.3,20260829
088910,14.3,20260829
089010,186.3,20260829
089030,209.9,20260829
089140,16.1,20260829
089150,54.4,20260829
089230,208.6,20260829
089470,98.5,20260829
089530,96.4,20250415
089590,1134.2,20260829
089600,94.1,20260829
089790,38.2,20260829
089850,104.4,20260829
089860,443.4,20260829
089890,69.9,20260829
089970,21.0,20260829
089980,68.2,20260829
090080,246.8,20260829
090150,69.4,20260829
090350,79.6,20260829
090360,29.5,20260829
090370,29.4,20260829
090410,74.4,20260829
090430,11.3,20260829
090460,38.2,20260829
090470,97.0,20260829
090710,4.1,20260829
090730,34.2,20180530
090740,65.7,20260829
090850,105.3,20260829
091090,143.9,20260829
091120,53.2,20260829
091340,128.7,20260829
091440,113.0,20260829
091580,110.0,20260829
091590,14.4,20260829
091700,38.3,20260829
091810,2575.3,20260829
091970,147.6,20260829
091990,101.6,20231129
092040,67.2,20260829
092070,8.0,20260829
092130,35.1,20260829
092190,248.8,20260829
092200,416.2,20260829
092220,55.8,20260829
092230,7.2,20260829
092300,72.2,20260829
092440,8.0,20260530
092460,45.7,20260829
092600,64.8,20260530
092730,12.5,20260829
092780,259.7,20260829
092790,73.2,20260829
092870,28.3,20260829
093050,22.0,20260829
093190,12.0,20260829
093230,33.1,20260829
093240,110.0,20260415
093320,41.0,20260829
093370,99.5,20260829
093380,30.2,20260829
093520,132.3,20260829
093640,2.4,20260829
093920,3.3,20260829
094170,52.9,20260829
094190,138.1,20250829
094280,182.4,20260829
094360,22.1,20260829
094480,216.4,20260829
094820,43.0,20260829
094840,1.8,20260829
094850,51.1,20260829
094860,12.4,20260829
094940,30.6,20260829
094970,40.8,20260829
095190,84.7,20260829
095270,54.2,20260829
095340,8.7,20260829
095500,59.2,20260829
095570,252.8,20260829
095610,20.9,20260829
095660,13.4,20260829
095700,65.8,20260829
095720,83.7,20260829
095910,180.9,20260829
096040,28.8,20260829
096240,241.4,20260829
096250,16.7,20260829
096350,228.3,20260829
096530,18.6,20260829
096610,30.6,20260829
096630,63.7,20260829
096640,25.3,20260829
096690,33.7,20260829
096760,94.2,20260829
096770,50.1,20260829
096870,9.5,20260829
097230,250.8,20260829
097520,62.5,20260829
097780,1.3,20260829
097800,114.3,20260829
097870,12.4,20260415
097950,135.0,20260829
098070,36.0,20260829
098120,28.1,20260829
098460,21.0,20260829
098660,230.1,20260829
099190,59.0,20260829
099220,129.9,20260829
099320,53.0,20260829
099390,4.6,20260829
099410,30.8,20260829
099430,49.1,20260829
099440,91.6,20260829
099520,19.6,20260829
099660,42.8,20210415
099750,36.9,20260530
099830,53.0,20190415
100030,19.7,20260829
100090,36.5,20260829
100120,34.3,20260829
100130,33.7,20260829
100220,79.8,20260829
100250,12.3,20260829
100590,35.4,20260829
100660,19.5,20260829
100700,8.3,20260829
100790,9.5,20260829
100840,39.6,20260829
101000,68.2,20260829
101060,0.3,20211129
101140,3.8,20260829
101160,14.1,20260829
101170,14.7,20260829
101240,19.2,20260829
101330,0.3,20260829
101360,126.8,20260829
101390,5243.4,20260829
101400,6.8,20260829
101490,23.6,20260829
101530,126.8,20260829
101670,207.3,20260829
101680,160.4,20260829
101730,1.3,20260829
101930,14.4,20260829
101970,33.0,20260829
102120,44.7,20260829
102210,5.4,20260829
102260,58.2,20260829
102280,37.8,20260829
102370,84.0,20260829
102460,120.4,20260829
102710,32.1,20260829
102940,54.8,20260829
103130,161.0,20210829
103140,80.9,20260829
103230,57.5,20260829
103590,149.3,20260829
103840,243.0,20260829
104040,59.3,20260829
104200,29.8,20260829
104460,52.5,20260829
104480,20.4,20260829
104540,58.3,20260829
104620,156.4,20260829
104700,14.8,20260829
104830,17.3,20260829
105330,70.5,20260829
105550,48.9,20260829
105560,26.6,20260829
105630,69.8,20260829
105740,60.8,20260829
105760,34.1,20260829
105840,26.9,20260829
106080,81.9,20260829
106190,10.3,20260829
106240,127.4,20260829
106520,170.7,20260530
107590,31.4,20260829
107600,84.4,20260829
107640,141.3,20260829
108230,35.4,20260829
108320,27.1,20260829
108380,22.2,20260829
108490,2.3,20260829
108670,150.3,20260829
108790,166.2,20200530
108860,20.1,20260829
109070,49.1,20260829
109080,10.6,20260829
109610,126.9,20260829
109670,63.9,20260829
109740,7.7,20260829
109820,53.8,20260829
109860,7.3,20260829
109960,3.9,20260829
110020,8.7,20260829
110790,80.5,20260829
110990,15.3,20260829
111110,109.6,20260829
111380,72.7,20260829
111710,8.0,20260829
111770,42.7,20260829
111820,21.1,20260829
111870,5.6,20260829
112040,23.5,20260829
112240,5.0,20260829
112290,239.3,20260829
112610,52.0,20260829
113810,140.9,20260829
114090,39.6,20260829
114120,760.8,20240530
114190,128.2,20260829
114450,32.3,20260829
114570,319.8,20220530
114630,20.9,20260829
114810,21.4,20260829
114840,36.0,20260829
115160,123.3,20260829
115180,99.2,20260829
115310,9.7,20260829
115390,12.3,20250415
115440,30.2,20260829
115450,29.1,20260829
115480,78.0,20260829
115500,58.4,20260829
115530,279.7,20260829
115570,39.5,20260829
115610,34.4,20260829
115960,38.8,20250415
117580,84.5,20260829
117670,69.6,20260829
117730,32.1,20260829
118000,50.1,20260829
118990,111.6,20260829
119500,23.9,20260829
119610,58.8,20260829
119650,242.9,20260829
119830,33.9,20260829
119850,66.9,20260829
119860,36.6,20250415
120030,6.8,20260829
120110,91.4,20260829
120240,16.8,20260829
121440,12.5,20260829
121600,47.1,20260829
121800,6.8,20260829
121850,252.0,20260829
121890,17.8,20260829
122310,61.7,20260829
122350,317.5,20260829
122450,103.1,20260829
122640,53.9,20260829
122690,320.4,20260829
122800,87.4,20190415
122870,15.2,20260829
122900,118.0,20260829
122990,13.7,20260829
123010,60.9,20260829
123040,935.2,20260829
123100,16.0,20181129
123260,694.4,20190829
123330,63.0,20260829
123410,89.3,20260829
123420,7.9,20260829
123570,46.2,20260829
123690,20.9,20260829
123700,11.7,20260829
123750,26.5,20260829
123840,10.0,20260829
123860,95.0,20260829
123890,41.2,20260829
124500,96.5,20260829
124560,119.5,20260829
125020,80.7,20260829
125210,141.7,20260829
125490,77.2,20260829
126340,129.8,20260829
126560,3.2,20260829
126600,32.8,20260829
126640,54.2,20260829
126700,53.3,20260829
126720,8.4,20260829
126730,17.4,20260829
126870,48.1,20260829
126880,64.0,20260829
127120,81.2,20260829
127160,224.8,20210829
127710,50.3,20260829
127980,115.0,20260829
128540,41.9,20260829
128660,62.8,20260829
128820,80.1,20260829
128940,63.5,20260829
129260,79.1,20260829
129890,72.2,20260829
129920,135.1,20260829
130500,78.5,20260829
130580,20.4,20260829
130660,117.3,20260829
130740,31.0,20260829
130960,80.5,20180530
131030,9.8,20260829
131090,5.2,20260829
131100,39.1,20260829
131180,9.4,20260829
131220,22.4,20260829
131290,19.1,20260829
131370,22.2,20260829
131390,151.6,20221129
131400,28.9,20260829
131760,187.0,20260829
131970,62.3,20260829
133750,25.7,20260829
133820,271.2,20260829
134060,21.4,20260829
134380,31.2,20260829
134580,66.3,20260829
134780,29.4,20260829
134790,47.5,20260829
136150,53.6,20260829
136410,51.9,20260829
136480,174.9,20260829
136490,89.5,20260829
136510,152.1,20260415
136540,8.1,20260829
137080,15.1,20260829
137310,1.9,20260829
137400,122.8,20260829
137940,4.5,20260829
137950,110.3,20260829
138040,56.4,20260829
138070,19.1,20260829
138080,53.0,20260829
138250,58.5,20221129
138360,39.3,20260829
138490,22.9,20260415
138580,25.7,20250415
138610,34.6,20260829
138690,3.2,20240530
138930,34.2,20260829
139050,44.1,20260829
139130,38.2,20260829
139480,98.7,20260829
139670,7.4,20260829
139990,462.2,20260829
140070,157.6,20260829
140410,172.5,20260829
140430,58.9,20260829
140520,89.2,20260829
140670,55.8,20260829
140860,35.9,20260829
140890,139.9,20190829
140910,202.1,20260829
141000,11.9,20260829
141020,437.1,20231129
141070,550.9,20210829
141080,14.3,20260829
142210,230.9,20260829
142280,69.6,20260829
142760,74.4,20260829
143160,33.1,20260829
143210,717.7,20260829
143240,13.9,20260829
143540,85.9,20260829
144510,58.9,20260829
144620,82.7,20220415
144960,51.7,20260829
145020,11.1,20260829
145170,161.3,20260829
145210,71.0,20260829
145270,108.0,20260829
145720,80.8,20260829
145990,123.2,20260829
146060,97.8,20260829
146320,135.5,20260829
147760,109.1,20260829
147830,12.2,20260829
148140,592.7,20260415
148150,36.6,20260829
148250,58.2,20260829
148780,32.7,20260829
148930,18.3,20260829
149940,2322.0,20200530
149950,5.7,20260829
149980,8.8,20260829
150440,144.3,20240414
150840,27.3,20260829
150900,22.9,20260829
151860,40.8,20260829
151910,59.4,20260829
152330,33.8,20201129
153360,15.5,20220415
153460,7.3,20260829
153490,36.0,20260829
153710,62.8,20260829
153890,40.6,20260829
154030,73.2,20260829
154040,48.4,20260829
155650,21.8,20260829
155660,38.1,20260829
155900,0.5,20231129
155960,361.4,20260829
156100,47.2,20260829
158310,16.3,20240530
158430,26.4,20260829
159010,162.2,20260829
159580,10.6,20260829
159650,48.6,20201129
159910,196.8,20260829
160190,53.9,20260829
160550,104.7,20260829
160600,60.1,20260829
160980,23.4,20260829
161000,88.8,20260829
161390,31.7,20260829
161570,6.0,20240530
161580,81.0,20260829
161890,80.0,20260829
162300,125.9,20260829
163280,44.6,20260829
163560,44.2,20260829
163730,82.7,20260829
164060,59.0,20240829
166090,40.5,20260829
166480,132.6,20260829
168330,59.2,20260829
168360,138.3,20260829
169330,58.1,20260415
170030,36.9,20260829
170790,16.3,20260829
170900,93.4,20260829
170920,37.7,20260829
171010,206.2,20260829
171090,198.1,20260829
171120,12.3,20260829
172580,12.4,20211129
172670,111.3,20260829
173130,115.6,20260829
173940,652.7,20260829
174880,2.8,20260829
174900,21.5,20260829
175140,7.8,20260829
175250,187.6,20260829
175330,45.1,20260829
176440,4.7,20221129
176560,53.4,20190415
176750,51.4,20260829
177350,46.4,20260829
177830,109.7,20260829
177900,44.4,20260829
178320,81.2,20260829
178780,12.0,20260829
178920,29.2,20260829
179290,14.2,20260829
179530,85.8,20260829
179900,51.7,20260829
180400,11.7,20260829
180640,13.4,20260829
181340,172.6,20240530
181710,15.7,20260829
182360,56.5,20260829
182400,79.0,20260829
182690,128.5,20220415
183190,32.7,20260829
183300,73.2,20260829
183490,2.1,20260829
184230,84.0,20260829
185490,15.3,20260829
185750,82.4,20260829
186230,129.2,20260829
187220,62.9,20260829
187270,28.3,20260829
187420,74.2,20260829
187660,48.8,20260829
187790,117.2,20260829
187870,38.0,20260829
188040,56.5,20260829
188260,104.1,20260829
189300,81.4,20260829
189330,13.4,20260829
189690,7.6,20260415
189860,56.6,20260829
189980,123.9,20260829
190510,37.9,20260829
190650,940.0,20260530
191410,39.7,20260829
191420,65.1,20260829
192080,6.6,20260829
192250,98.7,20260829
192390,106.4,20260829
192400,22.5,20260829
192410,543.3,20260829
192440,10.1,20260829
192530,1292.4,20260829
192650,52.4,20260829
192820,201.2,20260829
193250,38.0,20260829
194370,92.4,20260829
194480,47.0,20260829
194510,71.6,20260829
194610,271.4,20190415
194700,40.1,20260829
195440,227.1,20221129
195500,55.6,20260829
195870,55.1,20260829
195940,49.7,20260829
195990,22.2,20260829
196170,25.8,20260829
196300,115.9,20260829
196450,48.8,20260829
196490,700.5,20260829
196700,71.1,20260829
197140,34.3,20260415
197210,125.3,20210530
198080,53.6,20260829
198440,217.7,20260829
198940,282.9,20260829
199430,150.8,20260829
199480,131.7,20260829
199550,37.5,20260829
199730,171.4,20260829
199800,10.3,20260829
199820,39.1,20260829
200130,49.5,20260829
200230,56.3,20260829
200350,4.6,20260829
200470,212.4,20260829
200670,8.6,20260829
200710,125.0,20260829
200780,110.5,20260829
200880,55.1,20260829
201490,15.1,20260829
203400,15.9,20260829
203450,61.1,20260829
203650,49.4,20260829
203690,49.2,20260829
204020,37.1,20260829
204210,90.1,20260829
204270,42.7,20260829
204320,89.7,20260829
204610,10.1,20260829
204620,20.2,20260829
204630,195.7,20260829
204840,34.8,20260829
204990,113.3,20200530
205100,10.5,20260829
205470,34.5,20260829
205500,120.1,20260829
206400,4.5,20260829
206560,132.3,20260829
206640,16.9,20260829
206650,31.7,20260829
207760,43.6,20260829
207940,46.4,20260829
208140,69.2,20260829
208340,82.4,20260415
208350,32.0,20260829
208370,11.6,20260829
208640,19.2,20260829
208710,67.8,20260829
208860,70.0,20260829
209640,68.7,20260829
210120,342.0,20260829
210540,14.0,20260829
210980,196.3,20260829
211050,358.4,20260829
211270,26.8,20260829
212560,44.6,20260829
212710,151.8,20260829
213090,3.1,20210829
213420,24.4,20260829
213500,187.5,20260829
214150,24.3,20260829
214180,14.2,20260829
214260,86.2,20260829
214270,17.6,20260829
214310,1.5,20260829
214320,42.3,20260829
214330,29.3,20260829
214370,10.3,20260829
214390,150.1,20260829
214420,35.0,20260829
214430,39.7,20260829
214450,41.4,20260829
214610,42.8,20260829
214680,173.3,20260829
214870,328.4,20250415
215000,18.4,20260829
215090,22.3,20260829
215100,6.3,20260829
215200,71.8,20260829
215360,200.9,20260829
215380,273.5,20260829
215480,23.6,20260829
215600,6.5,20260829
215790,38.8,20260829
216050,102.2,20260829
216080,181.9,20260829
217190,96.0,20260829
217270,8.8,20260829
217330,68.0,20260829
217480,16.6,20260829
217500,11.2,20260829
217590,82.3,20260829
217600,31.3,20221129
217620,426.2,20250829
217730,20.7,20260829
217820,246.7,20260829
218150,16.9,20260829
218410,28.1,20260829
219130,97.4,20260829
219420,7.0,20260829
219550,116.2,20260829
219750,101.0,20260829
220100,14.7,20260829
220110,1167.1,20190415
220180,18.2,20260829
220260,27.2,20260829
220630,49.5,20230415
221610,406.8,20210829
221800,0.9,20260829
221840,127.0,20260829
221980,35.1,20260829
222040,117.2,20260829
222080,29.3,20260829
222110,8.2,20260829
222160,64.7,20260829
222420,90.7,20260829
222800,163.7,20260829
222810,1293.0,20260829
222980,77.5,20260829
223250,97.5,20260829
223310,278.0,20260829
224060,15.6,20260829
224110,36.4,20260829
224880,149.4,20210415
225190,40.1,20260829
225220,36.3,20260829
225330,153.6,20220415
225430,78.9,20260829
225530,92.1,20260829
225570,65.5,20260829
225590,31.0,20260829
225650,80.8,20200414
226320,1.1,20260829
226330,46.8,20260829
226340,56.0,20260530
226350,121.0,20241129
226360,28.1,20260829
226400,57.6,20260829
226440,141.7,20260829
226590,117.8,20260829
226950,18.2,20260829
227100,14208.7,20250530
227610,164.4,20260829
227840,21.4,20260829
227950,14.0,20260829
228340,6.2,20260829
228670,96.2,20260829
228760,1.9,20260829
228850,6.8,20260829
229000,147.3,20260829
229640,1.1,20260829
230240,103.4,20260829
230360,50.8,20260829
230980,257.1,20260829
232140,17.8,20260829
232680,54.3,20260829
232830,162.7,20260829
234030,55.4,20260829
234080,33.6,20260829
234100,12.6,20260829
234300,78.3,20260829
234340,181.3,20260829
234690,100.2,20260829
234920,159.0,20260829
235980,7.5,20260829
236200,8.8,20260829
236810,72.4,20260829
237690,31.9,20260829
237750,162.4,20260829
237820,57.8,20260829
237880,28.6,20260829
238090,37.9,20260829
238120,52.4,20260829
238170,14.0,20250415
238200,32.3,20260829
238490,54.2,20260829
239340,26.2,20260829
239610,2.7,20260829
239890,18.8,20260829
240550,33.3,20260829
240600,74.6,20260829
240810,39.4,20260829
241520,42.5,20260829
241560,72.9,20260829
241590,8.7,20260829
241690,88.3,20260829
241710,123.0,20260829
241770,7.1,20260829
241790,42.8,20260829
241820,523.2,20251129
241840,8.2,20260829
242040,130.9,20260829
243070,57.7,20260829
243840,56.6,20260829
244460,2281.3,20260829
244920,93.2,20260829
245620,68.4,20260829
246250,68.2,20260829
246690,14.4,20260829
246710,73.4,20260530
246720,23.3,20260829
246960,137.4,20260829
247540,95.9,20260829
247660,16.5,20260829
248070,152.6,20260829
248170,42.9,20260829
249420,106.9,20260829
250000,201.6,20260829
250060,18.0,20260829
250930,572.6,20260829
251120,4.7,20260829
251270,24.0,20260829
251370,82.3,20260829
251630,47.8,20260829
251970,31.6,20260829
252500,12.7,20260829
252990,40.2,20260829
253450,30.7,20260829
253590,42.9,20260829
253840,22.7,20260829
254120,75.8,20260829
254490,124.7,20260829
255220,59.0,20260829
255440,59.4,20260829
256150,13.5,20260829
256630,39.4,20260829
256840,10.5,20260829
256940,119.3,20260829
257370,155.5,20260829
257720,30.1,20260829
257990,85.1,20260415
258610,64.8,20260829
258790,168.9,20260829
258830,129.7,20260829
259630,105.8,20260829
259960,16.0,20260829
260660,125.0,20260829
260930,30.0,20260829
260970,39.0,20260829
261200,153.4,20260829
261520,31.7,20260829
261780,113.8,20260829
262260,158.8,20260829
262760,18.7,20190415
262840,72.6,20260829
263020,28.3,20260829
263050,207.9,20260829
263540,740.5,20240414
263600,97.4,20260829
263690,33.4,20260829
263700,7.2,20260829
263720,12.5,20260829
263750,19.0,20260829
263770,10.4,20260829
263800,137.1,20260829
263810,66.6,20260829
263860,29.8,20260829
263920,38.3,20260829
264450,16.4,20260829
264660,23.0,20260829
264850,29.8,20260829
264900,55.6,20260829
265520,83.9,20260829
265560,32.5,20260829
265740,32.3,20260829
267250,42.0,20260829
267260,93.6,20260829
267270,73.1,20260829
267290,88.3,20260829
267320,89.4,20260829
267790,62.7,20260829
267850,19.9,20260829
267980,49.1,20260829
268280,19.1,20260829
268600,113.6,20241129
269620,182.5,20260829
270020,184.1,20200414
270520,88.5,20260829
270660,40.4,20260829
270870,22.9,20260829
271560,19.3,20260829
271830,81.3,20260829
271940,8.2,20260829
271980,167.0,20260829
272110,97.2,20260829
272210,141.7,20260829
272290,54.2,20260829
272450,635.7,20260829
272550,82.5,20260829
273060,206.5,20260829
273640,31.4,20260829
274090,36.5,20260829
274400,93.5,20260829
275630,9.6,20260829
276040,66.8,20260829
276730,314.3,20260829
277070,6.7,20260829
277410,80.8,20260829
277810,8.7,20260829
277880,126.3,20260829
278280,30.5,20260829
278470,61.4,20260829
278650,32.1,20260829
279570,1191.8,20260829
279600,232.0,20260829
280360,95.6,20260829
281740,143.2,20260829
281820,14.1,20260829
282330,173.8,20260829
282620,98.8,20260829
282690,16.4,20240829
282720,77.6,20260829
282880,65.9,20260829
283100,449.5,20230415
284620,23.0,20260829
284740,16.6,20260829
285130,76.2,20260829
285490,8.8,20260829
285800,65.8,20260829
286750,91.5,20260829
286940,57.1,20260829
287410,99.7,20250415
287840,85.7,20260829
288180,150.2,20260829
288330,56.7,20260829
288620,91.4,20260829
288980,546.0,20260829
289010,49.6,20260829
289080,17.9,20260530
289220,16.1,20260829
289860,230.2,20230415
289930,47.6,20260829
290090,11.1,20260829
290120,145.3,20260829
290270,10.7,20260829
290380,26.7,20260829
290510,52.3,20221129
290520,7.5,20260829
290550,59.1,20260829
290560,21.8,20260829
290650,47.7,20260829
290660,56.4,20260829
290670,186.3,20260829
290690,73.0,20260829
290720,204.8,20260829
290740,27.3,20260829
291230,9.7,20260829
291650,46.5,20260829
291810,11.1,20260829
293480,34.6,20260829
293490,60.5,20260829
293580,47.8,20260829
293780,28.8,20260829
293940,95.3,20260829
294090,163.3,20260829
294140,107.3,20260829
294570,92.6,20260829
294630,79.5,20260829
294870,114.9,20260829
295310,109.6,20260829
296640,15.3,20260829
297090,38.9,20260829
297570,37.2,20260829
297890,32.4,20260829
298000,127.9,20260829
298020,100.5,20260829
298040,159.9,20260829
298050,104.2,20260829
298060,48.7,20260829
298380,53.1,20260829
298540,57.7,20260829
298690,1646.7,20260829
298830,33.6,20260829
298870,10.3,20240530
299030,245.0,20260829
299170,32.3,20260829
299660,80.4,20260829
299900,18.3,20260530
299910,586.8,20241129
300080,24.8,20260829
300120,71.8,20260829
300720,59.9,20260829
301300,50.2,20260829
302430,38.1,20260829
302440,31.0,20260829
302550,27.5,20260829
303030,102.4,20260829
303360,6.0,20260829
303530,121.3,20260829
303810,64.0,20260829
304100,9.7,20260829
304360,88.2,20260829
304840,291.3,20260829
305090,166.5,20260530
306040,86.8,20260829
306200,77.6,20260829
306620,209.3,20260829
307160,9.0,20210829
307180,212.2,20260829
307280,18.0,20260829
307750,61.5,20260829
307870,59.2,20260829
307930,6.7,20260829
307950,69.7,20260829
308080,28.0,20260829
308100,53.1,20260829
308170,246.9,20260829
308430,130.6,20260829
309710,149.3,20260829
309930,90.7,20260829
309960,8.7,20260829
310200,54.3,20260829
310210,92.7,20260829
310870,129.6,20260829
311320,10.2,20260829
311390,22.5,20260829
311690,21.2,20260829
312610,55.5,20260829
313760,169.3,20260829
314130,45.8,20260829
314140,46.0,20260829
314930,0.8,20260829
315640,52.5,20260829
316140,16.6,20260829
317120,134.6,20260829
317240,91.8,20260829
317330,49.9,20260829
317400,59.5,20260829
317450,6.6,20260829
317530,14.6,20260829
317690,32.0,20260829
317770,39.5,20260829
317830,43.3,20260829
317850,34.4,20260829
317870,113.3,20260829
318000,9.3,20260829
318010,2.5,20260829
318020,125.1,20260829
318060,97.4,20260829
318160,30.8,20260829
318410,6.8,20260829
319400,69.5,20260829
319660,23.0,20260829
320000,159.0,20260829
321260,17.6,20260829
321370,182.4,20260829
321550,84.8,20260829
321820,59.2,20260829
322000,34.9,20260829
322180,25.6,20260829
322310,108.8,20260829
322510,96.4,20260829
322780,111.7,20260829
323230,64.1,20240829
323280,50.5,20260829
323350,91.1,20260829
323410,1037.1,20260829
323990,10.1,20260829
326030,12.5,20260829
327260,11.3,20260829
328130,52.8,20260829
328380,55.9,20260829
329180,178.5,20260829
330350,38.6,20260829
330590,158.7,20260829
330730,20.1,20260829
330860,66.2,20260829
331380,65.8,20260829
331520,58.2,20260829
331740,144.5,20260829
331920,60.2,20260829
332290,169.5,20260829
332370,7.3,20260829
332570,125.5,20260829
332710,14.2,20220829
333050,29.4,20260829
333430,37.8,20260829
333620,79.0,20260829
334890,23.6,20260829
334970,99.9,20260415
335810,36.4,20260829
335870,71.5,20260829
335890,12.4,20260829
336060,47.7,20260829
336260,336.2,20260829
336370,29.9,20260829
336570,55.3,20260829
336680,93.1,20260829
337930,35.9,20260829
338100,0.1,20260829
338220,31.2,20260829
338840,191.8,20260829
339770,97.4,20260829
339950,60.1,20260829
340360,237.0,20260829
340440,46.1,20260829
340450,10.0,20260829
340570,13.2,20260829
340810,63.5,20260829
340930,438.9,20260829
341160,17.1,20221129
342870,108.8,20260829
343090,89.6,20250415
343510,13.3,20230415
344820,66.3,20260829
344860,10.4,20260829
347000,21.2,20260829
347700,62.0,20260829
347740,6.5,20260829
347770,67.1,20260829
347850,73.7,20260829
347860,75.8,20260829
347890,19.5,20260829
348030,5.5,20260829
348080,22.9,20260829
348150,26.0,20260829
348210,37.7,20260829
348340,134.2,20260829
348350,28.5,20260829
348370,66.1,20260829
348950,48.8,20260829
350520,33.8,20260829
351320,290.4,20260829
351330,160.1,20260829
351870,217.3,20260829
352090,29.6,20260829
352480,19.2,20260829
352700,6.2,20260829
352770,1881.5,20260829
352820,46.3,20260829
352910,45.7,20260829
352940,77.2,20260829
353190,85.1,20260829
353200,39.8,20260829
353590,202.1,20260829
353810,233.5,20260829
354200,263.8,20260829
354230,226.5,20210415
354320,55.9,20260829
355150,94.6,20260829
355390,70.3,20260829
355690,74.5,20260829
356680,40.6,20260829
356860,74.1,20260829
356890,13.6,20260829
357120,179.8,20260829
357230,12.4,20260829
357250,221.0,20260829
357430,2.7,20260829
357550,23.1,20260829
357580,187.3,20260829
357780,10.6,20260829
357880,79.4,20260829
358570,9.2,20260829
359090,75.8,20260829
360070,90.2,20260829
360350,33.4,20260829
