Symbol,Name,Market,SecuGroup,Kind,ListingDate,DelistingDate,Reason,ArrantEnforceDate,ArrantEndDate,Industry,ParValue,ListingShares,ToSymbol,ToName
71902BBC,KB국민참여뉴딜2C,KOSPI,수익증권,보통주,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,591821.0,047210,케이비자산운용
72502BBC,신한국민참여정책형뉴딜혼합자산2호 A1,KOSPI,수익증권,보통주,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1209933.0,047190,신한자산운용
72501BBC,신한국민참여정책형뉴딜혼합자산2호 C1,KOSPI,수익증권,보통주,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1007002.0,047190,신한자산운용
72801BBC,한화국민참여정책형뉴딜2A,KOSPI,수익증권,보통주,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,4989131.0,030680,한화자산운용
72802BBC,한화국민참여정책형뉴딜2C,KOSPI,수익증권,보통주,2022-03-04,2025-12-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,596150.0,030680,한화자산운용
102280,쌍방울,KOSPI,주권,보통주,2008-06-10,2025-11-28,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2025-11-19,2025-11-27,섬유·의류,100.0,26259210.0,,
74100003,흥국플러스공모주하이일드증권2호 A,KOSPI,수익증권,보통주,2024-11-15,2025-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,11155613.0,071870,흥국자산운용
74100004,흥국플러스공모주하이일드증권2호 A-e,KOSPI,수익증권,보통주,2024-11-15,2025-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1542705.0,071870,흥국자산운용
74100005,흥국플러스공모주하이일드증권2호 C-f,KOSPI,수익증권,보통주,2024-11-15,2025-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,300000.0,071870,흥국자산운용
006390,한일현대시멘트,KOSPI,주권,보통주,1975-12-26,2025-11-21,해산 사유 발생,,,비금속,5000.0,19327672.0,,
70100009,한투삼성그룹성장테마1호(A),KOSPI,수익증권,보통주,2024-08-09,2025-11-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,17771907.0,047240,한국투자신탁운용
70100010,한투삼성그룹성장테마1호(A-e),KOSPI,수익증권,보통주,2024-08-09,2025-11-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,11074770.0,047240,한국투자신탁운용
70100011,한투삼성그룹성장테마2호(A),KOSPI,수익증권,보통주,2024-08-09,2025-11-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,8522657.0,047240,한국투자신탁운용
70100012,한투삼성그룹성장테마2호(A-e),KOSPI,수익증권,보통주,2024-08-09,2025-11-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,20165452.0,047240,한국투자신탁운용
73300003,다올공모주하이일드만기형증권3 A,KOSPI,수익증권,보통주,2024-11-08,2025-10-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,24833968.0,047220,다올자산운용
73300004,다올공모주하이일드만기형증권3 Ae,KOSPI,수익증권,보통주,2024-11-08,2025-10-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,20238501.0,047220,다올자산운용
74701B8A,이지스229호 Class A,KOSPI,수익증권,보통주,2019-01-24,2025-10-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,175425187.0,139150,이지스자산운용
74702B8A,이지스229호 Class C-I,KOSPI,수익증권,보통주,2019-01-24,2025-10-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,12104352.0,139150,이지스자산운용
091090,세원이앤씨,KOSPI,주권,보통주,2006-07-31,2025-10-27,감사의견 의견거절 2년 계속,2025-10-16,2025-10-24,금속,500.0,52754723.0,,
70100013,한투삼성그룹&글로벌성장1(A),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,300000.0,047240,한국투자신탁운용
70100014,한투삼성그룹&글로벌성장1(A1),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,6541073.0,047240,한국투자신탁운용
70100015,한투삼성그룹&글로벌성장1(A1-e),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,9654767.0,047240,한국투자신탁운용
70100016,한투삼성그룹&글로벌성장2(A),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,300000.0,047240,한국투자신탁운용
70100017,한투삼성그룹&글로벌성장2(A1),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,9158474.0,047240,한국투자신탁운용
70100018,한투삼성그룹&글로벌성장2(A1-e),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,8709890.0,047240,한국투자신탁운용
70100019,한투삼성그룹&글로벌성장3(A),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,300000.0,047240,한국투자신탁운용
70100020,한투삼성그룹&글로벌성장3(A1),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,4580577.0,047240,한국투자신탁운용
70100021,한투삼성그룹&글로벌성장3(A1-e),KOSPI,수익증권,보통주,2024-12-10,2025-10-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,7768861.0,047240,한국투자신탁운용
005390,신성통상,KOSPI,주권,보통주,1975-12-22,2025-09-30,신청에 의한 상장폐지,2025-09-19,2025-09-29,유통,500.0,143708390.0,,
010420,한솔PNS,KOSPI,주권,보통주,1989-05-31,2025-09-25,지주회사(최대주주등)의 완전자회사화 등,,,유통,500.0,20493012.0,,
77200001,한국밸류K-파워1호 (A),KOSPI,수익증권,보통주,2023-12-15,2025-09-24,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,23839016.0,,한국투자밸류자산운용
77200002,한국밸류K-파워1호 (A-e),KOSPI,수익증권,보통주,2023-12-15,2025-09-24,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,12284844.0,,한국투자밸류자산운용
77200003,한국밸류K-파워2호 (A),KOSPI,수익증권,보통주,2023-12-15,2025-09-24,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,21237679.0,,한국투자밸류자산운용
77200004,한국밸류K-파워2호 (A-e),KOSPI,수익증권,보통주,2023-12-15,2025-09-24,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,14906378.0,,한국투자밸류자산운용
093230,이아이디,KOSPI,주권,보통주,2007-11-01,2025-09-11,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2025-09-02,2025-09-10,유통,200.0,254384360.0,,
74701789,이지스204호 Class A,KOSPI,수익증권,보통주,2018-12-03,2025-09-10,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,55585193.0,139150,이지스자산운용
70101BB1,한국투자서울오피스,KOSPI,수익증권,보통주,2021-03-17,2025-09-05,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,54764919.0,440740,한투리얼에셋운용
000075,삼양홀딩스우,KOSPI,주권,구형우선주,1992-02-21,2025-08-20,존속기간 만료,,,기타금융,5000.0,150894.0,000070,삼양홀딩스
7420177B,하나대체미국LA부동산1호 A,KOSPI,수익증권,보통주,2018-02-07,2025-08-20,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,48286985.0,138960,하나대체투자자산운용
7420277B,하나대체미국LA부동산1호 F,KOSPI,수익증권,보통주,2018-02-07,2025-08-20,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,44128492.0,138960,하나대체투자자산운용
77300001,밸류시스템SAFE증권1호(A),KOSPI,수익증권,보통주,2024-08-28,2025-08-07,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1579177.0,,(주)밸류시스템자산운용
77300002,밸류시스템SAFE증권1호(Ae),KOSPI,수익증권,보통주,2024-08-28,2025-08-07,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2976085.0,,(주)밸류시스템자산운용
77300003,밸류시스템SAFE증권2호(A),KOSPI,수익증권,보통주,2024-08-28,2025-08-07,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2995279.0,,(주)밸류시스템자산운용
77300004,밸류시스템SAFE증권2호(Ae),KOSPI,수익증권,보통주,2024-08-28,2025-08-07,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1394013.0,,(주)밸류시스템자산운용
049770,동원F&B,KOSPI,주권,보통주,2000-11-23,2025-07-31,지주회사(최대주주등)의 완전자회사화 등,,,음식료·담배,1000.0,19295620.0,,
77200011,한국밸류기업가치포커스1호(A),KOSPI,수익증권,보통주,2024-09-20,2025-07-18,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,14672437.0,,한국투자밸류자산운용
77200012,한국밸류기업가치포커스1호(A-e),KOSPI,수익증권,보통주,2024-09-20,2025-07-18,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,19162475.0,,한국투자밸류자산운용
77200013,한국밸류기업가치포커스1호(C-F),KOSPI,수익증권,보통주,2024-09-20,2025-07-18,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000.0,,한국투자밸류자산운용
77200014,한국밸류기업가치포커스2호(A),KOSPI,수익증권,보통주,2024-09-20,2025-07-18,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,17879800.0,,한국투자밸류자산운용
77200015,한국밸류기업가치포커스2호(A-e),KOSPI,수익증권,보통주,2024-09-20,2025-07-18,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,15651482.0,,한국투자밸류자산운용
77200016,한국밸류기업가치포커스2호(C-F),KOSPI,수익증권,보통주,2024-09-20,2025-07-18,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000.0,,한국투자밸류자산운용
000885,한화우,KOSPI,주권,구형우선주,1990-01-22,2025-07-15,종류주식 상장주식수 미달 2반기 계속,,,화학,5000.0,199033.0,000880,한화
74702786,이지스리테일194호,KOSPI,수익증권,보통주,2018-08-14,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,20837383.0,139150,이지스자산운용
73400003,코레이트하이일드공모주투게더증권A,KOSPI,수익증권,보통주,2024-05-24,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,4025112.0,044430,코레이트자산운용
73400004,코레이트하이일드공모주투게더증권A-e,KOSPI,수익증권,보통주,2024-05-24,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,9064454.0,044430,코레이트자산운용
73400005,코레이트하이일드공모주투게더증권A2,KOSPI,수익증권,보통주,2024-05-24,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,18042312.0,044430,코레이트자산운용
012600,청호ICT,KOSPI,주권,보통주,1990-07-10,2025-05-27,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2025-05-16,2025-05-26,기계·장비,500.0,46634517.0,,
73501BB4,GB국민참여정책형뉴딜A,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,24369440.0,086070,골든브릿지자산운용
73502BB4,GB국민참여정책형뉴딜C,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2044000.0,086070,골든브릿지자산운용
73503BB4,GB국민참여정책형뉴딜I,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,3000000.0,086070,골든브릿지자산운용
75801BB4,IBK 국민참여정책형뉴딜 혼합자산 A,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,20535675.0,082990,아이비케이자산운용
75802BB4,IBK 국민참여정책형뉴딜 혼합자산 C,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,9430330.0,082990,아이비케이자산운용
71901BB4,KB국민참여뉴딜,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,29145045.0,047210,케이비자산운용
72501BB4,신한국민참여정책형뉴딜혼합자산(종A1),KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,26715260.0,047190,신한자산운용
72502BB4,신한국민참여정책형뉴딜혼합자산(종C1),KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2675977.0,047190,신한자산운용
72801BB4,한화국민참여정책형뉴딜 A,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,26662047.0,030680,한화자산운용
72802BB4,한화국민참여정책형뉴딜 C,KOSPI,수익증권,보통주,2021-07-13,2025-04-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,3290490.0,030680,한화자산운용
70100005,한투글로벌AI빅테크1호(A),KOSPI,수익증권,보통주,2024-04-19,2025-04-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,32635324.0,047240,한국투자신탁운용
70100006,한투글로벌AI빅테크1호(A-e),KOSPI,수익증권,보통주,2024-04-19,2025-04-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,6963095.0,047240,한국투자신탁운용
70100007,한투글로벌AI빅테크2호(A),KOSPI,수익증권,보통주,2024-04-19,2025-04-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,10205646.0,047240,한국투자신탁운용
70100008,한투글로벌AI빅테크2호(A-e),KOSPI,수익증권,보통주,2024-04-19,2025-04-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,29643054.0,047240,한국투자신탁운용
168490,한국패러랠,KOSPI,투자회사,보통주,2013-04-19,2025-04-01,해산 사유 발생,,,기타금융,,80020000.0,,
034300,신세계건설,KOSPI,주권,보통주,2002-06-17,2025-02-24,지주회사(최대주주등)의 완전자회사화 등,,,건설,5000.0,7760554.0,,
72500002,신한공모주하이일드[채권혼합](종A-e),KOSPI,수익증권,보통주,2023-10-20,2025-02-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1267578.0,047190,신한자산운용
72500001,신한공모주하이일드[채권혼합](종A1),KOSPI,수익증권,보통주,2023-10-20,2025-02-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,10059482.0,047190,신한자산운용
76400001,VIP The First 증권투자신탁 1호 A,KOSPI,수익증권,보통주,2023-04-14,2024-12-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,14246109.0,354340,브이아이피자산운용
76400002,VIP The First 증권투자신탁 1호 A-e,KOSPI,수익증권,보통주,2023-04-14,2024-12-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,978298.0,354340,브이아이피자산운용
76400003,VIP The First 증권투자신탁 2호 A,KOSPI,수익증권,보통주,2023-04-14,2024-12-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,11106887.0,354340,브이아이피자산운용
76400004,VIP The First 증권투자신탁 2호 A-e,KOSPI,수익증권,보통주,2023-04-14,2024-12-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,4005860.0,354340,브이아이피자산운용
115390,락앤락,KOSPI,주권,보통주,2010-01-28,2024-12-09,지주회사(최대주주등)의 완전자회사화 등,,,화학,500.0,43326411.0,,
70100002,한투글로벌신성장1호(A),KOSPI,수익증권,보통주,2023-11-03,2024-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,41345698.0,047240,한국투자신탁운용
70100003,한투글로벌신성장1호(A-e),KOSPI,수익증권,보통주,2023-11-03,2024-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,4365714.0,047240,한국투자신탁운용
70100001,한투글로벌신성장2호(A),KOSPI,수익증권,보통주,2023-11-03,2024-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,19841403.0,047240,한국투자신탁운용
70100004,한투글로벌신성장2호(A-e),KOSPI,수익증권,보통주,2023-11-03,2024-11-28,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,25606482.0,047240,한국투자신탁운용
00532219,온타이드 9WR,KOSPI,신주인수권증권,보통주,2020-01-09,2024-11-25,신주인수권증권 행사기간 및 행사의 만료,,,,0.0,4805514.0,005320,온타이드
73400001,코레이트하이일드공모주만기형증권1호A,KOSPI,수익증권,보통주,2023-11-03,2024-11-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,15353934.0,044430,코레이트자산운용
73400002,코레이트하이일드공모주만기형증권1호A-e,KOSPI,수익증권,보통주,2023-11-03,2024-11-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1362994.0,044430,코레이트자산운용
71901B9B,KB와이즈스타부동산3A,KOSPI,수익증권,보통주,2020-02-14,2024-11-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,40893730.0,047210,케이비자산운용
71902B9B,KB와이즈스타부동산3C-F,KOSPI,수익증권,보통주,2020-02-14,2024-11-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,38006270.0,047210,케이비자산운용
74100001,흥국플러스공모주하이일드증권 A,KOSPI,수익증권,보통주,2023-09-01,2024-10-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1951185.0,071870,흥국자산운용
74100002,흥국플러스공모주하이일드증권 A-e,KOSPI,수익증권,보통주,2023-09-01,2024-10-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,3498461.0,071870,흥국자산운용
282690,동아타이어,KOSPI,주권,보통주,2017-11-29,2024-10-08,해산 사유 발생,,,화학,500.0,13733015.0,,
74202B98,하나대체일본부동산1호 A,KOSPI,수익증권,보통주,2019-11-08,2024-08-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,679886.0,138960,하나대체투자자산운용
74204B98,하나대체일본부동산1호 C-I,KOSPI,수익증권,보통주,2019-11-08,2024-08-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,43254529.0,138960,하나대체투자자산운용
74203B98,하나대체일본부동산1호 C-W,KOSPI,수익증권,보통주,2019-11-08,2024-08-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2220000.0,138960,하나대체투자자산운용
74201B98,하나대체일본부동산1호 P,KOSPI,수익증권,보통주,2019-11-08,2024-08-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,5345585.0,138960,하나대체투자자산운용
73300001,다올공모주하이일드만기형증권1 A,KOSPI,수익증권,보통주,2023-09-01,2024-08-23,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,29737268.0,047220,다올자산운용
73300002,다올공모주하이일드만기형증권1 Ae,KOSPI,수익증권,보통주,2023-09-01,2024-08-23,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,10693424.0,047220,다올자산운용
003410,쌍용C&E,KOSPI,주권,보통주,1975-05-03,2024-07-09,지주회사(최대주주등)의 완전자회사화 등,,,비금속,100.0,443786866.0,,
70101B99,한국투자도쿄한조몬오피스,KOSPI,수익증권,보통주,2019-09-02,2024-06-07,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,61469664.0,440740,한투리얼에셋운용
030790,비케이탑스,KOSPI,주권,보통주,2010-11-02,2024-05-13,감사의견 의견거절 2년 계속,2024-04-30,2024-05-10,일반서비스,500.0,21248145.0,,
001725,신영증권우,KOSPI,주권,구형우선주,1988-08-16,2024-04-26,존속기간 만료,,,증권,5000.0,7005468.0,001720,신영증권
0051121C,한창 66WR,KOSPI,신주인수권증권,보통주,2023-12-01,2024-04-15,주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권),2024-04-03,2024-04-12,,0.0,4456407.0,005110,한창
74401769,맵스미국9-2호,KOSPI,수익증권,보통주,2016-12-21,2024-03-21,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,294118213.0,036320,미래에셋자산운용
001880,DL건설,KOSPI,주권,보통주,1977-12-22,2024-03-04,지주회사(최대주주등)의 완전자회사화 등,,,건설,5000.0,22053284.0,,
068400,SK렌터카,KOSPI,주권,보통주,2012-07-27,2024-01-31,지주회사(최대주주등)의 완전자회사화 등,,,일반서비스,500.0,46323542.0,,
73501BA2,GB중소성장기업A,KOSPI,수익증권,보통주,2020-04-27,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,6028090.0,086070,골든브릿지자산운용
73502BA2,GB중소성장기업C,KOSPI,수익증권,보통주,2020-04-27,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,550942.0,086070,골든브릿지자산운용
73503BA2,GB중소성장기업I,KOSPI,수익증권,보통주,2020-04-27,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,6000000.0,086070,골든브릿지자산운용
72501BA2,신한소재부품장비A1,KOSPI,수익증권,보통주,2020-04-29,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,13524136.0,047190,신한자산운용
72502BA2,신한소재부품장비C1,KOSPI,수익증권,보통주,2020-04-29,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,5592200.0,047190,신한자산운용
70101BA2,한투소재부품장비A,KOSPI,수익증권,보통주,2020-04-27,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,22440318.0,047240,한국투자신탁운용
70102BA2,한투소재부품장비C,KOSPI,수익증권,보통주,2020-04-27,2024-01-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,876917.0,047240,한국투자신탁운용
380440,엔에이치스팩19호,KOSPI,주권,보통주,2021-05-21,2024-01-02,SPAC 상장예비심사청구서 미제출 등,2023-12-19,2023-12-28,기타금융,500.0,10258000.0,,
4323201G,KB스타리츠 3R,KOSPI,신주인수권증서,보통주,2026-03-31,2026-04-07,,,,,0.0,49343017.0,,
0117901G,SKC 10R,KOSPI,신주인수권증서,보통주,2026-04-27,2026-05-06,,,,,0.0,11598997.0,,
0122001G,계양전기13R,KOSPI,신주인수권증서,보통주,2026-08-19,2026-08-26,,,,,0.0,6536462.0,,
0106401G,진양폴리 12R,KOSPI,신주인수권증서,보통주,2026-02-02,2026-02-09,,,,,0.0,6698548.0,,
1002501G,진양홀딩스 5R,KOSPI,신주인수권증서,보통주,2026-02-09,2026-02-19,,,,,0.0,8001562.0,,
0918101G,티웨이항공 28R,KOSPI,신주인수권증서,보통주,2026-02-20,2026-02-27,,,,,0.0,61558049.0,,
0047101G,한솔테크닉스 39R,KOSPI,신주인수권증서,보통주,2026-06-26,2026-07-03,,,,,0.0,9920295.0,,
0098301G,한화솔루션 51R,KOSPI,신주인수권증서,보통주,2026-07-06,2026-07-13,,,,,0.0,42165422.0,,
0932401F,형지엘리트 14R,KOSPI,신주인수권증서,보통주,2026-01-07,2026-01-14,,,,,0.0,22992239.0,,
031440,신세계푸드,KOSPI,주권,보통주,2010-04-29,2026-08-11,지주회사(최대주주등)의 완전자회사화 등,,,일반서비스,5000.0,3872480.0,,
057050,현대홈쇼핑,KOSPI,주권,보통주,2010-09-13,2026-07-20,지주회사(최대주주등)의 완전자회사화 등,,,유통,5000.0,12000000.0,,
012510,더존비즈온,KOSPI,주권,보통주,1988-10-28,2026-07-15,지주회사(최대주주등)의 완전자회사화 등,,,IT 서비스,500.0,29123883.0,,
70100026,한투글로벌넥스트웨이브1(A),KOSPI,수익증권,보통주,2025-09-01,2026-07-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,23788084.0,047240,한국투자신탁운용
70100027,한투글로벌넥스트웨이브1(A-e),KOSPI,수익증권,보통주,2025-09-01,2026-07-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1498487.0,047240,한국투자신탁운용
70100028,한투글로벌넥스트웨이브2(A),KOSPI,수익증권,보통주,2025-09-01,2026-07-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,268807.0,047240,한국투자신탁운용
70100029,한투글로벌넥스트웨이브2(A-e),KOSPI,수익증권,보통주,2025-09-01,2026-07-03,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,23925541.0,047240,한국투자신탁운용
008500,일정실업,KOSPI,주권,보통주,1994-08-12,2026-06-30,시가총액 미달,2026-06-19,2026-06-29,섬유·의류,1000.0,6000000.0,,
204210,JK리버스톤리츠,KOSPI,부동산투자회사,보통주,2016-09-22,2026-06-12,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2026-06-02,2026-06-11,부동산,5000.0,7826815.0,,
140910,에이리츠,KOSPI,부동산투자회사,보통주,2011-07-14,2026-06-10,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2026-05-29,2026-06-09,부동산,5000.0,4463032.0,,
152550,한국ANKOR유전,KOSPI,투자회사,보통주,2012-03-08,2026-05-04,해산 사유 발생,,,기타금융,,70020000.0,,
138490,코오롱ENP,KOSPI,주권,보통주,2011-06-15,2026-04-16,해산 사유 발생,,,화학,1000.0,38000000.0,,
1432121D,핸즈코퍼레이션 2WR,KOSPI,신주인수권증권,보통주,2023-06-29,2026-04-07,주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권),2026-03-27,2026-04-06,,0.0,4271821.0,143210,핸즈코퍼레이션
008110,대동전자,KOSPI,주권,보통주,1990-06-05,2026-03-30,감사범위제한으로인한 감사의견한정 2년 계속,2026-03-19,2026-03-27,전기·전자,500.0,10490447.0,,
77300005,밸류시스템SAFE증권3호(A),KOSPI,수익증권,보통주,2025-11-14,2026-03-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2119735.0,,(주)밸류시스템자산운용
77300006,밸류시스템SAFE증권3호(Ae),KOSPI,수익증권,보통주,2025-11-14,2026-03-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,2865521.0,,(주)밸류시스템자산운용
77300007,밸류시스템SAFE증권3호(CF),KOSPI,수익증권,보통주,2025-11-14,2026-03-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000.0,,(주)밸류시스템자산운용
77300008,밸류시스템SAFE증권4호(A),KOSPI,수익증권,보통주,2025-11-14,2026-03-16,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,1449484.0,,(주)밸류시스템자산운용
