date,ticker,name,close,change,volume,indiv,organ,frgn,foreign_ratio,open,high,low,amount,marcap,shares,market
20090202,000020,동화약품,33200,1051,50743,-1360,1570,-130,7.4609375,31700,33900,31550,1683834600,185464960800,5586294,KOSPI
20090202,000040,S&T모터스,320,-5,921384,1180,,-1180,0.75,325,330,320,301035250,35389509760,110592218,KOSPI
20090202,000050,경방,68100,-1503,2200,156,-312,156,1.1396484375,69600,70200,67300,151379000,141648000000,2080000,KOSPI
20090202,000060,메리츠화재,3450,-145,1124678,107447,-29177,-78320,13.9921875,3540,3590,3440,3940252815,427110000000,123800000,KOSPI
20090202,000070,삼양사,27050,-799,16012,7481,-8451,970,3.0390625,27400,27650,27050,436943100,270989036950,10018079,KOSPI
20090202,000075,삼양사우,13400,0,10,0,,,7.890625,13400,13400,13400,134000,5187140000,387100,KOSPI
20090202,000100,유한양행,202000,1005,75211,-16684,-33504,50197,27.59375,201500,203500,198000,15106758500,2041763884000,10107742,KOSPI
20090202,000105,유한양행우,132500,999,111,0,,,4.51953125,130000,132500,129000,14437500,31294910000,236188,KOSPI
20090202,000120,대한통운,90000,-1996,19519,4973,-4146,-548,12.5703125,92000,92300,88900,1764306300,3615905160000,40176724,KOSPI
20090202,000140,하이트홀딩스,16350,350,64630,1935,-5440,3705,16.59375,16000,16350,15900,1043918000,193388486700,11828042,KOSPI
20090202,000145,하이트홀딩스우,10650,150,170,0,,,79.0625,10500,10650,10500,1791000,5014126500,470810,KOSPI
20090202,000150,두산,103000,-3000,55812,241,-14043,13702,4.87890625,104000,106500,102500,5829946000,2547477576000,24732792,KOSPI
20090202,000155,두산우,18200,-400,21490,11510,-600,-10910,5.01171875,18200,18500,18200,394222500,86120343400,4731887,KOSPI
20090202,000157,두산2우B,31800,1899,30,0,0,,0.0,30000,31800,29950,917500,33006078600,1037927,KOSPI
20090202,000180,성창기업지주,18650,-99,6185,0,,0,1.150390625,18750,19200,18650,117179250,111900000000,6000000,KOSPI
20090202,000210,대림산업,47950,699,721486,-241055,167157,75358,33.6875,46800,48400,46250,34306151600,1668660000000,34800000,KOSPI
20090202,000215,대림산업우,14100,-300,16313,-40,-10,50,36.875,14200,14450,13950,231276300,53580000000,3800000,KOSPI
20090202,000220,유유제약,8120,90,5570,0,,,18.484375,8290,8290,7900,44607100,47351374000,5831450,KOSPI
20090202,000225,유유제약1우,3385,-10,100,0,,,20.546875,3310,3385,3310,331750,3836779025,1133465,KOSPI
20090202,000227,유유제약2우B,4700,50,160,0,,,0.0,4470,4700,4470,717500,771176000,164080,KOSPI
20090202,000230,일동제약,24550,250,7000,-2530,-50,2580,22.0625,25150,25400,23550,173812000,123084199150,5013613,KOSPI
20090202,000240,한국타이어,13300,0,726086,-209484,-29186,239020,32.96875,13200,13600,13100,9711484400,2024126055700,152189929,KOSPI
20090202,000250,삼천당제약,1940,25,348124,465,0,-465,1.009765625,1920,2000,1915,682178430,38800000000,20000000,KOSDAQ
20090202,000270,기아차,7900,30,7115616,-1707938,1510458,209540,9.359375,7890,8240,7770,57026603830,2743120594500,347230455,KOSPI
20090202,000300,대유신소재,1540,30,491795,7640,-10,-3240,0.9501953125,1510,1625,1475,763203520,71403875620,46366153,KOSPI
20090202,000320,디피아이홀딩스,6080,280,3789,-2596,2596,,1.25,5410,6120,5410,22013020,80247554880,13198611,KOSPI
20090202,000325,디피아이홀딩스우,4000,10,760,0,,,1.73046875,4000,4000,3980,3035900,741000000,185250,KOSPI
20090202,000327,디피아이홀딩스2B,3940,100,350,0,,,1.75,3950,3950,3900,1373900,364607600,92540,KOSPI
20090202,000360,삼환기업,10850,-150,210505,27140,-36380,9240,11.4921875,10700,11000,10650,2275608750,128304450750,11825295,KOSPI
20090202,000365,삼환기업우,4825,25,11200,0,,,22.046875,4800,4840,4710,53329000,6997186050,1450194,KOSPI
20090202,000370,한화손해보험,6920,20,377495,1545,685,-2230,0.2900390625,6830,7250,6800,2662759930,210902528480,30477244,KOSPI
20090202,000390,삼화페인트,3450,50,255975,13610,-13610,,12.5234375,3355,3865,3330,916280400,77280000000,22400000,KOSPI
20090202,000400,롯데손해보험,7330,-100,83692,-80,930,-850,10.1015625,7310,7620,7290,620764460,308226500000,42050000,KOSPI
20090202,000420,로케트전기,9380,90,443151,-490,-50,-90,0.08001708984375,9780,9780,8800,4137505930,18064904480,1925896,KOSPI
20090202,000425,로케트전우,9490,-510,12561,0,,,0.0,10200,10400,8630,118259000,1009517730,106377,KOSPI
20090202,000430,대원강업,1590,20,6560,60,-60,,3.859375,1550,1590,1550,10388650,95400000000,60000000,KOSPI
