ticker,market,industry
208370,KOSDAQ,의료용 기기 제조업
318160,KOSDAQ,기타 섬유제품 제조업
308430,KOSDAQ,의약품 제조업
068270,KOSPI,기초 의약물질 제조업
068760,KOSDAQ,의약품 제조업
068940,KOSDAQ,전자부품 제조업
007720,KOSDAQ,상품 종합 도매업
950200,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
032680,KOSDAQ,기타 정보 서비스업
258790,KOSDAQ,소프트웨어 개발 및 공급업
066910,KOSDAQ,기타 전문 도매업
215090,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
238500,KONEX,"그외 기타 전문, 과학 및 기술 서비스업"
336370,KOSPI,전자부품 제조업
248070,KOSPI,전자부품 제조업
035610,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
357780,KOSDAQ GLOBAL,기타 화학제품 제조업
036830,KOSDAQ GLOBAL,회사 본부 및 경영 컨설팅 서비스업
304100,KOSDAQ,소프트웨어 개발 및 공급업
328380,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
0203K0,KONEX,소프트웨어 개발 및 공급업
004430,KOSPI,기타 화학제품 제조업
086980,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
017550,KOSPI,특수 목적용 기계 제조업
050960,KOSDAQ,소프트웨어 개발 및 공급업
126720,KOSPI,전기 및 통신 공사업
084180,KOSDAQ,일반 목적용 기계 제조업
253840,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
185190,KONEX,산업용 농·축산물 및 동·식물 도매업
298830,KOSDAQ,소프트웨어 개발 및 공급업
236200,KOSDAQ,통신 및 방송 장비 제조업
094840,KOSDAQ,통신 및 방송 장비 제조업
192440,KOSDAQ,그외 기타 제품 제조업
424960,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
099440,KOSDAQ,특수 목적용 기계 제조업
066590,KOSDAQ,자동차 신품 부품 제조업
053210,KOSPI,텔레비전 방송업
276040,KOSDAQ,소프트웨어 개발 및 공급업
115570,KOSDAQ,플라스틱제품 제조업
330730,KOSDAQ,기타 금융업
352090,KOSDAQ,플라스틱제품 제조업
253450,KOSDAQ GLOBAL,"영화, 비디오물, 방송프로그램 제작 및 배급업"
408900,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
415380,KOSDAQ,기타 생활용품 소매업
475040,KOSDAQ,소프트웨어 개발 및 공급업
026890,KOSPI,신탁업 및 집합투자업
013810,KOSDAQ,특수 목적용 기계 제조업
347700,KOSDAQ,소프트웨어 개발 및 공급업
049830,KOSDAQ,기타 금속 가공제품 제조업
020710,KOSDAQ,전문디자인업
033170,KOSDAQ,반도체 제조업
048870,KOSDAQ,의료용 기기 제조업
025320,KOSDAQ,전자부품 제조업
134790,KOSPI,가구 제조업
340810,KOSDAQ,소프트웨어 개발 및 공급업
056090,KOSDAQ,의료용 기기 제조업
429270,KOSDAQ,반도체 제조업
418250,KOSDAQ,소프트웨어 개발 및 공급업
131090,KOSDAQ,소프트웨어 개발 및 공급업
462870,KOSPI,소프트웨어 개발 및 공급업
016590,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
290520,KOSDAQ,특수 목적용 기계 제조업
029530,KOSPI,컴퓨터 및 주변장치 제조업
004970,KOSPI,어로 어업
001000,KOSDAQ,부동산 임대 및 공급업
025870,KOSDAQ,음·식료품 및 담배 도매업
215600,KOSDAQ,자연과학 및 공학 연구개발업
065350,KOSDAQ,가정용 기기 제조업
416180,KOSDAQ,자동차 신품 부품 제조업
011930,KOSPI,반도체 제조업
004170,KOSPI,종합 소매업
035510,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
031430,KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업"
006880,KOSPI,산업용 농·축산물 및 동·식물 도매업
162300,KOSDAQ,1차 철강 제조업
002800,KOSDAQ,의약품 제조업
472220,KOSDAQ,금융 지원 서비스업
0091W0,KOSDAQ,금융 지원 서비스업
005800,KOSPI,봉제의복 제조업
001720,KOSPI,금융 지원 서비스업
009270,KOSPI,봉제의복 제조업
017000,KOSDAQ,건물 건설업
002700,KOSPI,기계장비 및 관련 물품 도매업
012790,KOSDAQ,의약품 제조업
138070,KOSDAQ,기타 금속 가공제품 제조업
226330,KOSDAQ,소프트웨어 개발 및 공급업
002870,KOSPI,기타 전문 도매업
019170,KOSPI,의약품 제조업
481850,KOSPI,신탁업 및 집합투자업
404990,KOSPI,부동산 임대 및 공급업
293940,KOSPI,부동산 임대 및 공급업
474660,KOSDAQ,금융 지원 서비스업
474930,KOSDAQ,금융 지원 서비스업
487360,KOSDAQ,금융 지원 서비스업
487830,KOSDAQ,금융 지원 서비스업
496070,KOSDAQ,금융 지원 서비스업
0130D0,KOSDAQ,금융 지원 서비스업
0129K0,KOSDAQ,금융 지원 서비스업
055550,KOSPI,기타 금융업
056700,KOSDAQ,플라스틱제품 제조업
187270,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
095190,KOSDAQ,기타 금속 가공제품 제조업
004080,KOSPI,기계장비 및 관련 물품 도매업
243840,KOSDAQ,일차전지 및 이차전지 제조업
257720,KOSDAQ,상품 종합 도매업
222800,KOSDAQ GLOBAL,전자부품 제조업
036710,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
444530,KOSDAQ,소프트웨어 개발 및 공급업
234030,KOSDAQ,반도체 제조업
160980,KOSDAQ,특수 목적용 기계 제조업
356890,KOSDAQ,소프트웨어 개발 및 공급업
217330,KOSDAQ,자연과학 및 공학 연구개발업
004770,KOSPI,전자부품 제조업
217320,KONEX,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
208640,KOSDAQ,소프트웨어 개발 및 공급업
222420,KOSDAQ,기타 비금속 광물제품 제조업
037760,KOSDAQ,1차 철강 제조업
081180,KOSDAQ,일반 목적용 기계 제조업
099320,KOSDAQ,"항공기,우주선 및 부품 제조업"
049960,KOSDAQ,기초 의약물질 제조업
088280,KOSDAQ,반도체 제조업
403550,KOSPI,운송장비 임대업
050890,KOSDAQ,통신 및 방송 장비 제조업
394800,KOSDAQ,자연과학 및 공학 연구개발업
177900,KOSDAQ,반도체 제조업
475400,KOSDAQ,특수 목적용 기계 제조업
109670,KOSDAQ,봉제의복 제조업
066790,KOSDAQ,텔레비전 방송업
004920,KOSPI,영상 및 음향기기 제조업
236030,KONEX,"곡물가공품, 전분 및 전분제품 제조업"
103660,KONEX,기타 화학제품 제조업
352480,KOSDAQ,기타 화학제품 제조업
245450,KONEX,통신 및 방송 장비 제조업
264660,KOSDAQ,특수 목적용 기계 제조업
352700,KOSDAQ,화학섬유 제조업
458870,KOSDAQ,의료용 기기 제조업
297090,KOSDAQ,일반 목적용 기계 제조업
112610,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업"
900120,KOSDAQ,기타 금융업
359090,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
115530,KOSDAQ,전자부품 제조업
388210,KOSDAQ,전자부품 제조업
115480,KOSDAQ,의료용 기기 제조업
376290,KOSDAQ,전자부품 제조업
189330,KOSDAQ,소프트웨어 개발 및 공급업
096530,KOSDAQ GLOBAL,의료용품 및 기타 의약 관련제품 제조업
480370,KOSPI,일반 목적용 기계 제조업
101240,KOSDAQ,기초 화학물질 제조업
060590,KOSDAQ,의약품 제조업
308170,KOSPI,자동차 신품 부품 제조업
260930,KOSDAQ,기타 화학제품 제조업
413630,KOSDAQ,플라스틱제품 제조업
013990,KOSDAQ,생활용품 도매업
175140,KOSDAQ,통신 및 방송 장비 제조업
123860,KOSDAQ,반도체 제조업
025980,KOSDAQ,일반 및 생활 숙박시설 운영업
008700,KOSPI,영상 및 음향기기 제조업
0015N0,KOSDAQ,기타 화학제품 제조업
261780,KOSDAQ,자연과학 및 공학 연구개발업
290690,KOSDAQ,전구 및 조명장치 제조업
125210,KOSDAQ,전자부품 제조업
090430,KOSPI,기타 화학제품 제조업
002790,KOSPI,기타 화학제품 제조업
357580,KOSDAQ,전자부품 제조업
052710,KOSDAQ,전자부품 제조업
074430,KOSDAQ,기초 의약물질 제조업
092040,KOSDAQ,기타 식품 제조업
083930,KOSDAQ,특수 목적용 기계 제조업
149950,KOSDAQ,전자부품 제조업
036010,KOSDAQ,전자부품 제조업
002030,KOSPI,회사 본부 및 경영 컨설팅 서비스업
183190,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
002310,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
050860,KOSDAQ,특수 목적용 기계 제조업
012170,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업"
136410,KOSDAQ,플라스틱제품 제조업
246720,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
450950,KOSDAQ,의료용 기기 제조업
067390,KOSDAQ,"항공기,우주선 및 부품 제조업"
159010,KOSDAQ,일반 목적용 기계 제조업
127710,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
267850,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
020560,KOSPI,항공 여객 운송업
154030,KOSDAQ,작물 재배업
227610,KOSDAQ,기타 화학제품 제조업
331740,KOSDAQ,소프트웨어 개발 및 공급업
143160,KOSDAQ,통신 및 방송 장비 제조업
054800,KOSDAQ,기타 전문 서비스업
332370,KOSDAQ,컴퓨터 및 주변장치 제조업
066430,KOSDAQ,기타 전문 도매업
122900,KOSPI,상품 종합 도매업
339950,KOSDAQ,일반 교습 학원
469750,KOSDAQ,특수 목적용 기계 제조업
460470,KOSDAQ,사진장비 및 광학기기 제조업
099190,KOSDAQ,의료용 기기 제조업
461300,KOSDAQ,소프트웨어 개발 및 공급업
289010,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
214430,KOSDAQ,전자부품 제조업
040910,KOSDAQ,특수 목적용 기계 제조업
368600,KOSDAQ,전자부품 제조업
456010,KOSDAQ,반도체 제조업
052860,KOSDAQ,반도체 제조업
464500,KOSDAQ,반도체 제조업
010780,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
212710,KOSDAQ,반도체 제조업
038880,KOSDAQ,전자부품 제조업
307180,KOSDAQ,전구 및 조명장치 제조업
403810,KONEX,전자부품 제조업
493280,KOSDAQ,자연과학 및 공학 연구개발업
461030,KOSDAQ,자연과학 및 공학 연구개발업
456570,KONEX,의료용품 및 기타 의약 관련제품 제조업
451220,KOSDAQ,특수 목적용 기계 제조업
447690,KONEX,의료용 기기 제조업
078860,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
090150,KOSDAQ,자동차 신품 부품 제조업
031310,KOSDAQ,전기 통신업
462980,KOSDAQ,기타 정보 서비스업
185490,KOSDAQ,자연과학 및 공학 연구개발업
059100,KOSDAQ,전자부품 제조업
149010,KONEX,반도체 제조업
262840,KOSDAQ,소프트웨어 개발 및 공급업
175250,KOSDAQ,기타 화학제품 제조업
052460,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
119830,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
052770,KOSDAQ,소프트웨어 개발 및 공급업
124500,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
031820,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
010280,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
243870,KONEX,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
232830,KOSDAQ,소프트웨어 개발 및 공급업
372800,KOSDAQ,소프트웨어 개발 및 공급업
084850,KOSDAQ,전자부품 제조업
309710,KOSDAQ,기초 의약물질 제조업
114840,KOSDAQ,기타 화학제품 제조업
027360,KOSDAQ,기타 금융업
139990,KOSPI,1차 철강 제조업
032080,KOSDAQ,"섬유제품 염색, 정리 및 마무리 가공업"
013310,KOSDAQ,자동차 신품 부품 제조업
059120,KOSDAQ,반도체 제조업
009320,KOSPI,자동차 신품 부품 제조업
0007C0,KOSDAQ,소프트웨어 개발 및 공급업
158430,KOSDAQ,소프트웨어 개발 및 공급업
297570,KOSDAQ,통신 및 방송 장비 제조업
200350,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
321820,KOSDAQ,창작 및 예술관련 서비스업
102950,KONEX,전자부품 제조업
001540,KOSDAQ,의약품 제조업
053800,KOSDAQ,소프트웨어 개발 및 공급업
251280,KONEX,자연과학 및 공학 연구개발업
065660,KOSDAQ,기타 전문 도매업
001780,KOSPI,1차 비철금속 제조업
260660,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
354320,KOSDAQ,1차 비철금속 제조업
361570,KOSDAQ,오디오물 출판 및 원판 녹음업
131370,KOSDAQ,소프트웨어 개발 및 공급업
140670,KOSDAQ,전자부품 제조업
096610,KOSDAQ,반도체 제조업
061040,KOSDAQ,통신 및 방송 장비 제조업
148250,KOSDAQ,전자부품 제조업
476830,KOSDAQ,자연과학 및 공학 연구개발업
347860,KOSDAQ,소프트웨어 개발 및 공급업
196170,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업
123750,KOSDAQ,그외 기타 운송장비 제조업
459550,KOSDAQ,통신 및 방송 장비 제조업
085810,KOSDAQ,소프트웨어 개발 및 공급업
043100,KOSDAQ,의료용 기기 제조업
117670,KOSDAQ,반도체 제조업
314140,KOSDAQ,의약품 제조업
293780,KOSDAQ,자연과학 및 공학 연구개발업
018250,KOSPI,기타 화학제품 제조업
161000,KOSPI,기초 화학물질 제조업
390110,KONEX,의료용 기기 제조업
310200,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
179530,KOSDAQ,의약품 제조업
397810,KOSDAQ,광고업
0011A0,KOSDAQ,기타 전기장비 제조업
052790,KOSDAQ,소프트웨어 개발 및 공급업
290740,KOSDAQ,전자부품 제조업
238090,KOSDAQ,플라스틱제품 제조업
138360,KOSDAQ,특수 목적용 기계 제조업
092600,KOSDAQ,반도체 제조업
129890,KOSDAQ,컴퓨터 및 주변장치 제조업
174900,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
109960,KOSDAQ,기타 전문 도매업
270520,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
255440,KOSDAQ,특수 목적용 기계 제조업
030960,KOSDAQ,인쇄 및 인쇄관련 산업
102120,KOSDAQ,반도체 제조업
238120,KOSDAQ,사진장비 및 광학기기 제조업
224810,KONEX,실내건축 및 건축마무리 공사업
019990,KOSDAQ,일반 목적용 기계 제조업
011090,KOSPI,가구 제조업
435570,KOSDAQ,도시락 및 식사용 조리식품 제조업
270660,KOSDAQ,가정용 기기 제조업
038680,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
137310,KOSPI,의료용 기기 제조업
217480,KOSDAQ,기타 화학제품 제조업
121890,KOSDAQ,전자부품 제조업
304360,KOSDAQ,의약품 제조업
389500,KOSDAQ,일반 목적용 기계 제조업
042110,KOSDAQ,가정용 기기 제조업
065420,KOSDAQ,기타 화학제품 제조업
270210,KONEX,기타 화학제품 제조업
103230,KOSDAQ,일반 목적용 기계 제조업
260970,KOSDAQ,기타 식품 제조업
101490,KOSDAQ GLOBAL,전자부품 제조업
095910,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
275630,KOSDAQ,소프트웨어 개발 및 공급업
031330,KOSDAQ,기계장비 및 관련 물품 도매업
060540,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
0008Z0,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
005850,KOSPI,자동차 신품 부품 제조업
246250,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
041510,KOSDAQ GLOBAL,오디오물 출판 및 원판 녹음업
010580,KOSPI,자동차 신품 부품 제조업
460870,KOSDAQ,유리 및 유리제품 제조업
464080,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
109610,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
365330,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
012750,KOSPI,"경비, 경호 및 탐정업"
306040,KOSDAQ,"가죽, 가방 및 유사제품 제조업"
217910,KONEX,기초 화학물질 제조업
398120,KOSDAQ,의료용 기기 제조업
472230,KOSDAQ,금융 지원 서비스업
473000,KOSDAQ,금융 지원 서비스업
473950,KOSDAQ,금융 지원 서비스업
475660,KOSDAQ,기타 화학제품 제조업
096630,KOSDAQ,통신 및 방송 장비 제조업
0070X0,KONEX,특수 목적용 기계 제조업
069510,KOSDAQ,영상 및 음향기기 제조업
488280,KOSDAQ,소프트웨어 개발 및 공급업
234300,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
039440,KOSDAQ,특수 목적용 기계 제조업
098660,KOSDAQ,봉제의복 제조업
052020,KOSDAQ,기계장비 및 관련 물품 도매업
237690,KOSDAQ GLOBAL,의약품 제조업
458350,KOSDAQ,기타 사업지원 서비스업
050760,KOSDAQ,플라스틱제품 제조업
288620,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
443670,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
317830,KOSDAQ,특수 목적용 기계 제조업
058610,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
043340,KOSDAQ,일반 목적용 기계 제조업
023960,KOSPI,토목 건설업
163280,KOSDAQ,일반 목적용 기계 제조업
298690,KOSPI,항공 여객 운송업
200710,KOSDAQ,반도체 제조업
475580,KOSDAQ,그외 기타 제품 제조업
096690,KOSDAQ,컴퓨터 및 주변장치 제조업
078520,KOSPI,기타 화학제품 제조업
298380,KOSDAQ GLOBAL,기초 의약물질 제조업
203400,KOSDAQ,자연과학 및 공학 연구개발업
003800,KOSDAQ,가구 제조업
088800,KOSDAQ,통신 및 방송 장비 제조업
241840,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
364950,KOSDAQ,특수 목적용 기계 제조업
453860,KOSDAQ,기타 화학제품 제조업
312610,KOSDAQ,1차 비철금속 제조업
015260,KOSPI,전자부품 제조업
172670,KOSDAQ,반도체 제조업
234070,KONEX,산업용 기계 및 장비 임대업
481070,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
060900,KOSDAQ,전기업
445090,KOSDAQ,반도체 제조업
295310,KOSDAQ,1차 비철금속 제조업
072990,KOSDAQ,기타 과학기술 서비스업
044990,KOSDAQ,전자부품 제조업
239610,KOSDAQ,기타 식품 제조업
0156T0,KOSDAQ,기초 의약물질 제조업
036170,KOSDAQ,반도체 제조업
477340,KOSDAQ,금융 지원 서비스업
148930,KOSDAQ,기타 금속 가공제품 제조업
044780,KOSDAQ,특수 목적용 기계 제조업
357230,KOSDAQ,기타 식품 제조업
355690,KOSDAQ,전자부품 제조업
071670,KOSDAQ,특수 목적용 기계 제조업
045660,KOSDAQ,일반 목적용 기계 제조업
224110,KOSDAQ,통신 및 방송 장비 제조업
021080,KOSDAQ,신탁업 및 집합투자업
200470,KOSDAQ,반도체 제조업
207490,KONEX,전구 및 조명장치 제조업
262260,KOSDAQ,기타 전기장비 제조업
007460,KOSPI,의약품 제조업
003060,KOSPI,의약품 제조업
397030,KOSDAQ,자연과학 및 공학 연구개발업
244920,KOSPI,보험 및 연금관련 서비스업
278470,KOSPI,기타 화학제품 제조업
0009K0,KOSDAQ,자연과학 및 공학 연구개발업
230240,KOSDAQ,통신 및 방송 장비 제조업
159910,KOSDAQ,기타 화학제품 제조업
097780,KOSDAQ,자동차 신품 부품 제조업
038870,KOSDAQ,사업시설 유지·관리 서비스업
448280,KOSDAQ,기타 전문 서비스업
101360,KOSDAQ,일차전지 및 이차전지 제조업
128540,KOSDAQ,자동차 신품 부품 제조업
086520,KOSDAQ GLOBAL,기타 금융업
450080,KOSPI,일차전지 및 이차전지 제조업
247540,KOSDAQ GLOBAL,일차전지 및 이차전지 제조업
383310,KOSDAQ,기타 화학제품 제조업
038110,KOSDAQ,자동차 신품 부품 제조업
073540,KOSDAQ,통신 및 방송 장비 제조업
064850,KOSDAQ,기타 정보 서비스업
036810,KOSDAQ,전자부품 제조업
173940,KOSDAQ,창작 및 예술관련 서비스업
083500,KOSDAQ,특수 목적용 기계 제조업
446440,KONEX,자연과학 및 공학 연구개발업
317530,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
054940,KOSDAQ,실내건축 및 건축마무리 공사업
950130,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
373110,KOSDAQ,기초 의약물질 제조업
205100,KOSDAQ,소프트웨어 개발 및 공급업
356680,KOSDAQ,소프트웨어 개발 및 공급업
317770,KOSDAQ,전자부품 제조업
373200,KOSDAQ,그외 기타 제품 제조업
069920,KOSDAQ,무점포 소매업
092870,KOSDAQ,특수 목적용 기계 제조업
019490,KOSPI,영상 및 음향기기 제조업
059180,KONEX,통신 및 방송 장비 제조업
317870,KOSDAQ,그외 기타 제품 제조업
067570,KOSDAQ,자동차 신품 부품 제조업
0004V0,KOSDAQ,기타 금속 가공제품 제조업
236810,KOSDAQ,광고업
140610,KONEX,자연과학 및 공학 연구개발업
333620,KOSDAQ,기타 전기장비 제조업
101400,KOSDAQ,반도체 제조업
475230,KOSDAQ,기타 금속 가공제품 제조업
224760,KONEX,토목 건설업
481890,KOSDAQ,금융 지원 서비스업
0054V0,KOSDAQ,금융 지원 서비스업
0130H0,KOSDAQ,금융 지원 서비스업
265740,KOSDAQ,기타 화학제품 제조업
354200,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
455900,KOSDAQ,특수 목적용 기계 제조업
419080,KOSDAQ,특수 목적용 기계 제조업
093510,KONEX,자동차 신품 부품 제조업
183490,KOSDAQ,기초 의약물질 제조업
085310,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업"
182400,KOSDAQ,기초 의약물질 제조업
348370,KOSDAQ,기초 화학물질 제조업
069410,KOSDAQ,소프트웨어 개발 및 공급업
227950,KOSDAQ,특수 목적용 기계 제조업
048830,KOSDAQ,합성고무 및 플라스틱 물질 제조업
096870,KOSDAQ,반도체 제조업
276240,KONEX,영상 및 음향기기 제조업
900140,KOSPI,자동차 판매업
290650,KOSDAQ,의약품 제조업
066970,KOSPI,일차전지 및 이차전지 제조업
156100,KOSDAQ,의료용 기기 제조업
0041J0,KOSDAQ,금융 지원 서비스업
311060,KONEX,특수 목적용 기계 제조업
073110,KOSDAQ,전자부품 제조업
083310,KOSDAQ,특수 목적용 기계 제조업
037950,KOSDAQ,전자부품 제조업
489500,KOSDAQ,기타 화학제품 제조업
170920,KOSDAQ,기초 화학물질 제조업
058630,KOSDAQ,소프트웨어 개발 및 공급업
226590,KOSDAQ,전자부품 제조업
058970,KOSDAQ,소프트웨어 개발 및 공급업
169330,KOSDAQ,시장조사 및 여론조사업
097520,KOSPI,영상 및 음향기기 제조업
373170,KOSDAQ,소프트웨어 개발 및 공급업
179290,KOSDAQ,의료용 기기 제조업
484870,KOSPI,특수 목적용 기계 제조업
009780,KOSDAQ,기타 식품 제조업
123040,KOSDAQ,자동차 신품 부품 제조업
432980,KOSDAQ,기초 의약물질 제조업
007820,KOSDAQ,일반 목적용 기계 제조업
347890,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
413390,KOSDAQ,특수 목적용 기계 제조업
032790,KOSDAQ,기계장비 및 관련 물품 도매업
033160,KOSDAQ,전자부품 제조업
033310,KOSDAQ,전자부품 제조업
259630,KOSDAQ,특수 목적용 기계 제조업
105550,KOSDAQ,전자부품 제조업
060850,KOSDAQ,소프트웨어 개발 및 공급업
014440,KOSPI,플라스틱제품 제조업
143540,KOSDAQ,특수 목적용 기계 제조업
111770,KOSPI,상품 종합 도매업
009970,KOSPI,기타 금융업
003520,KOSPI,의약품 제조업
000670,KOSPI,1차 비철금속 제조업
012280,KOSPI,자동차 신품 부품 제조업
265560,KOSDAQ,자동차 신품 부품 제조업
012160,KOSPI,1차 철강 제조업
036000,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
250930,KOSDAQ,플라스틱제품 제조업
053280,KOSDAQ,무점포 소매업
122640,KOSDAQ,특수 목적용 기계 제조업
476040,KOSDAQ,자연과학 및 공학 연구개발업
900300,KOSDAQ,기타 금융업
212310,KONEX,의료용 기기 제조업
045060,KOSDAQ,기타 화학제품 제조업
192410,KOSDAQ,통신 및 방송 장비 제조업
080520,KOSDAQ,반도체 제조업
007310,KOSPI,기타 식품 제조업
039830,KOSDAQ,전문디자인업
322310,KOSDAQ,특수 목적용 기계 제조업
046120,KOSDAQ,기타 과학기술 서비스업
475830,KOSDAQ,기초 의약물질 제조업
014940,KOSDAQ,일반 목적용 기계 제조업
002630,KOSPI,의약품 제조업
065500,KOSDAQ,자동차 신품 부품 제조업
271560,KOSPI,기타 식품 제조업
001800,KOSPI,기타 금융업
010470,KOSDAQ,광고업
417860,KOSDAQ,소프트웨어 개발 및 공급업
352910,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
053980,KOSDAQ,소프트웨어 개발 및 공급업
036220,KOSDAQ,의료용 기기 제조업
052420,KOSDAQ,플라스틱제품 제조업
332190,KONEX,의료용 기기 제조업
052300,KOSDAQ,상품 종합 도매업
039200,KOSDAQ,의약품 제조업
226400,KOSDAQ,의료용 기기 제조업
031510,KOSDAQ,자동차 신품 부품 제조업
342870,KOSDAQ,가전제품 및 정보통신장비 소매업
368970,KOSDAQ,동물용 사료 및 조제식품 제조업
138080,KOSDAQ,통신 및 방송 장비 제조업
080580,KOSDAQ,전자부품 제조업
067170,KOSDAQ,자동차 재제조 부품 제조업
353590,KOSDAQ,자동차 부품 및 내장품 판매업
173130,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
440320,KOSDAQ,소프트웨어 개발 및 공급업
049480,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
394280,KOSDAQ,소프트웨어 개발 및 공급업
476060,KOSDAQ,자연과학 및 공학 연구개발업
382150,KOSDAQ,자연과학 및 공학 연구개발업
005320,KOSPI,생활용품 도매업
244460,KOSDAQ,기초 의약물질 제조업
226950,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업
057540,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
131030,KOSDAQ,의약품 제조업
082210,KOSDAQ,사진장비 및 광학기기 제조업
109080,KOSDAQ,통신 및 방송 장비 제조업
380540,KOSDAQ,마그네틱 및 광학 매체 제조업
153710,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
432430,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
338840,KOSDAQ,자연과학 및 공학 연구개발업
122990,KOSDAQ,전자부품 제조업
232140,KOSDAQ,특수 목적용 기계 제조업
112290,KOSDAQ,기타 화학제품 제조업
065530,KOSDAQ,전기 통신업
067900,KOSDAQ,폐기물 처리업
007530,KOSDAQ,기타 금속 가공제품 제조업
155650,KOSDAQ,전자부품 제조업
273640,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
251370,KOSDAQ,기초 화학물질 제조업
209640,KOSDAQ,특수 목적용 기계 제조업
096250,KOSDAQ,소프트웨어 개발 및 공급업
273060,KOSDAQ,광고업
019210,KOSDAQ,기타 금속 가공제품 제조업
122870,KOSDAQ GLOBAL,오디오물 출판 및 원판 녹음업
011690,KOSPI,반도체 제조업
079000,KOSDAQ,플라스틱제품 제조업
403490,KOSDAQ,"과실, 채소 가공 및 저장 처리업"
