date,ticker,name,ret3,ret10,ret20,fw5,fw60,amt20,r
20260730,0001A0,덕양에너젠,-15.737298636926889,-17.973462002412543,-24.52830188679245,-2.8448197123922996,3.073726147302957,5.859682425,30.013198263386393
20260402,000250,삼천당제약,-48.564189189189186,-23.396226415094333,-23.492462311557794,5.536877203558461,3.5783779999519707,3249.317479,-35.558125000000004
20260407,000250,삼천당제약,-14.778325123152714,-44.55128205128205,-33.96946564885496,6.181359460706745,3.527318190995959,3537.0740715,-9.061235697940504
20260408,000250,삼천당제약,-25.154320987654323,-56.50224215246637,-37.338501291989665,6.869417492407491,3.9730762077392434,3825.534822,-26.35155963302752
20260608,000250,삼천당제약,-20.860927152317878,-32.67605633802817,-40.17521902377973,15.50167012452111,2.079567279397351,750.21481825,-14.555630252100846
20260702,0007J0,인벤테라,-13.746065057712487,-22.011385199240983,-35.8814352574103,6.1508789602348815,1.3883984373318459,5.385704435,-17.981703163017034
20260619,0009K0,에임드바이오,-10.664335664335667,-3.5849056603773577,-23.273273273273276,-0.6597022951471578,1.901479514809456,101.45402325,-22.72409448818898
20260605,002680,한탑,-7.990867579908678,-30.03472222222222,-38.93939393939394,-6.993629582249268,7.381931714748243,2.7785308475,-7.945664160401007
20260609,002680,한탑,17.839195979899493,-17.137809187279153,-29.895366218236173,-14.691298337663971,5.578311800209476,3.226695095,-28.34666666666667
20260610,002680,한탑,12.158808933002474,-17.66848816029144,-30.354391371340526,-12.453936746998979,1.781838008599009,6.0465950025,-25.353469387755098
20260604,003310,대주산업,-15.789473684210531,-28.27586206896552,-39.53488372093024,21.906352434138643,2.1894617356625306,25.537147465,-21.762352941176474
20240805,005290,동진쎄미켐,-17.980636237897652,-18.76712328767123,-26.60891089108911,3.8436869079049543,3.057374770437876,165.5749303,-1.9554098360655776
20260615,006050,국영지앤엠,-21.43906020558003,-36.68639053254438,-52.528837622005334,11.29368425067362,6.715106960644582,4.65832743,-17.45981651376147
20260616,006050,국영지앤엠,-15.797317436661695,-31.92771084337349,-48.401826484018265,60.69580390119227,14.375192163895296,4.88116248,-20.990344827586213
20221223,007390,네이처셀,-5.937499999999996,-17.07988980716253,-20.370370370370374,9.550470296021825,1.3248407881481097,87.43704535,-9.946666666666667
20260626,0088M0,메쥬,-22.160148975791436,-33.86075949367089,-56.00000000000001,15.205440689234557,1.5991284951103222,23.111344205,-2.714130781499199
20260629,0088M0,메쥬,-8.028335301062572,-17.87032156035846,-39.49514563106796,19.578084864388224,2.0696725204905944,22.87106254,-23.072691029900334
20220127,010170,대한광통신,-9.115138592750538,-19.347209082308424,-23.4052111410602,3.488461713904614,1.0820632322739763,5.913883386499999,3.5399413489736116
