ticker,filed,equity,liab,shares
WWD,20260730,2473794000.0,2722607000.0,61317000.0
PRG,20260730,805340000.0,1242726000.0,40772000.0
BBAI,20260730,770324000.0,70988000.0,479494493.0
BAX,20260730,6206000000.0,13612000000.0,517000000.0
LAUR,20260730,1141382000.0,1281985000.0,137749000.0
USLM,20260730,695731000.0,51630000.0,
CVEO,20260730,159409000.0,328446000.0,10997156.0
VCEL,20260730,370041000.0,132825000.0,51171000.0
CUZ,20260730,4483676000.0,4549306000.0,164602058.0
XEL,20260730,24057000000.0,,624405747.0
CSTL,20260730,470030000.0,91147000.0,30508534.0
BCYC,20260730,510255000.0,96323000.0,69814145.0
BDC,20260730,1384554000.0,,
MO,20260730,-2668000000.0,35992000000.0,
PHIN,20260730,1541000000.0,2301000000.0,
VMRK,20260730,10514980000.0,9388998000.0,374893890.0
MOD,20260730,1201500000.0,1585600000.0,54000000.0
EME,20260730,4078907000.0,6077138000.0,44240047.0
TNET,20260730,125000000.0,3221000000.0,45971977.0
PHAT,20260730,-344273000.0,671348000.0,80070048.0
RBLX,20260730,152000000.0,9616000000.0,714292000.0
RAL,20260730,1533900000.0,2171800000.0,110600000.0
PGY,20260730,594153000.0,1014221000.0,96963421.0
SSNC,20260730,6640700000.0,13898100000.0,234600000.0
APD,20260730,13883800000.0,23849200000.0,
FND,20260730,2495874000.0,3215147000.0,106886020.0
ADT,20260730,3477440000.0,12261616000.0,
APG,20260730,3516000000.0,6431000000.0,
WVE,20260730,453520000.0,104801000.0,193277622.0
GLPI,20260730,4983316000.0,8773788000.0,290919328.0
CLMB,20260730,124992000.0,337506000.0,18660639.0
WS,20260730,1063300000.0,989500000.0,49920298.0
SDEV,20260730,127244000.0,270000.0,50590723.0
NWPX,20260730,418602000.0,233296000.0,9640002.0
NWE,20260730,2895337000.0,5808364000.0,61513596.0
MMSI,20260730,1679804000.0,1183816000.0,59710000.0
KBR,20260730,1636000000.0,5025000000.0,126067755.0
GHC,20260730,4761578000.0,3319623000.0,4342000.0
OLED,20260730,1683965000.0,203766000.0,46231008.0
STT,20260730,28268000000.0,390113000000.0,274702550.0
BLDR,20260730,4005175000.0,7318634000.0,107594000.0
CLB,20260730,272669000.0,,45884100.0
PJT,20260730,312059000.0,772641000.0,
JLL,20260730,7461700000.0,9863900000.0,46007197.0
CTNM,20260730,171390000.0,11498000.0,
NVNO,20260730,20670000.0,1990000.0,673000.0
AOS,20260730,1841900000.0,1802600000.0,138511483.0
VLO,20260730,25001000000.0,,296000000.0
DLB,20260730,2583547000.0,563887000.0,95859000.0
DFIN,20260730,387400000.0,446900000.0,24700000.0
AGIO,20260730,1026021000.0,82403000.0,59604830.0
TRN,20260730,1143100000.0,7086300000.0,
TT,20260730,8622900000.0,15280500000.0,
BWB,20260730,547909000.0,4841817000.0,27880830.0
ICE,20260730,29551000000.0,144595000000.0,561000000.0
BWBBP,20260730,547909000.0,4841817000.0,27880830.0
LTH,20260730,3302168000.0,5055989000.0,223217000.0
BHC,20260730,-1771000000.0,25596000000.0,373901440.0
FCN,20260730,1333950000.0,2200775000.0,27700000.0
ICLR,20260730,9378162000.0,7022158000.0,77154209.0
BWIN,20260730,884428000.0,4752937000.0,93278000.0
DRS,20260730,2803000000.0,,266832196.0
HGV,20260730,1102000000.0,10976000000.0,78017947.0
DRH,20260730,1523355000.0,1537396000.0,204505826.0
MWYN,20260730,2582348.0,427970.0,20194804.0
MTZ,20260730,3476968000.0,7325511000.0,
RSI,20260730,185076000.0,454396000.0,
CNX,20260730,4843809000.0,4293090000.0,149036879.0
WCC,20260730,5219800000.0,12595200000.0,
IDCC,20260730,1202169000.0,989923000.0,25806000.0
SIRI,20260730,11908000000.0,15277000000.0,337000000.0
CRH,20260730,24035000000.0,33017000000.0,665895636.0
ALHC,20260730,265131000.0,1013907000.0,207178193.0
SLDE,20260730,1194818000.0,2404292000.0,115568131.0
FLGT,20260730,1001619000.0,93237000.0,27515000.0
HAPN,20260730,1567465000.0,10981575000.0,115407464.0
BYD,20260730,2500521000.0,,73114319.0
CRK,20260730,2579137000.0,4361108000.0,293620548.0
CCC,20260730,1772548000.0,1759380000.0,587843605.0
MYE,20260730,306368000.0,538672000.0,37599933.0
SAH,20260730,1025600000.0,,33000000.0
SAIA,20260730,2726728000.0,,26674650.0
TWI,20260730,501265000.0,1212254000.0,64485180.0
XHR,20260730,1109875000.0,1554218000.0,92245835.0
DTM,20260730,4779000000.0,5286000000.0,102015296.0
MA,20260730,5611000000.0,52085000000.0,888000000.0
TW,20260730,6634531000.0,912689000.0,
HTGC,20260730,2274330000.0,2413749000.0,187218000.0
CP,20260730,46626000000.0,41675000000.0,
NEOG,20260730,2092900000.0,1253100000.0,217700000.0
NEU,20260730,1838344000.0,1782667000.0,9196406.0
DXCM,20260730,2621400000.0,3833900000.0,377400000.0
SCI,20260730,1537251000.0,,136619474.0
LYV,20260730,82330000.0,,
NEXT,20260730,-57280000.0,12388619000.0,265100000.0
PAG,20260730,5815300000.0,12651900000.0,65662873.0
SAMG,20260730,46035000.0,62100000.0,7733452.0
PACK,20260730,519900000.0,576800000.0,85750150.0
NGVT,20260730,46900000.0,1490600000.0,34483413.0
DSWL,20260730,109390000.0,20574000.0,15885239.0
WTW,20260730,7688000000.0,22789000000.0,95000000.0
HWH,20260730,3227134.0,,6476400.0
OSW,20260730,582204000.0,147631000.0,
COIN,20260730,13079665000.0,13380621000.0,263782000.0
CDNA,20260730,425598000.0,107390000.0,51482536.0
LXU,20260730,539217000.0,,
ASUR,20260730,197763000.0,280115000.0,28824000.0
CCK,20260730,2867000000.0,,
WAFU,20260730,10032358.0,3159668.0,
MC,20260730,505805000.0,766595000.0,
PBI,20260730,-863279000.0,3882864000.0,
LOPE,20260730,669509000.0,249670000.0,26234000.0
CROX,20260730,1384674000.0,2971605000.0,48100000.0
PBF,20260730,6407000000.0,8173300000.0,120603759.0
CERS,20260730,70024000.0,134472000.0,
GVA,20260730,752748000.0,,43764125.0
INGM,20260730,4280022000.0,17246011000.0,235373307.0
H,20260730,3306000000.0,10352000000.0,96732008.0
UIS,20260730,-367400000.0,,72358000.0
RMNI,20260730,-16668000.0,400920000.0,93336000.0
RYET,20260731,5672540.0,9115779.0,35550004.0
TMO,20260731,52679000000.0,,372000000.0
BFST,20260731,1008577000.0,7894929000.0,29510668.0
RYAN,20260731,509414000.0,10950490000.0,
VIRT,20260731,1867760000.0,25152112000.0,86852837.0
OLN,20260731,1711400000.0,5728800000.0,114000000.0
TFC,20260731,64095000000.0,491928000000.0,1221626000.0
EHGO,20260731,8833834.0,6262052.0,2099292.0
VZ,20260731,105196000000.0,,4190000000.0
CL,20260731,236000000.0,16224000000.0,
NVT,20260731,3986900000.0,3159400000.0,164100000.0
RJET,20260731,1386300000.0,1870100000.0,45892239.0
AGNCO,20260731,12543000000.0,109217000000.0,1164200000.0
AGNCN,20260731,12543000000.0,109217000000.0,1164200000.0
AGNCP,20260731,12543000000.0,109217000000.0,1164200000.0
DCOM,20260731,1520456000.0,13522497000.0,44158358.0
MBWM,20260731,755124000.0,6064366000.0,17285911.0
STGW,20260731,669384000.0,3492762000.0,248328000.0
ADAMN,20260731,1472463000.0,11491899000.0,89879786.0
MHO,20260731,3227420000.0,1628623000.0,26376000.0
RBC,20260731,3462000000.0,1734100000.0,32764334.0
RBBN,20260731,392572000.0,750250000.0,178771961.0
RAY,20260731,16524665.0,11031676.0,2724911.0
EMN,20260731,6096000000.0,9249000000.0,
ADAMZ,20260731,1472463000.0,11491899000.0,89879786.0
CR,20260731,2177600000.0,1850900000.0,57798435.0
ENB,20260731,65349000000.0,162802000000.0,2184000000.0
TENX,20260731,113590000.0,8073000.0,31949785.0
TER,20260731,3437162000.0,1452304000.0,156378000.0
AGNCZ,20260731,12543000000.0,109217000000.0,1164200000.0
CWH,20260731,245701000.0,4459989000.0,
DMC,20260731,2007400000.0,1360300000.0,47146218.0
BNY,20260731,44664000000.0,479671000000.0,
SHOO,20260731,833230000.0,1031715000.0,72651000.0
GTES,20260731,3521900000.0,3498600000.0,253151170.0
UPBD,20260731,733350000.0,2370409000.0,58777000.0
SNDR,20260731,3059400000.0,1936700000.0,175900000.0
AMH,20260731,6807579000.0,5642083000.0,362643354.0
NIC,20260731,2271474000.0,13143145000.0,21060762.0
PRLB,20260731,691733000.0,99565000.0,23921897.0
JAKK,20260731,247875000.0,200618000.0,11445012.0
ABG,20260731,3923200000.0,,18700000.0
AMZN,20260731,551620000000.0,,10783000000.0
BCPC,20260731,1302378000.0,384626000.0,31955534.0
OGN,20260731,1006000000.0,12172000000.0,262609000.0
AGNCL,20260731,12543000000.0,109217000000.0,1164200000.0
OPY,20260731,983440000.0,3234071000.0,11380760.0
PTC,20260731,3469743000.0,3043834000.0,110717000.0
EXR,20260731,13257895000.0,15483159000.0,211273076.0
BTSG,20260731,2048717000.0,3927515000.0,197509491.0
LYB,20260731,10671000000.0,,323004034.0
GDDY,20260731,6700000.0,,126834000.0
LAWR,20260731,-616558000.0,1430996000.0,45960000.0
ETN,20260731,20254000000.0,,388400000.0
SCCO,20260731,12632200000.0,,825400000.0
FTAIM,20260731,403987000.0,4085175000.0,102625424.0
AMTB,20260731,914369000.0,9379878000.0,39186293.0
PSHG,20260731,343379000.0,,12432158.0
GCL,20260731,36797336.0,142286154.0,128008703.0
NBIX,20260731,3693600000.0,1665500000.0,101600000.0
EFSCP,20260731,2040846000.0,15358163000.0,36257707.0
BTSGU,20260731,2048717000.0,3927515000.0,197509491.0
GATX,20260731,2784400000.0,14131000000.0,35305058.0
VCYT,20260731,1388403000.0,97963000.0,80363927.0
AGNCM,20260731,12543000000.0,109217000000.0,1164200000.0
SAFE,20260731,2439146000.0,4886977000.0,71057000.0
COHU,20260731,774588000.0,,50339000.0
FHI,20260731,1252690000.0,933300000.0,72297000.0
HLI,20260731,2255000000.0,1352000000.0,
PRM,20260731,1021618000.0,2223140000.0,163686923.0
NWL,20260731,2451000000.0,8610000000.0,430000000.0
CHD,20260731,4347800000.0,4757900000.0,238200000.0
TTEK,20260731,1852072000.0,,256044000.0
DXC,20260731,3057000000.0,9598000000.0,166270000.0
FBIZ,20260731,395307000.0,4014697000.0,8368320.0
MYFW,20260731,280593000.0,2957413000.0,9765129.0
GSIW,20260731,24221979.0,17703121.0,
CBOE,20260731,5625800000.0,4983500000.0,104554843.0
MYGN,20260731,303900000.0,335000000.0,95600000.0
EFSC,20260731,2040846000.0,15358163000.0,36257707.0
OFS,20260731,112612000.0,191852000.0,13398078.0
BAC,20260731,301094000000.0,3198097000000.0,7017967460.0
BSRR,20260731,366897000.0,3353714000.0,12963397.0
LEA,20260731,5180700000.0,,51190661.0
WHD,20260731,1240816000.0,881520000.0,
SW,20260731,18036000000.0,27141000000.0,524522908.0
CHE,20260731,830510000.0,749075000.0,13442000.0
NBR,20260731,544128000.0,2978067000.0,14243000.0
CTVA,20260731,25159000000.0,,
CVCO,20260731,1110396000.0,431052000.0,7709359.0
PCOR,20260731,1278450000.0,965288000.0,151885923.0
AGNC,20260731,12543000000.0,109217000000.0,1164200000.0
AN,20260731,2259100000.0,,33100000.0
ALGM,20260731,964276000.0,446000000.0,186322415.0
FTAI,20260731,403987000.0,4085175000.0,102625424.0
APAM,20260731,420043000.0,908140000.0,81066833.0
MTH,20260731,5057937000.0,2496996000.0,65174093.0
MANH,20260731,157507000.0,,58300070.0
TRS,20260731,1442610000.0,803040000.0,35871612.0
ZSTK,20260731,13818000.0,11369000.0,2430000.0
ADAMI,20260731,1472463000.0,11491899000.0,89879786.0
IESC,20260731,1229242000.0,1041203000.0,19924339.0
OWL,20260731,1996530000.0,6720362000.0,
APH,20260731,15491600000.0,29184500000.0,
WY,20260731,9456000000.0,7057000000.0,720692000.0
RDDT,20260731,3285700000.0,350905000.0,202326864.0
ACCO,20260731,691100000.0,1633200000.0,92300000.0
ADAML,20260731,1472463000.0,11491899000.0,89879786.0
WTF,20260731,21725314.0,32931423.0,48237472.0
ROMA,20260731,9610101.0,364634.0,
ATR,20260731,2628293000.0,,64504000.0
BEN,20260731,11738200000.0,21842300000.0,507507250.0
TREE,20260731,320772000.0,590859000.0,14034240.0
ROP,20260731,18700300000.0,16469200000.0,98900000.0
IRMD,20260731,101748000.0,13227000.0,12786740.0
EFOR,20260731,1805100000.0,2218400000.0,40900000.0
TROW,20260731,11002500000.0,3184400000.0,
CNS,20260731,589375000.0,205611000.0,51416875.0
CRI,20260731,1027323000.0,1705037000.0,36711901.0
NRIM,20260731,347614000.0,3067772000.0,22244766.0
WRB,20260731,9833239000.0,35834032000.0,371057782.0
ADAMH,20260731,1472463000.0,11491899000.0,89879786.0
AWRE,20260731,20643000.0,,21703961.0
FBLG,20260731,4636000.0,3293000.0,5029640.0
BJRI,20260731,397398000.0,594390000.0,21179000.0
ORI,20260731,6072800000.0,25504500000.0,247887413.0
MHK,20260731,8540700000.0,5278500000.0,
MTD,20260731,12823000.0,3658121000.0,21683802.0
MCB,20260731,968166000.0,7890517000.0,12395278.0
NMIH,20260731,2705196000.0,1292179000.0,75367346.0
MRNA,20260731,6761000000.0,4200000000.0,399000000.0
CHRW,20260731,1627690000.0,4215816000.0,117113000.0
ADAMM,20260731,1472463000.0,11491899000.0,89879786.0
AAPL,20260731,107520000000.0,275746000000.0,14608963000.0
CMG,20260731,2199791000.0,6664794000.0,1290462000.0
WAL,20260731,7842000000.0,90566000000.0,
FLEX,20260731,5500000000.0,19698000000.0,369387510.0
ILMN,20260731,2838000000.0,,
RM,20260731,378331000.0,1751263000.0,9340000.0
SPXC,20260731,2348400000.0,,50080345.0
LIN,20260731,39081000000.0,47719000000.0,
SSB,20260731,9131468000.0,59778560000.0,96971142.0
HOWL,20260731,16292000.0,7863000.0,48599066.0
SLBT,20260731,-15670.0,27454.0,1.0
GRAN,20260731,1256904.0,2845125.0,10000000.0
IR,20260731,10177300000.0,7951100000.0,
MTX,20260731,1544900000.0,1918400000.0,
CDP,20260803,1528224000.0,2909439000.0,113411882.0
WGS,20260803,244221000.0,237265000.0,29803164.0
NCLH,20260803,2572866000.0,21438844000.0,459158514.0
GS,20260803,122742000000.0,2004969000000.0,291442355.0
TWST,20260803,445739000.0,226698000.0,62674000.0
BOW,20260803,472361000.0,2207353000.0,32943005.0
SFST,20260803,452268000.0,4247903000.0,9468467.0
SPTX,20260803,422602000.0,19079000.0,53530550.0
BCC,20260803,2025665000.0,,
FHB,20260803,2826028000.0,20820021000.0,121680634.0
COHN,20260803,63262000.0,691082000.0,3228970.0
ABTC,20260803,672072000.0,637351000.0,
LIND,20260803,-195838000.0,1196487000.0,65515419.0
TDW,20260803,1393164000.0,,49754957.0
EG,20260803,15430000000.0,46737000000.0,74500000.0
DDD,20260803,273563000.0,261681000.0,
VTS,20260803,623923000.0,299724000.0,41064396.0
DEA,20260803,1315265000.0,2056640000.0,47321617.0
CFG,20260803,26183000000.0,207653000000.0,422677660.0
OPAD,20260803,37306000.0,122983000.0,4708000.0
ABBV,20260803,-5935000000.0,,1773000000.0
INSP,20260803,825582000.0,100411000.0,28907221.0
CNH,20260803,7794000000.0,34319000000.0,1237725958.0
CNA,20260803,11186000000.0,58688000000.0,270598685.0
UTL,20260803,643700000.0,,18225964.0
SBRA,20260803,2750723000.0,2760170000.0,255462756.0
BLZE,20260803,88538000.0,135302000.0,
CRSP,20260803,1746551000.0,904219000.0,96660959.0
MSTR,20260803,30886088000.0,7235609000.0,343275000.0
KOS,20260803,704897000.0,,550060000.0
SBH,20260803,871474000.0,2011670000.0,94092000.0
AVA,20260803,2821000000.0,5714000000.0,83752000.0
ES,20260803,16340177000.0,,376598337.0
FBK,20260803,1936531000.0,14859477000.0,49976755.0
FIBK,20260803,3322600000.0,22562400000.0,95548084.0
BRCC,20260803,48324000.0,132627000.0,
NXT,20260803,2557103000.0,1705104000.0,
TKO,20260803,3395932000.0,7898410000.0,193323374.0
PLOW,20260803,299659000.0,,23069381.0
CVGI,20260803,136117000.0,318411000.0,37650869.0
NMFC,20260803,1028181000.0,1380638000.0,94452390.0
STRC,20260803,30886088000.0,7235609000.0,343275000.0
DAAQU,20260803,-6429848.0,6939745.0,
KRYS,20260803,1359126000.0,141522000.0,29596000.0
RELL,20260803,163701000.0,38316000.0,12690000.0
DAAQ,20260803,-6429848.0,6939745.0,
VVX,20260803,1134456000.0,2063870000.0,31345358.0
AXG,20260803,25174000.0,25595000.0,
STOK,20260803,345547000.0,48419000.0,62402595.0
IMO,20260803,24543000000.0,23320000000.0,484000000.0
INDV,20260803,-208000000.0,1441000000.0,127000000.0
AIMD,20260803,3283985.0,16277500.0,7384073.0
ALG,20260803,1188110000.0,535492000.0,12108752.0
CAKE,20260803,518958000.0,2775216000.0,49775548.0
MED,20260803,196377000.0,64024000.0,11181000.0
GBDC,20260803,3704869000.0,4634697000.0,260033889.0
ARE,20260803,15553976000.0,15456868000.0,
CSWC,20260803,1058456000.0,1257063000.0,63733867.0
WMB,20260803,13190000000.0,,1226000000.0
DTSQU,20260803,-1670611.0,1715964.0,2000900.0
CLPT,20260803,10776000.0,75965000.0,30503132.0
PPLI,20260803,5082381000.0,,76862000.0
ON,20260803,7218700000.0,6246600000.0,389290999.0
JAZZ,20260803,4801700000.0,,
DTSQR,20260803,-1670611.0,1715964.0,2000900.0
AEIS,20260803,1456100000.0,1949700000.0,40000000.0
LPLA,20260803,5756840000.0,14034280000.0,
STRD,20260803,30886088000.0,7235609000.0,343275000.0
VMD,20260803,144028000.0,58260000.0,38088228.0
TSN,20260803,18079000000.0,,354000000.0
DTSQ,20260803,-1670611.0,1715964.0,2000900.0
BSX,20260803,24930000000.0,,
SUPN,20260803,1031226000.0,396883000.0,58164352.0
CRGY,20260803,5159589000.0,6848787000.0,
ALRS,20260803,583143000.0,4705575000.0,24985815.0
OCUL,20260803,520041000.0,151276000.0,219589303.0
KROS,20260803,262320000.0,25280000.0,19827188.0
PGR,20260803,34333000000.0,90592000000.0,585600000.0
DSGN,20260803,201858000.0,13271000.0,62580096.0
FISI,20260803,643441000.0,5691511000.0,
ORIC,20260803,381256000.0,23429000.0,103636424.0
CTOS,20260803,815957000.0,,227505535.0
SHBI,20260803,616075000.0,5535356000.0,33416336.0
HBCP,20260803,453457000.0,3149736000.0,7868139.0
GOAI,20260803,17103978.0,7271146.0,39252186.0
CSR,20260803,680223000.0,1042413000.0,16792000.0
JXN,20260803,9962000000.0,356591000000.0,68185286.0
STRF,20260803,30886088000.0,7235609000.0,343275000.0
STRK,20260803,30886088000.0,7235609000.0,343275000.0
MAR,20260803,-4525000000.0,,
L,20260803,19115000000.0,67196000000.0,
SITC,20260803,282259000.0,83035000.0,52471000.0
GIFT,20260803,21066305.0,9107497.0,34526941.0
ALX,20260803,223623000.0,979441000.0,5107290.0
SAAQU,20260803,-6529486.0,8097048.0,
ECHO,20260803,14155098000.0,25223994000.0,
FISN,20260803,98755000.0,8553000.0,59745938.0
SAAQ,20260803,-6529486.0,8097048.0,
AEE,20260803,13687000000.0,,276800000.0
PMTW,20260804,1853374000.0,23240216000.0,87202362.0
TENB,20260804,198399000.0,1375262000.0,
ALK,20260804,3670000000.0,,111566970.0
FTH,20260804,172958000.0,9581000.0,25832969.0
TVTX,20260804,24522000.0,774838000.0,94174767.0
LOB,20260804,1312864000.0,14721223000.0,46552112.0
CERT,20260804,966515000.0,433283000.0,152499023.0
PNW,20260804,7034754000.0,,124136000.0
FTEK,20260804,37367000.0,5827000.0,31216789.0
DBRG,20260804,2345465000.0,1117240000.0,
DGICB,20260804,666108577.0,1815977280.0,
PNFP,20260804,6637000000.0,,
AMP,20260804,6366000000.0,191505000000.0,
CYCN,20260804,5087000.0,,4256284.0
LUMN,20260804,-1488000000.0,,1030122000.0
PMTU,20260804,1853374000.0,23240216000.0,87202362.0
AGNT,20260804,280852000.0,258318000.0,167117937.0
UONE,20260804,16313000.0,532284000.0,4460275.0
PEBK,20260804,161339000.0,1603660000.0,5461490.0
UONEK,20260804,16313000.0,532284000.0,4460275.0
PGEN,20260804,43576000.0,126720000.0,358008798.0
AIN,20260804,745689000.0,959276000.0,
CXDO,20260804,78113000.0,22925000.0,33248336.0
UCTT,20260804,639800000.0,1201000000.0,45300000.0
PAY,20260804,613421000.0,111953000.0,
LRMR,20260804,127382000.0,37920000.0,103882937.0
DD,20260804,13769000000.0,7180000000.0,
LSCC,20260804,787527000.0,188654000.0,137187000.0
ALIT,20260804,1024000000.0,3242000000.0,26294427.0
BEAM,20260804,1067442000.0,318913000.0,103264636.0
FORM,20260804,1111360000.0,231120000.0,78120725.0
PG,20260804,54311000000.0,72210000000.0,2422500000.0
OPEN,20260804,914000000.0,2047000000.0,968626958.0
AHCO,20260804,1378466000.0,2954613000.0,136305075.0
TPG,20260804,3742235000.0,10285659000.0,384594589.0
ACGL,20260804,24030000000.0,61149000000.0,
MD,20260804,880977000.0,1249365000.0,81222774.0
LPCN,20260804,21767404.0,2067957.0,8244253.0
PFE,20260804,85190000000.0,115639000000.0,5733000000.0
MCY,20260804,2836025000.0,7706340000.0,55389000.0
BELFB,20260804,404743000.0,464871000.0,
UFCS,20260804,977337000.0,3037029000.0,25704420.0
BELFA,20260804,909371000.0,252210000.0,
BKNG,20260804,-10783000000.0,40465000000.0,782000000.0
AME,20260804,11260763000.0,5333950000.0,
OPLN,20260804,1571200000.0,,122930643.0
LMB,20260804,203148000.0,200859000.0,11921067.0
ULS,20260804,1595000000.0,1499000000.0,
PCRX,20260804,671976000.0,572002000.0,39822298.0
FRSH,20260804,895943000.0,594525000.0,
ACGLO,20260804,24030000000.0,61149000000.0,
LDOS,20260804,5284000000.0,10296000000.0,125492013.0
MATX,20260804,2773100000.0,,
PLTR,20260804,9774194000.0,1793680000.0,2402897000.0
PLUS,20260804,1072035000.0,795022000.0,26149000.0
TYRA,20260804,353664000.0,29698000.0,59662877.0
LCID,20260804,-1057963000.0,5850532000.0,394070176.0
TYGO,20260804,44639000.0,33221000.0,76769103.0
DGICA,20260804,666108577.0,1815977280.0,
THRY,20260804,211562000.0,,44417798.0
PACS,20260804,1110400000.0,4540921000.0,158335612.0
TKR,20260804,3194500000.0,,70152767.0
TREX,20260804,1010082000.0,616386000.0,101865035.0
PINS,20260804,2893898000.0,1865480000.0,
TMDX,20260804,518053000.0,946343000.0,34629682.0
TRNS,20260804,302899000.0,189729000.0,9359263.0
FITB,20260804,34482000000.0,265698000000.0,906572635.0
UPST,20260804,797488000.0,2373785000.0,97306813.0
CBZ,20260804,1885351000.0,2744609000.0,
OKUR,20260804,172108000.0,7245000.0,
LMND,20260804,499500000.0,1512400000.0,77326718.0
LUNG,20260804,39196000.0,75536000.0,42948269.0
FIS,20260804,16038000000.0,28065000000.0,517000000.0
TTI,20260804,407795000.0,,148072779.0
OKE,20260804,22937000000.0,,630362380.0
BIO,20260804,7173900000.0,3078100000.0,26852000.0
OSPN,20260804,273480000.0,113542000.0,36783000.0
TSLX,20260804,1548554000.0,1994637000.0,95343139.0
CBT,20260804,1605000000.0,,51631007.0
HUT,20260804,1442623000.0,8221074000.0,123190559.0
GPK,20260804,3236000000.0,,296054676.0
ADM,20260804,23580000000.0,,485000000.0
NRG,20260804,4855000000.0,35085000000.0,210307902.0
APTV,20260804,8753000000.0,9243000000.0,208365500.0
MQ,20260804,715557000.0,676669000.0,107591000.0
CMI,20260804,12847000000.0,21724000000.0,138600000.0
IPGP,20260804,2127178000.0,297389000.0,42533767.0
RHI,20260804,1207659000.0,1650840000.0,102361829.0
NRC,20260804,29672000.0,105503000.0,22785421.0
CACC,20260804,1588900000.0,7033700000.0,10376049.0
DOCN,20260804,930731000.0,2192322000.0,105002427.0
NPO,20260804,1587400000.0,1073100000.0,21400000.0
IPAR,20260804,880716000.0,481224000.0,32067285.0
MRP,20260804,5851836000.0,3855466000.0,166049937.0
SNDX,20260804,15099000.0,688553000.0,89150619.0
RIGL,20260804,425422000.0,95644000.0,
DORM,20260804,1515040000.0,,29665940.0
BR,20260804,2840500000.0,6104700000.0,114000000.0
INVX,20260804,1058499000.0,269248000.0,68875856.0
SNAP,20260804,1927088000.0,5543072000.0,1725808000.0
BRBR,20260804,-467200000.0,1519300000.0,
MS,20260804,116329000000.0,1557617000000.0,1571931108.0
CMT,20260804,161077000.0,66343000.0,8563299.0
RITM,20260804,8516862000.0,44660148000.0,558407031.0
XMTR,20260804,595023000.0,461633000.0,
GPOR,20260804,1827274000.0,1343740000.0,17700000.0
STC,20260804,1663419000.0,1618724000.0,30449652.0
EMR,20260804,20379000000.0,,557800000.0
RBA,20260804,5567900000.0,6437200000.0,185100000.0
GLAD,20260804,485717000.0,439377000.0,22593069.0
GLRE,20260804,697682000.0,1540902000.0,32881538.0
ADUS,20260804,1148157000.0,308329000.0,18674000.0
SSRM,20260804,3391574000.0,887716000.0,206395000.0
J,20260804,3264489000.0,,117132889.0
VOYG,20260804,325714000.0,632691000.0,58430737.0
ZBRA,20260804,3435000000.0,5202000000.0,
DNTH,20260804,1172025000.0,41246000.0,54798338.0
RCKY,20260804,263632000.0,226276000.0,7487899.0
IVZ,20260804,12471900000.0,14002900000.0,441500000.0
BOKF,20260804,6083106000.0,47094389000.0,60766867.0
SRTA,20260804,279318000.0,53380000.0,85770897.0
GNRC,20260804,2877623000.0,2894156000.0,
VRM,20260804,99792000.0,820332000.0,5234353.0
ITGR,20260804,1718749000.0,1704848000.0,33992048.0
IT,20260804,-167345000.0,7361019000.0,68288000.0
MPC,20260804,19077000000.0,68590000000.0,
AVY,20260804,2322800000.0,,75902833.0
ADPT,20260804,142914000.0,490016000.0,159059622.0
VRTX,20260804,20247900000.0,7175400000.0,253347555.0
POWL,20260804,756184000.0,650514000.0,36432564.0
SPCX,20260804,2573000000.0,50754000000.0,
SMP,20260804,717725000.0,1328337000.0,22806413.0
INFU,20260804,59146000.0,38554000.0,19914156.0
HLMN,20260804,1225207000.0,1150971000.0,194803383.0
HLNE,20260804,939285000.0,846626000.0,
ARWR,20260804,465529000.0,,141135000.0
SGC,20260804,193383000.0,215137000.0,15945623.0
ASB,20260804,5638123000.0,46174383000.0,188718072.0
ACRE,20260804,489225000.0,1328050000.0,55481113.0
HNI,20260804,1805200000.0,3012400000.0,
HY,20260804,390000000.0,1518200000.0,
BV,20260804,1234700000.0,1670100000.0,92800000.0
SBCF,20260804,2730805000.0,18286142000.0,96822799.0
ATEC,20260804,-12069000.0,,154491000.0
NAGE,20260804,82528000.0,24061000.0,78908000.0
DSX,20260804,551452000.0,,124413701.0
ACR,20260804,413318000.0,1856447000.0,7131101.0
HVT,20260804,294072000.0,361984000.0,
WHR,20260804,3933000000.0,,65000000.0
ACNT,20260804,79596000.0,26720000.0,9009453.0
WK,20260804,-97076000.0,1471527000.0,55819175.0
COLA,20260804,-483254.0,576270.0,1944290.0
COLAR,20260804,-483254.0,576270.0,1944290.0
COLAU,20260804,-483254.0,576270.0,1944290.0
COLB,20260804,7552000000.0,57828000000.0,282817000.0
DVA,20260804,-765096000.0,16630051000.0,63955000.0
WLFC,20260804,708596000.0,2879300000.0,
HSIC,20260804,3157000000.0,6658000000.0,111916222.0
SEB,20260804,5486000000.0,3173000000.0,957794.0
SEAT,20260804,-105079000.0,793884000.0,
HRZN,20260804,417500000.0,414548000.0,66978865.0
HRMY,20260804,999243000.0,373841000.0,58120695.0
IBRX,20260804,-1046629000.0,1674265000.0,1053221645.0
ARVN,20260804,562200000.0,112900000.0,65300000.0
IBTA,20260804,241573000.0,243826000.0,
ARCL,20260804,1093111.0,,
ARCLR,20260804,1093111.0,,
ARCLU,20260804,1093111.0,,
MTB,20260804,27946000000.0,191315000000.0,148424000.0
W,20260804,-2788000000.0,5766000000.0,131000000.0
GWW,20260804,4131000000.0,,47300000.0
